-0.1210623E+00  0.6692735E+01
-0.3468615E-01  0.1053872E+02
 0.4869871E-01  0.8608194E+01
 0.8949183E-01  0.7594755E+01
-0.2884569E+00  0.9637402E+01
-0.1640901E+00 -0.3764796E+01
-0.6666206E-02  0.9362113E+01
 0.3861441E+00  0.8523291E+01
 0.3727751E+00  0.4987084E+01
-0.5366497E-01  0.7653824E+01
-0.7168273E-01  0.6457069E+01
 0.6158314E-01  0.8327766E+01
 0.1003381E+00  0.7056890E+01
 0.2758065E-01 -0.3726818E+01
-0.5838408E-01  0.7861481E+01
-0.4020840E+00  0.8653889E+01
-0.1545580E+00  0.5729720E+01
-0.2497117E-03  0.7079172E+01
 0.4222338E+00  0.3448757E+01
 0.1493777E-01 -0.3603296E+01
 0.3834352E+00  0.5282825E+01
 0.5870279E-02  0.7101669E+01
 0.3275969E+00  0.8752644E+01
-0.4557267E-01  0.4785903E+01
 0.4109164E-01  0.7121577E+01
 0.1430075E+01 -0.3517717E+01
 0.5063299E+00  0.4497011E+01
-0.2546290E-01  0.7698878E+01
-0.2626159E+00  0.1047437E+02
-0.6033769E+00  0.8584371E+01
 0.1334233E+01  0.6095253E+01
-0.2012042E-01  0.1086248E+02
-0.8023372E-01  0.8219078E+01
-0.5406116E-01  0.9712348E+01
-0.5583989E+00  0.9534564E+01
-0.8695926E+00 -0.3357705E+01
 0.2595058E+00  0.4281851E+01
 0.5045602E-01  0.7250582E+01
-0.3505279E+00  0.6216157E+01
 0.5725006E+00  0.5982620E+01
 0.1603708E+00  0.7420223E+01
-0.7070149E+00  0.9044418E+01
 0.5881698E-01  0.6902283E+01
 0.3046566E+00 -0.3870284E+01
 0.1588544E-01  0.7018679E+01
-0.2588691E+00  0.9091875E+01
 0.4417673E+00  0.8636423E+01
-0.2416003E+00  0.6013622E+01
 0.1213444E+00 -0.3741745E+01
-0.1334050E+00  0.7688946E+01
-0.2906285E+00  0.5834663E+01
-0.3537847E-01  0.6674177E+01
 0.7580252E+00  0.2355829E+01
 0.1777583E-01  0.4865043E+01
 0.8988933E-02 -0.3824647E+01
-0.6950416E-02  0.6257293E+01
 0.6079516E-01  0.1223252E+02
 0.1133342E+01  0.6138246E+01
-0.1542968E+00  0.9997748E+01
-0.3202577E+00  0.6451271E+01
-0.1530518E+00  0.7763433E+01
 0.1982410E-01 -0.3561369E+01
-0.3969912E+00  0.3894108E+01
 0.3133100E-01  0.6934809E+01
 0.9120882E-01  0.1031758E+02
 0.1331048E-02  0.1007629E+02
 0.2009520E+01  0.5529286E+01
 0.5089125E-01  0.6921017E+01
-0.4093826E+00  0.9068061E+01
-0.1112198E+00  0.6337592E+01
 0.1837647E+01  0.5370317E+01
-0.1458603E+00  0.7226859E+01
-0.1630311E+00  0.8907909E+01
 0.6956355E-02  0.1064340E+02
 0.5172419E-01  0.8954761E+01
 0.4977700E+00  0.5853511E+01
 0.2039015E-01  0.6963843E+01
 0.1177022E+00 -0.3518896E+01
-0.2632974E-01  0.9286857E+01
 0.2464661E+00  0.6514222E+01
 0.5601904E+00  0.5753309E+01
-0.1180289E+00  0.9023967E+01
 0.1444384E+00  0.5102193E+01
-0.1664131E+00  0.8294043E+01
 0.4704850E-01  0.1117428E+02
 0.9421372E-01 -0.3700354E+01
 0.1367053E+00  0.6067827E+01
-0.5774483E-02  0.7852166E+01
-0.6285474E+00  0.8934854E+01
 0.5028297E+00  0.6377629E+01
-0.4180976E+00  0.6356648E+01
 0.8862327E-01  0.1030214E+02
 0.8504470E-02  0.7312542E+01
-0.2323938E+00  0.8225056E+01
 0.1792329E-01  0.7136067E+01
 0.9125570E-01  0.5566396E+01
-0.1761211E+01  0.5179104E+01
-0.1117433E-01  0.1268299E+02
 0.5469465E-01 -0.3415991E+01
 0.2098069E+00 -0.3366096E+01
 0.1417937E+00  0.4761595E+01
 0.6671422E+00  0.5511067E+01
-0.2174193E+00  0.7801443E+01
-0.1264844E+00  0.6380511E+01
