 0.1200000E-01 -0.9627842E+00 -0.9505069E-01 -0.8599938E+00 -0.9784466E+00 -0.1092721E+01 -0.5910410E+00  0.1453563E+00  0.2802781E-01 -0.4879591E+00 -0.4408006E+00 -0.9746426E+00 -0.1950690E+00 -0.6579402E+00 -0.1655520E+01 -0.8132767E+00 -0.9216511E+00 -0.1050016E+01 -0.5928426E+00 -0.3548181E+00 -0.4590169E+00
 0.1300000E-01 -0.9628280E+00 -0.9496643E-01 -0.8600221E+00 -0.9784930E+00 -0.1092784E+01 -0.5910308E+00  0.1454759E+00  0.2813021E-01 -0.4879327E+00 -0.4407672E+00 -0.9746881E+00 -0.1949999E+00 -0.6579388E+00 -0.1655666E+01 -0.8132977E+00 -0.9216886E+00 -0.1050072E+01 -0.5928311E+00 -0.3547716E+00 -0.4589864E+00
 0.1400000E-01 -0.9628752E+00 -0.9487553E-01 -0.8600526E+00 -0.9785430E+00 -0.1092853E+01 -0.5910197E+00  0.1456050E+00  0.2824068E-01 -0.4879041E+00 -0.4407313E+00 -0.9747371E+00 -0.1949252E+00 -0.6579373E+00 -0.1655825E+01 -0.8133203E+00 -0.9217290E+00 -0.1050133E+01 -0.5928187E+00 -0.3547213E+00 -0.4589535E+00
 0.1500000E-01 -0.9629258E+00 -0.9477804E-01 -0.8600853E+00 -0.9785967E+00 -0.1092926E+01 -0.5910078E+00  0.1457434E+00  0.2835915E-01 -0.4878736E+00 -0.4406927E+00 -0.9747897E+00 -0.1948452E+00 -0.6579357E+00 -0.1655994E+01 -0.8133446E+00 -0.9217724E+00 -0.1050198E+01 -0.5928054E+00 -0.3546674E+00 -0.4589182E+00
 0.1600000E-01 -0.9629799E+00 -0.9467402E-01 -0.8601202E+00 -0.9786539E+00 -0.1093004E+01 -0.5909951E+00  0.1458910E+00  0.2848556E-01 -0.4878409E+00 -0.4406516E+00 -0.9748459E+00 -0.1947598E+00 -0.6579340E+00 -0.1656175E+01 -0.8133705E+00 -0.9218187E+00 -0.1050267E+01 -0.5927912E+00 -0.3546100E+00 -0.4588806E+00
 0.1700000E-01 -0.9630373E+00 -0.9456353E-01 -0.8601573E+00 -0.9787148E+00 -0.1093087E+01 -0.5909816E+00  0.1460479E+00  0.2861984E-01 -0.4878063E+00 -0.4406079E+00 -0.9749055E+00 -0.1946691E+00 -0.6579321E+00 -0.1656368E+01 -0.8133980E+00 -0.9218679E+00 -0.1050341E+01 -0.5927761E+00 -0.3545489E+00 -0.4588406E+00
 0.1800000E-01 -0.9630980E+00 -0.9444662E-01 -0.8601966E+00 -0.9787791E+00 -0.1093175E+01 -0.5909673E+00  0.1462138E+00  0.2876192E-01 -0.4877696E+00 -0.4405616E+00 -0.9749686E+00 -0.1945731E+00 -0.6579302E+00 -0.1656571E+01 -0.8134271E+00 -0.9219199E+00 -0.1050419E+01 -0.5927602E+00 -0.3544843E+00 -0.4587983E+00
 0.1900000E-01 -0.9631620E+00 -0.9432336E-01 -0.8602380E+00 -0.9788470E+00 -0.1093267E+01 -0.5909523E+00  0.1463888E+00  0.2891172E-01 -0.4877310E+00 -0.4405129E+00 -0.9750351E+00 -0.1944719E+00 -0.6579282E+00 -0.1656786E+01 -0.8134578E+00 -0.9219748E+00 -0.1050501E+01 -0.5927434E+00 -0.3544161E+00 -0.4587537E+00
 0.2000000E-01 -0.9632293E+00 -0.9419379E-01 -0.8602814E+00 -0.9789183E+00 -0.1093365E+01 -0.5909365E+00  0.1465727E+00  0.2906918E-01 -0.4876903E+00 -0.4404616E+00 -0.9751050E+00 -0.1943656E+00 -0.6579260E+00 -0.1657011E+01 -0.8134900E+00 -0.9220324E+00 -0.1050587E+01 -0.5927257E+00 -0.3543445E+00 -0.4587068E+00
 0.2100000E-01 -0.9632999E+00 -0.9405798E-01 -0.8603270E+00 -0.9789931E+00 -0.1093467E+01 -0.5909199E+00  0.1467655E+00  0.2923423E-01 -0.4876477E+00 -0.4404079E+00 -0.9751783E+00 -0.1942541E+00 -0.6579238E+00 -0.1657248E+01 -0.8135238E+00 -0.9220929E+00 -0.1050678E+01 -0.5927072E+00 -0.3542694E+00 -0.4586576E+00
 0.2200000E-01 -0.9633736E+00 -0.9391598E-01 -0.8603747E+00 -0.9790713E+00 -0.1093573E+01 -0.5909026E+00  0.1469671E+00  0.2940680E-01 -0.4876032E+00 -0.4403517E+00 -0.9752550E+00 -0.1941375E+00 -0.6579214E+00 -0.1657495E+01 -0.8135592E+00 -0.9221560E+00 -0.1050772E+01 -0.5926878E+00 -0.3541910E+00 -0.4586062E+00
 0.2300000E-01 -0.9634506E+00 -0.9376784E-01 -0.8604244E+00 -0.9791529E+00 -0.1093684E+01 -0.5908845E+00  0.1471774E+00  0.2958682E-01 -0.4875567E+00 -0.4402931E+00 -0.9753349E+00 -0.1940159E+00 -0.6579190E+00 -0.1657753E+01 -0.8135960E+00 -0.9222220E+00 -0.1050871E+01 -0.5926676E+00 -0.3541091E+00 -0.4585526E+00
 0.2400000E-01 -0.9635307E+00 -0.9361363E-01 -0.8604762E+00 -0.9792378E+00 -0.1093800E+01 -0.5908657E+00  0.1473963E+00  0.2977422E-01 -0.4875084E+00 -0.4402321E+00 -0.9754181E+00 -0.1938893E+00 -0.6579164E+00 -0.1658021E+01 -0.8136344E+00 -0.9222906E+00 -0.1050974E+01 -0.5926465E+00 -0.3540238E+00 -0.4584968E+00
 0.2500000E-01 -0.9636139E+00 -0.9345340E-01 -0.8605300E+00 -0.9793260E+00 -0.1093920E+01 -0.5908462E+00  0.1476237E+00  0.2996895E-01 -0.4874581E+00 -0.4401688E+00 -0.9755046E+00 -0.1937577E+00 -0.6579138E+00 -0.1658300E+01 -0.8136743E+00 -0.9223619E+00 -0.1051080E+01 -0.5926247E+00 -0.3539353E+00 -0.4584388E+00
 0.2600000E-01 -0.9637002E+00 -0.9328721E-01 -0.8605858E+00 -0.9794175E+00 -0.1094045E+01 -0.5908259E+00  0.1478597E+00  0.3017092E-01 -0.4874060E+00 -0.4401030E+00 -0.9755943E+00 -0.1936213E+00 -0.6579110E+00 -0.1658590E+01 -0.8137157E+00 -0.9224359E+00 -0.1051191E+01 -0.5926020E+00 -0.3538434E+00 -0.4583787E+00
 0.2700000E-01 -0.9637896E+00 -0.9311511E-01 -0.8606435E+00 -0.9795122E+00 -0.1094174E+01 -0.5908049E+00  0.1481040E+00  0.3038006E-01 -0.4873520E+00 -0.4400349E+00 -0.9756872E+00 -0.1934800E+00 -0.6579082E+00 -0.1658889E+01 -0.8137585E+00 -0.9225125E+00 -0.1051306E+01 -0.5925785E+00 -0.3537483E+00 -0.4583164E+00
 0.2800000E-01 -0.9638820E+00 -0.9293716E-01 -0.8607033E+00 -0.9796102E+00 -0.1094308E+01 -0.5907832E+00  0.1483566E+00  0.3059633E-01 -0.4872962E+00 -0.4399645E+00 -0.9757832E+00 -0.1933339E+00 -0.6579053E+00 -0.1659199E+01 -0.8138028E+00 -0.9225916E+00 -0.1051424E+01 -0.5925542E+00 -0.3536499E+00 -0.4582520E+00
 0.2900000E-01 -0.9639775E+00 -0.9275341E-01 -0.8607650E+00 -0.9797114E+00 -0.1094446E+01 -0.5907608E+00  0.1486174E+00  0.3081963E-01 -0.4872386E+00 -0.4398919E+00 -0.9758824E+00 -0.1931831E+00 -0.6579022E+00 -0.1659519E+01 -0.8138485E+00 -0.9226734E+00 -0.1051547E+01 -0.5925292E+00 -0.3535484E+00 -0.4581855E+00
 0.3000000E-01 -0.9640759E+00 -0.9256392E-01 -0.8608286E+00 -0.9798157E+00 -0.1094588E+01 -0.5907377E+00  0.1488864E+00  0.3104992E-01 -0.4871792E+00 -0.4398169E+00 -0.9759846E+00 -0.1930275E+00 -0.6578991E+00 -0.1659849E+01 -0.8138957E+00 -0.9227577E+00 -0.1051673E+01 -0.5925033E+00 -0.3534436E+00 -0.4581169E+00
 0.3100000E-01 -0.9641773E+00 -0.9236874E-01 -0.8608941E+00 -0.9799232E+00 -0.1094735E+01 -0.5907139E+00  0.1491635E+00  0.3128711E-01 -0.4871180E+00 -0.4397397E+00 -0.9760899E+00 -0.1928673E+00 -0.6578959E+00 -0.1660189E+01 -0.8139443E+00 -0.9228446E+00 -0.1051803E+01 -0.5924767E+00 -0.3533357E+00 -0.4580463E+00
 0.3200000E-01 -0.9642816E+00 -0.9216793E-01 -0.8609615E+00 -0.9800337E+00 -0.1094886E+01 -0.5906894E+00  0.1494485E+00  0.3153115E-01 -0.4870550E+00 -0.4396603E+00 -0.9761983E+00 -0.1927024E+00 -0.6578925E+00 -0.1660538E+01 -0.8139942E+00 -0.9229340E+00 -0.1051937E+01 -0.5924493E+00 -0.3532247E+00 -0.4579736E+00
 0.3300000E-01 -0.9643888E+00 -0.9196154E-01 -0.8610308E+00 -0.9801474E+00 -0.1095041E+01 -0.5906642E+00  0.1497415E+00  0.3178197E-01 -0.4869903E+00 -0.4395786E+00 -0.9763097E+00 -0.1925330E+00 -0.6578891E+00 -0.1660897E+01 -0.8140456E+00 -0.9230258E+00 -0.1052074E+01 -0.5924211E+00 -0.3531107E+00 -0.4578989E+00
 0.3400000E-01 -0.9644989E+00 -0.9174964E-01 -0.8611019E+00 -0.9802640E+00 -0.1095200E+01 -0.5906384E+00  0.1500423E+00  0.3203949E-01 -0.4869238E+00 -0.4394948E+00 -0.9764240E+00 -0.1923590E+00 -0.6578856E+00 -0.1661266E+01 -0.8140984E+00 -0.9231201E+00 -0.1052215E+01 -0.5923922E+00 -0.3529935E+00 -0.4578222E+00
 0.3500000E-01 -0.9646118E+00 -0.9153226E-01 -0.8611749E+00 -0.9803837E+00 -0.1095363E+01 -0.5906119E+00  0.1503509E+00  0.3230366E-01 -0.4868556E+00 -0.4394088E+00 -0.9765414E+00 -0.1921805E+00 -0.6578820E+00 -0.1661645E+01 -0.8141525E+00 -0.9232169E+00 -0.1052360E+01 -0.5923626E+00 -0.3528734E+00 -0.4577436E+00
 0.3600000E-01 -0.9647275E+00 -0.9130947E-01 -0.8612497E+00 -0.9805064E+00 -0.1095530E+01 -0.5905847E+00  0.1506672E+00  0.3257441E-01 -0.4867857E+00 -0.4393207E+00 -0.9766616E+00 -0.1919976E+00 -0.6578783E+00 -0.1662033E+01 -0.8142079E+00 -0.9233160E+00 -0.1052508E+01 -0.5923322E+00 -0.3527502E+00 -0.4576629E+00
 0.3700000E-01 -0.9648460E+00 -0.9108133E-01 -0.8613262E+00 -0.9806320E+00 -0.1095702E+01 -0.5905569E+00  0.1509910E+00  0.3285167E-01 -0.4867142E+00 -0.4392305E+00 -0.9767847E+00 -0.1918103E+00 -0.6578746E+00 -0.1662430E+01 -0.8142647E+00 -0.9234175E+00 -0.1052660E+01 -0.5923010E+00 -0.3526241E+00 -0.4575804E+00
 0.3800000E-01 -0.9649673E+00 -0.9084787E-01 -0.8614046E+00 -0.9807605E+00 -0.1095877E+01 -0.5905284E+00  0.1513224E+00  0.3313538E-01 -0.4866410E+00 -0.4391381E+00 -0.9769107E+00 -0.1916187E+00 -0.6578707E+00 -0.1662836E+01 -0.8143228E+00 -0.9235214E+00 -0.1052816E+01 -0.5922692E+00 -0.3524951E+00 -0.4574959E+00
 0.3900000E-01 -0.9650913E+00 -0.9060917E-01 -0.8614847E+00 -0.9808920E+00 -0.1096056E+01 -0.5904993E+00  0.1516613E+00  0.3342547E-01 -0.4865661E+00 -0.4390437E+00 -0.9770395E+00 -0.1914227E+00 -0.6578668E+00 -0.1663252E+01 -0.8143822E+00 -0.9236277E+00 -0.1052975E+01 -0.5922366E+00 -0.3523631E+00 -0.4574095E+00
 0.4000000E-01 -0.9652180E+00 -0.9036527E-01 -0.8615666E+00 -0.9810262E+00 -0.1096239E+01 -0.5904695E+00  0.1520075E+00  0.3372188E-01 -0.4864896E+00 -0.4389472E+00 -0.9771711E+00 -0.1912225E+00 -0.6578627E+00 -0.1663676E+01 -0.8144429E+00 -0.9237362E+00 -0.1053137E+01 -0.5922033E+00 -0.3522283E+00 -0.4573212E+00
 0.4100000E-01 -0.9653473E+00 -0.9011622E-01 -0.8616502E+00 -0.9811634E+00 -0.1096426E+01 -0.5904391E+00  0.1523610E+00  0.3402454E-01 -0.4864115E+00 -0.4388487E+00 -0.9773055E+00 -0.1910180E+00 -0.6578586E+00 -0.1664110E+01 -0.8145049E+00 -0.9238470E+00 -0.1053303E+01 -0.5921693E+00 -0.3520907E+00 -0.4572311E+00
 0.4200000E-01 -0.9654794E+00 -0.8986209E-01 -0.8617355E+00 -0.9813033E+00 -0.1096617E+01 -0.5904082E+00  0.1527218E+00  0.3433338E-01 -0.4863318E+00 -0.4387482E+00 -0.9774427E+00 -0.1908094E+00 -0.6578544E+00 -0.1664552E+01 -0.8145681E+00 -0.9239601E+00 -0.1053473E+01 -0.5921347E+00 -0.3519502E+00 -0.4571391E+00
 0.4300000E-01 -0.9656140E+00 -0.8960291E-01 -0.8618225E+00 -0.9814460E+00 -0.1096812E+01 -0.5903765E+00  0.1530897E+00  0.3464835E-01 -0.4862505E+00 -0.4386457E+00 -0.9775826E+00 -0.1905966E+00 -0.6578501E+00 -0.1665004E+01 -0.8146326E+00 -0.9240755E+00 -0.1053645E+01 -0.5920993E+00 -0.3518069E+00 -0.4570453E+00
 0.4400000E-01 -0.9657512E+00 -0.8933875E-01 -0.8619112E+00 -0.9815914E+00 -0.1097010E+01 -0.5903443E+00  0.1534647E+00  0.3496938E-01 -0.4861677E+00 -0.4385412E+00 -0.9777251E+00 -0.1903798E+00 -0.6578458E+00 -0.1665464E+01 -0.8146984E+00 -0.9241930E+00 -0.1053821E+01 -0.5920632E+00 -0.3516609E+00 -0.4569497E+00
 0.4500000E-01 -0.9658910E+00 -0.8906966E-01 -0.8620015E+00 -0.9817396E+00 -0.1097212E+01 -0.5903115E+00  0.1538467E+00  0.3529640E-01 -0.4860833E+00 -0.4384347E+00 -0.9778703E+00 -0.1901588E+00 -0.6578413E+00 -0.1665932E+01 -0.8147653E+00 -0.9243128E+00 -0.1054000E+01 -0.5920265E+00 -0.3515122E+00 -0.4568523E+00
 0.4600000E-01 -0.9660333E+00 -0.8879569E-01 -0.8620935E+00 -0.9818904E+00 -0.1097418E+01 -0.5902781E+00  0.1542356E+00  0.3562935E-01 -0.4859974E+00 -0.4383264E+00 -0.9780182E+00 -0.1899339E+00 -0.6578368E+00 -0.1666409E+01 -0.8148335E+00 -0.9244347E+00 -0.1054183E+01 -0.5919891E+00 -0.3513607E+00 -0.4567532E+00
 0.4700000E-01 -0.9661781E+00 -0.8851689E-01 -0.8621871E+00 -0.9820439E+00 -0.1097627E+01 -0.5902441E+00  0.1546313E+00  0.3596816E-01 -0.4859099E+00 -0.4382161E+00 -0.9781686E+00 -0.1897050E+00 -0.6578322E+00 -0.1666894E+01 -0.8149029E+00 -0.9245588E+00 -0.1054369E+01 -0.5919511E+00 -0.3512066E+00 -0.4566523E+00
 0.4800000E-01 -0.9663254E+00 -0.8823332E-01 -0.8622823E+00 -0.9822001E+00 -0.1097840E+01 -0.5902095E+00  0.1550339E+00  0.3631279E-01 -0.4858210E+00 -0.4381039E+00 -0.9783217E+00 -0.1894722E+00 -0.6578275E+00 -0.1667388E+01 -0.8149735E+00 -0.9246850E+00 -0.1054557E+01 -0.5919124E+00 -0.3510499E+00 -0.4565497E+00
 0.4900000E-01 -0.9664752E+00 -0.8794502E-01 -0.8623790E+00 -0.9823588E+00 -0.1098056E+01 -0.5901744E+00  0.1554431E+00  0.3666315E-01 -0.4857306E+00 -0.4379899E+00 -0.9784773E+00 -0.1892356E+00 -0.6578227E+00 -0.1667890E+01 -0.8150452E+00 -0.9248133E+00 -0.1054749E+01 -0.5918730E+00 -0.3508905E+00 -0.4564453E+00
 0.5000000E-01 -0.9666273E+00 -0.8765205E-01 -0.8624774E+00 -0.9825201E+00 -0.1098276E+01 -0.5901386E+00  0.1558590E+00  0.3701919E-01 -0.4856387E+00 -0.4378740E+00 -0.9786354E+00 -0.1889951E+00 -0.6578179E+00 -0.1668400E+01 -0.8151181E+00 -0.9249436E+00 -0.1054945E+01 -0.5918331E+00 -0.3507286E+00 -0.4563393E+00
 0.5100000E-01 -0.9667819E+00 -0.8735446E-01 -0.8625773E+00 -0.9826840E+00 -0.1098500E+01 -0.5901024E+00  0.1562815E+00  0.3738084E-01 -0.4855454E+00 -0.4377563E+00 -0.9787960E+00 -0.1887507E+00 -0.6578130E+00 -0.1668918E+01 -0.8151922E+00 -0.9250761E+00 -0.1055143E+01 -0.5917925E+00 -0.3505641E+00 -0.4562316E+00
 0.5200000E-01 -0.9669389E+00 -0.8705229E-01 -0.8626787E+00 -0.9828503E+00 -0.1098727E+01 -0.5900655E+00  0.1567104E+00  0.3774805E-01 -0.4854506E+00 -0.4376367E+00 -0.9789590E+00 -0.1885027E+00 -0.6578080E+00 -0.1669444E+01 -0.8152674E+00 -0.9252105E+00 -0.1055344E+01 -0.5917512E+00 -0.3503970E+00 -0.4561223E+00
 0.5300000E-01 -0.9670982E+00 -0.8674561E-01 -0.8627816E+00 -0.9830192E+00 -0.1098957E+01 -0.5900281E+00  0.1571457E+00  0.3812075E-01 -0.4853544E+00 -0.4375154E+00 -0.9791245E+00 -0.1882509E+00 -0.6578029E+00 -0.1669978E+01 -0.8153437E+00 -0.9253470E+00 -0.1055548E+01 -0.5917094E+00 -0.3502275E+00 -0.4560113E+00
 0.5400000E-01 -0.9672598E+00 -0.8643447E-01 -0.8628861E+00 -0.9831905E+00 -0.1099191E+01 -0.5899902E+00  0.1575874E+00  0.3849888E-01 -0.4852568E+00 -0.4373923E+00 -0.9792924E+00 -0.1879955E+00 -0.6577977E+00 -0.1670520E+01 -0.8154211E+00 -0.9254855E+00 -0.1055756E+01 -0.5916669E+00 -0.3500555E+00 -0.4558987E+00
 0.5500000E-01 -0.9674237E+00 -0.8611890E-01 -0.8629920E+00 -0.9833643E+00 -0.1099428E+01 -0.5899517E+00  0.1580354E+00  0.3888238E-01 -0.4851579E+00 -0.4372675E+00 -0.9794627E+00 -0.1877364E+00 -0.6577925E+00 -0.1671069E+01 -0.8154997E+00 -0.9256259E+00 -0.1055966E+01 -0.5916238E+00 -0.3498811E+00 -0.4557845E+00
 0.5600000E-01 -0.9675899E+00 -0.8579897E-01 -0.8630994E+00 -0.9835404E+00 -0.1099668E+01 -0.5899127E+00  0.1584895E+00  0.3927118E-01 -0.4850575E+00 -0.4371410E+00 -0.9796354E+00 -0.1874738E+00 -0.6577872E+00 -0.1671626E+01 -0.8155793E+00 -0.9257683E+00 -0.1056179E+01 -0.5915802E+00 -0.3497042E+00 -0.4556687E+00
 0.5700000E-01 -0.9677583E+00 -0.8547472E-01 -0.8632082E+00 -0.9837189E+00 -0.1099911E+01 -0.5898732E+00  0.1589498E+00  0.3966524E-01 -0.4849558E+00 -0.4370127E+00 -0.9798104E+00 -0.1872076E+00 -0.6577819E+00 -0.1672191E+01 -0.8156600E+00 -0.9259126E+00 -0.1056395E+01 -0.5915359E+00 -0.3495250E+00 -0.4555514E+00
 0.5800000E-01 -0.9679290E+00 -0.8514621E-01 -0.8633185E+00 -0.9838998E+00 -0.1100158E+01 -0.5898331E+00  0.1594162E+00  0.4006447E-01 -0.4848528E+00 -0.4368828E+00 -0.9799877E+00 -0.1869379E+00 -0.6577764E+00 -0.1672762E+01 -0.8157417E+00 -0.9260588E+00 -0.1056614E+01 -0.5914911E+00 -0.3493434E+00 -0.4554325E+00
 0.5900000E-01 -0.9681018E+00 -0.8481348E-01 -0.8634302E+00 -0.9840830E+00 -0.1100408E+01 -0.5897925E+00  0.1598885E+00  0.4046883E-01 -0.4847484E+00 -0.4367511E+00 -0.9801672E+00 -0.1866647E+00 -0.6577709E+00 -0.1673342E+01 -0.8158245E+00 -0.9262069E+00 -0.1056835E+01 -0.5914457E+00 -0.3491595E+00 -0.4553121E+00
 0.6000000E-01 -0.9682768E+00 -0.8447658E-01 -0.8635433E+00 -0.9842685E+00 -0.1100661E+01 -0.5897515E+00  0.1603667E+00  0.4087826E-01 -0.4846428E+00 -0.4366179E+00 -0.9803491E+00 -0.1863882E+00 -0.6577654E+00 -0.1673928E+01 -0.8159084E+00 -0.9263568E+00 -0.1057060E+01 -0.5913997E+00 -0.3489732E+00 -0.4551901E+00
 0.6100000E-01 -0.9684540E+00 -0.8413556E-01 -0.8636578E+00 -0.9844563E+00 -0.1100917E+01 -0.5897099E+00  0.1608508E+00  0.4129269E-01 -0.4845358E+00 -0.4364830E+00 -0.9805331E+00 -0.1861082E+00 -0.6577597E+00 -0.1674522E+01 -0.8159932E+00 -0.9265086E+00 -0.1057287E+01 -0.5913531E+00 -0.3487847E+00 -0.4550667E+00
 0.6200000E-01 -0.9686332E+00 -0.8379047E-01 -0.8637736E+00 -0.9846463E+00 -0.1101176E+01 -0.5896678E+00  0.1613407E+00  0.4171206E-01 -0.4844276E+00 -0.4363465E+00 -0.9807193E+00 -0.1858249E+00 -0.6577540E+00 -0.1675123E+01 -0.8160791E+00 -0.9266621E+00 -0.1057517E+01 -0.5913060E+00 -0.3485940E+00 -0.4549418E+00
 0.6300000E-01 -0.9688146E+00 -0.8344136E-01 -0.8638908E+00 -0.9848385E+00 -0.1101438E+01 -0.5896253E+00  0.1618363E+00  0.4213633E-01 -0.4843181E+00 -0.4362084E+00 -0.9809077E+00 -0.1855383E+00 -0.6577482E+00 -0.1675731E+01 -0.8161660E+00 -0.9268175E+00 -0.1057749E+01 -0.5912584E+00 -0.3484010E+00 -0.4548155E+00
 0.6400000E-01 -0.9689980E+00 -0.8308828E-01 -0.8640093E+00 -0.9850329E+00 -0.1101703E+01 -0.5895822E+00  0.1623375E+00  0.4256542E-01 -0.4842074E+00 -0.4360687E+00 -0.9810983E+00 -0.1852485E+00 -0.6577424E+00 -0.1676345E+01 -0.8162538E+00 -0.9269746E+00 -0.1057984E+01 -0.5912102E+00 -0.3482058E+00 -0.4546877E+00
 0.6500000E-01 -0.9691834E+00 -0.8273128E-01 -0.8641291E+00 -0.9852295E+00 -0.1101971E+01 -0.5895387E+00  0.1628442E+00  0.4299927E-01 -0.4840954E+00 -0.4359275E+00 -0.9812909E+00 -0.1849554E+00 -0.6577365E+00 -0.1676967E+01 -0.8163427E+00 -0.9271335E+00 -0.1058222E+01 -0.5911615E+00 -0.3480084E+00 -0.4545585E+00
 0.6600000E-01 -0.9693709E+00 -0.8237040E-01 -0.8642503E+00 -0.9854282E+00 -0.1102242E+01 -0.5894947E+00  0.1633565E+00  0.4343784E-01 -0.4839822E+00 -0.4357848E+00 -0.9814857E+00 -0.1846591E+00 -0.6577305E+00 -0.1677595E+01 -0.8164325E+00 -0.9272941E+00 -0.1058463E+01 -0.5911122E+00 -0.3478090E+00 -0.4544279E+00
 0.6700000E-01 -0.9695603E+00 -0.8200569E-01 -0.8643727E+00 -0.9856290E+00 -0.1102516E+01 -0.5894503E+00  0.1638742E+00  0.4388106E-01 -0.4838678E+00 -0.4356405E+00 -0.9816825E+00 -0.1843597E+00 -0.6577245E+00 -0.1678230E+01 -0.8165232E+00 -0.9274564E+00 -0.1058706E+01 -0.5910624E+00 -0.3476073E+00 -0.4542959E+00
