-0.5960701E+01 -0.5596559E+01 -0.5232483E+01 -0.4868352E+01 -0.4504146E+01 -0.4139870E+01 -0.3775527E+01 -0.3411123E+01 -0.3046662E+01 -0.2682151E+01 -0.2317594E+01 -0.1952995E+01 -0.1588361E+01 -0.1223696E+01 -0.8590052E+00 -0.4942937E+00 -0.1295667E+00  0.2351690E+00  0.5998971E+00  0.9645789E+00  0.3092300E+00  0.2632801E+00  0.2118333E+00  0.1654672E+00  0.1258370E+00  0.9266635E-01  0.6550029E-01  0.4388066E-01  0.2735152E-01  0.1545733E-01  0.7741915E-02  0.3747889E-02  0.3016528E-02  0.5087904E-02  0.9501124E-02  0.1579431E-01  0.2349421E-01  0.3198635E-01  0.3979528E-01  0.4340502E-01
-0.5960377E+01 -0.5596283E+01 -0.5232261E+01 -0.4868179E+01 -0.4504015E+01 -0.4139773E+01 -0.3775458E+01 -0.3411077E+01 -0.3046634E+01 -0.2682135E+01 -0.2317586E+01 -0.1952991E+01 -0.1588358E+01 -0.1223691E+01 -0.8589953E+00 -0.4942772E+00 -0.1295421E+00  0.2352025E+00  0.5999388E+00  0.9646244E+00  0.3239381E+00  0.2757170E+00  0.2218309E+00  0.1732851E+00  0.1317905E+00  0.9705619E-01  0.6860707E-01  0.4596447E-01  0.2865189E-01  0.1619310E-01  0.8110921E-02  0.3926713E-02  0.3160259E-02  0.5329937E-02  0.9953012E-02  0.1654565E-01  0.2461207E-01  0.3350844E-01  0.4168951E-01  0.4547568E-01
-0.5960038E+01 -0.5595995E+01 -0.5232029E+01 -0.4867997E+01 -0.4503877E+01 -0.4139671E+01 -0.3775387E+01 -0.3411029E+01 -0.3046604E+01 -0.2682118E+01 -0.2317577E+01 -0.1952987E+01 -0.1588355E+01 -0.1223685E+01 -0.8589849E+00 -0.4942599E+00 -0.1295164E+00  0.2352375E+00  0.5999824E+00  0.9646719E+00  0.3386396E+00  0.2881369E+00  0.2318144E+00  0.1810936E+00  0.1377382E+00  0.1014427E+00  0.7171207E-01  0.4804745E-01  0.2995197E-01  0.1692883E-01  0.8479976E-02  0.4105587E-02  0.3304002E-02  0.5571935E-02  0.1040482E-01  0.1729688E-01  0.2572980E-01  0.3503038E-01  0.4358364E-01  0.4754688E-01
-0.5959685E+01 -0.5595695E+01 -0.5231787E+01 -0.4867809E+01 -0.4503733E+01 -0.4139565E+01 -0.3775312E+01 -0.3410979E+01 -0.3046573E+01 -0.2682100E+01 -0.2317568E+01 -0.1952983E+01 -0.1588351E+01 -0.1223679E+01 -0.8589740E+00 -0.4942418E+00 -0.1294895E+00  0.2352741E+00  0.6000279E+00  0.9647215E+00  0.3533337E+00  0.3005389E+00  0.2417830E+00  0.1888924E+00  0.1436798E+00  0.1058257E+00  0.7481522E-01  0.5012957E-01  0.3125175E-01  0.1766452E-01  0.8849083E-02  0.4284513E-02  0.3447757E-02  0.5813896E-02  0.1085656E-01  0.1804801E-01  0.2684740E-01  0.3655218E-01  0.4547768E-01  0.4961865E-01
-0.5959317E+01 -0.5595382E+01 -0.5231536E+01 -0.4867612E+01 -0.4503584E+01 -0.4139455E+01 -0.3775234E+01 -0.3410926E+01 -0.3046540E+01 -0.2682082E+01 -0.2317559E+01 -0.1952979E+01 -0.1588348E+01 -0.1223673E+01 -0.8589627E+00 -0.4942230E+00 -0.1294616E+00  0.2353121E+00  0.6000753E+00  0.9647732E+00  0.3680195E+00  0.3129219E+00  0.2517360E+00  0.1966807E+00  0.1496150E+00  0.1102050E+00  0.7791642E-01  0.5221078E-01  0.3255120E-01  0.1840017E-01  0.9218243E-02  0.4463494E-02  0.3591526E-02  0.6055819E-02  0.1130821E-01  0.1879901E-01  0.2796486E-01  0.3807382E-01  0.4737161E-01  0.5169102E-01
-0.5958934E+01 -0.5595057E+01 -0.5231274E+01 -0.4867407E+01 -0.4503428E+01 -0.4139341E+01 -0.3775153E+01 -0.3410872E+01 -0.3046506E+01 -0.2682063E+01 -0.2317549E+01 -0.1952974E+01 -0.1588344E+01 -0.1223667E+01 -0.8589509E+00 -0.4942035E+00 -0.1294325E+00  0.2353517E+00  0.6001245E+00  0.9648270E+00  0.3826964E+00  0.3252849E+00  0.2616726E+00  0.2044583E+00  0.1555436E+00  0.1145804E+00  0.8101559E-01  0.5429106E-01  0.3385032E-01  0.1913577E-01  0.9587459E-02  0.4642531E-02  0.3735308E-02  0.6297702E-02  0.1175977E-01  0.1954990E-01  0.2908219E-01  0.3959530E-01  0.4926544E-01  0.5376401E-01
-0.5958537E+01 -0.5594719E+01 -0.5231002E+01 -0.4867195E+01 -0.4503267E+01 -0.4139222E+01 -0.3775069E+01 -0.3410816E+01 -0.3046471E+01 -0.2682043E+01 -0.2317540E+01 -0.1952969E+01 -0.1588340E+01 -0.1223660E+01 -0.8589387E+00 -0.4941832E+00 -0.1294023E+00  0.2353928E+00  0.6001757E+00  0.9648828E+00  0.3973635E+00  0.3376268E+00  0.2715921E+00  0.2122245E+00  0.1614652E+00  0.1189519E+00  0.8411264E-01  0.5637037E-01  0.3514909E-01  0.1987132E-01  0.9956733E-02  0.4821627E-02  0.3879104E-02  0.6539544E-02  0.1221124E-01  0.2030066E-01  0.3019937E-01  0.4111662E-01  0.5115915E-01  0.5583763E-01
-0.5958125E+01 -0.5594369E+01 -0.5230721E+01 -0.4866975E+01 -0.4503099E+01 -0.4139098E+01 -0.3774981E+01 -0.3410757E+01 -0.3046435E+01 -0.2682022E+01 -0.2317529E+01 -0.1952964E+01 -0.1588336E+01 -0.1223654E+01 -0.8589261E+00 -0.4941621E+00 -0.1293710E+00  0.2354355E+00  0.6002287E+00  0.9649407E+00  0.4120199E+00  0.3499465E+00  0.2814937E+00  0.2199790E+00  0.1673796E+00  0.1233192E+00  0.8720749E-01  0.5844865E-01  0.3644750E-01  0.2060683E-01  0.1032607E-01  0.5000784E-02  0.4022915E-02  0.6781342E-02  0.1266262E-01  0.2105129E-01  0.3131639E-01  0.4263777E-01  0.5305276E-01  0.5791193E-01
-0.5957698E+01 -0.5594007E+01 -0.5230430E+01 -0.4866747E+01 -0.4502926E+01 -0.4138971E+01 -0.3774891E+01 -0.3410697E+01 -0.3046397E+01 -0.2682001E+01 -0.2317518E+01 -0.1952959E+01 -0.1588332E+01 -0.1223647E+01 -0.8589130E+00 -0.4941403E+00 -0.1293385E+00  0.2354796E+00  0.6002837E+00  0.9650007E+00  0.4266649E+00  0.3622431E+00  0.2913766E+00  0.2277212E+00  0.1732864E+00  0.1276822E+00  0.9030005E-01  0.6052588E-01  0.3774553E-01  0.2134228E-01  0.1069546E-01  0.5180004E-02  0.4166741E-02  0.7023096E-02  0.1311390E-01  0.2180179E-01  0.3243326E-01  0.4415873E-01  0.5494626E-01  0.5998690E-01
-0.5957257E+01 -0.5593632E+01 -0.5230128E+01 -0.4866512E+01 -0.4502747E+01 -0.4138839E+01 -0.3774798E+01 -0.3410634E+01 -0.3046358E+01 -0.2681979E+01 -0.2317507E+01 -0.1952954E+01 -0.1588328E+01 -0.1223639E+01 -0.8588994E+00 -0.4941178E+00 -0.1293050E+00  0.2355253E+00  0.6003405E+00  0.9650628E+00  0.4412975E+00  0.3745155E+00  0.3012401E+00  0.2354507E+00  0.1791855E+00  0.1320406E+00  0.9339025E-01  0.6260202E-01  0.3904317E-01  0.2207768E-01  0.1106493E-01  0.5359290E-02  0.4310583E-02  0.7264803E-02  0.1356508E-01  0.2255214E-01  0.3354997E-01  0.4567952E-01  0.5683963E-01  0.6206259E-01
-0.5956801E+01 -0.5593246E+01 -0.5229817E+01 -0.4866269E+01 -0.4502562E+01 -0.4138702E+01 -0.3774701E+01 -0.3410569E+01 -0.3046317E+01 -0.2681956E+01 -0.2317496E+01 -0.1952948E+01 -0.1588323E+01 -0.1223632E+01 -0.8588854E+00 -0.4940945E+00 -0.1292703E+00  0.2355725E+00  0.6003993E+00  0.9651269E+00  0.4559169E+00  0.3867626E+00  0.3110835E+00  0.2431669E+00  0.1850765E+00  0.1363944E+00  0.9647798E-01  0.6467703E-01  0.4034041E-01  0.2281303E-01  0.1143445E-01  0.5538645E-02  0.4454441E-02  0.7506462E-02  0.1401616E-01  0.2330236E-01  0.3466651E-01  0.4720012E-01  0.5873288E-01  0.6413900E-01
-0.5956330E+01 -0.5592847E+01 -0.5229496E+01 -0.4866018E+01 -0.4502371E+01 -0.4138562E+01 -0.3774602E+01 -0.3410503E+01 -0.3046276E+01 -0.2681933E+01 -0.2317484E+01 -0.1952942E+01 -0.1588318E+01 -0.1223624E+01 -0.8588709E+00 -0.4940704E+00 -0.1292345E+00  0.2356212E+00  0.6004599E+00  0.9651931E+00  0.4705221E+00  0.3989833E+00  0.3209059E+00  0.2508695E+00  0.1909591E+00  0.1407434E+00  0.9956318E-01  0.6675086E-01  0.4163723E-01  0.2354832E-01  0.1180405E-01  0.5718069E-02  0.4598315E-02  0.7748072E-02  0.1446713E-01  0.2405242E-01  0.3578288E-01  0.4872052E-01  0.6062601E-01  0.6621617E-01
-0.5955845E+01 -0.5592435E+01 -0.5229166E+01 -0.4865759E+01 -0.4502174E+01 -0.4138416E+01 -0.3774499E+01 -0.3410434E+01 -0.3046233E+01 -0.2681908E+01 -0.2317472E+01 -0.1952936E+01 -0.1588314E+01 -0.1223616E+01 -0.8588560E+00 -0.4940456E+00 -0.1291976E+00  0.2356715E+00  0.6005224E+00  0.9652614E+00  0.4851123E+00  0.4111767E+00  0.3307067E+00  0.2585579E+00  0.1968330E+00  0.1450875E+00  0.1026458E+00  0.6882349E-01  0.4293363E-01  0.2428355E-01  0.1217372E-01  0.5897567E-02  0.4742207E-02  0.7989630E-02  0.1491798E-01  0.2480233E-01  0.3689907E-01  0.5024073E-01  0.6251901E-01  0.6829411E-01
-0.5955346E+01 -0.5592012E+01 -0.5228825E+01 -0.4865493E+01 -0.4501971E+01 -0.4138267E+01 -0.3774393E+01 -0.3410363E+01 -0.3046189E+01 -0.2681883E+01 -0.2317459E+01 -0.1952930E+01 -0.1588309E+01 -0.1223608E+01 -0.8588406E+00 -0.4940201E+00 -0.1291596E+00  0.2357232E+00  0.6005868E+00  0.9653318E+00  0.4996863E+00  0.4233416E+00  0.3404852E+00  0.2662317E+00  0.2026979E+00  0.1494263E+00  0.1057256E+00  0.7089486E-01  0.4422958E-01  0.2501872E-01  0.1254347E-01  0.6077139E-02  0.4886117E-02  0.8231136E-02  0.1536873E-01  0.2555208E-01  0.3801508E-01  0.5176072E-01  0.6441188E-01  0.7037283E-01
-0.5954831E+01 -0.5591577E+01 -0.5228475E+01 -0.4865219E+01 -0.4501763E+01 -0.4138113E+01 -0.3774285E+01 -0.3410290E+01 -0.3046143E+01 -0.2681857E+01 -0.2317447E+01 -0.1952924E+01 -0.1588304E+01 -0.1223599E+01 -0.8588248E+00 -0.4939938E+00 -0.1291205E+00  0.2357765E+00  0.6006531E+00  0.9654043E+00  0.5142432E+00  0.4354769E+00  0.3502405E+00  0.2738904E+00  0.2085537E+00  0.1537599E+00  0.1088027E+00  0.7296496E-01  0.4552507E-01  0.2575384E-01  0.1291329E-01  0.6256788E-02  0.5030045E-02  0.8472587E-02  0.1581935E-01  0.2630167E-01  0.3913090E-01  0.5328051E-01  0.6630461E-01  0.7245237E-01
-0.5954302E+01 -0.5591129E+01 -0.5228115E+01 -0.4864938E+01 -0.4501548E+01 -0.4137955E+01 -0.3774173E+01 -0.3410215E+01 -0.3046096E+01 -0.2681831E+01 -0.2317433E+01 -0.1952918E+01 -0.1588299E+01 -0.1223591E+01 -0.8588085E+00 -0.4939667E+00 -0.1290802E+00  0.2358313E+00  0.6007213E+00  0.9654788E+00  0.5287821E+00  0.4475817E+00  0.3599720E+00  0.2815335E+00  0.2143999E+00  0.1580880E+00  0.1118769E+00  0.7503372E-01  0.4682009E-01  0.2648888E-01  0.1328319E-01  0.6436517E-02  0.5173992E-02  0.8713982E-02  0.1626986E-01  0.2705109E-01  0.4024652E-01  0.5480008E-01  0.6819721E-01  0.7453274E-01
-0.5953759E+01 -0.5590669E+01 -0.5227745E+01 -0.4864649E+01 -0.4501328E+01 -0.4137793E+01 -0.3774058E+01 -0.3410138E+01 -0.3046048E+01 -0.2681804E+01 -0.2317420E+01 -0.1952911E+01 -0.1588293E+01 -0.1223582E+01 -0.8587918E+00 -0.4939389E+00 -0.1290389E+00  0.2358876E+00  0.6007914E+00  0.9655554E+00  0.5433018E+00  0.4596549E+00  0.3696789E+00  0.2891607E+00  0.2202363E+00  0.1624105E+00  0.1149481E+00  0.7710112E-01  0.4811463E-01  0.2722387E-01  0.1365317E-01  0.6616327E-02  0.5317959E-02  0.8955319E-02  0.1672024E-01  0.2780034E-01  0.4136195E-01  0.5631942E-01  0.7008966E-01  0.7661395E-01
