 0.4600000E-01  0.3899520E+00  0.2171031E+00  0.1117471E+00  0.5241241E-01  0.2793684E-01  0.2181654E-01  0.1999084E-01  0.6631429E-02 -0.3294577E-01 -0.1112783E+00
 0.4800000E-01  0.4066992E+00  0.2264242E+00  0.1165678E+00  0.5468403E-01  0.2915235E-01  0.2276427E-01  0.2085788E-01  0.6924050E-02 -0.3434475E-01 -0.1160179E+00
 0.5000000E-01  0.4234143E+00  0.2357293E+00  0.1213836E+00  0.5695473E-01  0.3036798E-01  0.2371190E-01  0.2172465E-01  0.7217232E-02 -0.3573944E-01 -0.1207445E+00
 0.5200000E-01  0.4400953E+00  0.2450178E+00  0.1261941E+00  0.5922449E-01  0.3158372E-01  0.2465943E-01  0.2259115E-01  0.7511000E-02 -0.3712967E-01 -0.1254575E+00
 0.5400000E-01  0.4567402E+00  0.2542889E+00  0.1309992E+00  0.6149325E-01  0.3279958E-01  0.2560686E-01  0.2345735E-01  0.7805379E-02 -0.3851527E-01 -0.1301562E+00
 0.5600000E-01  0.4733470E+00  0.2635418E+00  0.1357986E+00  0.6376099E-01  0.3401558E-01  0.2655418E-01  0.2432324E-01  0.8100396E-02 -0.3989606E-01 -0.1348402E+00
 0.5800000E-01  0.4899135E+00  0.2727760E+00  0.1405921E+00  0.6602766E-01  0.3523171E-01  0.2750138E-01  0.2518882E-01  0.8396074E-02 -0.4127186E-01 -0.1395088E+00
 0.6000000E-01  0.5064375E+00  0.2819907E+00  0.1453795E+00  0.6829324E-01  0.3644798E-01  0.2844847E-01  0.2605407E-01  0.8692440E-02 -0.4264250E-01 -0.1441613E+00
 0.6200000E-01  0.5229169E+00  0.2911852E+00  0.1501605E+00  0.7055768E-01  0.3766438E-01  0.2939545E-01  0.2691899E-01  0.8989519E-02 -0.4400780E-01 -0.1487973E+00
 0.6400000E-01  0.5393495E+00  0.3003588E+00  0.1549350E+00  0.7282095E-01  0.3888094E-01  0.3034230E-01  0.2778355E-01  0.9287337E-02 -0.4536760E-01 -0.1534160E+00
 0.6600000E-01  0.5557329E+00  0.3095108E+00  0.1597026E+00  0.7508302E-01  0.4009764E-01  0.3128904E-01  0.2864774E-01  0.9585919E-02 -0.4672173E-01 -0.1580170E+00
 0.6800000E-01  0.5720649E+00  0.3186406E+00  0.1644632E+00  0.7734385E-01  0.4131449E-01  0.3223564E-01  0.2951156E-01  0.9885292E-02 -0.4807001E-01 -0.1625995E+00
 0.7000000E-01  0.5883429E+00  0.3277473E+00  0.1692165E+00  0.7960341E-01  0.4253151E-01  0.3318212E-01  0.3037500E-01  0.1018548E-01 -0.4941227E-01 -0.1671630E+00
 0.7200000E-01  0.6045647E+00  0.3368305E+00  0.1739623E+00  0.8186166E-01  0.4374868E-01  0.3412847E-01  0.3123803E-01  0.1048651E-01 -0.5074834E-01 -0.1717068E+00
 0.7400000E-01  0.6207277E+00  0.3458893E+00  0.1787003E+00  0.8411857E-01  0.4496602E-01  0.3507469E-01  0.3210065E-01  0.1078841E-01 -0.5207806E-01 -0.1762303E+00
 0.7600000E-01  0.6368294E+00  0.3549231E+00  0.1834304E+00  0.8637410E-01  0.4618352E-01  0.3602077E-01  0.3296285E-01  0.1109121E-01 -0.5340125E-01 -0.1807329E+00
 0.7800000E-01  0.6528672E+00  0.3639312E+00  0.1881523E+00  0.8862822E-01  0.4740119E-01  0.3696671E-01  0.3382461E-01  0.1139493E-01 -0.5471776E-01 -0.1852139E+00
 0.8000000E-01  0.6688384E+00  0.3729131E+00  0.1928657E+00  0.9088089E-01  0.4861904E-01  0.3791252E-01  0.3468591E-01  0.1169960E-01 -0.5602741E-01 -0.1896728E+00
 0.8200000E-01  0.6847404E+00  0.3818679E+00  0.1975705E+00  0.9313210E-01  0.4983706E-01  0.3885819E-01  0.3554676E-01  0.1200524E-01 -0.5733003E-01 -0.1941089E+00
 0.8400000E-01  0.7005705E+00  0.3907951E+00  0.2022663E+00  0.9538179E-01  0.5105526E-01  0.3980371E-01  0.3640713E-01  0.1231188E-01 -0.5862548E-01 -0.1985216E+00
 0.8600000E-01  0.7163258E+00  0.3996941E+00  0.2069531E+00  0.9762994E-01  0.5227365E-01  0.4074908E-01  0.3726702E-01  0.1261956E-01 -0.5991357E-01 -0.2029101E+00
 0.8800000E-01  0.7320035E+00  0.4085640E+00  0.2116304E+00  0.9987652E-01  0.5349221E-01  0.4169432E-01  0.3812640E-01  0.1292829E-01 -0.6119415E-01 -0.2072740E+00
 0.9000000E-01  0.7476007E+00  0.4174044E+00  0.2162981E+00  0.1021215E+00  0.5471097E-01  0.4263940E-01  0.3898527E-01  0.1323810E-01 -0.6246705E-01 -0.2116125E+00
 0.9200000E-01  0.7631145E+00  0.4262146E+00  0.2209559E+00  0.1043648E+00  0.5592991E-01  0.4358433E-01  0.3984361E-01  0.1354902E-01 -0.6373212E-01 -0.2159250E+00
 0.9400000E-01  0.7785419E+00  0.4349939E+00  0.2256037E+00  0.1066065E+00  0.5714904E-01  0.4452912E-01  0.4070141E-01  0.1386109E-01 -0.6498919E-01 -0.2202109E+00
 0.9600000E-01  0.7938798E+00  0.4437417E+00  0.2302411E+00  0.1088465E+00  0.5836836E-01  0.4547375E-01  0.4155867E-01  0.1417431E-01 -0.6623811E-01 -0.2244694E+00
 0.9800000E-01  0.8091252E+00  0.4524573E+00  0.2348679E+00  0.1110847E+00  0.5958788E-01  0.4641822E-01  0.4241535E-01  0.1448873E-01 -0.6747872E-01 -0.2287000E+00
 0.1000000E+00  0.8242749E+00  0.4611403E+00  0.2394839E+00  0.1133212E+00  0.6080759E-01  0.4736255E-01  0.4327146E-01  0.1480438E-01 -0.6871085E-01 -0.2329019E+00
 0.1020000E+00  0.8393257E+00  0.4697898E+00  0.2440889E+00  0.1155559E+00  0.6202750E-01  0.4830671E-01  0.4412697E-01  0.1512127E-01 -0.6993436E-01 -0.2370746E+00
 0.1040000E+00  0.8542744E+00  0.4784054E+00  0.2486825E+00  0.1177888E+00  0.6324761E-01  0.4925072E-01  0.4498188E-01  0.1543943E-01 -0.7114908E-01 -0.2412173E+00
 0.1060000E+00  0.8691178E+00  0.4869863E+00  0.2532646E+00  0.1200198E+00  0.6446792E-01  0.5019458E-01  0.4583617E-01  0.1575891E-01 -0.7235486E-01 -0.2453294E+00
 0.1080000E+00  0.8838525E+00  0.4955321E+00  0.2578349E+00  0.1222490E+00  0.6568843E-01  0.5113827E-01  0.4668982E-01  0.1607971E-01 -0.7355154E-01 -0.2494103E+00
 0.1100000E+00  0.8984752E+00  0.5040420E+00  0.2623931E+00  0.1244763E+00  0.6690914E-01  0.5208181E-01  0.4754284E-01  0.1640187E-01 -0.7473898E-01 -0.2534592E+00
 0.1120000E+00  0.9129826E+00  0.5125155E+00  0.2669391E+00  0.1267016E+00  0.6813006E-01  0.5302519E-01  0.4839519E-01  0.1672542E-01 -0.7591702E-01 -0.2574755E+00
 0.1140000E+00  0.9273711E+00  0.5209519E+00  0.2714726E+00  0.1289250E+00  0.6935118E-01  0.5396841E-01  0.4924686E-01  0.1705039E-01 -0.7708551E-01 -0.2614586E+00
 0.1160000E+00  0.9416375E+00  0.5293507E+00  0.2759932E+00  0.1311463E+00  0.7057250E-01  0.5491146E-01  0.5009786E-01  0.1737680E-01 -0.7824429E-01 -0.2654077E+00
 0.1180000E+00  0.9557782E+00  0.5377113E+00  0.2805009E+00  0.1333657E+00  0.7179402E-01  0.5585436E-01  0.5094815E-01  0.1770468E-01 -0.7939322E-01 -0.2693222E+00
 0.1200000E+00  0.9697897E+00  0.5460331E+00  0.2849953E+00  0.1355830E+00  0.7301576E-01  0.5679710E-01  0.5179772E-01  0.1803407E-01 -0.8053214E-01 -0.2732014E+00
 0.1220000E+00  0.9836685E+00  0.5543154E+00  0.2894762E+00  0.1377982E+00  0.7423769E-01  0.5773967E-01  0.5264657E-01  0.1836498E-01 -0.8166091E-01 -0.2770447E+00
 0.1240000E+00  0.9974112E+00  0.5625578E+00  0.2939433E+00  0.1400114E+00  0.7545984E-01  0.5868209E-01  0.5349468E-01  0.1869745E-01 -0.8277938E-01 -0.2808513E+00
 0.1260000E+00  0.1011014E+01  0.5707596E+00  0.2983964E+00  0.1422224E+00  0.7668218E-01  0.5962434E-01  0.5434203E-01  0.1903150E-01 -0.8388739E-01 -0.2846206E+00
 0.1280000E+00  0.1024474E+01  0.5789201E+00  0.3028353E+00  0.1444313E+00  0.7790474E-01  0.6056643E-01  0.5518862E-01  0.1936716E-01 -0.8498482E-01 -0.2883519E+00
 0.1300000E+00  0.1037787E+01  0.5870390E+00  0.3072596E+00  0.1466380E+00  0.7912750E-01  0.6150836E-01  0.5603442E-01  0.1970447E-01 -0.8607150E-01 -0.2920445E+00
 0.1320000E+00  0.1050950E+01  0.5951154E+00  0.3116693E+00  0.1488425E+00  0.8035046E-01  0.6245013E-01  0.5687942E-01  0.2004344E-01 -0.8714729E-01 -0.2956979E+00
 0.1340000E+00  0.1063958E+01  0.6031490E+00  0.3160639E+00  0.1510448E+00  0.8157363E-01  0.6339174E-01  0.5772361E-01  0.2038411E-01 -0.8821205E-01 -0.2993112E+00
 0.1360000E+00  0.1076810E+01  0.6111390E+00  0.3204432E+00  0.1532448E+00  0.8279700E-01  0.6433319E-01  0.5856699E-01  0.2072650E-01 -0.8926563E-01 -0.3028839E+00
 0.1380000E+00  0.1089501E+01  0.6190850E+00  0.3248071E+00  0.1554425E+00  0.8402058E-01  0.6527448E-01  0.5940952E-01  0.2107064E-01 -0.9030789E-01 -0.3064152E+00
 0.1400000E+00  0.1102027E+01  0.6269863E+00  0.3291552E+00  0.1576380E+00  0.8524436E-01  0.6621561E-01  0.6025120E-01  0.2141656E-01 -0.9133868E-01 -0.3099044E+00
 0.1420000E+00  0.1114386E+01  0.6348423E+00  0.3334874E+00  0.1598311E+00  0.8646834E-01  0.6715658E-01  0.6109202E-01  0.2176428E-01 -0.9235787E-01 -0.3133511E+00
 0.1440000E+00  0.1126573E+01  0.6426526E+00  0.3378032E+00  0.1620218E+00  0.8769252E-01  0.6809739E-01  0.6193196E-01  0.2211384E-01 -0.9336531E-01 -0.3167543E+00
 0.1460000E+00  0.1138587E+01  0.6504164E+00  0.3421026E+00  0.1642102E+00  0.8891690E-01  0.6903804E-01  0.6277100E-01  0.2246526E-01 -0.9436086E-01 -0.3201136E+00
 0.1480000E+00  0.1150422E+01  0.6581332E+00  0.3463853E+00  0.1663962E+00  0.9014149E-01  0.6997854E-01  0.6360914E-01  0.2281856E-01 -0.9534437E-01 -0.3234282E+00
 0.1500000E+00  0.1162077E+01  0.6658025E+00  0.3506510E+00  0.1685798E+00  0.9136627E-01  0.7091888E-01  0.6444637E-01  0.2317378E-01 -0.9631571E-01 -0.3266974E+00
 0.1520000E+00  0.1173547E+01  0.6734236E+00  0.3548994E+00  0.1707609E+00  0.9259125E-01  0.7185906E-01  0.6528266E-01  0.2353094E-01 -0.9727474E-01 -0.3299207E+00
 0.1540000E+00  0.1184831E+01  0.6809960E+00  0.3591304E+00  0.1729395E+00  0.9381643E-01  0.7279908E-01  0.6611800E-01  0.2389006E-01 -0.9822131E-01 -0.3330974E+00
 0.1560000E+00  0.1195924E+01  0.6885191E+00  0.3633437E+00  0.1751157E+00  0.9504180E-01  0.7373895E-01  0.6695239E-01  0.2425118E-01 -0.9915528E-01 -0.3362267E+00
 0.1580000E+00  0.1206824E+01  0.6959922E+00  0.3675389E+00  0.1772893E+00  0.9626737E-01  0.7467866E-01  0.6778580E-01  0.2461432E-01 -0.1000765E+00 -0.3393082E+00
 0.1600000E+00  0.1217527E+01  0.7034149E+00  0.3717160E+00  0.1794604E+00  0.9749313E-01  0.7561821E-01  0.6861823E-01  0.2497949E-01 -0.1009849E+00 -0.3423411E+00
 0.1620000E+00  0.1228033E+01  0.7107865E+00  0.3758746E+00  0.1816289E+00  0.9871909E-01  0.7655762E-01  0.6944966E-01  0.2534674E-01 -0.1018803E+00 -0.3453249E+00
 0.1640000E+00  0.1238336E+01  0.7181064E+00  0.3800144E+00  0.1837948E+00  0.9994523E-01  0.7749687E-01  0.7028008E-01  0.2571609E-01 -0.1027625E+00 -0.3482588E+00
 0.1660000E+00  0.1248436E+01  0.7253740E+00  0.3841354E+00  0.1859581E+00  0.1011716E+00  0.7843596E-01  0.7110948E-01  0.2608755E-01 -0.1036314E+00 -0.3511424E+00
 0.1680000E+00  0.1258330E+01  0.7325888E+00  0.3882371E+00  0.1881188E+00  0.1023981E+00  0.7937490E-01  0.7193784E-01  0.2646115E-01 -0.1044869E+00 -0.3539749E+00
 0.1700000E+00  0.1268015E+01  0.7397500E+00  0.3923194E+00  0.1902768E+00  0.1036248E+00  0.8031369E-01  0.7276515E-01  0.2683693E-01 -0.1053288E+00 -0.3567557E+00
 0.1720000E+00  0.1277489E+01  0.7468572E+00  0.3963820E+00  0.1924321E+00  0.1048517E+00  0.8125233E-01  0.7359140E-01  0.2721489E-01 -0.1061570E+00 -0.3594844E+00
 0.1740000E+00  0.1286751E+01  0.7539097E+00  0.4004247E+00  0.1945847E+00  0.1060788E+00  0.8219081E-01  0.7441658E-01  0.2759507E-01 -0.1069714E+00 -0.3621602E+00
 0.1760000E+00  0.1295799E+01  0.7609069E+00  0.4044473E+00  0.1967346E+00  0.1073061E+00  0.8312915E-01  0.7524068E-01  0.2797749E-01 -0.1077718E+00 -0.3647826E+00
 0.1780000E+00  0.1304630E+01  0.7678481E+00  0.4084494E+00  0.1988818E+00  0.1085335E+00  0.8406733E-01  0.7606368E-01  0.2836216E-01 -0.1085581E+00 -0.3673510E+00
 0.1800000E+00  0.1313243E+01  0.7747327E+00  0.4124310E+00  0.2010261E+00  0.1097612E+00  0.8500536E-01  0.7688557E-01  0.2874913E-01 -0.1093301E+00 -0.3698649E+00
 0.1820000E+00  0.1321638E+01  0.7815601E+00  0.4163916E+00  0.2031676E+00  0.1109890E+00  0.8594324E-01  0.7770634E-01  0.2913839E-01 -0.1100877E+00 -0.3723237E+00
 0.1840000E+00  0.1329812E+01  0.7883297E+00  0.4203312E+00  0.2053064E+00  0.1122170E+00  0.8688097E-01  0.7852598E-01  0.2952998E-01 -0.1108308E+00 -0.3747268E+00
 0.1860000E+00  0.1337766E+01  0.7950409E+00  0.4242494E+00  0.2074422E+00  0.1134452E+00  0.8781855E-01  0.7934447E-01  0.2992392E-01 -0.1115593E+00 -0.3770738E+00
 0.1880000E+00  0.1345497E+01  0.8016928E+00  0.4281460E+00  0.2095752E+00  0.1146736E+00  0.8875597E-01  0.8016182E-01  0.3032023E-01 -0.1122729E+00 -0.3793641E+00
 0.1900000E+00  0.1353006E+01  0.8082850E+00  0.4320209E+00  0.2117053E+00  0.1159021E+00  0.8969325E-01  0.8097800E-01  0.3071892E-01 -0.1129715E+00 -0.3815972E+00
 0.1920000E+00  0.1360292E+01  0.8148167E+00  0.4358737E+00  0.2138325E+00  0.1171308E+00  0.9063037E-01  0.8179301E-01  0.3112002E-01 -0.1136551E+00 -0.3837725E+00
 0.1940000E+00  0.1367354E+01  0.8212873E+00  0.4397043E+00  0.2159567E+00  0.1183598E+00  0.9156734E-01  0.8260683E-01  0.3152354E-01 -0.1143235E+00 -0.3858897E+00
 0.1960000E+00  0.1374194E+01  0.8276961E+00  0.4435124E+00  0.2180779E+00  0.1195888E+00  0.9250416E-01  0.8341946E-01  0.3192951E-01 -0.1149764E+00 -0.3879482E+00
 0.1980000E+00  0.1380810E+01  0.8340424E+00  0.4472978E+00  0.2201961E+00  0.1208181E+00  0.9344082E-01  0.8423089E-01  0.3233794E-01 -0.1156139E+00 -0.3899475E+00
 0.2000000E+00  0.1387204E+01  0.8403255E+00  0.4510603E+00  0.2223113E+00  0.1220476E+00  0.9437733E-01  0.8504110E-01  0.3274885E-01 -0.1162357E+00 -0.3918873E+00
 0.2020000E+00  0.1393377E+01  0.8465448E+00  0.4547996E+00  0.2244234E+00  0.1232772E+00  0.9531368E-01  0.8585010E-01  0.3316226E-01 -0.1168418E+00 -0.3937670E+00
 0.2040000E+00  0.1399328E+01  0.8526994E+00  0.4585156E+00  0.2265325E+00  0.1245070E+00  0.9624987E-01  0.8665786E-01  0.3357818E-01 -0.1174318E+00 -0.3955863E+00
 0.2060000E+00  0.1405059E+01  0.8587887E+00  0.4622080E+00  0.2286384E+00  0.1257370E+00  0.9718591E-01  0.8746438E-01  0.3399663E-01 -0.1180059E+00 -0.3973448E+00
 0.2080000E+00  0.1410571E+01  0.8648120E+00  0.4658767E+00  0.2307412E+00  0.1269672E+00  0.9812178E-01  0.8826965E-01  0.3441762E-01 -0.1185637E+00 -0.3990420E+00
 0.2100000E+00  0.1415866E+01  0.8707685E+00  0.4695213E+00  0.2328408E+00  0.1281976E+00  0.9905750E-01  0.8907367E-01  0.3484116E-01 -0.1191051E+00 -0.4006776E+00
 0.2120000E+00  0.1420946E+01  0.8766575E+00  0.4731418E+00  0.2349373E+00  0.1294281E+00  0.9999305E-01  0.8987643E-01  0.3526728E-01 -0.1196301E+00 -0.4022512E+00
 0.2140000E+00  0.1425812E+01  0.8824782E+00  0.4767378E+00  0.2370305E+00  0.1306589E+00  0.1009284E+00  0.9067792E-01  0.3569598E-01 -0.1201384E+00 -0.4037625E+00
 0.2160000E+00  0.1430467E+01  0.8882299E+00  0.4803092E+00  0.2391204E+00  0.1318898E+00  0.1018637E+00  0.9147812E-01  0.3612727E-01 -0.1206299E+00 -0.4052111E+00
 0.2180000E+00  0.1434912E+01  0.8939117E+00  0.4838559E+00  0.2412071E+00  0.1331209E+00  0.1027987E+00  0.9227705E-01  0.3656117E-01 -0.1211045E+00 -0.4065968E+00
 0.2200000E+00  0.1439152E+01  0.8995230E+00  0.4873775E+00  0.2432904E+00  0.1343522E+00  0.1037336E+00  0.9307468E-01  0.3699770E-01 -0.1215619E+00 -0.4079192E+00
 0.2220000E+00  0.1443187E+01  0.9050630E+00  0.4908739E+00  0.2453704E+00  0.1355837E+00  0.1046683E+00  0.9387102E-01  0.3743684E-01 -0.1220022E+00 -0.4091781E+00
 0.2240000E+00  0.1447023E+01  0.9105307E+00  0.4943449E+00  0.2474471E+00  0.1368155E+00  0.1056028E+00  0.9466606E-01  0.3787863E-01 -0.1224251E+00 -0.4103732E+00
 0.2260000E+00  0.1450660E+01  0.9159255E+00  0.4977904E+00  0.2495203E+00  0.1380474E+00  0.1065371E+00  0.9545978E-01  0.3832306E-01 -0.1228305E+00 -0.4115042E+00
 0.2280000E+00  0.1454104E+01  0.9212466E+00  0.5012100E+00  0.2515900E+00  0.1392795E+00  0.1074713E+00  0.9625220E-01  0.3877015E-01 -0.1232182E+00 -0.4125710E+00
 0.2300000E+00  0.1457357E+01  0.9264930E+00  0.5046037E+00  0.2536563E+00  0.1405119E+00  0.1084052E+00  0.9704330E-01  0.3921990E-01 -0.1235881E+00 -0.4135734E+00
 0.2320000E+00  0.1460424E+01  0.9316639E+00  0.5079713E+00  0.2557191E+00  0.1417444E+00  0.1093390E+00  0.9783308E-01  0.3967232E-01 -0.1239400E+00 -0.4145111E+00
 0.2340000E+00  0.1463308E+01  0.9367586E+00  0.5113126E+00  0.2577783E+00  0.1429772E+00  0.1102726E+00  0.9862153E-01  0.4012741E-01 -0.1242738E+00 -0.4153840E+00
 0.2360000E+00  0.1466014E+01  0.9417762E+00  0.5146274E+00  0.2598339E+00  0.1442102E+00  0.1112060E+00  0.9940866E-01  0.4058518E-01 -0.1245893E+00 -0.4161920E+00
 0.2380000E+00  0.1468546E+01  0.9467157E+00  0.5179156E+00  0.2618859E+00  0.1454434E+00  0.1121391E+00  0.1001945E+00  0.4104563E-01 -0.1248864E+00 -0.4169349E+00
 0.2400000E+00  0.1470908E+01  0.9515764E+00  0.5211769E+00  0.2639343E+00  0.1466769E+00  0.1130721E+00  0.1009789E+00  0.4150877E-01 -0.1251649E+00 -0.4176127E+00
 0.2420000E+00  0.1473106E+01  0.9563574E+00  0.5244112E+00  0.2659789E+00  0.1479106E+00  0.1140048E+00  0.1017620E+00  0.4197461E-01 -0.1254248E+00 -0.4182251E+00
 0.2440000E+00  0.1475144E+01  0.9610578E+00  0.5276184E+00  0.2680198E+00  0.1491446E+00  0.1149373E+00  0.1025438E+00  0.4244313E-01 -0.1256657E+00 -0.4187723E+00
 0.2460000E+00  0.1477026E+01  0.9656767E+00  0.5307983E+00  0.2700569E+00  0.1503788E+00  0.1158696E+00  0.1033243E+00  0.4291434E-01 -0.1258876E+00 -0.4192541E+00
 0.2480000E+00  0.1478759E+01  0.9702133E+00  0.5339507E+00  0.2720902E+00  0.1516133E+00  0.1168017E+00  0.1041034E+00  0.4338825E-01 -0.1260903E+00 -0.4196705E+00
 0.2500000E+00  0.1480347E+01  0.9746665E+00  0.5370755E+00  0.2741197E+00  0.1528480E+00  0.1177335E+00  0.1048812E+00  0.4386486E-01 -0.1262737E+00 -0.4200215E+00
 0.2520000E+00  0.1481797E+01  0.9790356E+00  0.5401726E+00  0.2761452E+00  0.1540830E+00  0.1186650E+00  0.1056576E+00  0.4434415E-01 -0.1264376E+00 -0.4203072E+00
 0.2540000E+00  0.1483112E+01  0.9833197E+00  0.5432418E+00  0.2781668E+00  0.1553183E+00  0.1195963E+00  0.1064327E+00  0.4482613E-01 -0.1265818E+00 -0.4205275E+00
 0.2560000E+00  0.1484299E+01  0.9875177E+00  0.5462829E+00  0.2801844E+00  0.1565539E+00  0.1205274E+00  0.1072064E+00  0.4531081E-01 -0.1267063E+00 -0.4206826E+00
 0.2580000E+00  0.1485364E+01  0.9916288E+00  0.5492958E+00  0.2821979E+00  0.1577899E+00  0.1214582E+00  0.1079788E+00  0.4579816E-01 -0.1268108E+00 -0.4207724E+00
 0.2600000E+00  0.1486313E+01  0.9956521E+00  0.5522805E+00  0.2842074E+00  0.1590261E+00  0.1223887E+00  0.1087499E+00  0.4628820E-01 -0.1268951E+00 -0.4207972E+00
 0.2620000E+00  0.1487151E+01  0.9995867E+00  0.5552367E+00  0.2862127E+00  0.1602626E+00  0.1233189E+00  0.1095196E+00  0.4678091E-01 -0.1269592E+00 -0.4207570E+00
 0.2640000E+00  0.1487884E+01  0.1003432E+01  0.5581644E+00  0.2882139E+00  0.1614995E+00  0.1242488E+00  0.1102880E+00  0.4727629E-01 -0.1270029E+00 -0.4206520E+00
 0.2660000E+00  0.1488518E+01  0.1007186E+01  0.5610633E+00  0.2902108E+00  0.1627367E+00  0.1251784E+00  0.1110551E+00  0.4777434E-01 -0.1270259E+00 -0.4204823E+00
 0.2680000E+00  0.1489060E+01  0.1010849E+01  0.5639335E+00  0.2922035E+00  0.1639743E+00  0.1261078E+00  0.1118208E+00  0.4827504E-01 -0.1270282E+00 -0.4202482E+00
 0.2700000E+00  0.1489515E+01  0.1014419E+01  0.5667748E+00  0.2941918E+00  0.1652122E+00  0.1270368E+00  0.1125852E+00  0.4877839E-01 -0.1270097E+00 -0.4199498E+00
 0.2720000E+00  0.1489890E+01  0.1017896E+01  0.5695870E+00  0.2961757E+00  0.1664506E+00  0.1279654E+00  0.1133483E+00  0.4928438E-01 -0.1269700E+00 -0.4195873E+00
 0.2740000E+00  0.1490190E+01  0.1021279E+01  0.5723701E+00  0.2981552E+00  0.1676893E+00  0.1288938E+00  0.1141101E+00  0.4979301E-01 -0.1269092E+00 -0.4191610E+00
