 0.5000000E-01  0.4012891E-01  0.2527606E-01  0.2599013E-01  0.2538558E-01  0.2452135E-01  0.2407238E-01  0.2414831E-01  0.2472373E-01  0.2533150E-01  0.2570108E-01  0.2669267E-01  0.9471301E-02
 0.5200000E-01  0.4167705E-01  0.2629338E-01  0.2702834E-01  0.2639996E-01  0.2550150E-01  0.2503434E-01  0.2511335E-01  0.2571159E-01  0.2634394E-01  0.2672868E-01  0.2775116E-01  0.9912975E-02
 0.5400000E-01  0.4321846E-01  0.2731141E-01  0.2806637E-01  0.2741423E-01  0.2648157E-01  0.2599620E-01  0.2607828E-01  0.2669932E-01  0.2735629E-01  0.2775624E-01  0.2880860E-01  0.1036196E-01
 0.5600000E-01  0.4475288E-01  0.2833019E-01  0.2910424E-01  0.2842836E-01  0.2746156E-01  0.2695794E-01  0.2704311E-01  0.2768692E-01  0.2836854E-01  0.2878374E-01  0.2986494E-01  0.1081851E-01
 0.5800000E-01  0.4628007E-01  0.2934974E-01  0.3014192E-01  0.2944236E-01  0.2844145E-01  0.2791957E-01  0.2800782E-01  0.2867439E-01  0.2938069E-01  0.2981120E-01  0.3092015E-01  0.1128288E-01
 0.6000000E-01  0.4779980E-01  0.3037008E-01  0.3117942E-01  0.3045622E-01  0.2942125E-01  0.2888107E-01  0.2897242E-01  0.2966172E-01  0.3039274E-01  0.3083860E-01  0.3197419E-01  0.1175530E-01
 0.6200000E-01  0.4931183E-01  0.3139124E-01  0.3221673E-01  0.3146994E-01  0.3040095E-01  0.2984245E-01  0.2993690E-01  0.3064891E-01  0.3140468E-01  0.3186594E-01  0.3302705E-01  0.1223603E-01
 0.6400000E-01  0.5081594E-01  0.3241322E-01  0.3325384E-01  0.3248351E-01  0.3138056E-01  0.3080370E-01  0.3090125E-01  0.3163595E-01  0.3241651E-01  0.3289322E-01  0.3407867E-01  0.1272530E-01
 0.6600000E-01  0.5231189E-01  0.3343607E-01  0.3429075E-01  0.3349693E-01  0.3236006E-01  0.3176481E-01  0.3186547E-01  0.3262284E-01  0.3342823E-01  0.3392044E-01  0.3512904E-01  0.1322333E-01
 0.6800000E-01  0.5379947E-01  0.3445978E-01  0.3532744E-01  0.3451019E-01  0.3333945E-01  0.3272578E-01  0.3282956E-01  0.3360957E-01  0.3443984E-01  0.3494760E-01  0.3617812E-01  0.1373036E-01
 0.7000000E-01  0.5527846E-01  0.3548439E-01  0.3636393E-01  0.3552329E-01  0.3431873E-01  0.3368662E-01  0.3379351E-01  0.3459613E-01  0.3545133E-01  0.3597469E-01  0.3722588E-01  0.1424660E-01
 0.7200000E-01  0.5674864E-01  0.3650991E-01  0.3740019E-01  0.3653622E-01  0.3529789E-01  0.3464730E-01  0.3475732E-01  0.3558253E-01  0.3646270E-01  0.3700170E-01  0.3827229E-01  0.1477228E-01
 0.7400000E-01  0.5820981E-01  0.3753636E-01  0.3843622E-01  0.3754898E-01  0.3627694E-01  0.3560783E-01  0.3572099E-01  0.3656876E-01  0.3747394E-01  0.3802865E-01  0.3931732E-01  0.1530761E-01
 0.7600000E-01  0.5966176E-01  0.3856376E-01  0.3947202E-01  0.3856156E-01  0.3725587E-01  0.3656821E-01  0.3668451E-01  0.3755482E-01  0.3848505E-01  0.3905553E-01  0.4036095E-01  0.1585279E-01
 0.7800000E-01  0.6110430E-01  0.3959212E-01  0.4050759E-01  0.3957396E-01  0.3823467E-01  0.3752843E-01  0.3764787E-01  0.3854069E-01  0.3949603E-01  0.4008232E-01  0.4140314E-01  0.1640802E-01
 0.8000000E-01  0.6253721E-01  0.4062145E-01  0.4154291E-01  0.4058617E-01  0.3921335E-01  0.3848849E-01  0.3861108E-01  0.3952638E-01  0.4050687E-01  0.4110903E-01  0.4244388E-01  0.1697350E-01
 0.8200000E-01  0.6396033E-01  0.4165178E-01  0.4257797E-01  0.4159819E-01  0.4019189E-01  0.3944837E-01  0.3957412E-01  0.4051188E-01  0.4151758E-01  0.4213566E-01  0.4348314E-01  0.1754943E-01
 0.8400000E-01  0.6537345E-01  0.4268311E-01  0.4361279E-01  0.4261002E-01  0.4117030E-01  0.4040809E-01  0.4053700E-01  0.4149719E-01  0.4252815E-01  0.4316221E-01  0.4452089E-01  0.1813598E-01
 0.8600000E-01  0.6677640E-01  0.4371546E-01  0.4464734E-01  0.4362164E-01  0.4214856E-01  0.4136763E-01  0.4149971E-01  0.4248230E-01  0.4353856E-01  0.4418866E-01  0.4555712E-01  0.1873334E-01
 0.8800000E-01  0.6816900E-01  0.4474885E-01  0.4568163E-01  0.4463306E-01  0.4312669E-01  0.4232699E-01  0.4246224E-01  0.4346720E-01  0.4454884E-01  0.4521502E-01  0.4659179E-01  0.1934167E-01
 0.9000000E-01  0.6955108E-01  0.4578327E-01  0.4671565E-01  0.4564427E-01  0.4410467E-01  0.4328616E-01  0.4342460E-01  0.4445190E-01  0.4555895E-01  0.4624128E-01  0.4762489E-01  0.1996115E-01
 0.9200000E-01  0.7092248E-01  0.4681875E-01  0.4774939E-01  0.4665526E-01  0.4508250E-01  0.4424515E-01  0.4438677E-01  0.4543639E-01  0.4656892E-01  0.4726744E-01  0.4865640E-01  0.2059193E-01
 0.9400000E-01  0.7228304E-01  0.4785529E-01  0.4878285E-01  0.4766604E-01  0.4606017E-01  0.4520395E-01  0.4534876E-01  0.4642066E-01  0.4757872E-01  0.4829350E-01  0.4968630E-01  0.2123418E-01
 0.9600000E-01  0.7363260E-01  0.4889290E-01  0.4981602E-01  0.4867659E-01  0.4703769E-01  0.4616255E-01  0.4631055E-01  0.4740472E-01  0.4858836E-01  0.4931945E-01  0.5071458E-01  0.2188803E-01
 0.9800000E-01  0.7497100E-01  0.4993159E-01  0.5084890E-01  0.4968691E-01  0.4801505E-01  0.4712095E-01  0.4727215E-01  0.4838854E-01  0.4959784E-01  0.5034529E-01  0.5174120E-01  0.2255363E-01
 0.1000000E+00  0.7629812E-01  0.5097137E-01  0.5188149E-01  0.5069699E-01  0.4899224E-01  0.4807914E-01  0.4823355E-01  0.4937214E-01  0.5060714E-01  0.5137101E-01  0.5276616E-01  0.2323112E-01
 0.1020000E+00  0.7761381E-01  0.5201224E-01  0.5291377E-01  0.5170684E-01  0.4996927E-01  0.4903713E-01  0.4919475E-01  0.5035551E-01  0.5161628E-01  0.5239662E-01  0.5378945E-01  0.2392063E-01
 0.1040000E+00  0.7891793E-01  0.5305420E-01  0.5394575E-01  0.5271644E-01  0.5094612E-01  0.4999490E-01  0.5015574E-01  0.5133863E-01  0.5262524E-01  0.5342210E-01  0.5481105E-01  0.2462227E-01
 0.1060000E+00  0.8021037E-01  0.5409727E-01  0.5497742E-01  0.5372580E-01  0.5192280E-01  0.5095246E-01  0.5111651E-01  0.5232152E-01  0.5363401E-01  0.5444745E-01  0.5583094E-01  0.2533617E-01
 0.1080000E+00  0.8149099E-01  0.5514144E-01  0.5600877E-01  0.5473490E-01  0.5289930E-01  0.5190980E-01  0.5207707E-01  0.5330416E-01  0.5464261E-01  0.5547267E-01  0.5684911E-01  0.2606243E-01
 0.1100000E+00  0.8275970E-01  0.5618672E-01  0.5703980E-01  0.5574374E-01  0.5387561E-01  0.5286691E-01  0.5303741E-01  0.5428654E-01  0.5565102E-01  0.5649775E-01  0.5786556E-01  0.2680115E-01
 0.1120000E+00  0.8401637E-01  0.5723311E-01  0.5807051E-01  0.5675233E-01  0.5485174E-01  0.5382380E-01  0.5399752E-01  0.5526867E-01  0.5665924E-01  0.5752269E-01  0.5888028E-01  0.2755244E-01
 0.1140000E+00  0.8526090E-01  0.5828061E-01  0.5910089E-01  0.5776064E-01  0.5582768E-01  0.5478045E-01  0.5495741E-01  0.5625055E-01  0.5766727E-01  0.5854749E-01  0.5989324E-01  0.2831637E-01
 0.1160000E+00  0.8649321E-01  0.5932922E-01  0.6013093E-01  0.5876869E-01  0.5680342E-01  0.5573687E-01  0.5591706E-01  0.5723216E-01  0.5867510E-01  0.5957214E-01  0.6090446E-01  0.2909304E-01
 0.1180000E+00  0.8771319E-01  0.6037894E-01  0.6116064E-01  0.5977646E-01  0.5777897E-01  0.5669304E-01  0.5687647E-01  0.5821350E-01  0.5968273E-01  0.6059663E-01  0.6191391E-01  0.2988251E-01
 0.1200000E+00  0.8892076E-01  0.6142977E-01  0.6219001E-01  0.6078394E-01  0.5875431E-01  0.5764898E-01  0.5783563E-01  0.5919456E-01  0.6069015E-01  0.6162096E-01  0.6292160E-01  0.3068485E-01
 0.1220000E+00  0.9011586E-01  0.6248170E-01  0.6321903E-01  0.6179115E-01  0.5972945E-01  0.5860466E-01  0.5879455E-01  0.6017535E-01  0.6169737E-01  0.6264513E-01  0.6392752E-01  0.3150012E-01
 0.1240000E+00  0.9129839E-01  0.6353473E-01  0.6424770E-01  0.6279806E-01  0.6070438E-01  0.5956010E-01  0.5975322E-01  0.6115586E-01  0.6270438E-01  0.6366913E-01  0.6493166E-01  0.3232839E-01
 0.1260000E+00  0.9246831E-01  0.6458885E-01  0.6527602E-01  0.6380468E-01  0.6167909E-01  0.6051527E-01  0.6071164E-01  0.6213609E-01  0.6371118E-01  0.6469295E-01  0.6593403E-01  0.3316968E-01
 0.1280000E+00  0.9362555E-01  0.6564406E-01  0.6630398E-01  0.6481100E-01  0.6265359E-01  0.6147019E-01  0.6166979E-01  0.6311602E-01  0.6471776E-01  0.6571660E-01  0.6693463E-01  0.3402404E-01
 0.1300000E+00  0.9477006E-01  0.6670035E-01  0.6733158E-01  0.6581702E-01  0.6362786E-01  0.6242485E-01  0.6262768E-01  0.6409567E-01  0.6572411E-01  0.6674005E-01  0.6793345E-01  0.3489150E-01
 0.1320000E+00  0.9590179E-01  0.6775772E-01  0.6835881E-01  0.6682273E-01  0.6460191E-01  0.6337924E-01  0.6358530E-01  0.6507501E-01  0.6673024E-01  0.6776332E-01  0.6893049E-01  0.3577209E-01
 0.1340000E+00  0.9702071E-01  0.6881615E-01  0.6938568E-01  0.6782813E-01  0.6557573E-01  0.6433336E-01  0.6454265E-01  0.6605405E-01  0.6773615E-01  0.6878639E-01  0.6992575E-01  0.3666583E-01
 0.1360000E+00  0.9812678E-01  0.6987564E-01  0.7041218E-01  0.6883321E-01  0.6654932E-01  0.6528720E-01  0.6549971E-01  0.6703279E-01  0.6874182E-01  0.6980926E-01  0.7091925E-01  0.3757271E-01
 0.1380000E+00  0.9921998E-01  0.7093618E-01  0.7143830E-01  0.6983797E-01  0.6752267E-01  0.6624077E-01  0.6645650E-01  0.6801121E-01  0.6974726E-01  0.7083192E-01  0.7191098E-01  0.3849275E-01
 0.1400000E+00  0.1003003E+00  0.7199774E-01  0.7246404E-01  0.7084241E-01  0.6849578E-01  0.6719405E-01  0.6741300E-01  0.6898933E-01  0.7075246E-01  0.7185437E-01  0.7290095E-01  0.3942594E-01
 0.1420000E+00  0.1013677E+00  0.7306033E-01  0.7348940E-01  0.7184651E-01  0.6946864E-01  0.6814705E-01  0.6836921E-01  0.6996712E-01  0.7175742E-01  0.7287660E-01  0.7388916E-01  0.4037227E-01
 0.1440000E+00  0.1024222E+00  0.7412393E-01  0.7451437E-01  0.7285029E-01  0.7044126E-01  0.6909975E-01  0.6932513E-01  0.7094459E-01  0.7276213E-01  0.7389860E-01  0.7487562E-01  0.4133171E-01
 0.1460000E+00  0.1034637E+00  0.7518852E-01  0.7553896E-01  0.7385372E-01  0.7141362E-01  0.7005217E-01  0.7028074E-01  0.7192173E-01  0.7376659E-01  0.7492037E-01  0.7586034E-01  0.4230425E-01
 0.1480000E+00  0.1044924E+00  0.7625409E-01  0.7656315E-01  0.7485681E-01  0.7238573E-01  0.7100429E-01  0.7123605E-01  0.7289854E-01  0.7477080E-01  0.7594190E-01  0.7684334E-01  0.4328984E-01
 0.1500000E+00  0.1055082E+00  0.7732063E-01  0.7758696E-01  0.7585955E-01  0.7335757E-01  0.7195610E-01  0.7219105E-01  0.7387502E-01  0.7577476E-01  0.7696319E-01  0.7782461E-01  0.4428845E-01
 0.1520000E+00  0.1065110E+00  0.7838811E-01  0.7861036E-01  0.7686194E-01  0.7432916E-01  0.7290761E-01  0.7314574E-01  0.7485116E-01  0.7677845E-01  0.7798423E-01  0.7880417E-01  0.4530002E-01
 0.1540000E+00  0.1075011E+00  0.7945651E-01  0.7963336E-01  0.7786398E-01  0.7530047E-01  0.7385882E-01  0.7410011E-01  0.7582696E-01  0.7778188E-01  0.7900501E-01  0.7978204E-01  0.4632451E-01
 0.1560000E+00  0.1084783E+00  0.8052583E-01  0.8065597E-01  0.7886565E-01  0.7627151E-01  0.7480971E-01  0.7505416E-01  0.7680241E-01  0.7878505E-01  0.8002553E-01  0.8075822E-01  0.4736184E-01
 0.1580000E+00  0.1094428E+00  0.8159604E-01  0.8167816E-01  0.7986697E-01  0.7724227E-01  0.7576029E-01  0.7600788E-01  0.7777750E-01  0.7978794E-01  0.8104577E-01  0.8173274E-01  0.4841195E-01
 0.1600000E+00  0.1103945E+00  0.8266711E-01  0.8269995E-01  0.8086791E-01  0.7821275E-01  0.7671055E-01  0.7696127E-01  0.7875225E-01  0.8079056E-01  0.8206575E-01  0.8270560E-01  0.4947476E-01
 0.1620000E+00  0.1113336E+00  0.8373904E-01  0.8372133E-01  0.8186848E-01  0.7918294E-01  0.7766048E-01  0.7791432E-01  0.7972663E-01  0.8179291E-01  0.8308543E-01  0.8367682E-01  0.5055019E-01
 0.1640000E+00  0.1122600E+00  0.8481179E-01  0.8474230E-01  0.8286867E-01  0.8015285E-01  0.7861009E-01  0.7886704E-01  0.8070065E-01  0.8279497E-01  0.8410483E-01  0.8464643E-01  0.5163814E-01
 0.1660000E+00  0.1131739E+00  0.8588534E-01  0.8576285E-01  0.8386848E-01  0.8112246E-01  0.7955938E-01  0.7981941E-01  0.8167431E-01  0.8379675E-01  0.8512393E-01  0.8561443E-01  0.5273852E-01
 0.1680000E+00  0.1140753E+00  0.8695967E-01  0.8678298E-01  0.8486791E-01  0.8209178E-01  0.8050832E-01  0.8077143E-01  0.8264760E-01  0.8479824E-01  0.8614273E-01  0.8658085E-01  0.5385122E-01
 0.1700000E+00  0.1149643E+00  0.8803476E-01  0.8780269E-01  0.8586695E-01  0.8306079E-01  0.8145693E-01  0.8172310E-01  0.8362051E-01  0.8579944E-01  0.8716122E-01  0.8754570E-01  0.5497613E-01
 0.1720000E+00  0.1158409E+00  0.8911058E-01  0.8882198E-01  0.8686559E-01  0.8402950E-01  0.8240521E-01  0.8267441E-01  0.8459304E-01  0.8680034E-01  0.8817939E-01  0.8850902E-01  0.5611314E-01
 0.1740000E+00  0.1167054E+00  0.9018710E-01  0.8984085E-01  0.8786384E-01  0.8499790E-01  0.8335313E-01  0.8362536E-01  0.8556519E-01  0.8780094E-01  0.8919723E-01  0.8947081E-01  0.5726210E-01
 0.1760000E+00  0.1175577E+00  0.9126430E-01  0.9085929E-01  0.8886168E-01  0.8596599E-01  0.8430071E-01  0.8457594E-01  0.8653695E-01  0.8880125E-01  0.9021474E-01  0.9043111E-01  0.5842291E-01
 0.1780000E+00  0.1183980E+00  0.9234214E-01  0.9187730E-01  0.8985912E-01  0.8693375E-01  0.8524794E-01  0.8552615E-01  0.8750833E-01  0.8980124E-01  0.9123191E-01  0.9138993E-01  0.5959541E-01
 0.1800000E+00  0.1192263E+00  0.9342061E-01  0.9289489E-01  0.9085615E-01  0.8790120E-01  0.8619482E-01  0.8647599E-01  0.8847931E-01  0.9080093E-01  0.9224873E-01  0.9234730E-01  0.6077946E-01
 0.1820000E+00  0.1200429E+00  0.9449967E-01  0.9391204E-01  0.9185276E-01  0.8886832E-01  0.8714134E-01  0.8742544E-01  0.8944989E-01  0.9180030E-01  0.9326520E-01  0.9330325E-01  0.6197491E-01
 0.1840000E+00  0.1208477E+00  0.9557929E-01  0.9492875E-01  0.9284896E-01  0.8983511E-01  0.8808749E-01  0.8837451E-01  0.9042008E-01  0.9279936E-01  0.9428131E-01  0.9425780E-01  0.6318161E-01
 0.1860000E+00  0.1216410E+00  0.9665944E-01  0.9594503E-01  0.9384474E-01  0.9080156E-01  0.8903329E-01  0.8932319E-01  0.9138985E-01  0.9379810E-01  0.9529705E-01  0.9521097E-01  0.6439938E-01
 0.1880000E+00  0.1224229E+00  0.9774009E-01  0.9696088E-01  0.9484009E-01  0.9176768E-01  0.8997871E-01  0.9027148E-01  0.9235922E-01  0.9479651E-01  0.9631241E-01  0.9616281E-01  0.6562807E-01
 0.1900000E+00  0.1231935E+00  0.9882121E-01  0.9797628E-01  0.9583501E-01  0.9273345E-01  0.9092376E-01  0.9121937E-01  0.9332818E-01  0.9579459E-01  0.9732739E-01  0.9711332E-01  0.6686748E-01
 0.1920000E+00  0.1239529E+00  0.9990276E-01  0.9899125E-01  0.9682949E-01  0.9369888E-01  0.9186844E-01  0.9216685E-01  0.9429672E-01  0.9679235E-01  0.9834197E-01  0.9806255E-01  0.6811746E-01
 0.1940000E+00  0.1247013E+00  0.1009847E+00  0.1000058E+00  0.9782354E-01  0.9466395E-01  0.9281274E-01  0.9311393E-01  0.9526484E-01  0.9778977E-01  0.9935616E-01  0.9901052E-01  0.6937779E-01
 0.1960000E+00  0.1254389E+00  0.1020670E+00  0.1010198E+00  0.9881715E-01  0.9562867E-01  0.9375667E-01  0.9406060E-01  0.9623254E-01  0.9878685E-01  0.1003699E+00  0.9995726E-01  0.7064831E-01
 0.1980000E+00  0.1261658E+00  0.1031497E+00  0.1020335E+00  0.9981031E-01  0.9659303E-01  0.9470020E-01  0.9500686E-01  0.9719981E-01  0.9978359E-01  0.1013833E+00  0.1009028E+00  0.7192879E-01
 0.2000000E+00  0.1268821E+00  0.1042327E+00  0.1030467E+00  0.1008030E+00  0.9755703E-01  0.9564335E-01  0.9595269E-01  0.9816665E-01  0.1007800E+00  0.1023962E+00  0.1018472E+00  0.7321905E-01
 0.2020000E+00  0.1275881E+00  0.1053159E+00  0.1040594E+00  0.1017953E+00  0.9852066E-01  0.9658611E-01  0.9689809E-01  0.9913305E-01  0.1017760E+00  0.1034087E+00  0.1027904E+00  0.7451887E-01
 0.2040000E+00  0.1282840E+00  0.1063993E+00  0.1050717E+00  0.1027871E+00  0.9948391E-01  0.9752847E-01  0.9784307E-01  0.1000990E+00  0.1027717E+00  0.1044208E+00  0.1037326E+00  0.7582804E-01
 0.2060000E+00  0.1289698E+00  0.1074830E+00  0.1060835E+00  0.1037784E+00  0.1004468E+00  0.9847043E-01  0.9878762E-01  0.1010645E+00  0.1037671E+00  0.1054324E+00  0.1046736E+00  0.7714635E-01
 0.2080000E+00  0.1296458E+00  0.1085668E+00  0.1070949E+00  0.1047693E+00  0.1014093E+00  0.9941200E-01  0.9973172E-01  0.1020296E+00  0.1047620E+00  0.1064436E+00  0.1056137E+00  0.7847356E-01
 0.2100000E+00  0.1303122E+00  0.1096507E+00  0.1081059E+00  0.1057597E+00  0.1023714E+00  0.1003532E+00  0.1006754E+00  0.1029942E+00  0.1057566E+00  0.1074543E+00  0.1065527E+00  0.7980944E-01
 0.2120000E+00  0.1309691E+00  0.1107347E+00  0.1091163E+00  0.1067497E+00  0.1033331E+00  0.1012939E+00  0.1016186E+00  0.1039584E+00  0.1067509E+00  0.1084646E+00  0.1074908E+00  0.8115378E-01
 0.2140000E+00  0.1316168E+00  0.1118187E+00  0.1101264E+00  0.1077391E+00  0.1042945E+00  0.1022342E+00  0.1025614E+00  0.1049221E+00  0.1077448E+00  0.1094743E+00  0.1084279E+00  0.8250632E-01
 0.2160000E+00  0.1322555E+00  0.1129028E+00  0.1111359E+00  0.1087281E+00  0.1052554E+00  0.1031742E+00  0.1035037E+00  0.1058854E+00  0.1087383E+00  0.1104836E+00  0.1093642E+00  0.8386682E-01
 0.2180000E+00  0.1328853E+00  0.1139868E+00  0.1121450E+00  0.1097166E+00  0.1062159E+00  0.1041137E+00  0.1044455E+00  0.1068482E+00  0.1097314E+00  0.1114924E+00  0.1102996E+00  0.8523505E-01
 0.2200000E+00  0.1335065E+00  0.1150707E+00  0.1131537E+00  0.1107046E+00  0.1071761E+00  0.1050528E+00  0.1053869E+00  0.1078105E+00  0.1107241E+00  0.1125007E+00  0.1112341E+00  0.8661075E-01
 0.2220000E+00  0.1341194E+00  0.1161545E+00  0.1141619E+00  0.1116922E+00  0.1081358E+00  0.1059914E+00  0.1063278E+00  0.1087724E+00  0.1117165E+00  0.1135084E+00  0.1121679E+00  0.8799367E-01
 0.2240000E+00  0.1347240E+00  0.1172382E+00  0.1151696E+00  0.1126792E+00  0.1090951E+00  0.1069297E+00  0.1072683E+00  0.1097338E+00  0.1127085E+00  0.1145157E+00  0.1131009E+00  0.8938355E-01
 0.2260000E+00  0.1353206E+00  0.1183216E+00  0.1161769E+00  0.1136657E+00  0.1100540E+00  0.1078675E+00  0.1082082E+00  0.1106947E+00  0.1137000E+00  0.1155224E+00  0.1140333E+00  0.9078014E-01
 0.2280000E+00  0.1359096E+00  0.1194048E+00  0.1171837E+00  0.1146518E+00  0.1110125E+00  0.1088049E+00  0.1091477E+00  0.1116551E+00  0.1146912E+00  0.1165286E+00  0.1149649E+00  0.9218315E-01
 0.2300000E+00  0.1364910E+00  0.1204878E+00  0.1181900E+00  0.1156373E+00  0.1119705E+00  0.1097418E+00  0.1100867E+00  0.1126151E+00  0.1156820E+00  0.1175343E+00  0.1158959E+00  0.9359234E-01
 0.2320000E+00  0.1370651E+00  0.1215704E+00  0.1191959E+00  0.1166223E+00  0.1129281E+00  0.1106783E+00  0.1110252E+00  0.1135745E+00  0.1166724E+00  0.1185394E+00  0.1168263E+00  0.9500743E-01
 0.2340000E+00  0.1376321E+00  0.1226526E+00  0.1202013E+00  0.1176068E+00  0.1138853E+00  0.1116144E+00  0.1119632E+00  0.1145335E+00  0.1176623E+00  0.1195439E+00  0.1177562E+00  0.9642814E-01
 0.2360000E+00  0.1381924E+00  0.1237345E+00  0.1212062E+00  0.1185908E+00  0.1148420E+00  0.1125500E+00  0.1129007E+00  0.1154920E+00  0.1186519E+00  0.1205479E+00  0.1186855E+00  0.9785421E-01
