-0.6000000E+01 -0.6000000E+01  0.2350608E-68
-0.5878788E+01 -0.6000000E+01  0.1353290E-65
-0.5757576E+01 -0.6000000E+01  0.6158977E-63
-0.5636364E+01 -0.6000000E+01  0.2215815E-60
-0.5515152E+01 -0.6000000E+01  0.6301818E-58
-0.5393939E+01 -0.6000000E+01  0.1416792E-55
-0.5272727E+01 -0.6000000E+01  0.2517994E-53
-0.5151515E+01 -0.6000000E+01  0.3537635E-51
-0.5030303E+01 -0.6000000E+01  0.3929009E-49
-0.4909091E+01 -0.6000000E+01  0.3449597E-47
-0.4787879E+01 -0.6000000E+01  0.2394282E-45
-0.4666667E+01 -0.6000000E+01  0.1313756E-43
-0.4545455E+01 -0.6000000E+01  0.5699093E-42
-0.4424242E+01 -0.6000000E+01  0.1954708E-40
-0.4303030E+01 -0.6000000E+01  0.5301533E-39
-0.4181818E+01 -0.6000000E+01  0.1137276E-37
-0.4060606E+01 -0.6000000E+01  0.1930425E-36
-0.3939394E+01 -0.6000000E+01  0.2594600E-35
-0.3818182E+01 -0.6000000E+01  0.2764738E-34
-0.3696970E+01 -0.6000000E+01  0.2340611E-33
-0.3575758E+01 -0.6000000E+01  0.1580096E-32
-0.3454545E+01 -0.6000000E+01  0.8558626E-32
-0.3333333E+01 -0.6000000E+01  0.3757830E-31
-0.3212121E+01 -0.6000000E+01  0.1359451E-30
-0.3090909E+01 -0.6000000E+01  0.4152033E-30
-0.2969697E+01 -0.6000000E+01  0.1106312E-29
-0.2848485E+01 -0.6000000E+01  0.2670213E-29
-0.2727273E+01 -0.6000000E+01  0.6038401E-29
-0.2606061E+01 -0.6000000E+01  0.1306396E-28
-0.2484848E+01 -0.6000000E+01  0.2723062E-28
-0.2363636E+01 -0.6000000E+01  0.5477689E-28
-0.2242424E+01 -0.6000000E+01  0.1068586E-27
-0.2121212E+01 -0.6000000E+01  0.2036853E-27
-0.2000000E+01 -0.6000000E+01  0.3803746E-27
-0.1878788E+01 -0.6000000E+01  0.6919211E-27
-0.1757576E+01 -0.6000000E+01  0.1216038E-26
-0.1636364E+01 -0.6000000E+01  0.2061447E-26
-0.1515152E+01 -0.6000000E+01  0.3392156E-26
-0.1393939E+01 -0.6000000E+01  0.5453868E-26
-0.1272727E+01 -0.6000000E+01  0.8558044E-26
-0.1151515E+01 -0.6000000E+01  0.1301055E-25
-0.1030303E+01 -0.6000000E+01  0.1907434E-25
-0.9090909E+00 -0.6000000E+01  0.2706525E-25
-0.7878788E+00 -0.6000000E+01  0.3745377E-25
-0.6666667E+00 -0.6000000E+01  0.5067229E-25
-0.5454545E+00 -0.6000000E+01  0.6664397E-25
-0.4242424E+00 -0.6000000E+01  0.8461203E-25
-0.3030303E+00 -0.6000000E+01  0.1037071E-24
-0.1818182E+00 -0.6000000E+01  0.1235782E-24
-0.6060606E-01 -0.6000000E+01  0.1439692E-24
 0.6060606E-01 -0.6000000E+01  0.1635567E-24
 0.1818182E+00 -0.6000000E+01  0.1798121E-24
 0.3030303E+00 -0.6000000E+01  0.1906313E-24
 0.4242424E+00 -0.6000000E+01  0.1958264E-24
 0.5454545E+00 -0.6000000E+01  0.1963653E-24
 0.6666667E+00 -0.6000000E+01  0.1924236E-24
 0.7878788E+00 -0.6000000E+01  0.1830700E-24
 0.9090909E+00 -0.6000000E+01  0.1680393E-24
 0.1030303E+01 -0.6000000E+01  0.1490271E-24
 0.1151515E+01 -0.6000000E+01  0.1286529E-24
 0.1272727E+01 -0.6000000E+01  0.1086050E-24
 0.1393939E+01 -0.6000000E+01  0.8930431E-25
 0.1515152E+01 -0.6000000E+01  0.7098768E-25
 0.1636364E+01 -0.6000000E+01  0.5442687E-25
 0.1757576E+01 -0.6000000E+01  0.4048374E-25
 0.1878788E+01 -0.6000000E+01  0.2941684E-25
 0.2000000E+01 -0.6000000E+01  0.2087565E-25
 0.2121212E+01 -0.6000000E+01  0.1436526E-25
 0.2242424E+01 -0.6000000E+01  0.9533987E-26
 0.2363636E+01 -0.6000000E+01  0.6119492E-26
 0.2484848E+01 -0.6000000E+01  0.3827599E-26
 0.2606061E+01 -0.6000000E+01  0.2340534E-26
 0.2727273E+01 -0.6000000E+01  0.1392061E-26
 0.2848485E+01 -0.6000000E+01  0.7994273E-27
 0.2969697E+01 -0.6000000E+01  0.4429932E-27
 0.3090909E+01 -0.6000000E+01  0.2385879E-27
 0.3212121E+01 -0.6000000E+01  0.1258006E-27
 0.3333333E+01 -0.6000000E+01  0.6490393E-28
 0.3454545E+01 -0.6000000E+01  0.3253467E-28
 0.3575758E+01 -0.6000000E+01  0.1575091E-28
 0.3696970E+01 -0.6000000E+01  0.7350351E-29
