 0.2000000E-02 -0.5000014E+00  0.5000014E+00
 0.4000000E-02 -0.5000036E+00  0.5000036E+00
 0.6000000E-02 -0.5000038E+00  0.5000038E+00
 0.8000000E-02 -0.5000019E+00  0.5000019E+00
 0.1000000E-01 -0.4999981E+00  0.4999981E+00
 0.1200000E-01 -0.4999922E+00  0.4999922E+00
 0.1400000E-01 -0.4999844E+00  0.4999844E+00
 0.1600000E-01 -0.4999745E+00  0.4999745E+00
 0.1800000E-01 -0.4999626E+00  0.4999626E+00
 0.2000000E-01 -0.4999488E+00  0.4999488E+00
 0.2200000E-01 -0.4999329E+00  0.4999329E+00
 0.2400000E-01 -0.4999150E+00  0.4999150E+00
 0.2600000E-01 -0.4998952E+00  0.4998952E+00
 0.2800000E-01 -0.4998733E+00  0.4998733E+00
 0.3000000E-01 -0.4998494E+00  0.4998494E+00
 0.3200000E-01 -0.4998235E+00  0.4998235E+00
 0.3400000E-01 -0.4997957E+00  0.4997957E+00
 0.3600000E-01 -0.4997658E+00  0.4997658E+00
 0.3800000E-01 -0.4997339E+00  0.4997339E+00
 0.4000000E-01 -0.4997000E+00  0.4997000E+00
 0.4200000E-01 -0.4996641E+00  0.4996641E+00
 0.4400000E-01 -0.4996262E+00  0.4996262E+00
 0.4600000E-01 -0.4995863E+00  0.4995863E+00
 0.4800000E-01 -0.4995444E+00  0.4995444E+00
 0.5000000E-01 -0.4995005E+00  0.4995005E+00
 0.5200000E-01 -0.4994546E+00  0.4994546E+00
 0.5400000E-01 -0.4994067E+00  0.4994067E+00
 0.5600000E-01 -0.4993568E+00  0.4993568E+00
 0.5800000E-01 -0.4993049E+00  0.4993049E+00
 0.6000000E-01 -0.4992509E+00  0.4992509E+00
 0.6200000E-01 -0.4991950E+00  0.4991950E+00
 0.6400000E-01 -0.4991371E+00  0.4991371E+00
 0.6600000E-01 -0.4990772E+00  0.4990772E+00
 0.6800000E-01 -0.4990153E+00  0.4990153E+00
 0.7000000E-01 -0.4989514E+00  0.4989514E+00
 0.7200000E-01 -0.4988855E+00  0.4988855E+00
 0.7400000E-01 -0.4988175E+00  0.4988175E+00
 0.7600000E-01 -0.4987476E+00  0.4987476E+00
 0.7800000E-01 -0.4986757E+00  0.4986757E+00
 0.8000000E-01 -0.4986018E+00  0.4986018E+00
 0.8200000E-01 -0.4985258E+00  0.4985258E+00
 0.8400000E-01 -0.4984479E+00  0.4984479E+00
 0.8600000E-01 -0.4983680E+00  0.4983680E+00
 0.8800000E-01 -0.4982861E+00  0.4982861E+00
 0.9000000E-01 -0.4982021E+00  0.4982021E+00
 0.9200000E-01 -0.4981162E+00  0.4981162E+00
 0.9400000E-01 -0.4980283E+00  0.4980283E+00
 0.9600000E-01 -0.4979384E+00  0.4979384E+00
 0.9800000E-01 -0.4978465E+00  0.4978465E+00
 0.1000000E+00 -0.4977526E+00  0.4977526E+00
 0.1020000E+00 -0.4976567E+00  0.4976567E+00
 0.1040000E+00 -0.4975588E+00  0.4975588E+00
 0.1060000E+00 -0.4974589E+00  0.4974589E+00
 0.1080000E+00 -0.4973570E+00  0.4973570E+00
 0.1100000E+00 -0.4972531E+00  0.4972531E+00
 0.1120000E+00 -0.4971472E+00  0.4971472E+00
 0.1140000E+00 -0.4970393E+00  0.4970393E+00
 0.1160000E+00 -0.4969295E+00  0.4969295E+00
 0.1180000E+00 -0.4968176E+00  0.4968176E+00
 0.1200000E+00 -0.4967037E+00  0.4967037E+00
 0.1220000E+00 -0.4965879E+00  0.4965879E+00
 0.1240000E+00 -0.4964700E+00  0.4964700E+00
 0.1260000E+00 -0.4963502E+00  0.4963502E+00
 0.1280000E+00 -0.4962283E+00  0.4962283E+00
 0.1300000E+00 -0.4961045E+00  0.4961045E+00
 0.1320000E+00 -0.4959787E+00  0.4959787E+00
 0.1340000E+00 -0.4958509E+00  0.4958509E+00
 0.1360000E+00 -0.4957211E+00  0.4957211E+00
 0.1380000E+00 -0.4955893E+00  0.4955893E+00
 0.1400000E+00 -0.4954555E+00  0.4954555E+00
 0.1420000E+00 -0.4953197E+00  0.4953197E+00
 0.1440000E+00 -0.4951820E+00  0.4951820E+00
 0.1460000E+00 -0.4950422E+00  0.4950422E+00
 0.1480000E+00 -0.4949005E+00  0.4949005E+00
 0.1500000E+00 -0.4947568E+00  0.4947568E+00
 0.1520000E+00 -0.4946111E+00  0.4946111E+00
 0.1540000E+00 -0.4944634E+00  0.4944634E+00
 0.1560000E+00 -0.4943137E+00  0.4943137E+00
 0.1580000E+00 -0.4941620E+00  0.4941620E+00
 0.1600000E+00 -0.4940084E+00  0.4940084E+00
 0.1620000E+00 -0.4938527E+00  0.4938527E+00
 0.1640000E+00 -0.4936951E+00  0.4936951E+00
 0.1660000E+00 -0.4935355E+00  0.4935355E+00
 0.1680000E+00 -0.4933739E+00  0.4933739E+00
 0.1700000E+00 -0.4932104E+00  0.4932104E+00
 0.1720000E+00 -0.4930448E+00  0.4930448E+00
 0.1740000E+00 -0.4928773E+00  0.4928773E+00
 0.1760000E+00 -0.4927078E+00  0.4927078E+00
 0.1780000E+00 -0.4925363E+00  0.4925363E+00
 0.1800000E+00 -0.4923628E+00  0.4923628E+00
 0.1820000E+00 -0.4921874E+00  0.4921874E+00
 0.1840000E+00 -0.4920100E+00  0.4920100E+00
 0.1860000E+00 -0.4918306E+00  0.4918306E+00
 0.1880000E+00 -0.4916492E+00  0.4916492E+00
 0.1900000E+00 -0.4914658E+00  0.4914658E+00
 0.1920000E+00 -0.4912805E+00  0.4912805E+00
 0.1940000E+00 -0.4910932E+00  0.4910932E+00
 0.1960000E+00 -0.4909039E+00  0.4909039E+00
 0.1980000E+00 -0.4907127E+00  0.4907127E+00
 0.2000000E+00 -0.4905195E+00  0.4905195E+00
 0.2020000E+00 -0.4903243E+00  0.4903243E+00
 0.2040000E+00 -0.4901271E+00  0.4901271E+00
 0.2060000E+00 -0.4899280E+00  0.4899280E+00
 0.2080000E+00 -0.4897269E+00  0.4897269E+00
 0.2100000E+00 -0.4895238E+00  0.4895238E+00
 0.2120000E+00 -0.4893188E+00  0.4893188E+00
 0.2140000E+00 -0.4891118E+00  0.4891118E+00
 0.2160000E+00 -0.4889028E+00  0.4889028E+00
 0.2180000E+00 -0.4886919E+00  0.4886919E+00
 0.2200000E+00 -0.4884790E+00  0.4884790E+00
 0.2220000E+00 -0.4882641E+00  0.4882641E+00
 0.2240000E+00 -0.4880473E+00  0.4880473E+00
 0.2260000E+00 -0.4878285E+00  0.4878285E+00
 0.2280000E+00 -0.4876078E+00  0.4876078E+00
 0.2300000E+00 -0.4873851E+00  0.4873851E+00
 0.2320000E+00 -0.4871604E+00  0.4871604E+00
 0.2340000E+00 -0.4869338E+00  0.4869338E+00
 0.2360000E+00 -0.4867052E+00  0.4867052E+00
 0.2380000E+00 -0.4864746E+00  0.4864746E+00
 0.2400000E+00 -0.4862421E+00  0.4862421E+00
 0.2420000E+00 -0.4860077E+00  0.4860077E+00
 0.2440000E+00 -0.4857713E+00  0.4857713E+00
 0.2460000E+00 -0.4855329E+00  0.4855329E+00
 0.2480000E+00 -0.4852926E+00  0.4852926E+00
 0.2500000E+00 -0.4850503E+00  0.4850503E+00
 0.2520000E+00 -0.4848061E+00  0.4848061E+00
 0.2540000E+00 -0.4845599E+00  0.4845599E+00
 0.2560000E+00 -0.4843118E+00  0.4843118E+00
 0.2580000E+00 -0.4840617E+00  0.4840617E+00
 0.2600000E+00 -0.4838097E+00  0.4838097E+00
 0.2620000E+00 -0.4835557E+00  0.4835557E+00
 0.2640000E+00 -0.4832998E+00  0.4832998E+00
 0.2660000E+00 -0.4830420E+00  0.4830420E+00
 0.2680000E+00 -0.4827822E+00  0.4827822E+00
 0.2700000E+00 -0.4825204E+00  0.4825204E+00
 0.2720000E+00 -0.4822568E+00  0.4822568E+00
 0.2740000E+00 -0.4819911E+00  0.4819911E+00
 0.2760000E+00 -0.4817236E+00  0.4817236E+00
 0.2780000E+00 -0.4814541E+00  0.4814541E+00
 0.2800000E+00 -0.4811826E+00  0.4811826E+00
 0.2820000E+00 -0.4809093E+00  0.4809093E+00
 0.2840000E+00 -0.4806340E+00  0.4806340E+00
 0.2860000E+00 -0.4803567E+00  0.4803567E+00
 0.2880000E+00 -0.4800775E+00  0.4800775E+00
 0.2900000E+00 -0.4797964E+00  0.4797964E+00
 0.2920000E+00 -0.4795134E+00  0.4795134E+00
 0.2940000E+00 -0.4792284E+00  0.4792284E+00
 0.2960000E+00 -0.4789415E+00  0.4789415E+00
 0.2980000E+00 -0.4786527E+00  0.4786527E+00
 0.3000000E+00 -0.4783619E+00  0.4783619E+00
 0.3020000E+00 -0.4780693E+00  0.4780693E+00
 0.3040000E+00 -0.4777746E+00  0.4777746E+00
 0.3060000E+00 -0.4774781E+00  0.4774781E+00
 0.3080000E+00 -0.4771797E+00  0.4771797E+00
 0.3100000E+00 -0.4768793E+00  0.4768793E+00
 0.3120000E+00 -0.4765770E+00  0.4765770E+00
 0.3140000E+00 -0.4762728E+00  0.4762728E+00
 0.3160000E+00 -0.4759667E+00  0.4759667E+00
 0.3180000E+00 -0.4756587E+00  0.4756587E+00
 0.3200000E+00 -0.4753487E+00  0.4753487E+00
 0.3220000E+00 -0.4750368E+00  0.4750368E+00
 0.3240000E+00 -0.4747230E+00  0.4747230E+00
 0.3260000E+00 -0.4744073E+00  0.4744073E+00
