 0.1000000E-02  0.9999995E+00  0.6340635E-03  0.9999997E+00
 0.2000000E-02  0.9999978E+00  0.1056775E-02  0.9999984E+00
 0.3000000E-02  0.9999949E+00  0.1479495E-02  0.9999960E+00
 0.4000000E-02  0.9999906E+00  0.1902231E-02  0.9999924E+00
 0.5000000E-02  0.9999850E+00  0.2324988E-02  0.9999877E+00
 0.6000000E-02  0.9999781E+00  0.2747773E-02  0.9999819E+00
 0.7000000E-02  0.9999700E+00  0.3170592E-02  0.9999750E+00
 0.8000000E-02  0.9999605E+00  0.3593452E-02  0.9999669E+00
 0.9000000E-02  0.9999497E+00  0.4016358E-02  0.9999578E+00
 0.1000000E-01  0.9999376E+00  0.4439317E-02  0.9999475E+00
 0.1100000E-01  0.9999243E+00  0.4862335E-02  0.9999361E+00
 0.1200000E-01  0.9999096E+00  0.5285418E-02  0.9999236E+00
 0.1300000E-01  0.9998937E+00  0.5708573E-02  0.9999100E+00
 0.1400000E-01  0.9998764E+00  0.6131805E-02  0.9998952E+00
 0.1500000E-01  0.9998579E+00  0.6555122E-02  0.9998794E+00
 0.1600000E-01  0.9998381E+00  0.6978529E-02  0.9998624E+00
 0.1700000E-01  0.9998170E+00  0.7402032E-02  0.9998444E+00
 0.1800000E-01  0.9997946E+00  0.7825638E-02  0.9998252E+00
 0.1900000E-01  0.9997709E+00  0.8249352E-02  0.9998049E+00
 0.2000000E-01  0.9997459E+00  0.8673182E-02  0.9997835E+00
 0.2100000E-01  0.9997196E+00  0.9097132E-02  0.9997610E+00
 0.2200000E-01  0.9996921E+00  0.9521209E-02  0.9997374E+00
 0.2300000E-01  0.9996633E+00  0.9945419E-02  0.9997127E+00
 0.2400000E-01  0.9996331E+00  0.1036977E-01  0.9996869E+00
 0.2500000E-01  0.9996018E+00  0.1079426E-01  0.9996600E+00
 0.2600000E-01  0.9995691E+00  0.1121891E-01  0.9996320E+00
 0.2700000E-01  0.9995351E+00  0.1164371E-01  0.9996030E+00
 0.2800000E-01  0.9994999E+00  0.1206867E-01  0.9995728E+00
 0.2900000E-01  0.9994634E+00  0.1249381E-01  0.9995415E+00
 0.3000000E-01  0.9994257E+00  0.1291912E-01  0.9995092E+00
 0.3100000E-01  0.9993867E+00  0.1334461E-01  0.9994757E+00
 0.3200000E-01  0.9993464E+00  0.1377028E-01  0.9994412E+00
 0.3300000E-01  0.9993048E+00  0.1419615E-01  0.9994056E+00
 0.3400000E-01  0.9992620E+00  0.1462222E-01  0.9993690E+00
 0.3500000E-01  0.9992179E+00  0.1504849E-01  0.9993312E+00
 0.3600000E-01  0.9991726E+00  0.1547496E-01  0.9992924E+00
 0.3700000E-01  0.9991260E+00  0.1590166E-01  0.9992525E+00
 0.3800000E-01  0.9990782E+00  0.1632857E-01  0.9992116E+00
 0.3900000E-01  0.9990291E+00  0.1675571E-01  0.9991696E+00
 0.4000000E-01  0.9989787E+00  0.1718309E-01  0.9991265E+00
 0.4100000E-01  0.9989272E+00  0.1761070E-01  0.9990824E+00
 0.4200000E-01  0.9988743E+00  0.1803855E-01  0.9990372E+00
 0.4300000E-01  0.9988203E+00  0.1846665E-01  0.9989910E+00
 0.4400000E-01  0.9987650E+00  0.1889500E-01  0.9989437E+00
 0.4500000E-01  0.9987085E+00  0.1932361E-01  0.9988954E+00
 0.4600000E-01  0.9986507E+00  0.1975249E-01  0.9988460E+00
 0.4700000E-01  0.9985917E+00  0.2018163E-01  0.9987956E+00
