 0.1520000E+00 -0.3653435E+01 -0.3081345E+01 -0.2506289E+01 -0.1931467E+01 -0.1356707E+01 -0.7818543E+00 -0.2068767E+00  0.3682160E+00  0.9433206E+00  0.1518370E+01  0.2093482E+01  0.2665086E+01
 0.1540000E+00 -0.3653220E+01 -0.3081186E+01 -0.2506129E+01 -0.1931312E+01 -0.1356556E+01 -0.7817066E+00 -0.2067285E+00  0.3683676E+00  0.9434762E+00  0.1518528E+01  0.2093641E+01  0.2665179E+01
 0.1560000E+00 -0.3653003E+01 -0.3081025E+01 -0.2505968E+01 -0.1931154E+01 -0.1356404E+01 -0.7815570E+00 -0.2065784E+00  0.3685212E+00  0.9436337E+00  0.1518688E+01  0.2093803E+01  0.2665274E+01
 0.1580000E+00 -0.3652784E+01 -0.3080862E+01 -0.2505805E+01 -0.1930994E+01 -0.1356249E+01 -0.7814055E+00 -0.2064263E+00  0.3686768E+00  0.9437933E+00  0.1518850E+01  0.2093966E+01  0.2665371E+01
 0.1600000E+00 -0.3652564E+01 -0.3080696E+01 -0.2505639E+01 -0.1930832E+01 -0.1356093E+01 -0.7812520E+00 -0.2062724E+00  0.3688343E+00  0.9439549E+00  0.1519014E+01  0.2094132E+01  0.2665470E+01
 0.1620000E+00 -0.3652341E+01 -0.3080529E+01 -0.2505472E+01 -0.1930669E+01 -0.1355934E+01 -0.7810967E+00 -0.2061166E+00  0.3689938E+00  0.9441185E+00  0.1519180E+01  0.2094299E+01  0.2665571E+01
 0.1640000E+00 -0.3652116E+01 -0.3080359E+01 -0.2505302E+01 -0.1930503E+01 -0.1355774E+01 -0.7809395E+00 -0.2059589E+00  0.3691552E+00  0.9442841E+00  0.1519349E+01  0.2094468E+01  0.2665674E+01
 0.1660000E+00 -0.3651890E+01 -0.3080187E+01 -0.2505131E+01 -0.1930335E+01 -0.1355612E+01 -0.7807804E+00 -0.2057992E+00  0.3693185E+00  0.9444517E+00  0.1519519E+01  0.2094640E+01  0.2665779E+01
 0.1680000E+00 -0.3651662E+01 -0.3080013E+01 -0.2504957E+01 -0.1930165E+01 -0.1355448E+01 -0.7806194E+00 -0.2056377E+00  0.3694838E+00  0.9446213E+00  0.1519691E+01  0.2094813E+01  0.2665887E+01
 0.1700000E+00 -0.3651432E+01 -0.3079837E+01 -0.2504782E+01 -0.1929994E+01 -0.1355281E+01 -0.7804565E+00 -0.2054742E+00  0.3696510E+00  0.9447929E+00  0.1519865E+01  0.2094988E+01  0.2665997E+01
 0.1720000E+00 -0.3651200E+01 -0.3079659E+01 -0.2504604E+01 -0.1929820E+01 -0.1355113E+01 -0.7802916E+00 -0.2053089E+00  0.3698202E+00  0.9449665E+00  0.1520042E+01  0.2095165E+01  0.2666109E+01
 0.1740000E+00 -0.3650967E+01 -0.3079479E+01 -0.2504424E+01 -0.1929644E+01 -0.1354943E+01 -0.7801249E+00 -0.2051416E+00  0.3699914E+00  0.9451421E+00  0.1520220E+01  0.2095344E+01  0.2666224E+01
 0.1760000E+00 -0.3650732E+01 -0.3079296E+01 -0.2504243E+01 -0.1929467E+01 -0.1354771E+01 -0.7799563E+00 -0.2049725E+00  0.3701644E+00  0.9453197E+00  0.1520401E+01  0.2095525E+01  0.2666341E+01
 0.1780000E+00 -0.3650495E+01 -0.3079112E+01 -0.2504059E+01 -0.1929287E+01 -0.1354598E+01 -0.7797858E+00 -0.2048014E+00  0.3703394E+00  0.9454993E+00  0.1520583E+01  0.2095707E+01  0.2666460E+01
 0.1800000E+00 -0.3650256E+01 -0.3078925E+01 -0.2503873E+01 -0.1929105E+01 -0.1354422E+01 -0.7796135E+00 -0.2046285E+00  0.3705164E+00  0.9456809E+00  0.1520768E+01  0.2095892E+01  0.2666581E+01
 0.1820000E+00 -0.3650016E+01 -0.3078736E+01 -0.2503685E+01 -0.1928921E+01 -0.1354244E+01 -0.7794392E+00 -0.2044536E+00  0.3706953E+00  0.9458645E+00  0.1520954E+01  0.2096079E+01  0.2666705E+01
 0.1840000E+00 -0.3649775E+01 -0.3078545E+01 -0.2503495E+01 -0.1928736E+01 -0.1354064E+01 -0.7792630E+00 -0.2042769E+00  0.3708761E+00  0.9460501E+00  0.1521143E+01  0.2096267E+01  0.2666832E+01
 0.1860000E+00 -0.3649531E+01 -0.3078351E+01 -0.2503304E+01 -0.1928548E+01 -0.1353883E+01 -0.7790849E+00 -0.2040982E+00  0.3710589E+00  0.9462377E+00  0.1521333E+01  0.2096458E+01  0.2666960E+01
 0.1880000E+00 -0.3649287E+01 -0.3078156E+01 -0.2503110E+01 -0.1928358E+01 -0.1353699E+01 -0.7789050E+00 -0.2039177E+00  0.3712436E+00  0.9464273E+00  0.1521526E+01  0.2096650E+01  0.2667092E+01
 0.1900000E+00 -0.3649040E+01 -0.3077958E+01 -0.2502914E+01 -0.1928167E+01 -0.1353514E+01 -0.7787231E+00 -0.2037352E+00  0.3714303E+00  0.9466188E+00  0.1521720E+01  0.2096844E+01  0.2667225E+01
 0.1920000E+00 -0.3648792E+01 -0.3077758E+01 -0.2502716E+01 -0.1927973E+01 -0.1353326E+01 -0.7785394E+00 -0.2035509E+00  0.3716189E+00  0.9468124E+00  0.1521917E+01  0.2097040E+01  0.2667362E+01
 0.1940000E+00 -0.3648543E+01 -0.3077556E+01 -0.2502516E+01 -0.1927777E+01 -0.1353137E+01 -0.7783538E+00 -0.2033647E+00  0.3718094E+00  0.9470080E+00  0.1522116E+01  0.2097238E+01  0.2667500E+01
