 0.2000000E-02  0.9999911E+00 -0.3977409E-02  0.9999990E+00
 0.4000000E-02  0.9999742E+00 -0.6628974E-02  0.9999962E+00
 0.6000000E-02  0.9999487E+00 -0.9280466E-02  0.9999918E+00
 0.8000000E-02  0.9999147E+00 -0.1193185E-01  0.9999858E+00
 0.1000000E-01  0.9998720E+00 -0.1458308E-01  0.9999783E+00
 0.1200000E-01  0.9998208E+00 -0.1723413E-01  0.9999693E+00
 0.1400000E-01  0.9997609E+00 -0.1988496E-01  0.9999587E+00
 0.1600000E-01  0.9996925E+00 -0.2253552E-01  0.9999465E+00
 0.1800000E-01  0.9996155E+00 -0.2518580E-01  0.9999328E+00
 0.2000000E-01  0.9995300E+00 -0.2783574E-01  0.9999175E+00
 0.2200000E-01  0.9994358E+00 -0.3048530E-01  0.9999007E+00
 0.2400000E-01  0.9993331E+00 -0.3313447E-01  0.9998823E+00
 0.2600000E-01  0.9992218E+00 -0.3578319E-01  0.9998623E+00
 0.2800000E-01  0.9991019E+00 -0.3843142E-01  0.9998408E+00
 0.3000000E-01  0.9989735E+00 -0.4107914E-01  0.9998178E+00
 0.3200000E-01  0.9988365E+00 -0.4372631E-01  0.9997931E+00
 0.3400000E-01  0.9986909E+00 -0.4637288E-01  0.9997670E+00
 0.3600000E-01  0.9985368E+00 -0.4901883E-01  0.9997393E+00
 0.3800000E-01  0.9983741E+00 -0.5166411E-01  0.9997100E+00
 0.4000000E-01  0.9982029E+00 -0.5430869E-01  0.9996792E+00
 0.4200000E-01  0.9980231E+00 -0.5695253E-01  0.9996468E+00
 0.4400000E-01  0.9978348E+00 -0.5959560E-01  0.9996129E+00
 0.4600000E-01  0.9976380E+00 -0.6223785E-01  0.9995775E+00
 0.4800000E-01  0.9974326E+00 -0.6487925E-01  0.9995405E+00
 0.5000000E-01  0.9972187E+00 -0.6751977E-01  0.9995019E+00
 0.5200000E-01  0.9969963E+00 -0.7015937E-01  0.9994618E+00
 0.5400000E-01  0.9967654E+00 -0.7279801E-01  0.9994202E+00
 0.5600000E-01  0.9965259E+00 -0.7543566E-01  0.9993770E+00
 0.5800000E-01  0.9962780E+00 -0.7807227E-01  0.9993323E+00
 0.6000000E-01  0.9960215E+00 -0.8070782E-01  0.9992861E+00
 0.6200000E-01  0.9957566E+00 -0.8334227E-01  0.9992383E+00
 0.6400000E-01  0.9954832E+00 -0.8597557E-01  0.9991889E+00
 0.6600000E-01  0.9952013E+00 -0.8860770E-01  0.9991381E+00
 0.6800000E-01  0.9949109E+00 -0.9123862E-01  0.9990857E+00
 0.7000000E-01  0.9946121E+00 -0.9386829E-01  0.9990318E+00
 0.7200000E-01  0.9943048E+00 -0.9649668E-01  0.9989763E+00
 0.7400000E-01  0.9939891E+00 -0.9912375E-01  0.9989193E+00
 0.7600000E-01  0.9936649E+00 -0.1017495E+00  0.9988608E+00
 0.7800000E-01  0.9933324E+00 -0.1043738E+00  0.9988008E+00
 0.8000000E-01  0.9929914E+00 -0.1069967E+00  0.9987393E+00
 0.8200000E-01  0.9926419E+00 -0.1096181E+00  0.9986762E+00
 0.8400000E-01  0.9922841E+00 -0.1122380E+00  0.9986116E+00
 0.8600000E-01  0.9919179E+00 -0.1148565E+00  0.9985455E+00
 0.8800000E-01  0.9915433E+00 -0.1174733E+00  0.9984779E+00
 0.9000000E-01  0.9911603E+00 -0.1200885E+00  0.9984088E+00
 0.9200000E-01  0.9907690E+00 -0.1227021E+00  0.9983381E+00
 0.9400000E-01  0.9903693E+00 -0.1253140E+00  0.9982660E+00
 0.9600000E-01  0.9899612E+00 -0.1279243E+00  0.9981923E+00
 0.9800000E-01  0.9895449E+00 -0.1305327E+00  0.9981172E+00
 0.1000000E+00  0.9891202E+00 -0.1331394E+00  0.9980405E+00
 0.1020000E+00  0.9886872E+00 -0.1357443E+00  0.9979623E+00
 0.1040000E+00  0.9882459E+00 -0.1383473E+00  0.9978827E+00
 0.1060000E+00  0.9877963E+00 -0.1409485E+00  0.9978015E+00
 0.1080000E+00  0.9873384E+00 -0.1435477E+00  0.9977189E+00
 0.1100000E+00  0.9868722E+00 -0.1461450E+00  0.9976348E+00
 0.1120000E+00  0.9863978E+00 -0.1487403E+00  0.9975492E+00
 0.1140000E+00  0.9859152E+00 -0.1513336E+00  0.9974620E+00
 0.1160000E+00  0.9854243E+00 -0.1539248E+00  0.9973735E+00
 0.1180000E+00  0.9849252E+00 -0.1565139E+00  0.9972834E+00
 0.1200000E+00  0.9844179E+00 -0.1591010E+00  0.9971919E+00
 0.1220000E+00  0.9839023E+00 -0.1616858E+00  0.9970989E+00
 0.1240000E+00  0.9833787E+00 -0.1642685E+00  0.9970044E+00
 0.1260000E+00  0.9828468E+00 -0.1668490E+00  0.9969084E+00
 0.1280000E+00  0.9823068E+00 -0.1694272E+00  0.9968110E+00
 0.1300000E+00  0.9817586E+00 -0.1720031E+00  0.9967121E+00
 0.1320000E+00  0.9812023E+00 -0.1745767E+00  0.9966118E+00
 0.1340000E+00  0.9806379E+00 -0.1771480E+00  0.9965100E+00
 0.1360000E+00  0.9800654E+00 -0.1797168E+00  0.9964068E+00
 0.1380000E+00  0.9794849E+00 -0.1822833E+00  0.9963021E+00
 0.1400000E+00  0.9788962E+00 -0.1848473E+00  0.9961959E+00
 0.1420000E+00  0.9782995E+00 -0.1874088E+00  0.9960883E+00
 0.1440000E+00  0.9776947E+00 -0.1899678E+00  0.9959793E+00
 0.1460000E+00  0.9770819E+00 -0.1925242E+00  0.9958688E+00
 0.1480000E+00  0.9764611E+00 -0.1950781E+00  0.9957569E+00
 0.1500000E+00  0.9758323E+00 -0.1976293E+00  0.9956436E+00
 0.1520000E+00  0.9751955E+00 -0.2001780E+00  0.9955288E+00
 0.1540000E+00  0.9745508E+00 -0.2027239E+00  0.9954126E+00
 0.1560000E+00  0.9738981E+00 -0.2052671E+00  0.9952950E+00
 0.1580000E+00  0.9732374E+00 -0.2078076E+00  0.9951759E+00
 0.1600000E+00  0.9725689E+00 -0.2103453E+00  0.9950555E+00
 0.1620000E+00  0.9718924E+00 -0.2128802E+00  0.9949336E+00
 0.1640000E+00  0.9712081E+00 -0.2154123E+00  0.9948103E+00
 0.1660000E+00  0.9705158E+00 -0.2179416E+00  0.9946856E+00
 0.1680000E+00  0.9698158E+00 -0.2204679E+00  0.9945596E+00
 0.1700000E+00  0.9691079E+00 -0.2229913E+00  0.9944321E+00
 0.1720000E+00  0.9683921E+00 -0.2255117E+00  0.9943032E+00
 0.1740000E+00  0.9676686E+00 -0.2280292E+00  0.9941729E+00
 0.1760000E+00  0.9669372E+00 -0.2305437E+00  0.9940413E+00
 0.1780000E+00  0.9661981E+00 -0.2330551E+00  0.9939082E+00
 0.1800000E+00  0.9654513E+00 -0.2355634E+00  0.9937738E+00
 0.1820000E+00  0.9646967E+00 -0.2380686E+00  0.9936380E+00
 0.1840000E+00  0.9639344E+00 -0.2405707E+00  0.9935008E+00
 0.1860000E+00  0.9631644E+00 -0.2430696E+00  0.9933622E+00
 0.1880000E+00  0.9623867E+00 -0.2455654E+00  0.9932223E+00
 0.1900000E+00  0.9616014E+00 -0.2480579E+00  0.9930810E+00
 0.1920000E+00  0.9608084E+00 -0.2505471E+00  0.9929384E+00
 0.1940000E+00  0.9600077E+00 -0.2530331E+00  0.9927944E+00
 0.1960000E+00  0.9591995E+00 -0.2555158E+00  0.9926490E+00
 0.1980000E+00  0.9583837E+00 -0.2579951E+00  0.9925023E+00
 0.2000000E+00  0.9575603E+00 -0.2604711E+00  0.9923542E+00
 0.2020000E+00  0.9567294E+00 -0.2629436E+00  0.9922048E+00
 0.2040000E+00  0.9558909E+00 -0.2654128E+00  0.9920541E+00
 0.2060000E+00  0.9550449E+00 -0.2678785E+00  0.9919020E+00
 0.2080000E+00  0.9541914E+00 -0.2703407E+00  0.9917486E+00
 0.2100000E+00  0.9533305E+00 -0.2727994E+00  0.9915939E+00
 0.2120000E+00  0.9524620E+00 -0.2752545E+00  0.9914379E+00
 0.2140000E+00  0.9515862E+00 -0.2777062E+00  0.9912805E+00
 0.2160000E+00  0.9507029E+00 -0.2801542E+00  0.9911218E+00
 0.2180000E+00  0.9498123E+00 -0.2825986E+00  0.9909618E+00
