-0.7939388E+01  0.2351545E-04  0.1623396E-04  0.1701279E-04
-0.7683789E+01  0.8514426E-04 -0.2192343E-04  0.8227338E-04
-0.7428190E+01  0.3905522E-03 -0.3744689E-03  0.1109236E-03
-0.7172591E+01  0.1422649E-02 -0.1055923E-02 -0.9533919E-03
-0.6916992E+01  0.4558374E-02  0.8430388E-03 -0.4479738E-02
-0.6661393E+01  0.1258495E-01  0.1176759E-01 -0.4461452E-02
-0.6405794E+01  0.3007744E-01  0.2376078E-01  0.1844120E-01
-0.6150195E+01  0.6215382E-01 -0.6922486E-02  0.6176712E-01
-0.5894596E+01  0.1110913E+00 -0.1006613E+00  0.4699551E-01
-0.5638997E+01  0.1717230E+00 -0.1431103E+00 -0.9491167E-01
-0.5383398E+01  0.2295785E+00  0.8538982E-02 -0.2294197E+00
-0.5127799E+01  0.2654492E+00  0.2315139E+00 -0.1298637E+00
-0.4872201E+01  0.2654492E+00  0.2315139E+00  0.1298637E+00
-0.4616602E+01  0.2295785E+00  0.8538982E-02  0.2294197E+00
-0.4361003E+01  0.1717230E+00 -0.1431103E+00  0.9491167E-01
-0.4105404E+01  0.1110913E+00 -0.1006613E+00 -0.4699551E-01
-0.3849805E+01  0.6215382E-01 -0.6922486E-02 -0.6176712E-01
-0.3594206E+01  0.3007744E-01  0.2376078E-01 -0.1844120E-01
-0.3338607E+01  0.1258495E-01  0.1176759E-01  0.4461452E-02
-0.3083008E+01  0.4558374E-02  0.8430388E-03  0.4479738E-02
-0.2827409E+01  0.1422649E-02 -0.1055923E-02  0.9533919E-03
-0.2571810E+01  0.3905522E-03 -0.3744689E-03 -0.1109236E-03
-0.2316211E+01  0.8514426E-04 -0.2192343E-04 -0.8227338E-04
-0.2060612E+01  0.2351545E-04  0.1623396E-04 -0.1701279E-04
