 0.1000000E-02 -0.7935394E+01 -0.7679794E+01 -0.7424195E+01 -0.7168595E+01 -0.6912996E+01 -0.6657396E+01 -0.6401797E+01 -0.6146197E+01 -0.5890598E+01 -0.5634999E+01 -0.5379399E+01 -0.5123800E+01 -0.4868200E+01 -0.4612601E+01 -0.4357001E+01 -0.4101402E+01 -0.3845803E+01 -0.3590203E+01 -0.3334604E+01 -0.3079004E+01 -0.2823405E+01 -0.2567805E+01 -0.2312206E+01 -0.2056607E+01
 0.2000000E-02 -0.7931411E+01 -0.7675810E+01 -0.7420209E+01 -0.7164608E+01 -0.6909007E+01 -0.6653406E+01 -0.6397805E+01 -0.6142204E+01 -0.5886603E+01 -0.5631002E+01 -0.5375401E+01 -0.5119800E+01 -0.4864200E+01 -0.4608599E+01 -0.4352998E+01 -0.4097397E+01 -0.3841796E+01 -0.3586195E+01 -0.3330594E+01 -0.3074993E+01 -0.2819392E+01 -0.2563791E+01 -0.2308191E+01 -0.2052591E+01
 0.3000000E-02 -0.7927441E+01 -0.7671837E+01 -0.7416234E+01 -0.7160630E+01 -0.6905026E+01 -0.6649423E+01 -0.6393819E+01 -0.6138216E+01 -0.5882612E+01 -0.5627009E+01 -0.5371405E+01 -0.5115802E+01 -0.4860198E+01 -0.4604595E+01 -0.4348991E+01 -0.4093388E+01 -0.3837784E+01 -0.3582181E+01 -0.3326577E+01 -0.3070974E+01 -0.2815371E+01 -0.2559768E+01 -0.2304165E+01 -0.2048564E+01
 0.4000000E-02 -0.7923482E+01 -0.7667875E+01 -0.7412268E+01 -0.7156660E+01 -0.6901053E+01 -0.6645446E+01 -0.6389839E+01 -0.6134232E+01 -0.5878625E+01 -0.5623018E+01 -0.5367411E+01 -0.5111804E+01 -0.4856196E+01 -0.4600589E+01 -0.4344982E+01 -0.4089375E+01 -0.3833768E+01 -0.3578161E+01 -0.3322554E+01 -0.3066947E+01 -0.2811341E+01 -0.2555735E+01 -0.2300129E+01 -0.2044526E+01
 0.5000000E-02 -0.7919535E+01 -0.7663923E+01 -0.7408311E+01 -0.7152700E+01 -0.6897088E+01 -0.6641476E+01 -0.6385864E+01 -0.6130253E+01 -0.5874641E+01 -0.5619029E+01 -0.5363418E+01 -0.5107806E+01 -0.4852194E+01 -0.4596582E+01 -0.4340971E+01 -0.4085359E+01 -0.3829747E+01 -0.3574136E+01 -0.3318524E+01 -0.3062913E+01 -0.2807302E+01 -0.2551692E+01 -0.2296083E+01 -0.2040477E+01
 0.6000000E-02 -0.7915599E+01 -0.7659982E+01 -0.7404365E+01 -0.7148747E+01 -0.6893130E+01 -0.6637513E+01 -0.6381895E+01 -0.6126278E+01 -0.5870661E+01 -0.5615043E+01 -0.5359426E+01 -0.5103809E+01 -0.4848191E+01 -0.4592574E+01 -0.4336957E+01 -0.4081339E+01 -0.3825722E+01 -0.3570105E+01 -0.3314488E+01 -0.3058871E+01 -0.2803255E+01 -0.2547640E+01 -0.2292027E+01 -0.2036417E+01
 0.7000000E-02 -0.7911676E+01 -0.7656052E+01 -0.7400428E+01 -0.7144804E+01 -0.6889180E+01 -0.6633556E+01 -0.6377932E+01 -0.6122308E+01 -0.5866684E+01 -0.5611060E+01 -0.5355436E+01 -0.5099812E+01 -0.4844188E+01 -0.4588564E+01 -0.4332940E+01 -0.4077316E+01 -0.3821692E+01 -0.3566069E+01 -0.3310445E+01 -0.3054822E+01 -0.2799200E+01 -0.2543579E+01 -0.2287960E+01 -0.2032347E+01
 0.8000000E-02 -0.7907764E+01 -0.7652132E+01 -0.7396501E+01 -0.7140869E+01 -0.6885237E+01 -0.6629606E+01 -0.6373974E+01 -0.6118342E+01 -0.5862711E+01 -0.5607079E+01 -0.5351447E+01 -0.5095816E+01 -0.4840184E+01 -0.4584553E+01 -0.4328921E+01 -0.4073289E+01 -0.3817658E+01 -0.3562027E+01 -0.3306396E+01 -0.3050765E+01 -0.2795135E+01 -0.2539508E+01 -0.2283884E+01 -0.2028266E+01
 0.9000000E-02 -0.7903864E+01 -0.7648224E+01 -0.7392583E+01 -0.7136943E+01 -0.6881303E+01 -0.6625662E+01 -0.6370022E+01 -0.6114382E+01 -0.5858741E+01 -0.5603101E+01 -0.5347461E+01 -0.5091820E+01 -0.4836180E+01 -0.4580540E+01 -0.4324899E+01 -0.4069259E+01 -0.3813619E+01 -0.3557979E+01 -0.3302339E+01 -0.3046700E+01 -0.2791063E+01 -0.2535428E+01 -0.2279797E+01 -0.2024174E+01
 0.1000000E-01 -0.7899976E+01 -0.7644325E+01 -0.7388675E+01 -0.7133025E+01 -0.6877375E+01 -0.6621725E+01 -0.6366075E+01 -0.6110425E+01 -0.5854775E+01 -0.5599125E+01 -0.5343475E+01 -0.5087825E+01 -0.4832175E+01 -0.4576525E+01 -0.4320875E+01 -0.4065225E+01 -0.3809575E+01 -0.3553926E+01 -0.3298277E+01 -0.3042628E+01 -0.2786982E+01 -0.2531338E+01 -0.2275700E+01 -0.2020071E+01
 0.1100000E-01 -0.7896099E+01 -0.7640438E+01 -0.7384777E+01 -0.7129117E+01 -0.6873456E+01 -0.6617795E+01 -0.6362134E+01 -0.6106473E+01 -0.5850813E+01 -0.5595152E+01 -0.5339491E+01 -0.5083830E+01 -0.4828170E+01 -0.4572509E+01 -0.4316848E+01 -0.4061188E+01 -0.3805527E+01 -0.3549867E+01 -0.3294207E+01 -0.3038549E+01 -0.2782892E+01 -0.2527239E+01 -0.2271592E+01 -0.2015958E+01
 0.1200000E-01 -0.7892234E+01 -0.7636562E+01 -0.7380889E+01 -0.7125217E+01 -0.6869544E+01 -0.6613871E+01 -0.6358199E+01 -0.6102526E+01 -0.5846854E+01 -0.5591181E+01 -0.5335509E+01 -0.5079836E+01 -0.4824164E+01 -0.4568491E+01 -0.4312819E+01 -0.4057147E+01 -0.3801474E+01 -0.3545803E+01 -0.3290131E+01 -0.3034461E+01 -0.2778794E+01 -0.2523130E+01 -0.2267475E+01 -0.2011834E+01
 0.1300000E-01 -0.7888381E+01 -0.7632696E+01 -0.7377010E+01 -0.7121325E+01 -0.6865640E+01 -0.6609955E+01 -0.6354269E+01 -0.6098584E+01 -0.5842899E+01 -0.5587213E+01 -0.5331528E+01 -0.5075843E+01 -0.4820157E+01 -0.4564472E+01 -0.4308787E+01 -0.4053102E+01 -0.3797417E+01 -0.3541733E+01 -0.3286049E+01 -0.3030367E+01 -0.2774687E+01 -0.2519012E+01 -0.2263347E+01 -0.2007699E+01
 0.1400000E-01 -0.7884540E+01 -0.7628841E+01 -0.7373141E+01 -0.7117442E+01 -0.6861743E+01 -0.6606044E+01 -0.6350345E+01 -0.6094646E+01 -0.5838947E+01 -0.5583248E+01 -0.5327549E+01 -0.5071850E+01 -0.4816151E+01 -0.4560452E+01 -0.4304753E+01 -0.4049054E+01 -0.3793355E+01 -0.3537657E+01 -0.3281960E+01 -0.3026264E+01 -0.2770572E+01 -0.2514885E+01 -0.2259209E+01 -0.2003553E+01
 0.1500000E-01 -0.7880710E+01 -0.7624996E+01 -0.7369282E+01 -0.7113568E+01 -0.6857854E+01 -0.6602141E+01 -0.6346427E+01 -0.6090713E+01 -0.5834999E+01 -0.5579285E+01 -0.5323571E+01 -0.5067857E+01 -0.4812143E+01 -0.4556429E+01 -0.4300716E+01 -0.4045002E+01 -0.3789289E+01 -0.3533576E+01 -0.3277864E+01 -0.3022154E+01 -0.2766448E+01 -0.2510748E+01 -0.2255061E+01 -0.1999397E+01
