 0.0000000E+00  0.2351545E-04  0.8514426E-04  0.3905522E-03  0.1422649E-02  0.4558374E-02  0.1258495E-01  0.3007744E-01  0.6215382E-01  0.1110913E+00  0.1717230E+00  0.2295785E+00  0.2654492E+00  0.2654492E+00  0.2295785E+00  0.1717230E+00  0.1110913E+00  0.6215382E-01  0.3007744E-01  0.1258495E-01  0.4558374E-02  0.1422649E-02  0.3905522E-03  0.8514426E-04  0.2351545E-04
 0.1000000E-02  0.2352134E-04  0.8516625E-04  0.3906210E-03  0.1422848E-02  0.4558854E-02  0.1258596E-01  0.3007929E-01  0.6215678E-01  0.1110955E+00  0.1717283E+00  0.2295848E+00  0.2654559E+00  0.2654559E+00  0.2295848E+00  0.1717283E+00  0.1110955E+00  0.6215678E-01  0.3007929E-01  0.1258595E-01  0.4558851E-02  0.1422846E-02  0.3906201E-03  0.8516581E-04  0.2352109E-04
 0.2000000E-02  0.2352515E-04  0.8519388E-04  0.3906864E-03  0.1423060E-02  0.4559350E-02  0.1258702E-01  0.3008124E-01  0.6215992E-01  0.1110999E+00  0.1717340E+00  0.2295914E+00  0.2654631E+00  0.2654631E+00  0.2295915E+00  0.1717341E+00  0.1111000E+00  0.6215994E-01  0.3008124E-01  0.1258703E-01  0.4559349E-02  0.1423058E-02  0.3906847E-03  0.8519302E-04  0.2352458E-04
 0.3000000E-02  0.2352689E-04  0.8522713E-04  0.3907485E-03  0.1423287E-02  0.4559863E-02  0.1258815E-01  0.3008328E-01  0.6216323E-01  0.1111047E+00  0.1717401E+00  0.2295985E+00  0.2654706E+00  0.2654706E+00  0.2295985E+00  0.1717401E+00  0.1111047E+00  0.6216328E-01  0.3008331E-01  0.1258816E-01  0.4559866E-02  0.1423286E-02  0.3907462E-03  0.8522589E-04  0.2352593E-04
 0.4000000E-02  0.2352657E-04  0.8526598E-04  0.3908072E-03  0.1423529E-02  0.4560393E-02  0.1258932E-01  0.3008541E-01  0.6216672E-01  0.1111096E+00  0.1717464E+00  0.2296059E+00  0.2654786E+00  0.2654786E+00  0.2296060E+00  0.1717466E+00  0.1111098E+00  0.6216682E-01  0.3008548E-01  0.1258935E-01  0.4560402E-02  0.1423529E-02  0.3908045E-03  0.8526436E-04  0.2352514E-04
 0.5000000E-02  0.2352421E-04  0.8531036E-04  0.3908627E-03  0.1423784E-02  0.4560940E-02  0.1259056E-01  0.3008765E-01  0.6217037E-01  0.1111148E+00  0.1717531E+00  0.2296137E+00  0.2654870E+00  0.2654871E+00  0.2296139E+00  0.1717534E+00  0.1111151E+00  0.6217055E-01  0.3008776E-01  0.1259061E-01  0.4560959E-02  0.1423787E-02  0.3908597E-03  0.8530840E-04  0.2352224E-04
 0.6000000E-02  0.2351983E-04  0.8536021E-04  0.3909151E-03  0.1424053E-02  0.4561503E-02  0.1259184E-01  0.3008998E-01  0.6217420E-01  0.1111203E+00  0.1717602E+00  0.2296219E+00  0.2654958E+00  0.2654959E+00  0.2296221E+00  0.1717605E+00  0.1111206E+00  0.6217447E-01  0.3009015E-01  0.1259193E-01  0.4561535E-02  0.1424060E-02  0.3909118E-03  0.8535793E-04  0.2351725E-04
 0.7000000E-02  0.2351346E-04  0.8541544E-04  0.3909644E-03  0.1424336E-02  0.4562084E-02  0.1259319E-01  0.3009241E-01  0.6217820E-01  0.1111260E+00  0.1717675E+00  0.2296304E+00  0.2655051E+00  0.2655052E+00  0.2296308E+00  0.1717680E+00  0.1111265E+00  0.6217858E-01  0.3009265E-01  0.1259331E-01  0.4562131E-02  0.1424348E-02  0.3909611E-03  0.8541287E-04  0.2351019E-04
 0.8000000E-02  0.2350514E-04  0.8547596E-04  0.3910107E-03  0.1424633E-02  0.4562681E-02  0.1259458E-01  0.3009493E-01  0.6218237E-01  0.1111320E+00  0.1717752E+00  0.2296394E+00  0.2655147E+00  0.2655149E+00  0.2296399E+00  0.1717759E+00  0.1111326E+00  0.6218289E-01  0.3009526E-01  0.1259476E-01  0.4562747E-02  0.1424651E-02  0.3910076E-03  0.8547310E-04  0.2350110E-04
 0.9000000E-02  0.2349489E-04  0.8554163E-04  0.3910543E-03  0.1424943E-02  0.4563296E-02  0.1259603E-01  0.3009755E-01  0.6218672E-01  0.1111382E+00  0.1717832E+00  0.2296487E+00  0.2655248E+00  0.2655251E+00  0.2296494E+00  0.1717841E+00  0.1111390E+00  0.6218738E-01  0.3009798E-01  0.1259626E-01  0.4563384E-02  0.1424968E-02  0.3910514E-03  0.8553851E-04  0.2349001E-04
 0.1000000E-01  0.2348278E-04  0.8561233E-04  0.3910953E-03  0.1425267E-02  0.4563928E-02  0.1259754E-01  0.3010027E-01  0.6219123E-01  0.1111446E+00  0.1717916E+00  0.2296585E+00  0.2655353E+00  0.2655356E+00  0.2296593E+00  0.1717926E+00  0.1111457E+00  0.6219207E-01  0.3010081E-01  0.1259783E-01  0.4564041E-02  0.1425300E-02  0.3910928E-03  0.8560896E-04  0.2347697E-04
 0.1100000E-01  0.2346884E-04  0.8568790E-04  0.3911340E-03  0.1425604E-02  0.4564577E-02  0.1259910E-01  0.3010308E-01  0.6219592E-01  0.1111513E+00  0.1718002E+00  0.2296686E+00  0.2655462E+00  0.2655466E+00  0.2296695E+00  0.1718015E+00  0.1111526E+00  0.6219695E-01  0.3010374E-01  0.1259945E-01  0.4564718E-02  0.1425646E-02  0.3911319E-03  0.8568430E-04  0.2346203E-04
 0.1200000E-01  0.2345314E-04  0.8576819E-04  0.3911704E-03  0.1425953E-02  0.4565245E-02  0.1260071E-01  0.3010599E-01  0.6220078E-01  0.1111583E+00  0.1718092E+00  0.2296791E+00  0.2655576E+00  0.2655580E+00  0.2296802E+00  0.1718108E+00  0.1111598E+00  0.6220202E-01  0.3010679E-01  0.1260114E-01  0.4565416E-02  0.1426006E-02  0.3911689E-03  0.8576436E-04  0.2344524E-04
 0.1300000E-01  0.2343574E-04  0.8585301E-04  0.3912048E-03  0.1426315E-02  0.4565930E-02  0.1260238E-01  0.3010900E-01  0.6220582E-01  0.1111655E+00  0.1718186E+00  0.2296900E+00  0.2655693E+00  0.2655698E+00  0.2296913E+00  0.1718204E+00  0.1111673E+00  0.6220728E-01  0.3010995E-01  0.1260289E-01  0.4566135E-02  0.1426379E-02  0.3912042E-03  0.8584898E-04  0.2342666E-04
 0.1400000E-01  0.2341669E-04  0.8594218E-04  0.3912376E-03  0.1426690E-02  0.4566634E-02  0.1260410E-01  0.3011210E-01  0.6221102E-01  0.1111729E+00  0.1718282E+00  0.2297012E+00  0.2655815E+00  0.2655821E+00  0.2297028E+00  0.1718304E+00  0.1111751E+00  0.6221273E-01  0.3011322E-01  0.1260470E-01  0.4566876E-02  0.1426766E-02  0.3912378E-03  0.8593794E-04  0.2340636E-04
 0.1500000E-01  0.2339607E-04  0.8603549E-04  0.3912689E-03  0.1427076E-02  0.4567357E-02  0.1260587E-01  0.3011531E-01  0.6221640E-01  0.1111806E+00  0.1718382E+00  0.2297129E+00  0.2655941E+00  0.2655948E+00  0.2297147E+00  0.1718407E+00  0.1111831E+00  0.6221837E-01  0.3011659E-01  0.1260656E-01  0.4567638E-02  0.1427165E-02  0.3912702E-03  0.8603106E-04  0.2338440E-04
 0.1600000E-01  0.2337396E-04  0.8613273E-04  0.3912991E-03  0.1427474E-02  0.4568099E-02  0.1260770E-01  0.3011861E-01  0.6222194E-01  0.1111886E+00  0.1718485E+00  0.2297249E+00  0.2656071E+00  0.2656079E+00  0.2297270E+00  0.1718513E+00  0.1111914E+00  0.6222420E-01  0.3012008E-01  0.1260849E-01  0.4568422E-02  0.1427578E-02  0.3913015E-03  0.8612811E-04  0.2336086E-04
 0.1700000E-01  0.2335042E-04  0.8623367E-04  0.3913284E-03  0.1427884E-02  0.4568859E-02  0.1260958E-01  0.3012201E-01  0.6222766E-01  0.1111968E+00  0.1718592E+00  0.2297373E+00  0.2656205E+00  0.2656214E+00  0.2297397E+00  0.1718624E+00  0.1112000E+00  0.6223022E-01  0.3012368E-01  0.1261048E-01  0.4569228E-02  0.1428002E-02  0.3913321E-03  0.8622888E-04  0.2333581E-04
 0.1800000E-01  0.2332556E-04  0.8633809E-04  0.3913572E-03  0.1428304E-02  0.4569640E-02  0.1261151E-01  0.3012550E-01  0.6223355E-01  0.1112053E+00  0.1718701E+00  0.2297501E+00  0.2656344E+00  0.2656354E+00  0.2297528E+00  0.1718737E+00  0.1112089E+00  0.6223643E-01  0.3012739E-01  0.1261253E-01  0.4570057E-02  0.1428439E-02  0.3913622E-03  0.8633311E-04  0.2330934E-04
 0.1900000E-01  0.2329944E-04  0.8644574E-04  0.3913857E-03  0.1428735E-02  0.4570440E-02  0.1261349E-01  0.3012910E-01  0.6223960E-01  0.1112140E+00  0.1718814E+00  0.2297633E+00  0.2656486E+00  0.2656497E+00  0.2297663E+00  0.1718855E+00  0.1112180E+00  0.6224283E-01  0.3013121E-01  0.1261463E-01  0.4570909E-02  0.1428887E-02  0.3913923E-03  0.8644058E-04  0.2328154E-04
 0.2000000E-01  0.2327217E-04  0.8655637E-04  0.3914144E-03  0.1429176E-02  0.4571260E-02  0.1261553E-01  0.3013279E-01  0.6224583E-01  0.1112229E+00  0.1718931E+00  0.2297769E+00  0.2656633E+00  0.2656645E+00  0.2297802E+00  0.1718975E+00  0.1112274E+00  0.6224942E-01  0.3013514E-01  0.1261679E-01  0.4571783E-02  0.1429347E-02  0.3914226E-03  0.8655103E-04  0.2325249E-04
 0.2100000E-01  0.2324383E-04  0.8666973E-04  0.3914435E-03  0.1429627E-02  0.4572101E-02  0.1261761E-01  0.3013659E-01  0.6225223E-01  0.1112321E+00  0.1719050E+00  0.2297909E+00  0.2656784E+00  0.2656798E+00  0.2297946E+00  0.1719100E+00  0.1112371E+00  0.6225620E-01  0.3013919E-01  0.1261902E-01  0.4572682E-02  0.1429817E-02  0.3914534E-03  0.8666421E-04  0.2322228E-04
 0.2200000E-01  0.2321452E-04  0.8678556E-04  0.3914734E-03  0.1430088E-02  0.4572963E-02  0.1261975E-01  0.3014048E-01  0.6225880E-01  0.1112416E+00  0.1719173E+00  0.2298052E+00  0.2656939E+00  0.2656954E+00  0.2298093E+00  0.1719227E+00  0.1112470E+00  0.6226317E-01  0.3014334E-01  0.1262129E-01  0.4573604E-02  0.1430298E-02  0.3914852E-03  0.8677985E-04  0.2319101E-04
 0.2300000E-01  0.2318434E-04  0.8690360E-04  0.3915044E-03  0.1430558E-02  0.4573847E-02  0.1262194E-01  0.3014447E-01  0.6226553E-01  0.1112513E+00  0.1719299E+00  0.2298200E+00  0.2657099E+00  0.2657115E+00  0.2298244E+00  0.1719359E+00  0.1112573E+00  0.6227032E-01  0.3014761E-01  0.1262363E-01  0.4574550E-02  0.1430788E-02  0.3915183E-03  0.8689768E-04  0.2315879E-04
 0.2400000E-01  0.2315340E-04  0.8702357E-04  0.3915370E-03  0.1431036E-02  0.4574752E-02  0.1262417E-01  0.3014856E-01  0.6227244E-01  0.1112613E+00  0.1719429E+00  0.2298351E+00  0.2657262E+00  0.2657280E+00  0.2298399E+00  0.1719494E+00  0.1112678E+00  0.6227766E-01  0.3015199E-01  0.1262602E-01  0.4575521E-02  0.1431289E-02  0.3915529E-03  0.8701745E-04  0.2312570E-04
 0.2500000E-01  0.2312179E-04  0.8714521E-04  0.3915714E-03  0.1431523E-02  0.4575679E-02  0.1262646E-01  0.3015275E-01  0.6227951E-01  0.1112715E+00  0.1719561E+00  0.2298506E+00  0.2657430E+00  0.2657449E+00  0.2298559E+00  0.1719632E+00  0.1112785E+00  0.6228519E-01  0.3015648E-01  0.1262847E-01  0.4576517E-02  0.1431798E-02  0.3915896E-03  0.8713886E-04  0.2309186E-04
