 0.2000000E-02  0.5200067E-02  0.4816436E-02  0.4413383E-02  0.4183518E-02  0.3336719E-02  0.2170894E-02  0.9346275E-03 -0.1958381E-03 -0.1258775E-02 -0.2205350E-02
 0.4000000E-02  0.1040173E-01  0.9633710E-02  0.8827462E-02  0.8367502E-02  0.6673632E-02  0.4341785E-02  0.1869215E-02 -0.3917023E-03 -0.2517663E-02 -0.4410752E-02
 0.6000000E-02  0.1560512E-01  0.1445170E-01  0.1324216E-01  0.1255188E-01  0.1001059E-01  0.6512754E-02  0.2804004E-02 -0.5878472E-03 -0.3776204E-02 -0.6618915E-02
 0.8000000E-02  0.2081036E-01  0.1927030E-01  0.1765739E-01  0.1673657E-01  0.1334743E-01  0.8683880E-02  0.3739232E-02 -0.7845276E-03 -0.5033936E-02 -0.8832555E-02
 0.1000000E-01  0.2601757E-01  0.2408938E-01  0.2207307E-01  0.2092150E-01  0.1668400E-01  0.1085524E-01  0.4675141E-02 -0.9819978E-03 -0.6290399E-02 -0.1105437E-01
 0.1200000E-01  0.3122687E-01  0.2890883E-01  0.2648912E-01  0.2510659E-01  0.2002016E-01  0.1302692E-01  0.5611969E-02 -0.1180510E-02 -0.7545137E-02 -0.1328705E-01
 0.1400000E-01  0.3643838E-01  0.3372853E-01  0.3090546E-01  0.2929178E-01  0.2335574E-01  0.1519900E-01  0.6549955E-02 -0.1380314E-02 -0.8797701E-02 -0.1553320E-01
 0.1600000E-01  0.4165218E-01  0.3854836E-01  0.3532201E-01  0.3347697E-01  0.2669059E-01  0.1737155E-01  0.7489335E-02 -0.1581656E-02 -0.1004765E-01 -0.1779540E-01
 0.1800000E-01  0.4686839E-01  0.4336821E-01  0.3973869E-01  0.3766211E-01  0.3002457E-01  0.1954466E-01  0.8430345E-02 -0.1784779E-02 -0.1129456E-01 -0.2007614E-01
 0.2000000E-01  0.5208705E-01  0.4818797E-01  0.4415541E-01  0.4184710E-01  0.3335751E-01  0.2171841E-01  0.9373219E-02 -0.1989917E-02 -0.1253800E-01 -0.2237781E-01
 0.2200000E-01  0.5730824E-01  0.5300753E-01  0.4857209E-01  0.4603187E-01  0.3668928E-01  0.2389287E-01  0.1031819E-01 -0.2197303E-02 -0.1377759E-01 -0.2470269E-01
 0.2400000E-01  0.6253199E-01  0.5782677E-01  0.5298865E-01  0.5021634E-01  0.4001972E-01  0.2606812E-01  0.1126548E-01 -0.2407160E-02 -0.1501294E-01 -0.2705293E-01
 0.2600000E-01  0.6775830E-01  0.6264559E-01  0.5740501E-01  0.5440043E-01  0.4334869E-01  0.2824425E-01  0.1221532E-01 -0.2619702E-02 -0.1624370E-01 -0.2943055E-01
 0.2800000E-01  0.7298715E-01  0.6746389E-01  0.6182109E-01  0.5858405E-01  0.4667603E-01  0.3042132E-01  0.1316794E-01 -0.2835137E-02 -0.1746951E-01 -0.3183739E-01
 0.3000000E-01  0.7821850E-01  0.7228157E-01  0.6623680E-01  0.6276713E-01  0.5000161E-01  0.3259943E-01  0.1412354E-01 -0.3053662E-02 -0.1869008E-01 -0.3427513E-01
 0.3200000E-01  0.8345227E-01  0.7709853E-01  0.7065206E-01  0.6694958E-01  0.5332528E-01  0.3477864E-01  0.1508235E-01 -0.3275462E-02 -0.1990511E-01 -0.3674525E-01
 0.3400000E-01  0.8868834E-01  0.8191468E-01  0.7506679E-01  0.7113132E-01  0.5664690E-01  0.3695903E-01  0.1604458E-01 -0.3500714E-02 -0.2111435E-01 -0.3924905E-01
