-0.3000000E+01 -0.3000000E+01  0.7920978E-03  0.7920978E-03  0.0000000E+00
-0.3000000E+01 -0.2786667E+01  0.5824637E-03  0.5824637E-03  0.0000000E+00
-0.3000000E+01 -0.2573333E+01  0.1861745E-02  0.1861745E-02  0.0000000E+00
-0.3000000E+01 -0.2360000E+01  0.2436325E-02  0.2436325E-02  0.0000000E+00
-0.3000000E+01 -0.2146667E+01  0.3985270E-02  0.3985270E-02  0.0000000E+00
-0.3000000E+01 -0.1933333E+01  0.5086041E-02  0.5086041E-02  0.0000000E+00
-0.3000000E+01 -0.1720000E+01  0.6317395E-02  0.6317395E-02  0.0000000E+00
-0.3000000E+01 -0.1506667E+01  0.6898510E-02  0.6898510E-02  0.0000000E+00
-0.3000000E+01 -0.1293333E+01  0.6898510E-02  0.6898510E-02  0.0000000E+00
-0.3000000E+01 -0.1080000E+01  0.6317395E-02  0.6317395E-02  0.0000000E+00
-0.3000000E+01 -0.8666667E+00  0.5086041E-02  0.5086041E-02  0.0000000E+00
-0.3000000E+01 -0.6533333E+00  0.3985270E-02  0.3985270E-02  0.0000000E+00
-0.3000000E+01 -0.4400000E+00  0.2436325E-02  0.2436325E-02  0.0000000E+00
-0.3000000E+01 -0.2266667E+00  0.1861745E-02  0.1861745E-02  0.0000000E+00
-0.3000000E+01 -0.1333333E-01  0.5824637E-03  0.5824637E-03  0.0000000E+00
-0.3000000E+01  0.2000000E+00  0.7920978E-03  0.7920978E-03  0.0000000E+00
-0.2786667E+01 -0.3000000E+01  0.5824637E-03  0.5824637E-03  0.0000000E+00
-0.2786667E+01 -0.2786667E+01  0.4283107E-03  0.4283107E-03  0.0000000E+00
-0.2786667E+01 -0.2573333E+01  0.1369021E-02  0.1369021E-02  0.0000000E+00
-0.2786667E+01 -0.2360000E+01  0.1791535E-02  0.1791535E-02  0.0000000E+00
-0.2786667E+01 -0.2146667E+01  0.2930541E-02  0.2930541E-02  0.0000000E+00
-0.2786667E+01 -0.1933333E+01  0.3739985E-02  0.3739985E-02  0.0000000E+00
-0.2786667E+01 -0.1720000E+01  0.4645453E-02  0.4645453E-02  0.0000000E+00
-0.2786667E+01 -0.1506667E+01  0.5072772E-02  0.5072772E-02  0.0000000E+00
-0.2786667E+01 -0.1293333E+01  0.5072772E-02  0.5072772E-02  0.0000000E+00
-0.2786667E+01 -0.1080000E+01  0.4645453E-02  0.4645453E-02  0.0000000E+00
-0.2786667E+01 -0.8666667E+00  0.3739985E-02  0.3739985E-02  0.0000000E+00
-0.2786667E+01 -0.6533333E+00  0.2930541E-02  0.2930541E-02  0.0000000E+00
-0.2786667E+01 -0.4400000E+00  0.1791535E-02  0.1791535E-02  0.0000000E+00
-0.2786667E+01 -0.2266667E+00  0.1369021E-02  0.1369021E-02  0.0000000E+00
-0.2786667E+01 -0.1333333E-01  0.4283107E-03  0.4283107E-03  0.0000000E+00
-0.2786667E+01  0.2000000E+00  0.5824637E-03  0.5824637E-03  0.0000000E+00
-0.2573333E+01 -0.3000000E+01  0.1861745E-02  0.1861745E-02  0.0000000E+00
-0.2573333E+01 -0.2786667E+01  0.1369021E-02  0.1369021E-02  0.0000000E+00
-0.2573333E+01 -0.2573333E+01  0.4375839E-02  0.4375839E-02  0.0000000E+00
