-0.3032526E+01 -0.2914446E+01
-0.3028322E+01 -0.2710569E+01
-0.3022847E+01 -0.2509057E+01
-0.3016867E+01 -0.2309452E+01
-0.3010492E+01 -0.2111215E+01
-0.3003720E+01 -0.1914063E+01
-0.2996501E+01 -0.1717874E+01
-0.2988737E+01 -0.1522614E+01
-0.2980225E+01 -0.1328263E+01
-0.2970539E+01 -0.1134656E+01
-0.2958761E+01 -0.9411953E+00
-0.2942934E+01 -0.7464594E+00
-0.2919063E+01 -0.5481418E+00
-0.2879972E+01 -0.3447185E+00
-0.2815868E+01 -0.1416773E+00
-0.2718476E+01  0.4250617E-01
-0.2807209E+01 -0.2906858E+01
-0.2799074E+01 -0.2702355E+01
-0.2791070E+01 -0.2500649E+01
-0.2782871E+01 -0.2300777E+01
-0.2774303E+01 -0.2102171E+01
-0.2765229E+01 -0.1904550E+01
-0.2755497E+01 -0.1707790E+01
-0.2744890E+01 -0.1511843E+01
-0.2733027E+01 -0.1316637E+01
-0.2719184E+01 -0.1121888E+01
-0.2701913E+01 -0.9267656E+00
-0.2678248E+01 -0.7294299E+00
-0.2642205E+01 -0.5267549E+00
-0.2583207E+01 -0.3153513E+00
-0.2490681E+01 -0.9689188E-01
-0.2378071E+01  0.1054817E+00
-0.2568416E+01 -0.2896581E+01
-0.2558236E+01 -0.2692154E+01
-0.2548338E+01 -0.2490268E+01
-0.2538201E+01 -0.2289993E+01
-0.2527558E+01 -0.2090791E+01
-0.2516186E+01 -0.1892369E+01
-0.2503828E+01 -0.1694564E+01
-0.2490115E+01 -0.1497248E+01
-0.2474445E+01 -0.1300196E+01
-0.2455762E+01 -0.1102864E+01
-0.2432122E+01 -0.9039819E+00
-0.2399890E+01 -0.7010012E+00
-0.2352806E+01 -0.4898284E+00
-0.2284023E+01 -0.2672893E+00
-0.2196879E+01 -0.4309777E-01
-0.2106208E+01  0.1469211E+00
-0.2320502E+01 -0.2885137E+01
-0.2309322E+01 -0.2680673E+01
-0.2298190E+01 -0.2478415E+01
-0.2286644E+01 -0.2277510E+01
-0.2274403E+01 -0.2077414E+01
-0.2261194E+01 -0.1877789E+01
-0.2246686E+01 -0.1678389E+01
-0.2230425E+01 -0.1478953E+01
-0.2211742E+01 -0.1279070E+01
-0.2189605E+01 -0.1077953E+01
-0.2162384E+01 -0.8741234E+00
-0.2127515E+01 -0.6651584E+00
-0.2081498E+01 -0.4484322E+00
-0.2021637E+01 -0.2253513E+00
-0.1949753E+01 -0.1066606E-01
-0.1872013E+01  0.1646826E+00
-0.2070399E+01 -0.2873468E+01
-0.2058959E+01 -0.2668664E+01
-0.2047324E+01 -0.2465815E+01
-0.2035145E+01 -0.2264071E+01
-0.2022171E+01 -0.2062844E+01
-0.2008140E+01 -0.1861733E+01
-0.1992753E+01 -0.1660412E+01
-0.1975648E+01 -0.1458543E+01
-0.1956379E+01 -0.1255670E+01
-0.1934370E+01 -0.1051100E+01
-0.1908759E+01 -0.8437722E+00
-0.1877977E+01 -0.6322954E+00
-0.1839080E+01 -0.4159216E+00
-0.1788211E+01 -0.1982402E+00
-0.1724838E+01  0.6340679E-02
-0.1654443E+01  0.1731540E+00
-0.1824980E+01 -0.2861912E+01
-0.1813759E+01 -0.2656654E+01
-0.1802280E+01 -0.2453138E+01
-0.1790270E+01 -0.2250491E+01
-0.1777525E+01 -0.2048085E+01
-0.1763846E+01 -0.1845484E+01
-0.1749042E+01 -0.1642349E+01
-0.1732929E+01 -0.1438374E+01
-0.1715328E+01 -0.1233245E+01
-0.1695982E+01 -0.1026593E+01
-0.1674274E+01 -0.8179229E+00
-0.1648505E+01 -0.6066472E+00
-0.1614944E+01 -0.3929909E+00
-0.1568761E+01 -0.1812904E+00
-0.1510057E+01  0.1580841E-01
-0.1444742E+01  0.1801059E+00
-0.1587974E+01 -0.2850432E+01
-0.1577262E+01 -0.2644873E+01
-0.1566376E+01 -0.2440786E+01
-0.1555067E+01 -0.2237320E+01
-0.1543175E+01 -0.2033858E+01
-0.1530569E+01 -0.1829976E+01
-0.1517152E+01 -0.1625379E+01
-0.1502859E+01 -0.1419863E+01
-0.1487622E+01 -0.1213315E+01
-0.1471223E+01 -0.1005684E+01
-0.1452897E+01 -0.7969004E+00
-0.1430491E+01 -0.5868745E+00
-0.1399592E+01 -0.3763889E+00
-0.1355412E+01 -0.1698320E+00
-0.1299799E+01  0.2310546E-01
-0.1237780E+01  0.1903956E+00
-0.1359736E+01 -0.2838882E+01
-0.1349680E+01 -0.2633312E+01
-0.1339537E+01 -0.2428825E+01
-0.1329076E+01 -0.2224690E+01
-0.1318172E+01 -0.2020351E+01
-0.1306742E+01 -0.1815435E+01
-0.1294740E+01 -0.1609716E+01
-0.1282137E+01 -0.1403106E+01
-0.1268861E+01 -0.1195675E+01
-0.1254605E+01 -0.9876310E+00
-0.1238375E+01 -0.7792195E+00
-0.1217613E+01 -0.5706985E+00
-0.1187517E+01 -0.3631139E+00
-0.1143960E+01 -0.1601370E+00
-0.1090268E+01  0.3218892E-01
-0.1029214E+01  0.2068009E+00
-0.1138734E+01 -0.2827102E+01
-0.1129410E+01 -0.2621808E+01
-0.1119949E+01 -0.2417090E+01
-0.1110189E+01 -0.2212435E+01
-0.1100054E+01 -0.2007387E+01
-0.1089495E+01 -0.1801642E+01
-0.1078483E+01 -0.1595044E+01
-0.1066982E+01 -0.1387607E+01
-0.1054871E+01 -0.1179555E+01
-0.1041736E+01 -0.9713070E+00
-0.1026385E+01 -0.7633527E+00
-0.1005951E+01 -0.5561669E+00
-0.9754347E+00 -0.3507202E+00
-0.9314993E+00 -0.1493767E+00
-0.8779292E+00  0.4501557E-01
-0.8154584E+00  0.2287020E+00
-0.9229348E+00 -0.2815022E+01
-0.9144772E+00 -0.2610205E+01
-0.9055383E+00 -0.2405397E+01
-0.8961751E+00 -0.2200360E+01
-0.8864045E+00 -0.1994759E+01
-0.8762166E+00 -0.1788357E+01
-0.8655880E+00 -0.1581056E+01
-0.8544617E+00 -0.1372950E+01
-0.8426658E+00 -0.1164383E+01
-0.8297004E+00 -0.9559426E+00
-0.8142278E+00 -0.7483031E+00
-0.7931307E+00 -0.5420366E+00
