 0.1000000E-02  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00
 0.2000000E-02 -0.1573406E-02 -0.2111765E-02 -0.2459668E-02 -0.2649728E-02 -0.2737622E-02 -0.2772110E-02 -0.2783618E-02 -0.2786963E-02 -0.2788247E-02 -0.2790538E-02 -0.2797904E-02 -0.2819025E-02 -0.2870124E-02 -0.2973843E-02 -0.3149296E-02 -0.3394246E-02
 0.3000000E-02 -0.3153083E-02 -0.4232979E-02 -0.4931047E-02 -0.5312679E-02 -0.5489507E-02 -0.5559287E-02 -0.5583019E-02 -0.5590407E-02 -0.5593681E-02 -0.5598993E-02 -0.5614511E-02 -0.5657676E-02 -0.5761112E-02 -0.5970397E-02 -0.6324097E-02 -0.6817924E-02
 0.4000000E-02 -0.4721142E-02 -0.6333810E-02 -0.7376277E-02 -0.7945946E-02 -0.8209449E-02 -0.8312845E-02 -0.8347327E-02 -0.8357324E-02 -0.8361140E-02 -0.8367969E-02 -0.8390003E-02 -0.8453219E-02 -0.8606152E-02 -0.8916486E-02 -0.9441266E-02 -0.1017363E-01
 0.5000000E-02 -0.6307405E-02 -0.8462063E-02 -0.9855513E-02 -0.1061764E-01 -0.1097087E-01 -0.1111026E-01 -0.1115761E-01 -0.1117228E-01 -0.1117873E-01 -0.1118923E-01 -0.1122010E-01 -0.1130608E-01 -0.1151214E-01 -0.1192893E-01 -0.1263295E-01 -0.1361529E-01
 0.6000000E-02 -0.7870600E-02 -0.1055005E-01 -0.1228318E-01 -0.1323083E-01 -0.1366938E-01 -0.1384149E-01 -0.1389884E-01 -0.1391540E-01 -0.1392166E-01 -0.1393292E-01 -0.1396945E-01 -0.1407434E-01 -0.1432803E-01 -0.1484251E-01 -0.1571187E-01 -0.1692418E-01
 0.7000000E-02 -0.9464050E-02 -0.1268331E-01 -0.1476684E-01 -0.1590721E-01 -0.1643602E-01 -0.1664467E-01 -0.1671541E-01 -0.1673716E-01 -0.1674656E-01 -0.1676201E-01 -0.1680788E-01 -0.1693600E-01 -0.1724309E-01 -0.1786385E-01 -0.1891150E-01 -0.2037185E-01
 0.8000000E-02 -0.1102313E-01 -0.1475711E-01 -0.1717455E-01 -0.1849757E-01 -0.1911027E-01 -0.1935077E-01 -0.1943081E-01 -0.1945378E-01 -0.1946233E-01 -0.1947785E-01 -0.1952858E-01 -0.1967445E-01 -0.2002714E-01 -0.2074173E-01 -0.2194791E-01 -0.2362790E-01
 0.9000000E-02 -0.1262377E-01 -0.1689259E-01 -0.1965832E-01 -0.2117360E-01 -0.2187675E-01 -0.2215415E-01 -0.2224794E-01 -0.2227644E-01 -0.2228847E-01 -0.2230852E-01 -0.2236887E-01 -0.2253811E-01 -0.2294387E-01 -0.2376341E-01 -0.2514482E-01 -0.2706769E-01
 0.1000000E-01 -0.1417944E-01 -0.1895101E-01 -0.2204402E-01 -0.2373877E-01 -0.2452436E-01 -0.2483280E-01 -0.2493528E-01 -0.2496443E-01 -0.2497504E-01 -0.2499456E-01 -0.2505906E-01 -0.2524496E-01 -0.2569419E-01 -0.2660332E-01 -0.2813561E-01 -0.3026639E-01
