 0.2000000E-02 -0.1614738E+01 -0.8146382E+00 -0.2462787E+01 -0.2305299E+01 -0.3302524E+00 -0.2863848E+00 -0.6493125E+00 -0.6167493E+00 -0.8848010E+00 -0.1584271E+00
 0.4000000E-02 -0.1614790E+01 -0.8147071E+00 -0.2462744E+01 -0.2305343E+01 -0.3301902E+00 -0.2861238E+00 -0.6495565E+00 -0.6164850E+00 -0.8850164E+00 -0.1581686E+00
 0.6000000E-02 -0.1614867E+01 -0.8148104E+00 -0.2462680E+01 -0.2305409E+01 -0.3300966E+00 -0.2857323E+00 -0.6499228E+00 -0.6160885E+00 -0.8853404E+00 -0.1577814E+00
 0.8000000E-02 -0.1614970E+01 -0.8149475E+00 -0.2462595E+01 -0.2305499E+01 -0.3299715E+00 -0.2852115E+00 -0.6504110E+00 -0.6155612E+00 -0.8857729E+00 -0.1572667E+00
 0.1000000E-01 -0.1615099E+01 -0.8151176E+00 -0.2462489E+01 -0.2305613E+01 -0.3298147E+00 -0.2845637E+00 -0.6510198E+00 -0.6149059E+00 -0.8863138E+00 -0.1566259E+00
 0.1200000E-01 -0.1615253E+01 -0.8153192E+00 -0.2462362E+01 -0.2305753E+01 -0.3296264E+00 -0.2837920E+00 -0.6517477E+00 -0.6141263E+00 -0.8869625E+00 -0.1558612E+00
 0.1400000E-01 -0.1615432E+01 -0.8155504E+00 -0.2462214E+01 -0.2305921E+01 -0.3294066E+00 -0.2829008E+00 -0.6525921E+00 -0.6132274E+00 -0.8877178E+00 -0.1549753E+00
 0.1600000E-01 -0.1615636E+01 -0.8158091E+00 -0.2462046E+01 -0.2306119E+01 -0.3291557E+00 -0.2818952E+00 -0.6535497E+00 -0.6122155E+00 -0.8885780E+00 -0.1539713E+00
 0.1800000E-01 -0.1615865E+01 -0.8160927E+00 -0.2461857E+01 -0.2306349E+01 -0.3288738E+00 -0.2807818E+00 -0.6546164E+00 -0.6110976E+00 -0.8895404E+00 -0.1528530E+00
 0.2000000E-01 -0.1616117E+01 -0.8163985E+00 -0.2461648E+01 -0.2306614E+01 -0.3285614E+00 -0.2795680E+00 -0.6557873E+00 -0.6098820E+00 -0.8906017E+00 -0.1516246E+00
