 0.2000000E-02 -0.1289671E-01 -0.1713354E-01  0.1069302E-01 -0.1091216E-01  0.1546720E-01  0.6508011E-01 -0.6085648E-01  0.6586238E-01 -0.5369013E-01  0.6462138E-01
 0.4000000E-02 -0.2580650E-01 -0.3441606E-01  0.2136417E-01 -0.2191829E-01  0.3107891E-01  0.1304822E+00 -0.1219962E+00  0.1321367E+00 -0.1077179E+00  0.1292332E+00
 0.6000000E-02 -0.3870389E-01 -0.5163872E-01  0.3199909E-01 -0.3318133E-01  0.4679668E-01  0.1957438E+00 -0.1831611E+00  0.1982540E+00 -0.1619567E+00  0.1935747E+00
 0.8000000E-02 -0.5156257E-01 -0.6858531E-01  0.4258403E-01 -0.4486312E-01  0.6257858E-01  0.2603875E+00 -0.2440757E+00  0.2636301E+00 -0.2162622E+00  0.2573830E+00
 0.1000000E-01 -0.6435499E-01 -0.8503745E-01  0.5310652E-01 -0.5712279E-01  0.7838072E-01  0.3239219E+00 -0.3044408E+00  0.3276739E+00 -0.2704626E+00  0.3203941E+00
 0.1200000E-01 -0.7705200E-01 -0.1007806E+00  0.6355586E-01 -0.7011516E-01  0.9415891E-01  0.3858417E+00 -0.3639286E+00  0.3897959E+00 -0.3243473E+00  0.3823424E+00
 0.1400000E-01 -0.8962261E-01 -0.1156111E+00  0.7392379E-01 -0.8398900E-01  0.1098703E+00  0.4456299E+00 -0.4221792E+00  0.4494173E+00 -0.3776576E+00  0.4429619E+00
 0.1600000E-01 -0.1020338E+00 -0.1293432E+00  0.8420504E-01 -0.9888538E-01  0.1254749E+00  0.5027606E+00 -0.4787999E+00  0.5059780E+00 -0.4300764E+00  0.5019863E+00
 0.1800000E-01 -0.1142508E+00 -0.1418165E+00  0.9439792E-01 -0.1149359E+00  0.1409372E+00  0.5567041E+00 -0.5333672E+00  0.5589452E+00 -0.4812208E+00  0.5591503E+00
 0.2000000E-01 -0.1262368E+00 -0.1529028E+00  0.1045049E+00 -0.1322607E+00  0.1562267E+00  0.6069331E+00 -0.5854322E+00  0.6078205E+00 -0.5306358E+00  0.6141906E+00
 0.2200000E-01 -0.1379538E+00 -0.1625115E+00  0.1145333E+00 -0.1509670E+00  0.1713196E+00  0.6529310E+00 -0.6345292E+00  0.6521473E+00 -0.5777924E+00  0.6668479E+00
 0.2400000E-01 -0.1493628E+00 -0.1705925E+00  0.1244955E+00 -0.1711469E+00  0.1861982E+00  0.6942019E+00 -0.6801881E+00  0.6915174E+00 -0.6220889E+00  0.7168683E+00
 0.2600000E-01 -0.1604248E+00 -0.1771380E+00  0.1344096E+00 -0.1928756E+00  0.2008506E+00  0.7302822E+00 -0.7219487E+00  0.7255766E+00 -0.6628582E+00  0.7640057E+00
 0.2800000E-01 -0.1711014E+00 -0.1821796E+00  0.1443000E+00 -0.2162091E+00  0.2152703E+00  0.7607525E+00 -0.7593777E+00  0.7540305E+00 -0.6993813E+00  0.8080245E+00
 0.3000000E-01 -0.1813554E+00 -0.1857848E+00  0.1541972E+00 -0.2411829E+00  0.2294536E+00  0.7852505E+00 -0.7920857E+00  0.7766486E+00 -0.7309068E+00  0.8487015E+00
 0.3200000E-01 -0.1911524E+00 -0.1880499E+00  0.1641384E+00 -0.2678092E+00  0.2433975E+00  0.8034832E+00 -0.8197438E+00  0.7932679E+00 -0.7566780E+00  0.8858298E+00
 0.3400000E-01 -0.2004609E+00 -0.1890917E+00  0.1741677E+00 -0.2960752E+00  0.2570960E+00  0.8152376E+00 -0.8420974E+00  0.8037959E+00 -0.7759652E+00  0.9192207E+00
 0.3600000E-01 -0.2092539E+00 -0.1890391E+00  0.1843354E+00 -0.3259410E+00  0.2705367E+00  0.8203892E+00 -0.8589773E+00  0.8082114E+00 -0.7881027E+00  0.9487077E+00
 0.3800000E-01 -0.2175093E+00 -0.1880240E+00  0.1946985E+00 -0.3573375E+00  0.2836957E+00  0.8189078E+00 -0.8703053E+00  0.8065641E+00 -0.7925265E+00  0.9741483E+00
 0.4000000E-01 -0.2252105E+00 -0.1861737E+00  0.2053198E+00 -0.3901641E+00  0.2965340E+00  0.8108599E+00 -0.8760951E+00  0.7989731E+00 -0.7888114E+00  0.9954275E+00
 0.4200000E-01 -0.2323472E+00 -0.1836045E+00  0.2162678E+00 -0.4242873E+00  0.3089928E+00  0.7964069E+00 -0.8764480E+00  0.7856228E+00 -0.7767014E+00  0.1012460E+01
 0.4400000E-01 -0.2389159E+00 -0.1804167E+00  0.2276157E+00 -0.4595388E+00  0.3209897E+00  0.7758001E+00 -0.8715444E+00  0.7667571E+00 -0.7561322E+00  0.1025190E+01
 0.4600000E-01 -0.2449194E+00 -0.1766920E+00  0.2394407E+00 -0.4957144E+00  0.3324168E+00  0.7493729E+00 -0.8616311E+00  0.7426728E+00 -0.7272418E+00  0.1033598E+01
