-0.8641780E+01  0.5784535E+01 -0.3156992E+00  0.3692674E+00
 0.4464535E+01 -0.1778420E+01  0.1040536E+01 -0.6489361E+00
-0.1490765E+00 -0.4293778E+01 -0.6566916E+00 -0.5212298E+00
-0.6437305E+01 -0.8832502E+00  0.5560294E-01 -0.3331136E+00
-0.3799687E+01  0.5415559E+01 -0.5447942E-01  0.3634321E+00
 0.5894178E+01  0.3982563E+01  0.2341709E+01  0.7781004E+00
-0.6935875E+01 -0.4592658E+01 -0.1639565E+01  0.5368731E+00
-0.5993413E+01  0.4835230E+01 -0.1608275E+00  0.1298909E+00
-0.6012118E+01 -0.5464965E+01 -0.2043001E+01  0.7508657E+00
 0.5322091E+01 -0.9559048E+00  0.4611829E+00 -0.1549166E-01
-0.8231081E+01  0.1054820E+01 -0.4802348E+00  0.3658603E+00
-0.2372401E+01 -0.3736277E+01 -0.2182475E+01 -0.3222512E+00
-0.1394534E+01  0.6885544E+01 -0.7956537E+00  0.3578279E+00
-0.6074863E+01 -0.2382339E+01  0.3297560E+00 -0.2549789E+00
 0.1845746E+01  0.4452671E+01  0.2513003E+00  0.1299300E+00
-0.7355793E+01  0.6548377E+01  0.1670386E+00  0.1307984E+01
 0.4592724E+01  0.7114848E+01  0.8418378E+00  0.9834272E-01
-0.6394767E+01  0.8173247E+01  0.2588041E-01 -0.8919533E+00
 0.3589102E+01  0.2550031E+00  0.1719956E+00  0.2704245E+00
 0.3619607E+01  0.7426589E+01  0.1943814E+01  0.4635093E+00
-0.2906161E+01  0.1754615E+01 -0.3910117E-02  0.1982231E+00
-0.6758520E+00 -0.1854854E+01  0.3412490E+00 -0.2331269E+00
-0.1379846E+01  0.2188163E+01 -0.9734218E-01  0.3077949E+00
 0.9466279E-01  0.3666458E+01  0.1290816E+00 -0.2659801E-01
 0.4462998E+01  0.1228094E+01 -0.2110656E+00 -0.5092031E+00
-0.5291265E+01  0.9069295E+00 -0.1160633E+00 -0.6183722E-01
-0.1355864E+01  0.7020026E+01 -0.1146416E+01  0.4004208E+00
-0.3804237E+01  0.3256288E+01 -0.1022494E+00  0.1867010E+00
 0.1056829E+01 -0.1083742E+01  0.2366851E+00  0.1327965E-01
-0.6903205E+01  0.4636827E+01 -0.1200624E+00  0.1275364E+01
-0.6559399E+01 -0.4651140E+01 -0.3821760E+01 -0.3116031E+01
-0.7389383E+01  0.3494946E+01 -0.4217535E+00  0.5305096E+00
 0.3678643E+01  0.3233498E+01  0.6496441E+00  0.8342509E-01
 0.4760016E+01 -0.2180824E+01  0.4460982E+00 -0.6832718E+00
-0.7196314E+01 -0.2869030E+01 -0.1287207E+01 -0.3208474E+01
 0.1037168E+01  0.1832137E+01 -0.7359812E-01 -0.8824815E-01
 0.3586070E+01  0.7461716E+01  0.1819693E+01  0.3991321E+00
 0.3090703E+01  0.1336749E+01  0.2939439E+00  0.4900155E+00
 0.2767410E+01 -0.4312575E+01  0.2117286E+00 -0.3074056E+00
-0.2553004E+01 -0.1720463E+00  0.1318669E-01  0.1799082E+00
-0.7234051E+01 -0.5361911E+01 -0.6236778E+00 -0.2314625E+00
 0.9077861E+00 -0.3238470E+01 -0.2145018E-01 -0.4711067E+00
 0.4534557E+01  0.7247814E+01  0.8134770E+00  0.1157317E+00
-0.1982233E+01  0.7055118E+01 -0.1443805E+00  0.9308192E+00
 0.4978932E+01 -0.3752354E+01  0.4191423E+01 -0.2006174E+01
 0.1911047E+01  0.6699063E+01  0.2934040E+00  0.2712364E+00
-0.5984683E+01  0.6902794E+01 -0.1741945E+01  0.1141290E+01
-0.3834350E+00  0.7700388E+01  0.3641246E+00 -0.5736500E+00
-0.7227493E+01 -0.5452270E+01 -0.5831784E+00  0.5033899E-02
-0.7159068E+01 -0.5391582E+01 -0.9201237E+00 -0.2237789E+00
-0.6331623E+01 -0.2122781E+01  0.8828680E+00 -0.1389245E+01
-0.2620671E+01 -0.4518932E+01 -0.4932692E+00  0.3426937E+00
-0.9259924E+01  0.1837401E+01 -0.3491163E+00  0.5255395E-01
-0.7461796E+00  0.7285797E+00 -0.1565370E+00  0.2767194E+00
 0.4607280E+01 -0.2115794E+01  0.4954333E+00 -0.7496997E+00
-0.3065372E+01  0.8531428E+01 -0.6444900E+00  0.7054436E+00
-0.8200738E+01  0.7179064E+01 -0.1736439E+01  0.3134104E+01
-0.5817429E+01  0.8957725E+01 -0.5376460E+00 -0.1521835E+00
 0.3054884E+01  0.7818388E+01  0.6339529E+00  0.2865979E+00
-0.7153692E+01  0.6344937E+01 -0.5690555E+00  0.4012786E+01
-0.1026765E+01 -0.3561462E+01 -0.1978760E+00 -0.2259206E+00
 0.5096311E+00  0.6682433E+01 -0.3337382E+00  0.1557822E+00
 0.6206222E+01  0.4447518E+01  0.1332985E+01  0.1149914E+01
 0.3856092E+01 -0.2645445E+01  0.1904956E+00 -0.2414314E+01
-0.6361705E+01  0.2783342E+01 -0.7374433E+00  0.3825688E+00
 0.1785618E+01 -0.2027440E+00  0.2685538E+00  0.5979272E-02
-0.7270267E+00  0.7165613E+01 -0.1361675E+01 -0.1115819E+01
-0.5595940E+01 -0.3343173E+01 -0.1411445E+01  0.1145116E-01
 0.1295036E+01 -0.4992348E+01  0.4343216E+00  0.1002926E-01
-0.6150321E+01 -0.2165966E+01  0.7624502E+00 -0.9353813E+00
-0.6406153E+01  0.7728504E+01 -0.5661591E+00  0.1548283E+00
-0.1556462E+01 -0.5176650E+01 -0.6176233E+00 -0.1477949E+00
-0.7289935E+01 -0.1276482E+01  0.1280010E+01 -0.1129445E+01
-0.8582510E+01  0.9298914E+01 -0.3211003E+00  0.9588239E+00
-0.6660931E+01  0.7202666E+01 -0.6560479E+00  0.8028270E+00
-0.7719776E+01 -0.8277810E+00  0.1660412E+01 -0.3517732E+00
-0.6049542E+01 -0.2409066E+01  0.2651040E+00 -0.1701004E+00
-0.2810977E+01  0.8261516E+01 -0.2303894E+00  0.1166145E+01
-0.4541116E+01 -0.4604930E+01  0.2165932E+00 -0.1431076E+00
 0.4135646E+01  0.9290443E+01 -0.1213574E+01 -0.7317021E-01
 0.5214831E+01 -0.4159279E+01  0.1632958E+00 -0.5570607E+00
 0.5234626E+01  0.4072619E+01  0.2606876E+01 -0.2677488E+00
-0.1393051E+01  0.4208151E+01  0.3865403E+00  0.1988472E+00
 0.5593641E+01  0.3605941E+01  0.2053496E+01  0.2469568E+00
-0.6581604E+01  0.7240761E+01 -0.6771702E+00  0.7671768E+00
-0.6932616E+01 -0.4594698E+01 -0.1634229E+01  0.5285395E+00
 0.6126832E+01  0.4088483E+01  0.2038498E+01  0.1125102E+01
 0.4662756E+01 -0.2007669E+01  0.6593814E+00 -0.4977030E+00
-0.3151482E+01  0.7423514E+01  0.3127550E+00  0.6793329E+00
 0.2128688E+01  0.8109731E+01  0.9736718E+00  0.4830971E+01
-0.7323156E+01 -0.5559179E+01 -0.3259438E+00  0.1915172E+00
 0.3895764E+00  0.8387487E+01  0.8438518E-02 -0.6980641E-01
 0.6045232E+01  0.3770160E+01  0.2023582E+01  0.5864595E+00
 0.4979000E+01  0.1033372E+00  0.5181678E+00 -0.5259996E+00
-0.7011024E+01  0.5895313E+01 -0.1588808E+01  0.6371898E+00
-0.5627231E+01  0.8919955E+01 -0.1197637E+01 -0.2288097E-01
