 0.1000000E-01  0.6341990E+00  0.2185064E-17  0.1731594E+02 -0.3502330E-07  0.1152926-311
 0.2000000E-01  0.6362528E+00 -0.2287609E-17  0.1731388E+02 -0.3481706E-07  0.1152926-311
 0.3000000E-01  0.6383148E+00  0.3893751E-18  0.1731180E+02 -0.3592192E-07  0.1152926-311
 0.4000000E-01  0.6403869E+00 -0.1213807E-17  0.1730972E+02 -0.3811117E-07  0.1152926-311
 0.5000000E-01  0.6424711E+00 -0.4781982E-18  0.1730762E+02 -0.4110534E-07  0.1152926-311
 0.6000000E-01  0.6445697E+00  0.4168076E-18  0.1730551E+02 -0.4460744E-07  0.1152926-311
 0.7000000E-01  0.6466852E+00  0.2356508E-18  0.1730338E+02 -0.4833568E-07  0.1152926-311
 0.8000000E-01  0.6488204E+00  0.3331202E-19  0.1730123E+02 -0.5204930E-07  0.1152926-311
 0.9000000E-01  0.6509786E+00  0.6537980E-18  0.1729906E+02 -0.5556570E-07  0.1152926-311
 0.1000000E+00  0.6531633E+00  0.3937300E-18  0.1729686E+02 -0.5876863E-07  0.1152926-311
 0.1100000E+00  0.6553783E+00  0.9225877E-18  0.1729462E+02 -0.6160673E-07  0.1152926-311
 0.1200000E+00  0.6576278E+00 -0.2684828E-17  0.1729236E+02 -0.6408486E-07  0.1152926-311
 0.1300000E+00  0.6599163E+00 -0.4379841E-18  0.1729005E+02 -0.6624858E-07  0.1152926-311
 0.1400000E+00  0.6622489E+00  0.3456683E-17  0.1728769E+02 -0.6816527E-07  0.1152926-311
 0.1500000E+00  0.6646308E+00 -0.1210156E-17  0.1728529E+02 -0.6990297E-07  0.1152926-311
 0.1600000E+00  0.6670678E+00 -0.4540507E-18  0.1728283E+02 -0.7151058E-07  0.1152926-311
 0.1700000E+00  0.6695661E+00  0.1096962E-18  0.1728031E+02 -0.7300119E-07  0.1152926-311
 0.1800000E+00  0.6721322E+00  0.1286809E-17  0.1727771E+02 -0.7434109E-07  0.1152926-311
 0.1900000E+00  0.6747734E+00  0.1814675E-17  0.1727504E+02 -0.7544599E-07  0.1152926-311
 0.2000000E+00  0.6774971E+00  0.1106259E-17  0.1727229E+02 -0.7618523E-07  0.1152926-311
 0.2100000E+00  0.6803115E+00 -0.6194158E-18  0.1726944E+02 -0.7639365E-07  0.1152926-311
 0.2200000E+00  0.6832250E+00 -0.1195630E-17  0.1726650E+02 -0.7588969E-07  0.1152926-311
 0.2300000E+00  0.6862469E+00 -0.6827951E-18  0.1726344E+02 -0.7449718E-07  0.1152926-311
 0.2400000E+00  0.6893869E+00 -0.3764152E-18  0.1726026E+02 -0.7206798E-07  0.1152926-311
 0.2500000E+00  0.6926551E+00  0.3959380E-18  0.1725695E+02 -0.6850184E-07  0.1152926-311
 0.2600000E+00  0.6960624E+00  0.1107916E-17  0.1725350E+02 -0.6376114E-07  0.1152926-311
 0.2700000E+00  0.6996204E+00 -0.1906917E-17  0.1724989E+02 -0.5787776E-07  0.1152926-311
 0.2800000E+00  0.7033412E+00  0.1146042E-17  0.1724612E+02 -0.5095214E-07  0.1152926-311
 0.2900000E+00  0.7072377E+00  0.1540736E-17  0.1724217E+02 -0.4314409E-07  0.1152926-311
 0.3000000E+00  0.7113233E+00  0.2274954E-17  0.1723803E+02 -0.3465723E-07  0.1152926-311
 0.3100000E+00  0.7156124E+00 -0.3020906E-18  0.1723368E+02 -0.2571922E-07  0.1152926-311
 0.3200000E+00  0.7201199E+00  0.1461196E-17  0.1722911E+02 -0.1656078E-07  0.1152926-311
 0.3300000E+00  0.7248617E+00  0.1477520E-17  0.1722430E+02 -0.7396067E-08  0.1152926-311
 0.3400000E+00  0.7298545E+00 -0.5797876E-18  0.1721923E+02  0.1593089E-08  0.1152926-311
 0.3500000E+00  0.7351158E+00  0.3111602E-17  0.1721390E+02  0.1026721E-07  0.1152926-311
 0.3600000E+00  0.7406638E+00  0.2635430E-17  0.1720827E+02  0.1853301E-07  0.1152926-311
 0.3700000E+00  0.7465181E+00 -0.4966728E-18  0.1720233E+02  0.2634080E-07  0.1152926-311
 0.3800000E+00  0.7526988E+00 -0.8756123E-18  0.1719605E+02  0.3367710E-07  0.1152926-311
 0.3900000E+00  0.7592272E+00  0.4697086E-18  0.1718943E+02  0.4055351E-07  0.1152926-311
 0.4000000E+00  0.7661257E+00  0.2713113E-17  0.1718243E+02  0.4699475E-07  0.1152926-311
 0.4100000E+00  0.7734176E+00 -0.2940277E-17  0.1717502E+02  0.5302721E-07  0.1152926-311
 0.4200000E+00  0.7811274E+00 -0.3025915E-18  0.1716720E+02  0.5867081E-07  0.1152926-311
 0.4300000E+00  0.7892808E+00 -0.3566384E-17  0.1715892E+02  0.6393411E-07  0.1152926-311
 0.4400000E+00  0.7979047E+00 -0.2015831E-17  0.1715017E+02  0.6881372E-07  0.1152926-311
 0.4500000E+00  0.8070271E+00  0.5359433E-18  0.1714091E+02  0.7329734E-07  0.1152926-311
 0.4600000E+00  0.8166775E+00 -0.1739899E-18  0.1713112E+02  0.7736869E-07  0.1152926-311
 0.4700000E+00  0.8268865E+00  0.1834125E-17  0.1712076E+02  0.8101358E-07  0.1152926-311
 0.4800000E+00  0.8376863E+00  0.2363809E-17  0.1710980E+02  0.8422439E-07  0.1152926-311
 0.4900000E+00  0.8491103E+00  0.1001972E-17  0.1709821E+02  0.8700287E-07  0.1152926-311
 0.5000000E+00  0.8611935E+00 -0.7495518E-18  0.1708594E+02  0.8935950E-07  0.1152926-311
 0.5100000E+00  0.8739723E+00 -0.6764164E-19  0.1707298E+02  0.9131015E-07  0.1152926-311
 0.5200000E+00  0.8874848E+00  0.1293259E-19  0.1705927E+02  0.9287042E-07  0.1152926-311
 0.5300000E+00  0.9017706E+00  0.1498702E-17  0.1704478E+02  0.9404931E-07  0.1152926-311
 0.5400000E+00  0.9168707E+00  0.1469301E-17  0.1702946E+02  0.9484388E-07  0.1152926-311
 0.5500000E+00  0.9328280E+00  0.1159660E-17  0.1701327E+02  0.9523573E-07  0.1152926-311
 0.5600000E+00  0.9496870E+00  0.5410384E-17  0.1699618E+02  0.9519115E-07  0.1152926-311
 0.5700000E+00  0.9674940E+00  0.4182002E-17  0.1697812E+02  0.9466462E-07  0.1152926-311
