 0.4000000E+01 -0.1411584E-01  0.2476080E-06  0.1954723E-01  0.5431636E-02
 0.8000000E+01 -0.1411659E-01  0.9591632E-06  0.1954723E-01  0.5431599E-02
 0.1200000E+02 -0.1411784E-01  0.2090221E-05  0.1954725E-01  0.5431502E-02
 0.1600000E+02 -0.1411955E-01  0.3599466E-05  0.1954727E-01  0.5431321E-02
 0.2000000E+02 -0.1412171E-01  0.5448511E-05  0.1954729E-01  0.5431030E-02
 0.2400000E+02 -0.1412431E-01  0.7601674E-05  0.1954732E-01  0.5430611E-02
 0.2800000E+02 -0.1412733E-01  0.1002586E-04  0.1954735E-01  0.5430044E-02
 0.3200000E+02 -0.1413077E-01  0.1269038E-04  0.1954739E-01  0.5429312E-02
 0.3600000E+02 -0.1413460E-01  0.1556683E-04  0.1954743E-01  0.5428402E-02
 0.4000000E+02 -0.1413881E-01  0.1862886E-04  0.1954748E-01  0.5427300E-02
 0.4400000E+02 -0.1414338E-01  0.2185209E-04  0.1954753E-01  0.5425995E-02
 0.4800000E+02 -0.1414832E-01  0.2521403E-04  0.1954758E-01  0.5424478E-02
 0.5200000E+02 -0.1415359E-01  0.2869386E-04  0.1954764E-01  0.5422740E-02
 0.5600000E+02 -0.1415920E-01  0.3227247E-04  0.1954770E-01  0.5420774E-02
 0.6000000E+02 -0.1416512E-01  0.3593215E-04  0.1954777E-01  0.5418575E-02
 0.6400000E+02 -0.1417135E-01  0.3965666E-04  0.1954784E-01  0.5416137E-02
 0.6800000E+02 -0.1417788E-01  0.4343086E-04  0.1954791E-01  0.5413459E-02
 0.7200000E+02 -0.1418469E-01  0.4724088E-04  0.1954798E-01  0.5410535E-02
 0.7600000E+02 -0.1419177E-01  0.5107428E-04  0.1954806E-01  0.5407364E-02
 0.8000000E+02 -0.1419912E-01  0.5491952E-04  0.1954814E-01  0.5403945E-02
 0.8400000E+02 -0.1420671E-01  0.5876607E-04  0.1954823E-01  0.5400278E-02
 0.8800000E+02 -0.1421455E-01  0.6260417E-04  0.1954831E-01  0.5396363E-02
 0.9200000E+02 -0.1422262E-01  0.6642498E-04  0.1954840E-01  0.5392201E-02
 0.9600000E+02 -0.1423092E-01  0.7022072E-04  0.1954849E-01  0.5387793E-02
 0.1000000E+03 -0.1423943E-01  0.7398414E-04  0.1954859E-01  0.5383141E-02
 0.1040000E+03 -0.1424814E-01  0.7770848E-04  0.1954868E-01  0.5378248E-02
 0.1080000E+03 -0.1425705E-01  0.8138783E-04  0.1954878E-01  0.5373116E-02
 0.1120000E+03 -0.1426615E-01  0.8501711E-04  0.1954888E-01  0.5367747E-02
 0.1160000E+03 -0.1427543E-01  0.8859168E-04  0.1954898E-01  0.5362145E-02
 0.1200000E+03 -0.1428488E-01  0.9210749E-04  0.1954909E-01  0.5356315E-02
 0.1240000E+03 -0.1429450E-01  0.9556104E-04  0.1954920E-01  0.5350261E-02
 0.1280000E+03 -0.1430427E-01  0.9894909E-04  0.1954930E-01  0.5343986E-02
 0.1320000E+03 -0.1431419E-01  0.1022685E-03  0.1954941E-01  0.5337494E-02
 0.1360000E+03 -0.1432425E-01  0.1055166E-03  0.1954953E-01  0.5330791E-02
 0.1400000E+03 -0.1433445E-01  0.1086915E-03  0.1954964E-01  0.5323879E-02
 0.1440000E+03 -0.1434478E-01  0.1117915E-03  0.1954975E-01  0.5316765E-02
 0.1480000E+03 -0.1435523E-01  0.1148148E-03  0.1954987E-01  0.5309454E-02
 0.1520000E+03 -0.1436580E-01  0.1177597E-03  0.1954999E-01  0.5301950E-02
 0.1560000E+03 -0.1437647E-01  0.1206258E-03  0.1955011E-01  0.5294257E-02
 0.1600000E+03 -0.1438726E-01  0.1234120E-03  0.1955023E-01  0.5286383E-02
 0.1640000E+03 -0.1439813E-01  0.1261180E-03  0.1955035E-01  0.5278331E-02
 0.1680000E+03 -0.1440911E-01  0.1287433E-03  0.1955047E-01  0.5270107E-02
 0.1720000E+03 -0.1442017E-01  0.1312881E-03  0.1955059E-01  0.5261716E-02
 0.1760000E+03 -0.1443131E-01  0.1337528E-03  0.1955072E-01  0.5253164E-02
 0.1800000E+03 -0.1444253E-01  0.1361372E-03  0.1955084E-01  0.5244454E-02
 0.1840000E+03 -0.1445382E-01  0.1384416E-03  0.1955097E-01  0.5235593E-02
 0.1880000E+03 -0.1446518E-01  0.1406663E-03  0.1955110E-01  0.5226586E-02
 0.1920000E+03 -0.1447660E-01  0.1428121E-03  0.1955122E-01  0.5217438E-02
 0.1960000E+03 -0.1448808E-01  0.1448796E-03  0.1955135E-01  0.5208154E-02
 0.2000000E+03 -0.1449961E-01  0.1468692E-03  0.1955148E-01  0.5198739E-02
 0.2040000E+03 -0.1451120E-01  0.1487819E-03  0.1955161E-01  0.5189197E-02
 0.2080000E+03 -0.1452283E-01  0.1506195E-03  0.1955174E-01  0.5179535E-02
 0.2120000E+03 -0.1453450E-01  0.1523829E-03  0.1955187E-01  0.5169755E-02
 0.2160000E+03 -0.1454621E-01  0.1540731E-03  0.1955200E-01  0.5159865E-02
 0.2200000E+03 -0.1455796E-01  0.1556909E-03  0.1955214E-01  0.5149868E-02
 0.2240000E+03 -0.1456974E-01  0.1572374E-03  0.1955227E-01  0.5139769E-02
 0.2280000E+03 -0.1458154E-01  0.1587143E-03  0.1955240E-01  0.5129572E-02
 0.2320000E+03 -0.1459338E-01  0.1601226E-03  0.1955253E-01  0.5119281E-02
 0.2360000E+03 -0.1460523E-01  0.1614632E-03  0.1955267E-01  0.5108901E-02
 0.2400000E+03 -0.1461710E-01  0.1627380E-03  0.1955280E-01  0.5098438E-02
 0.2440000E+03 -0.1462899E-01  0.1639482E-03  0.1955293E-01  0.5087894E-02
 0.2480000E+03 -0.1464089E-01  0.1650948E-03  0.1955307E-01  0.5077273E-02
 0.2520000E+03 -0.1465280E-01  0.1661794E-03  0.1955320E-01  0.5066581E-02
 0.2560000E+03 -0.1466472E-01  0.1672032E-03  0.1955334E-01  0.5055820E-02
 0.2600000E+03 -0.1467664E-01  0.1681674E-03  0.1955347E-01  0.5044996E-02
 0.2640000E+03 -0.1468857E-01  0.1690736E-03  0.1955361E-01  0.5034110E-02
 0.2680000E+03 -0.1470050E-01  0.1699236E-03  0.1955374E-01  0.5023168E-02
 0.2720000E+03 -0.1471242E-01  0.1707188E-03  0.1955387E-01  0.5012172E-02
 0.2760000E+03 -0.1472434E-01  0.1714603E-03  0.1955401E-01  0.5001128E-02
 0.2800000E+03 -0.1473626E-01  0.1721497E-03  0.1955414E-01  0.4990037E-02
 0.2840000E+03 -0.1474816E-01  0.1727881E-03  0.1955428E-01  0.4978904E-02
 0.2880000E+03 -0.1476006E-01  0.1733768E-03  0.1955441E-01  0.4967730E-02
 0.2920000E+03 -0.1477195E-01  0.1739171E-03  0.1955455E-01  0.4956518E-02
 0.2960000E+03 -0.1478382E-01  0.1744109E-03  0.1955468E-01  0.4945275E-02
 0.3000000E+03 -0.1479567E-01  0.1748592E-03  0.1955481E-01  0.4934001E-02
 0.3040000E+03 -0.1480751E-01  0.1752629E-03  0.1955495E-01  0.4922699E-02
 0.3080000E+03 -0.1481933E-01  0.1756230E-03  0.1955508E-01  0.4911372E-02
 0.3120000E+03 -0.1483113E-01  0.1759407E-03  0.1955522E-01  0.4900023E-02
 0.3160000E+03 -0.1484291E-01  0.1762178E-03  0.1955535E-01  0.4888654E-02
 0.3200000E+03 -0.1485467E-01  0.1764555E-03  0.1955548E-01  0.4877268E-02
 0.3240000E+03 -0.1486640E-01  0.1766549E-03  0.1955561E-01  0.4865871E-02
 0.3280000E+03 -0.1487810E-01  0.1768172E-03  0.1955575E-01  0.4854461E-02
 0.3320000E+03 -0.1488978E-01  0.1769438E-03  0.1955588E-01  0.4843040E-02
 0.3360000E+03 -0.1490143E-01  0.1770358E-03  0.1955601E-01  0.4831612E-02
 0.3400000E+03 -0.1491306E-01  0.1770946E-03  0.1955614E-01  0.4820180E-02
 0.3440000E+03 -0.1492465E-01  0.1771214E-03  0.1955627E-01  0.4808747E-02
 0.3480000E+03 -0.1493621E-01  0.1771170E-03  0.1955640E-01  0.4797311E-02
 0.3520000E+03 -0.1494774E-01  0.1770829E-03  0.1955653E-01  0.4785876E-02
 0.3560000E+03 -0.1495924E-01  0.1770197E-03  0.1955666E-01  0.4774446E-02
 0.3600000E+03 -0.1497070E-01  0.1769285E-03  0.1955679E-01  0.4763019E-02
 0.3640000E+03 -0.1498213E-01  0.1768104E-03  0.1955692E-01  0.4751599E-02
 0.3680000E+03 -0.1499353E-01  0.1766662E-03  0.1955705E-01  0.4740189E-02
 0.3720000E+03 -0.1500489E-01  0.1764972E-03  0.1955718E-01  0.4728787E-02
 0.3760000E+03 -0.1501622E-01  0.1763042E-03  0.1955731E-01  0.4717397E-02
 0.3800000E+03 -0.1502750E-01  0.1760876E-03  0.1955744E-01  0.4706022E-02
 0.3840000E+03 -0.1503875E-01  0.1758487E-03  0.1955756E-01  0.4694661E-02
 0.3880000E+03 -0.1504996E-01  0.1755886E-03  0.1955769E-01  0.4683315E-02
 0.3920000E+03 -0.1506114E-01  0.1753082E-03  0.1955781E-01  0.4671987E-02
 0.3960000E+03 -0.1507227E-01  0.1750083E-03  0.1955794E-01  0.4660678E-02
 0.4000000E+03 -0.1508337E-01  0.1746894E-03  0.1955807E-01  0.4649388E-02
 0.4040000E+03 -0.1509442E-01  0.1743523E-03  0.1955819E-01  0.4638121E-02
 0.4080000E+03 -0.1510544E-01  0.1739979E-03  0.1955831E-01  0.4626875E-02
 0.4120000E+03 -0.1511641E-01  0.1736270E-03  0.1955844E-01  0.4615652E-02
 0.4160000E+03 -0.1512735E-01  0.1732404E-03  0.1955856E-01  0.4604454E-02
 0.4200000E+03 -0.1513824E-01  0.1728386E-03  0.1955868E-01  0.4593281E-02
 0.4240000E+03 -0.1514909E-01  0.1724217E-03  0.1955880E-01  0.4582135E-02
 0.4280000E+03 -0.1515990E-01  0.1719903E-03  0.1955893E-01  0.4571016E-02
 0.4320000E+03 -0.1517067E-01  0.1715456E-03  0.1955905E-01  0.4559926E-02
 0.4360000E+03 -0.1518139E-01  0.1710881E-03  0.1955917E-01  0.4548864E-02
 0.4400000E+03 -0.1519207E-01  0.1706184E-03  0.1955929E-01  0.4537831E-02
 0.4440000E+03 -0.1520271E-01  0.1701370E-03  0.1955940E-01  0.4526831E-02
 0.4480000E+03 -0.1521331E-01  0.1696445E-03  0.1955952E-01  0.4515860E-02
 0.4520000E+03 -0.1522386E-01  0.1691413E-03  0.1955964E-01  0.4504923E-02
 0.4560000E+03 -0.1523437E-01  0.1686282E-03  0.1955976E-01  0.4494018E-02
 0.4600000E+03 -0.1524483E-01  0.1681057E-03  0.1955988E-01  0.4483146E-02
 0.4640000E+03 -0.1525526E-01  0.1675741E-03  0.1955999E-01  0.4472309E-02
 0.4680000E+03 -0.1526563E-01  0.1670334E-03  0.1956011E-01  0.4461506E-02
 0.4720000E+03 -0.1527597E-01  0.1664843E-03  0.1956022E-01  0.4450739E-02
 0.4760000E+03 -0.1528626E-01  0.1659275E-03  0.1956034E-01  0.4440006E-02
 0.4800000E+03 -0.1529650E-01  0.1653630E-03  0.1956045E-01  0.4429311E-02
 0.4840000E+03 -0.1530670E-01  0.1647914E-03  0.1956056E-01  0.4418651E-02
 0.4880000E+03 -0.1531686E-01  0.1642133E-03  0.1956067E-01  0.4408028E-02
 0.4920000E+03 -0.1532697E-01  0.1636292E-03  0.1956079E-01  0.4397442E-02
 0.4960000E+03 -0.1533704E-01  0.1630397E-03  0.1956090E-01  0.4386895E-02
 0.5000000E+03 -0.1534707E-01  0.1624450E-03  0.1956101E-01  0.4376387E-02
 0.5040000E+03 -0.1535705E-01  0.1618456E-03  0.1956112E-01  0.4365917E-02
 0.5080000E+03 -0.1536698E-01  0.1612418E-03  0.1956123E-01  0.4355486E-02
 0.5120000E+03 -0.1537688E-01  0.1606343E-03  0.1956134E-01  0.4345094E-02
 0.5160000E+03 -0.1538673E-01  0.1600230E-03  0.1956144E-01  0.4334741E-02
 0.5200000E+03 -0.1539653E-01  0.1594084E-03  0.1956155E-01  0.4324427E-02
 0.5240000E+03 -0.1540629E-01  0.1587910E-03  0.1956166E-01  0.4314154E-02
 0.5280000E+03 -0.1541601E-01  0.1581708E-03  0.1956176E-01  0.4303920E-02
 0.5320000E+03 -0.1542569E-01  0.1575478E-03  0.1956187E-01  0.4293727E-02
 0.5360000E+03 -0.1543532E-01  0.1569227E-03  0.1956197E-01  0.4283574E-02
 0.5400000E+03 -0.1544491E-01  0.1562958E-03  0.1956208E-01  0.4273461E-02
 0.5440000E+03 -0.1545446E-01  0.1556674E-03  0.1956218E-01  0.4263389E-02
 0.5480000E+03 -0.1546396E-01  0.1550378E-03  0.1956228E-01  0.4253359E-02
 0.5520000E+03 -0.1547343E-01  0.1544072E-03  0.1956239E-01  0.4243367E-02
