 0.1561000E+01 -0.6003105E+01 -0.5700263E+01 -0.5407146E+01 -0.5135520E+01 -0.4790396E+01 -0.4474274E+01 -0.4163942E+01 -0.3850771E+01 -0.3526654E+01 -0.3224478E+01 -0.2933234E+01 -0.2632466E+01 -0.2328493E+01 -0.2023666E+01 -0.1718754E+01 -0.1414120E+01 -0.1109944E+01 -0.8059303E+00 -0.5007978E+00 -0.1932564E+00  0.1159207E+00  0.4252019E+00  0.7340306E+00  0.1042467E+01  0.1350617E+01  0.1658320E+01  0.1964931E+01  0.2269062E+01  0.2565509E+01  0.2825551E+01  0.3171185E+01  0.3489731E+01  0.3798589E+01  0.4106112E+01  0.4413496E+01  0.4720877E+01  0.5027997E+01  0.5334484E+01  0.5640208E+01  0.5945397E+01  0.6250398E+01  0.6555452E+01  0.6860662E+01
 0.1562000E+01 -0.6003385E+01 -0.5700843E+01 -0.5408819E+01 -0.5140328E+01 -0.4791850E+01 -0.4474758E+01 -0.4164041E+01 -0.3850227E+01 -0.3524459E+01 -0.3222749E+01 -0.2932792E+01 -0.2632511E+01 -0.2328740E+01 -0.2024036E+01 -0.1719239E+01 -0.1414749E+01 -0.1110765E+01 -0.8069720E+00 -0.5019623E+00 -0.1942963E+00  0.1151782E+00  0.4247623E+00  0.7338434E+00  0.1042493E+01  0.1350828E+01  0.1658674E+01  0.1965322E+01  0.2269252E+01  0.2564804E+01  0.2821384E+01  0.3169794E+01  0.3489533E+01  0.3798646E+01  0.4106294E+01  0.4413789E+01  0.4721279E+01  0.5028482E+01  0.5334994E+01  0.5640674E+01  0.5945774E+01  0.6250670E+01  0.6555626E+01  0.6860751E+01
 0.1563000E+01 -0.6003664E+01 -0.5701421E+01 -0.5410478E+01 -0.5145091E+01 -0.4793316E+01 -0.4475245E+01 -0.4164140E+01 -0.3849683E+01 -0.3522259E+01 -0.3221032E+01 -0.2932350E+01 -0.2632556E+01 -0.2328987E+01 -0.2024406E+01 -0.1719724E+01 -0.1415377E+01 -0.1111587E+01 -0.8080190E+00 -0.5031375E+00 -0.1953467E+00  0.1144300E+00  0.4243208E+00  0.7336563E+00  0.1042519E+01  0.1351041E+01  0.1659031E+01  0.1965716E+01  0.2269441E+01  0.2564095E+01  0.2817334E+01  0.3168389E+01  0.3489332E+01  0.3798701E+01  0.4106476E+01  0.4414082E+01  0.4721680E+01  0.5028966E+01  0.5335503E+01  0.5641140E+01  0.5946151E+01  0.6250944E+01  0.6555802E+01  0.6860845E+01
 0.1564000E+01 -0.6003942E+01 -0.5701999E+01 -0.5412122E+01 -0.5149806E+01 -0.4794797E+01 -0.4475733E+01 -0.4164240E+01 -0.3849138E+01 -0.3520056E+01 -0.3219326E+01 -0.2931908E+01 -0.2632601E+01 -0.2329234E+01 -0.2024776E+01 -0.1720209E+01 -0.1416005E+01 -0.1112411E+01 -0.8090714E+00 -0.5043233E+00 -0.1964078E+00  0.1136759E+00  0.4238773E+00  0.7334695E+00  0.1042548E+01  0.1351257E+01  0.1659392E+01  0.1966114E+01  0.2269632E+01  0.2563390E+01  0.2813372E+01  0.3166972E+01  0.3489130E+01  0.3798757E+01  0.4106660E+01  0.4414377E+01  0.4722084E+01  0.5029452E+01  0.5336013E+01  0.5641608E+01  0.5946530E+01  0.6251221E+01  0.6555983E+01  0.6860945E+01
 0.1565000E+01 -0.6004220E+01 -0.5702575E+01 -0.5413752E+01 -0.5154467E+01 -0.4796290E+01 -0.4476224E+01 -0.4164340E+01 -0.3848592E+01 -0.3517850E+01 -0.3217632E+01 -0.2931467E+01 -0.2632646E+01 -0.2329480E+01 -0.2025145E+01 -0.1720693E+01 -0.1416634E+01 -0.1113235E+01 -0.8101290E+00 -0.5055199E+00 -0.1974798E+00  0.1129160E+00  0.4234320E+00  0.7332829E+00  0.1042577E+01  0.1351475E+01  0.1659757E+01  0.1966515E+01  0.2269823E+01  0.2562680E+01  0.2809518E+01  0.3165541E+01  0.3488925E+01  0.3798812E+01  0.4106843E+01  0.4414671E+01  0.4722487E+01  0.5029937E+01  0.5336522E+01  0.5642074E+01  0.5946910E+01  0.6251499E+01  0.6556167E+01  0.6861051E+01
 0.1566000E+01 -0.6004498E+01 -0.5703151E+01 -0.5415368E+01 -0.5159071E+01 -0.4797798E+01 -0.4476716E+01 -0.4164440E+01 -0.3848045E+01 -0.3515639E+01 -0.3215949E+01 -0.2931026E+01 -0.2632691E+01 -0.2329726E+01 -0.2025514E+01 -0.1721177E+01 -0.1417261E+01 -0.1114061E+01 -0.8111919E+00 -0.5067275E+00 -0.1985629E+00  0.1121500E+00  0.4229848E+00  0.7330967E+00  0.1042609E+01  0.1351697E+01  0.1660126E+01  0.1966920E+01  0.2270016E+01  0.2561975E+01  0.2805745E+01  0.3164098E+01  0.3488719E+01  0.3798868E+01  0.4107027E+01  0.4414968E+01  0.4722892E+01  0.5030424E+01  0.5337033E+01  0.5642542E+01  0.5947291E+01  0.6251781E+01  0.6556357E+01  0.6861164E+01
 0.1567000E+01 -0.6004775E+01 -0.5703725E+01 -0.5416970E+01 -0.5163616E+01 -0.4799319E+01 -0.4477211E+01 -0.4164541E+01 -0.3847498E+01 -0.3513426E+01 -0.3214278E+01 -0.2930586E+01 -0.2632735E+01 -0.2329972E+01 -0.2025882E+01 -0.1721660E+01 -0.1417888E+01 -0.1114888E+01 -0.8122600E+00 -0.5079461E+00 -0.1996573E+00  0.1113781E+00  0.4225358E+00  0.7329106E+00  0.1042642E+01  0.1351921E+01  0.1660498E+01  0.1967328E+01  0.2270209E+01  0.2561266E+01  0.2802071E+01  0.3162643E+01  0.3488511E+01  0.3798923E+01  0.4107211E+01  0.4415264E+01  0.4723296E+01  0.5030911E+01  0.5337543E+01  0.5643010E+01  0.5947673E+01  0.6252065E+01  0.6556551E+01  0.6861286E+01
 0.1568000E+01 -0.6005052E+01 -0.5704298E+01 -0.5418560E+01 -0.5168099E+01 -0.4800855E+01 -0.4477707E+01 -0.4164642E+01 -0.3846950E+01 -0.3511210E+01 -0.3212617E+01 -0.2930146E+01 -0.2632779E+01 -0.2330218E+01 -0.2026251E+01 -0.1722143E+01 -0.1418515E+01 -0.1115715E+01 -0.8133331E+00 -0.5091760E+00 -0.2007632E+00  0.1106000E+00  0.4220849E+00  0.7327251E+00  0.1042676E+01  0.1352148E+01  0.1660874E+01  0.1967741E+01  0.2270404E+01  0.2560562E+01  0.2798471E+01  0.3161175E+01  0.3488302E+01  0.3798979E+01  0.4107397E+01  0.4415561E+01  0.4723702E+01  0.5031399E+01  0.5338055E+01  0.5643479E+01  0.5948058E+01  0.6252353E+01  0.6556752E+01  0.6861418E+01
 0.1569000E+01 -0.6005328E+01 -0.5704871E+01 -0.5420136E+01 -0.5172518E+01 -0.4802404E+01 -0.4478205E+01 -0.4164744E+01 -0.3846401E+01 -0.3508991E+01 -0.3210967E+01 -0.2929707E+01 -0.2632822E+01 -0.2330464E+01 -0.2026618E+01 -0.1722625E+01 -0.1419141E+01 -0.1116543E+01 -0.8144114E+00 -0.5104173E+00 -0.2018809E+00  0.1098157E+00  0.4216322E+00  0.7325397E+00  0.1042713E+01  0.1352378E+01  0.1661254E+01  0.1968156E+01  0.2270600E+01  0.2559854E+01  0.2794961E+01  0.3159696E+01  0.3488090E+01  0.3799033E+01  0.4107582E+01  0.4415859E+01  0.4724108E+01  0.5031886E+01  0.5338565E+01  0.5643949E+01  0.5948444E+01  0.6252644E+01  0.6556959E+01  0.6861561E+01
 0.1570000E+01 -0.6005604E+01 -0.5705442E+01 -0.5421700E+01 -0.5176873E+01 -0.4803968E+01 -0.4478705E+01 -0.4164847E+01 -0.3845851E+01 -0.3506769E+01 -0.3209329E+01 -0.2929269E+01 -0.2632866E+01 -0.2330709E+01 -0.2026985E+01 -0.1723106E+01 -0.1419767E+01 -0.1117372E+01 -0.8154946E+00 -0.5116700E+00 -0.2030105E+00  0.1090252E+00  0.4211776E+00  0.7323549E+00  0.1042751E+01  0.1352611E+01  0.1661638E+01  0.1968576E+01  0.2270798E+01  0.2559151E+01  0.2791520E+01  0.3158203E+01  0.3487877E+01  0.3799089E+01  0.4107768E+01  0.4416158E+01  0.4724516E+01  0.5032375E+01  0.5339078E+01  0.5644420E+01  0.5948833E+01  0.6252941E+01  0.6557174E+01  0.6861716E+01
 0.1571000E+01 -0.6005880E+01 -0.5706012E+01 -0.5423252E+01 -0.5181161E+01 -0.4805546E+01 -0.4479207E+01 -0.4164949E+01 -0.3845301E+01 -0.3504544E+01 -0.3207700E+01 -0.2928831E+01 -0.2632909E+01 -0.2330954E+01 -0.2027352E+01 -0.1723586E+01 -0.1420392E+01 -0.1118202E+01 -0.8165829E+00 -0.5129344E+00 -0.2041524E+00  0.1082284E+00  0.4207213E+00  0.7321704E+00  0.1042790E+01  0.1352846E+01  0.1662026E+01  0.1969000E+01  0.2270996E+01  0.2558444E+01  0.2788160E+01  0.3156699E+01  0.3487662E+01  0.3799143E+01  0.4107954E+01  0.4416457E+01  0.4724923E+01  0.5032863E+01  0.5339589E+01  0.5644891E+01  0.5949223E+01  0.6253241E+01  0.6557396E+01  0.6861884E+01
 0.1572000E+01 -0.6006155E+01 -0.5706582E+01 -0.5424792E+01 -0.5185383E+01 -0.4807139E+01 -0.4479712E+01 -0.4165052E+01 -0.3844750E+01 -0.3502317E+01 -0.3206083E+01 -0.2928393E+01 -0.2632952E+01 -0.2331199E+01 -0.2027719E+01 -0.1724066E+01 -0.1421016E+01 -0.1119032E+01 -0.8176759E+00 -0.5142106E+00 -0.2053067E+00  0.1074251E+00  0.4202632E+00  0.7319864E+00  0.1042832E+01  0.1353085E+01  0.1662419E+01  0.1969428E+01  0.2271196E+01  0.2557743E+01  0.2784865E+01  0.3155183E+01  0.3487446E+01  0.3799198E+01  0.4108142E+01  0.4416757E+01  0.4725332E+01  0.5033353E+01  0.5340103E+01  0.5645365E+01  0.5949617E+01  0.6253547E+01  0.6557628E+01  0.6862068E+01
 0.1573000E+01 -0.6006430E+01 -0.5707150E+01 -0.5426320E+01 -0.5189538E+01 -0.4808746E+01 -0.4480218E+01 -0.4165156E+01 -0.3844198E+01 -0.3500089E+01 -0.3204475E+01 -0.2927956E+01 -0.2632994E+01 -0.2331443E+01 -0.2028084E+01 -0.1724545E+01 -0.1421639E+01 -0.1119863E+01 -0.8187737E+00 -0.5154987E+00 -0.2064737E+00  0.1066154E+00  0.4198033E+00  0.7318028E+00  0.1042875E+01  0.1353327E+01  0.1662815E+01  0.1969859E+01  0.2271397E+01  0.2557039E+01  0.2781645E+01  0.3153656E+01  0.3487227E+01  0.3799252E+01  0.4108328E+01  0.4417058E+01  0.4725740E+01  0.5033843E+01  0.5340616E+01  0.5645839E+01  0.5950014E+01  0.6253859E+01  0.6557869E+01  0.6862269E+01
 0.1574000E+01 -0.6006704E+01 -0.5707718E+01 -0.5427837E+01 -0.5193626E+01 -0.4810368E+01 -0.4480726E+01 -0.4165260E+01 -0.3843646E+01 -0.3497857E+01 -0.3202878E+01 -0.2927520E+01 -0.2633036E+01 -0.2331687E+01 -0.2028450E+01 -0.1725023E+01 -0.1422262E+01 -0.1120693E+01 -0.8198761E+00 -0.5167989E+00 -0.2076537E+00  0.1057990E+00  0.4193416E+00  0.7316199E+00  0.1042921E+01  0.1353572E+01  0.1663216E+01  0.1970295E+01  0.2271601E+01  0.2556339E+01  0.2778483E+01  0.3152116E+01  0.3487008E+01  0.3799308E+01  0.4108517E+01  0.4417360E+01  0.4726151E+01  0.5034334E+01  0.5341131E+01  0.5646315E+01  0.5950414E+01  0.6254176E+01  0.6558121E+01  0.6862488E+01
 0.1575000E+01 -0.6006978E+01 -0.5708285E+01 -0.5429343E+01 -0.5197648E+01 -0.4812005E+01 -0.4481235E+01 -0.4165364E+01 -0.3843092E+01 -0.3495625E+01 -0.3201291E+01 -0.2927084E+01 -0.2633078E+01 -0.2331931E+01 -0.2028815E+01 -0.1725501E+01 -0.1422883E+01 -0.1121524E+01 -0.8209833E+00 -0.5181112E+00 -0.2088468E+00  0.1049761E+00  0.4188782E+00  0.7314373E+00  0.1042968E+01  0.1353820E+01  0.1663620E+01  0.1970734E+01  0.2271804E+01  0.2555637E+01  0.2775391E+01  0.3150566E+01  0.3486786E+01  0.3799361E+01  0.4108705E+01  0.4417661E+01  0.4726561E+01  0.5034825E+01  0.5341645E+01  0.5646792E+01  0.5950817E+01  0.6254500E+01  0.6558385E+01  0.6862727E+01
 0.1576000E+01 -0.6007251E+01 -0.5708850E+01 -0.5430837E+01 -0.5201605E+01 -0.4813657E+01 -0.4481747E+01 -0.4165469E+01 -0.3842538E+01 -0.3493390E+01 -0.3199713E+01 -0.2926649E+01 -0.2633120E+01 -0.2332174E+01 -0.2029179E+01 -0.1725977E+01 -0.1423504E+01 -0.1122355E+01 -0.8220948E+00 -0.5194359E+00 -0.2100536E+00  0.1041464E+00  0.4184131E+00  0.7312555E+00  0.1043017E+01  0.1354071E+01  0.1664029E+01  0.1971178E+01  0.2272011E+01  0.2554940E+01  0.2772353E+01  0.3149003E+01  0.3486564E+01  0.3799416E+01  0.4108894E+01  0.4417965E+01  0.4726973E+01  0.5035317E+01  0.5342162E+01  0.5647272E+01  0.5951224E+01  0.6254832E+01  0.6558661E+01  0.6862989E+01
 0.1577000E+01 -0.6007524E+01 -0.5709415E+01 -0.5432322E+01 -0.5205496E+01 -0.4815323E+01 -0.4482261E+01 -0.4165574E+01 -0.3841984E+01 -0.3491154E+01 -0.3198146E+01 -0.2926214E+01 -0.2633162E+01 -0.2332418E+01 -0.2029543E+01 -0.1726453E+01 -0.1424123E+01 -0.1123186E+01 -0.8232108E+00 -0.5207731E+00 -0.2112740E+00  0.1033099E+00  0.4179463E+00  0.7310741E+00  0.1043068E+01  0.1354326E+01  0.1664442E+01  0.1971626E+01  0.2272218E+01  0.2554241E+01  0.2769379E+01  0.3147431E+01  0.3486339E+01  0.3799470E+01  0.4109083E+01  0.4418267E+01  0.4727384E+01  0.5035809E+01  0.5342678E+01  0.5647752E+01  0.5951635E+01  0.6255170E+01  0.6558951E+01  0.6863275E+01
 0.1578000E+01 -0.6007797E+01 -0.5709979E+01 -0.5433796E+01 -0.5209323E+01 -0.4817006E+01 -0.4482777E+01 -0.4165680E+01 -0.3841428E+01 -0.3488916E+01 -0.3196588E+01 -0.2925779E+01 -0.2633203E+01 -0.2332660E+01 -0.2029906E+01 -0.1726927E+01 -0.1424742E+01 -0.1124017E+01 -0.8243310E+00 -0.5221229E+00 -0.2125087E+00  0.1024665E+00  0.4174778E+00  0.7308936E+00  0.1043121E+01  0.1354584E+01  0.1664861E+01  0.1972079E+01  0.2272428E+01  0.2553547E+01  0.2766456E+01  0.3145845E+01  0.3486114E+01  0.3799525E+01  0.4109273E+01  0.4418572E+01  0.4727797E+01  0.5036303E+01  0.5343197E+01  0.5648236E+01  0.5952050E+01  0.6255517E+01  0.6559255E+01  0.6863587E+01
 0.1579000E+01 -0.6008069E+01 -0.5710542E+01 -0.5435259E+01 -0.5213087E+01 -0.4818703E+01 -0.4483294E+01 -0.4165786E+01 -0.3840872E+01 -0.3486678E+01 -0.3195040E+01 -0.2925345E+01 -0.2633243E+01 -0.2332903E+01 -0.2030268E+01 -0.1727401E+01 -0.1425359E+01 -0.1124848E+01 -0.8254554E+00 -0.5234854E+00 -0.2137577E+00  0.1016162E+00  0.4170077E+00  0.7307135E+00  0.1043175E+01  0.1354844E+01  0.1665283E+01  0.1972535E+01  0.2272638E+01  0.2552851E+01  0.2763590E+01  0.3144252E+01  0.3485886E+01  0.3799579E+01  0.4109463E+01  0.4418876E+01  0.4728210E+01  0.5036796E+01  0.5343715E+01  0.5648721E+01  0.5952470E+01  0.6255872E+01  0.6559575E+01  0.6863929E+01
 0.1580000E+01 -0.6008341E+01 -0.5711105E+01 -0.5436713E+01 -0.5216790E+01 -0.4820416E+01 -0.4483814E+01 -0.4165893E+01 -0.3840316E+01 -0.3484438E+01 -0.3193502E+01 -0.2924912E+01 -0.2633284E+01 -0.2333145E+01 -0.2030630E+01 -0.1727873E+01 -0.1425975E+01 -0.1125678E+01 -0.8265838E+00 -0.5248608E+00 -0.2150215E+00  0.1007587E+00  0.4165360E+00  0.7305344E+00  0.1043232E+01  0.1355109E+01  0.1665710E+01  0.1972996E+01  0.2272851E+01  0.2552161E+01  0.2760773E+01  0.3142644E+01  0.3485659E+01  0.3799633E+01  0.4109654E+01  0.4419183E+01  0.4728625E+01  0.5037292E+01  0.5344236E+01  0.5649210E+01  0.5952895E+01  0.6256237E+01  0.6559911E+01  0.6864301E+01
 0.1581000E+01 -0.6008612E+01 -0.5711666E+01 -0.5438157E+01 -0.5220432E+01 -0.4822145E+01 -0.4484335E+01 -0.4166000E+01 -0.3839758E+01 -0.3482198E+01 -0.3191972E+01 -0.2924479E+01 -0.2633324E+01 -0.2333387E+01 -0.2030991E+01 -0.1728345E+01 -0.1426589E+01 -0.1126507E+01 -0.8277161E+00 -0.5262493E+00 -0.2163003E+00  0.9989410E-01  0.4160626E+00  0.7303558E+00  0.1043291E+01  0.1355376E+01  0.1666141E+01  0.1973461E+01  0.2273064E+01  0.2551468E+01  0.2758009E+01  0.3141029E+01  0.3485428E+01  0.3799687E+01  0.4109845E+01  0.4419488E+01  0.4729039E+01  0.5037787E+01  0.5344757E+01  0.5649700E+01  0.5953325E+01  0.6256612E+01  0.6560265E+01  0.6864706E+01
 0.1582000E+01 -0.6008883E+01 -0.5712227E+01 -0.5439592E+01 -0.5224014E+01 -0.4823889E+01 -0.4484859E+01 -0.4166108E+01 -0.3839200E+01 -0.3479957E+01 -0.3190452E+01 -0.2924047E+01 -0.2633364E+01 -0.2333628E+01 -0.2031352E+01 -0.1728815E+01 -0.1427202E+01 -0.1127336E+01 -0.8288522E+00 -0.5276508E+00 -0.2175946E+00  0.9902217E-01  0.4155877E+00  0.7301782E+00  0.1043352E+01  0.1355647E+01  0.1666577E+01  0.1973931E+01  0.2273281E+01  0.2550781E+01  0.2755290E+01  0.3139400E+01  0.3485197E+01  0.3799741E+01  0.4110037E+01  0.4419796E+01  0.4729455E+01  0.5038284E+01  0.5345280E+01  0.5650194E+01  0.5953761E+01  0.6256997E+01  0.6560639E+01  0.6865148E+01
 0.1583000E+01 -0.6009154E+01 -0.5712786E+01 -0.5441017E+01 -0.5227539E+01 -0.4825650E+01 -0.4485384E+01 -0.4166215E+01 -0.3838641E+01 -0.3477716E+01 -0.3188941E+01 -0.2923615E+01 -0.2633403E+01 -0.2333869E+01 -0.2031712E+01 -0.1729284E+01 -0.1427814E+01 -0.1128165E+01 -0.8299919E+00 -0.5290657E+00 -0.2189046E+00  0.9814297E-01  0.4151112E+00  0.7300013E+00  0.1043415E+01  0.1355921E+01  0.1667017E+01  0.1974405E+01  0.2273498E+01  0.2550092E+01  0.2752621E+01  0.3137764E+01  0.3484964E+01  0.3799795E+01  0.4110228E+01  0.4420103E+01  0.4729871E+01  0.5038780E+01  0.5345804E+01  0.5650689E+01  0.5954202E+01  0.6257393E+01  0.6561033E+01  0.6865627E+01
