 0.1000000E-02  0.9999601E+00 -0.6191330E-02
 0.2000000E-02  0.9998893E+00 -0.1031790E-01
 0.3000000E-02  0.9997831E+00 -0.1444286E-01
 0.4000000E-02  0.9996416E+00 -0.1856536E-01
 0.5000000E-02  0.9994648E+00 -0.2268461E-01
 0.6000000E-02  0.9992530E+00 -0.2679983E-01
 0.7000000E-02  0.9990063E+00 -0.3091024E-01
 0.8000000E-02  0.9987249E+00 -0.3501507E-01
 0.9000000E-02  0.9984090E+00 -0.3911357E-01
 0.1000000E-01  0.9980589E+00 -0.4320498E-01
 0.1100000E-01  0.9976747E+00 -0.4728857E-01
 0.1200000E-01  0.9972570E+00 -0.5136363E-01
 0.1300000E-01  0.9968059E+00 -0.5542945E-01
 0.1400000E-01  0.9963218E+00 -0.5948534E-01
 0.1500000E-01  0.9958051E+00 -0.6353063E-01
 0.1600000E-01  0.9952563E+00 -0.6756468E-01
 0.1700000E-01  0.9946757E+00 -0.7158686E-01
 0.1800000E-01  0.9940638E+00 -0.7559656E-01
 0.1900000E-01  0.9934210E+00 -0.7959320E-01
 0.2000000E-01  0.9927479E+00 -0.8357620E-01
 0.2100000E-01  0.9920449E+00 -0.8754504E-01
 0.2200000E-01  0.9913126E+00 -0.9149921E-01
 0.2300000E-01  0.9905515E+00 -0.9543820E-01
 0.2400000E-01  0.9897621E+00 -0.9936156E-01
 0.2500000E-01  0.9889450E+00 -0.1032689E+00
 0.2600000E-01  0.9881008E+00 -0.1071597E+00
 0.2700000E-01  0.9872300E+00 -0.1110336E+00
 0.2800000E-01  0.9863332E+00 -0.1148903E+00
 0.2900000E-01  0.9854110E+00 -0.1187295E+00
 0.3000000E-01  0.9844640E+00 -0.1225508E+00
 0.3100000E-01  0.9834927E+00 -0.1263540E+00
 0.3200000E-01  0.9824979E+00 -0.1301387E+00
 0.3300000E-01  0.9814800E+00 -0.1339049E+00
 0.3400000E-01  0.9804396E+00 -0.1376522E+00
 0.3500000E-01  0.9793774E+00 -0.1413805E+00
 0.3600000E-01  0.9782940E+00 -0.1450897E+00
 0.3700000E-01  0.9771898E+00 -0.1487796E+00
 0.3800000E-01  0.9760656E+00 -0.1524501E+00
 0.3900000E-01  0.9749218E+00 -0.1561011E+00
 0.4000000E-01  0.9737590E+00 -0.1597326E+00
 0.4100000E-01  0.9725778E+00 -0.1633445E+00
 0.4200000E-01  0.9713786E+00 -0.1669368E+00
 0.4300000E-01  0.9701621E+00 -0.1705095E+00
 0.4400000E-01  0.9689288E+00 -0.1740626E+00
 0.4500000E-01  0.9676791E+00 -0.1775962E+00
 0.4600000E-01  0.9664135E+00 -0.1811102E+00
 0.4700000E-01  0.9651326E+00 -0.1846048E+00
 0.4800000E-01  0.9638367E+00 -0.1880800E+00
 0.4900000E-01  0.9625263E+00 -0.1915359E+00
 0.5000000E-01  0.9612019E+00 -0.1949726E+00
 0.5100000E-01  0.9598639E+00 -0.1983902E+00
 0.5200000E-01  0.9585126E+00 -0.2017889E+00
 0.5300000E-01  0.9571485E+00 -0.2051687E+00
 0.5400000E-01  0.9557720E+00 -0.2085299E+00
 0.5500000E-01  0.9543833E+00 -0.2118725E+00
 0.5600000E-01  0.9529829E+00 -0.2151966E+00
 0.5700000E-01  0.9515711E+00 -0.2185025E+00
 0.5800000E-01  0.9501481E+00 -0.2217903E+00
 0.5900000E-01  0.9487143E+00 -0.2250601E+00
 0.6000000E-01  0.9472700E+00 -0.2283121E+00
 0.6100000E-01  0.9458154E+00 -0.2315464E+00
 0.6200000E-01  0.9443508E+00 -0.2347633E+00
 0.6300000E-01  0.9428765E+00 -0.2379628E+00
 0.6400000E-01  0.9413926E+00 -0.2411451E+00
 0.6500000E-01  0.9398995E+00 -0.2443105E+00
 0.6600000E-01  0.9383973E+00 -0.2474589E+00
 0.6700000E-01  0.9368862E+00 -0.2505906E+00
 0.6800000E-01  0.9353664E+00 -0.2537057E+00
 0.6900000E-01  0.9338381E+00 -0.2568044E+00
 0.7000000E-01  0.9323015E+00 -0.2598868E+00
 0.7100000E-01  0.9307568E+00 -0.2629529E+00
 0.7200000E-01  0.9292040E+00 -0.2660031E+00
 0.7300000E-01  0.9276435E+00 -0.2690372E+00
 0.7400000E-01  0.9260752E+00 -0.2720556E+00
 0.7500000E-01  0.9244995E+00 -0.2750582E+00
 0.7600000E-01  0.9229163E+00 -0.2780453E+00
 0.7700000E-01  0.9213260E+00 -0.2810168E+00
 0.7800000E-01  0.9197285E+00 -0.2839729E+00
 0.7900000E-01  0.9181240E+00 -0.2869138E+00
 0.8000000E-01  0.9165127E+00 -0.2898393E+00
 0.8100000E-01  0.9148948E+00 -0.2927498E+00
 0.8200000E-01  0.9132702E+00 -0.2956452E+00
 0.8300000E-01  0.9116393E+00 -0.2985255E+00
 0.8400000E-01  0.9100020E+00 -0.3013910E+00
 0.8500000E-01  0.9083585E+00 -0.3042416E+00
 0.8600000E-01  0.9067091E+00 -0.3070774E+00
 0.8700000E-01  0.9050537E+00 -0.3098985E+00
 0.8800000E-01  0.9033926E+00 -0.3127050E+00
 0.8900000E-01  0.9017259E+00 -0.3154969E+00
 0.9000000E-01  0.9000537E+00 -0.3182742E+00
 0.9100000E-01  0.8983762E+00 -0.3210371E+00
 0.9200000E-01  0.8966935E+00 -0.3237856E+00
 0.9300000E-01  0.8950058E+00 -0.3265197E+00
 0.9400000E-01  0.8933132E+00 -0.3292395E+00
 0.9500000E-01  0.8916158E+00 -0.3319452E+00
 0.9600000E-01  0.8899139E+00 -0.3346367E+00
 0.9700000E-01  0.8882076E+00 -0.3373141E+00
 0.9800000E-01  0.8864970E+00 -0.3399776E+00
