 0.3200000E-01 -0.4340499E-01 -0.3284075E-01 -0.2221475E-01 -0.1099786E-01  0.1770488E-02  0.1802320E-01  0.3818439E-01  0.5528797E-01  0.5564004E-01  0.4624825E-01
 0.3400000E-01 -0.4611277E-01 -0.3489094E-01 -0.2360144E-01 -0.1168392E-01  0.1882640E-02  0.1915155E-01  0.4057243E-01  0.5874026E-01  0.5911173E-01  0.4911283E-01
 0.3600000E-01 -0.4881977E-01 -0.3694080E-01 -0.2498787E-01 -0.1236977E-01  0.1995038E-02  0.2028023E-01  0.4296077E-01  0.6219208E-01  0.6258253E-01  0.5197295E-01
 0.3800000E-01 -0.5152599E-01 -0.3899031E-01 -0.2637405E-01 -0.1305542E-01  0.2107693E-02  0.2140926E-01  0.4534942E-01  0.6564341E-01  0.6605241E-01  0.5482836E-01
 0.4000000E-01 -0.5423138E-01 -0.4103946E-01 -0.2775995E-01 -0.1374086E-01  0.2220617E-02  0.2253865E-01  0.4773841E-01  0.6909424E-01  0.6952133E-01  0.5767885E-01
 0.4200000E-01 -0.5693592E-01 -0.4308824E-01 -0.2914556E-01 -0.1442606E-01  0.2333820E-02  0.2366842E-01  0.5012773E-01  0.7254455E-01  0.7298926E-01  0.6052418E-01
 0.4400000E-01 -0.5963958E-01 -0.4513665E-01 -0.3053089E-01 -0.1511104E-01  0.2447316E-02  0.2479859E-01  0.5251743E-01  0.7599432E-01  0.7645616E-01  0.6336412E-01
 0.4600000E-01 -0.6234234E-01 -0.4718467E-01 -0.3191592E-01 -0.1579578E-01  0.2561116E-02  0.2592918E-01  0.5490751E-01  0.7944353E-01  0.7992201E-01  0.6619846E-01
 0.4800000E-01 -0.6504417E-01 -0.4923229E-01 -0.3330064E-01 -0.1648028E-01  0.2675230E-02  0.2706019E-01  0.5729799E-01  0.8289218E-01  0.8338675E-01  0.6902697E-01
 0.5000000E-01 -0.6774504E-01 -0.5127950E-01 -0.3468505E-01 -0.1716451E-01  0.2789671E-02  0.2819166E-01  0.5968890E-01  0.8634024E-01  0.8685037E-01  0.7184942E-01
 0.5200000E-01 -0.7044493E-01 -0.5332630E-01 -0.3606913E-01 -0.1784849E-01  0.2904450E-02  0.2932359E-01  0.6208024E-01  0.8978770E-01  0.9031282E-01  0.7466561E-01
 0.5400000E-01 -0.7314382E-01 -0.5537267E-01 -0.3745288E-01 -0.1853220E-01  0.3019579E-02  0.3045601E-01  0.6447204E-01  0.9323453E-01  0.9377407E-01  0.7747530E-01
 0.5600000E-01 -0.7584167E-01 -0.5741859E-01 -0.3883628E-01 -0.1921562E-01  0.3135070E-02  0.3158892E-01  0.6686432E-01  0.9668073E-01  0.9723409E-01  0.8027830E-01
 0.5800000E-01 -0.7853846E-01 -0.5946407E-01 -0.4021934E-01 -0.1989876E-01  0.3250934E-02  0.3272236E-01  0.6925709E-01  0.1001263E+00  0.1006928E+00  0.8307437E-01
 0.6000000E-01 -0.8123417E-01 -0.6150909E-01 -0.4160203E-01 -0.2058161E-01  0.3367182E-02  0.3385632E-01  0.7165038E-01  0.1035712E+00  0.1041503E+00  0.8586332E-01
 0.6200000E-01 -0.8392877E-01 -0.6355364E-01 -0.4298435E-01 -0.2126415E-01  0.3483827E-02  0.3499085E-01  0.7404419E-01  0.1070153E+00  0.1076064E+00  0.8864492E-01
 0.6400000E-01 -0.8662224E-01 -0.6559771E-01 -0.4436630E-01 -0.2194638E-01  0.3600880E-02  0.3612593E-01  0.7643855E-01  0.1104588E+00  0.1110611E+00  0.9141899E-01
 0.6600000E-01 -0.8931456E-01 -0.6764129E-01 -0.4574785E-01 -0.2262829E-01  0.3718352E-02  0.3726161E-01  0.7883347E-01  0.1139016E+00  0.1145144E+00  0.9418530E-01
 0.6800000E-01 -0.9200570E-01 -0.6968437E-01 -0.4712902E-01 -0.2330987E-01  0.3836256E-02  0.3839788E-01  0.8122898E-01  0.1173436E+00  0.1179662E+00  0.9694366E-01
 0.7000000E-01 -0.9469565E-01 -0.7172693E-01 -0.4850977E-01 -0.2399112E-01  0.3954603E-02  0.3953478E-01  0.8362508E-01  0.1207849E+00  0.1214166E+00  0.9969387E-01
 0.7200000E-01 -0.9738437E-01 -0.7376897E-01 -0.4989011E-01 -0.2467202E-01  0.4073404E-02  0.4067231E-01  0.8602180E-01  0.1242253E+00  0.1248654E+00  0.1024357E+00
 0.7400000E-01 -0.1000718E+00 -0.7581048E-01 -0.5127003E-01 -0.2535257E-01  0.4192672E-02  0.4181049E-01  0.8841916E-01  0.1276650E+00  0.1283127E+00  0.1051691E+00
 0.7600000E-01 -0.1027581E+00 -0.7785144E-01 -0.5264952E-01 -0.2603276E-01  0.4312417E-02  0.4294934E-01  0.9081716E-01  0.1311039E+00  0.1317584E+00  0.1078936E+00
 0.7800000E-01 -0.1054430E+00 -0.7989185E-01 -0.5402856E-01 -0.2671258E-01  0.4432653E-02  0.4408888E-01  0.9321584E-01  0.1345419E+00  0.1352024E+00  0.1106093E+00
 0.8000000E-01 -0.1081266E+00 -0.8193169E-01 -0.5540716E-01 -0.2739202E-01  0.4553389E-02  0.4522911E-01  0.9561520E-01  0.1379791E+00  0.1386448E+00  0.1133158E+00
 0.8200000E-01 -0.1108089E+00 -0.8397096E-01 -0.5678529E-01 -0.2807107E-01  0.4674639E-02  0.4637007E-01  0.9801525E-01  0.1414154E+00  0.1420855E+00  0.1160131E+00
 0.8400000E-01 -0.1134899E+00 -0.8600963E-01 -0.5816296E-01 -0.2874972E-01  0.4796413E-02  0.4751176E-01  0.1004160E+00  0.1448509E+00  0.1455244E+00  0.1187008E+00
 0.8600000E-01 -0.1161695E+00 -0.8804771E-01 -0.5954014E-01 -0.2942797E-01  0.4918724E-02  0.4865420E-01  0.1028175E+00  0.1482854E+00  0.1489616E+00  0.1213790E+00
 0.8800000E-01 -0.1188477E+00 -0.9008518E-01 -0.6091684E-01 -0.3010581E-01  0.5041583E-02  0.4979740E-01  0.1052198E+00  0.1517190E+00  0.1523969E+00  0.1240472E+00
 0.9000000E-01 -0.1215245E+00 -0.9212203E-01 -0.6229304E-01 -0.3078322E-01  0.5165002E-02  0.5094139E-01  0.1076228E+00  0.1551517E+00  0.1558304E+00  0.1267055E+00
 0.9200000E-01 -0.1242000E+00 -0.9415824E-01 -0.6366874E-01 -0.3146020E-01  0.5288993E-02  0.5208618E-01  0.1100266E+00  0.1585833E+00  0.1592619E+00  0.1293536E+00
 0.9400000E-01 -0.1268739E+00 -0.9619381E-01 -0.6504392E-01 -0.3213674E-01  0.5413567E-02  0.5323178E-01  0.1124312E+00  0.1620140E+00  0.1626916E+00  0.1319914E+00
 0.9600000E-01 -0.1295465E+00 -0.9822873E-01 -0.6641857E-01 -0.3281283E-01  0.5538735E-02  0.5437822E-01  0.1148367E+00  0.1654437E+00  0.1661192E+00  0.1346187E+00
 0.9800000E-01 -0.1322175E+00 -0.1002630E+00 -0.6779269E-01 -0.3348845E-01  0.5664511E-02  0.5552550E-01  0.1172429E+00  0.1688724E+00  0.1695449E+00  0.1372353E+00
 0.1000000E+00 -0.1348871E+00 -0.1022966E+00 -0.6916626E-01 -0.3416361E-01  0.5790905E-02  0.5667364E-01  0.1196500E+00  0.1723000E+00  0.1729685E+00  0.1398411E+00
 0.1020000E+00 -0.1375552E+00 -0.1043294E+00 -0.7053928E-01 -0.3483830E-01  0.5917930E-02  0.5782266E-01  0.1220580E+00  0.1757266E+00  0.1763900E+00  0.1424359E+00
 0.1040000E+00 -0.1402218E+00 -0.1063616E+00 -0.7191173E-01 -0.3551249E-01  0.6045596E-02  0.5897258E-01  0.1244668E+00  0.1791521E+00  0.1798094E+00  0.1450197E+00
 0.1060000E+00 -0.1428868E+00 -0.1083931E+00 -0.7328362E-01 -0.3618619E-01  0.6173916E-02  0.6012340E-01  0.1268765E+00  0.1825764E+00  0.1832266E+00  0.1475921E+00
 0.1080000E+00 -0.1455504E+00 -0.1104238E+00 -0.7465491E-01 -0.3685938E-01  0.6302902E-02  0.6127515E-01  0.1292871E+00  0.1859996E+00  0.1866416E+00  0.1501532E+00
 0.1100000E+00 -0.1482124E+00 -0.1124538E+00 -0.7602562E-01 -0.3753205E-01  0.6432565E-02  0.6242784E-01  0.1316987E+00  0.1894217E+00  0.1900544E+00  0.1527027E+00
 0.1120000E+00 -0.1508728E+00 -0.1144831E+00 -0.7739572E-01 -0.3820420E-01  0.6562917E-02  0.6358149E-01  0.1341111E+00  0.1928426E+00  0.1934649E+00  0.1552406E+00
 0.1140000E+00 -0.1535316E+00 -0.1165116E+00 -0.7876521E-01 -0.3887581E-01  0.6693969E-02  0.6473610E-01  0.1365246E+00  0.1962623E+00  0.1968730E+00  0.1577666E+00
 0.1160000E+00 -0.1561889E+00 -0.1185394E+00 -0.8013407E-01 -0.3954687E-01  0.6825734E-02  0.6589170E-01  0.1389390E+00  0.1996808E+00  0.2002788E+00  0.1602807E+00
 0.1180000E+00 -0.1588446E+00 -0.1205663E+00 -0.8150230E-01 -0.4021738E-01  0.6958223E-02  0.6704830E-01  0.1413543E+00  0.2030981E+00  0.2036821E+00  0.1627828E+00
 0.1200000E+00 -0.1614986E+00 -0.1225925E+00 -0.8286989E-01 -0.4088732E-01  0.7091448E-02  0.6820591E-01  0.1437707E+00  0.2065141E+00  0.2070830E+00  0.1652727E+00
 0.1220000E+00 -0.1641511E+00 -0.1246178E+00 -0.8423683E-01 -0.4155669E-01  0.7225421E-02  0.6936456E-01  0.1461880E+00  0.2099288E+00  0.2104814E+00  0.1677503E+00
 0.1240000E+00 -0.1668019E+00 -0.1266423E+00 -0.8560310E-01 -0.4222547E-01  0.7360153E-02  0.7052425E-01  0.1486064E+00  0.2133421E+00  0.2138773E+00  0.1702155E+00
 0.1260000E+00 -0.1694511E+00 -0.1286660E+00 -0.8696870E-01 -0.4289366E-01  0.7495656E-02  0.7168499E-01  0.1510258E+00  0.2167542E+00  0.2172706E+00  0.1726682E+00
 0.1280000E+00 -0.1720987E+00 -0.1306889E+00 -0.8833362E-01 -0.4356124E-01  0.7631941E-02  0.7284681E-01  0.1534462E+00  0.2201649E+00  0.2206613E+00  0.1751083E+00
 0.1300000E+00 -0.1747446E+00 -0.1327109E+00 -0.8969784E-01 -0.4422820E-01  0.7769022E-02  0.7400972E-01  0.1558677E+00  0.2235742E+00  0.2240493E+00  0.1775357E+00
 0.1320000E+00 -0.1773889E+00 -0.1347320E+00 -0.9106136E-01 -0.4489453E-01  0.7906908E-02  0.7517373E-01  0.1582902E+00  0.2269822E+00  0.2274347E+00  0.1799504E+00
 0.1340000E+00 -0.1800315E+00 -0.1367523E+00 -0.9242416E-01 -0.4556022E-01  0.8045612E-02  0.7633886E-01  0.1607138E+00  0.2303886E+00  0.2308172E+00  0.1823521E+00
 0.1360000E+00 -0.1826724E+00 -0.1387716E+00 -0.9378624E-01 -0.4622527E-01  0.8185145E-02  0.7750511E-01  0.1631386E+00  0.2337937E+00  0.2341970E+00  0.1847409E+00
 0.1380000E+00 -0.1853117E+00 -0.1407901E+00 -0.9514758E-01 -0.4688966E-01  0.8325520E-02  0.7867251E-01  0.1655644E+00  0.2371973E+00  0.2375740E+00  0.1871166E+00
 0.1400000E+00 -0.1879493E+00 -0.1428076E+00 -0.9650817E-01 -0.4755337E-01  0.8466747E-02  0.7984107E-01  0.1679913E+00  0.2405993E+00  0.2409480E+00  0.1894792E+00
 0.1420000E+00 -0.1905852E+00 -0.1448242E+00 -0.9786801E-01 -0.4821641E-01  0.8608838E-02  0.8101079E-01  0.1704194E+00  0.2439999E+00  0.2443192E+00  0.1918287E+00
 0.1440000E+00 -0.1932194E+00 -0.1468399E+00 -0.9922708E-01 -0.4887875E-01  0.8751805E-02  0.8218170E-01  0.1728485E+00  0.2473988E+00  0.2476874E+00  0.1941648E+00
 0.1460000E+00 -0.1958520E+00 -0.1488545E+00 -0.1005854E+00 -0.4954039E-01  0.8895660E-02  0.8335381E-01  0.1752789E+00  0.2507962E+00  0.2510526E+00  0.1964877E+00
 0.1480000E+00 -0.1984828E+00 -0.1508683E+00 -0.1019429E+00 -0.5020132E-01  0.9040414E-02  0.8452713E-01  0.1777104E+00  0.2541920E+00  0.2544147E+00  0.1987972E+00
 0.1500000E+00 -0.2011120E+00 -0.1528810E+00 -0.1032996E+00 -0.5086152E-01  0.9186078E-02  0.8570167E-01  0.1801430E+00  0.2575862E+00  0.2577737E+00  0.2010932E+00
 0.1520000E+00 -0.2037394E+00 -0.1548928E+00 -0.1046555E+00 -0.5152098E-01  0.9332664E-02  0.8687744E-01  0.1825768E+00  0.2609787E+00  0.2611296E+00  0.2033758E+00
 0.1540000E+00 -0.2063652E+00 -0.1569035E+00 -0.1060105E+00 -0.5217969E-01  0.9480183E-02  0.8805446E-01  0.1850118E+00  0.2643695E+00  0.2644823E+00  0.2056449E+00
 0.1560000E+00 -0.2089892E+00 -0.1589132E+00 -0.1073648E+00 -0.5283765E-01  0.9628648E-02  0.8923275E-01  0.1874480E+00  0.2677587E+00  0.2678318E+00  0.2079004E+00
 0.1580000E+00 -0.2116116E+00 -0.1609219E+00 -0.1087181E+00 -0.5349483E-01  0.9778068E-02  0.9041230E-01  0.1898854E+00  0.2711460E+00  0.2711780E+00  0.2101424E+00
 0.1600000E+00 -0.2142322E+00 -0.1629295E+00 -0.1100707E+00 -0.5415124E-01  0.9928456E-02  0.9159314E-01  0.1923240E+00  0.2745316E+00  0.2745208E+00  0.2123707E+00
 0.1620000E+00 -0.2168512E+00 -0.1649361E+00 -0.1114223E+00 -0.5480684E-01  0.1007982E-01  0.9277528E-01  0.1947639E+00  0.2779155E+00  0.2778603E+00  0.2145854E+00
 0.1640000E+00 -0.2194684E+00 -0.1669416E+00 -0.1127731E+00 -0.5546165E-01  0.1023218E-01  0.9395873E-01  0.1972049E+00  0.2812975E+00  0.2811964E+00  0.2167864E+00
 0.1660000E+00 -0.2220839E+00 -0.1689460E+00 -0.1141230E+00 -0.5611563E-01  0.1038554E-01  0.9514349E-01  0.1996472E+00  0.2846776E+00  0.2845290E+00  0.2189738E+00
 0.1680000E+00 -0.2246978E+00 -0.1709493E+00 -0.1154720E+00 -0.5676879E-01  0.1053991E-01  0.9632959E-01  0.2020907E+00  0.2880559E+00  0.2878581E+00  0.2211476E+00
 0.1700000E+00 -0.2273099E+00 -0.1729515E+00 -0.1168201E+00 -0.5742110E-01  0.1069531E-01  0.9751703E-01  0.2045355E+00  0.2914322E+00  0.2911837E+00  0.2233076E+00
 0.1720000E+00 -0.2299203E+00 -0.1749525E+00 -0.1181673E+00 -0.5807257E-01  0.1085173E-01  0.9870582E-01  0.2069815E+00  0.2948067E+00  0.2945056E+00  0.2254540E+00
 0.1740000E+00 -0.2325290E+00 -0.1769524E+00 -0.1195135E+00 -0.5872316E-01  0.1100921E-01  0.9989598E-01  0.2094288E+00  0.2981791E+00  0.2978239E+00  0.2275868E+00
 0.1760000E+00 -0.2351361E+00 -0.1789512E+00 -0.1208588E+00 -0.5937288E-01  0.1116774E-01  0.1010875E+00  0.2118774E+00  0.3015496E+00  0.3011385E+00  0.2297059E+00
 0.1780000E+00 -0.2377414E+00 -0.1809488E+00 -0.1222031E+00 -0.6002171E-01  0.1132734E-01  0.1022804E+00  0.2143272E+00  0.3049180E+00  0.3044494E+00  0.2318113E+00
 0.1800000E+00 -0.2403450E+00 -0.1829452E+00 -0.1235464E+00 -0.6066964E-01  0.1148802E-01  0.1034747E+00  0.2167783E+00  0.3082844E+00  0.3077564E+00  0.2339032E+00
 0.1820000E+00 -0.2429470E+00 -0.1849404E+00 -0.1248888E+00 -0.6131666E-01  0.1164979E-01  0.1046705E+00  0.2192307E+00  0.3116487E+00  0.3110596E+00  0.2359815E+00
 0.1840000E+00 -0.2455473E+00 -0.1869344E+00 -0.1262302E+00 -0.6196275E-01  0.1181266E-01  0.1058676E+00  0.2216844E+00  0.3150109E+00  0.3143590E+00  0.2380463E+00
 0.1860000E+00 -0.2481458E+00 -0.1889271E+00 -0.1275705E+00 -0.6260790E-01  0.1197664E-01  0.1070662E+00  0.2241394E+00  0.3183709E+00  0.3176543E+00  0.2400976E+00
 0.1880000E+00 -0.2507427E+00 -0.1909186E+00 -0.1289099E+00 -0.6325210E-01  0.1214174E-01  0.1082661E+00  0.2265957E+00  0.3217288E+00  0.3209457E+00  0.2421354E+00
 0.1900000E+00 -0.2533380E+00 -0.1929089E+00 -0.1302482E+00 -0.6389534E-01  0.1230798E-01  0.1094676E+00  0.2290533E+00  0.3250845E+00  0.3242331E+00  0.2441598E+00
 0.1920000E+00 -0.2559315E+00 -0.1948979E+00 -0.1315855E+00 -0.6453760E-01  0.1247535E-01  0.1106705E+00  0.2315121E+00  0.3284379E+00  0.3275163E+00  0.2461709E+00
 0.1940000E+00 -0.2585234E+00 -0.1968856E+00 -0.1329217E+00 -0.6517888E-01  0.1264388E-01  0.1118748E+00  0.2339723E+00  0.3317890E+00  0.3307955E+00  0.2481688E+00
 0.1960000E+00 -0.2611136E+00 -0.1988720E+00 -0.1342568E+00 -0.6581915E-01  0.1281357E-01  0.1130806E+00  0.2364338E+00  0.3351379E+00  0.3340704E+00  0.2501534E+00
 0.1980000E+00 -0.2637021E+00 -0.2008571E+00 -0.1355909E+00 -0.6645841E-01  0.1298444E-01  0.1142879E+00  0.2388966E+00  0.3384844E+00  0.3373411E+00  0.2521248E+00
 0.2000000E+00 -0.2662890E+00 -0.2028409E+00 -0.1369238E+00 -0.6709665E-01  0.1315649E-01  0.1154967E+00  0.2413608E+00  0.3418285E+00  0.3406075E+00  0.2540832E+00
 0.2020000E+00 -0.2688743E+00 -0.2048233E+00 -0.1382557E+00 -0.6773384E-01  0.1332973E-01  0.1167070E+00  0.2438262E+00  0.3451703E+00  0.3438696E+00  0.2560286E+00
 0.2040000E+00 -0.2714579E+00 -0.2068044E+00 -0.1395865E+00 -0.6836999E-01  0.1350418E-01  0.1179187E+00  0.2462929E+00  0.3485096E+00  0.3471273E+00  0.2579611E+00
 0.2060000E+00 -0.2740398E+00 -0.2087841E+00 -0.1409161E+00 -0.6900507E-01  0.1367984E-01  0.1191320E+00  0.2487610E+00  0.3518465E+00  0.3503806E+00  0.2598808E+00
 0.2080000E+00 -0.2766201E+00 -0.2107624E+00 -0.1422446E+00 -0.6963907E-01  0.1385673E-01  0.1203468E+00  0.2512304E+00  0.3551808E+00  0.3536294E+00  0.2617878E+00
 0.2100000E+00 -0.2791988E+00 -0.2127394E+00 -0.1435719E+00 -0.7027199E-01  0.1403484E-01  0.1215631E+00  0.2537011E+00  0.3585127E+00  0.3568736E+00  0.2636822E+00
 0.2120000E+00 -0.2817758E+00 -0.2147149E+00 -0.1448980E+00 -0.7090380E-01  0.1421420E-01  0.1227809E+00  0.2561731E+00  0.3618419E+00  0.3601133E+00  0.2655641E+00
 0.2140000E+00 -0.2843512E+00 -0.2166890E+00 -0.1462230E+00 -0.7153449E-01  0.1439481E-01  0.1240003E+00  0.2586465E+00  0.3651686E+00  0.3633483E+00  0.2674336E+00
 0.2160000E+00 -0.2869250E+00 -0.2186616E+00 -0.1475468E+00 -0.7216406E-01  0.1457668E-01  0.1252212E+00  0.2611211E+00  0.3684927E+00  0.3665787E+00  0.2692909E+00
 0.2180000E+00 -0.2894972E+00 -0.2206328E+00 -0.1488694E+00 -0.7279249E-01  0.1475982E-01  0.1264436E+00  0.2635971E+00  0.3718141E+00  0.3698043E+00  0.2711360E+00
 0.2200000E+00 -0.2920678E+00 -0.2226025E+00 -0.1501907E+00 -0.7341976E-01  0.1494424E-01  0.1276676E+00  0.2660744E+00  0.3751328E+00  0.3730251E+00  0.2729691E+00
 0.2220000E+00 -0.2946367E+00 -0.2245708E+00 -0.1515108E+00 -0.7404586E-01  0.1512995E-01  0.1288931E+00  0.2685530E+00  0.3784488E+00  0.3762411E+00  0.2747903E+00
 0.2240000E+00 -0.2972041E+00 -0.2265375E+00 -0.1528297E+00 -0.7467079E-01  0.1531695E-01  0.1301202E+00  0.2710328E+00  0.3817620E+00  0.3794522E+00  0.2765998E+00
 0.2260000E+00 -0.2997698E+00 -0.2285027E+00 -0.1541473E+00 -0.7529452E-01  0.1550526E-01  0.1313489E+00  0.2735140E+00  0.3850724E+00  0.3826584E+00  0.2783976E+00
 0.2280000E+00 -0.3023340E+00 -0.2304664E+00 -0.1554637E+00 -0.7591704E-01  0.1569489E-01  0.1325791E+00  0.2759965E+00  0.3883800E+00  0.3858596E+00  0.2801840E+00
 0.2300000E+00 -0.3048965E+00 -0.2324286E+00 -0.1567788E+00 -0.7653835E-01  0.1588583E-01  0.1338109E+00  0.2784803E+00  0.3916847E+00  0.3890557E+00  0.2819591E+00
 0.2320000E+00 -0.3074575E+00 -0.2343892E+00 -0.1580925E+00 -0.7715843E-01  0.1607811E-01  0.1350442E+00  0.2809654E+00  0.3949866E+00  0.3922468E+00  0.2837231E+00
 0.2340000E+00 -0.3100169E+00 -0.2363482E+00 -0.1594050E+00 -0.7777726E-01  0.1627172E-01  0.1362792E+00  0.2834517E+00  0.3982855E+00  0.3954327E+00  0.2854761E+00
 0.2360000E+00 -0.3125747E+00 -0.2383056E+00 -0.1607161E+00 -0.7839483E-01  0.1646668E-01  0.1375157E+00  0.2859394E+00  0.4015814E+00  0.3986134E+00  0.2872182E+00
 0.2380000E+00 -0.3151310E+00 -0.2402615E+00 -0.1620259E+00 -0.7901114E-01  0.1666300E-01  0.1387537E+00  0.2884283E+00  0.4048744E+00  0.4017889E+00  0.2889497E+00
 0.2400000E+00 -0.3176856E+00 -0.2422157E+00 -0.1633344E+00 -0.7962616E-01  0.1686067E-01  0.1399934E+00  0.2909185E+00  0.4081643E+00  0.4049591E+00  0.2906707E+00
 0.2420000E+00 -0.3202387E+00 -0.2441683E+00 -0.1646414E+00 -0.8023988E-01  0.1705972E-01  0.1412346E+00  0.2934099E+00  0.4114512E+00  0.4081240E+00  0.2923815E+00
 0.2440000E+00 -0.3227902E+00 -0.2461192E+00 -0.1659471E+00 -0.8085230E-01  0.1726014E-01  0.1424775E+00  0.2959026E+00  0.4147349E+00  0.4112835E+00  0.2940821E+00
 0.2460000E+00 -0.3253402E+00 -0.2480685E+00 -0.1672515E+00 -0.8146339E-01  0.1746194E-01  0.1437219E+00  0.2983966E+00  0.4180156E+00  0.4144375E+00  0.2957727E+00
 0.2480000E+00 -0.3278886E+00 -0.2500161E+00 -0.1685544E+00 -0.8207315E-01  0.1766513E-01  0.1449678E+00  0.3008917E+00  0.4212930E+00  0.4175861E+00  0.2974537E+00
 0.2500000E+00 -0.3304354E+00 -0.2519620E+00 -0.1698559E+00 -0.8268157E-01  0.1786972E-01  0.1462154E+00  0.3033881E+00  0.4245673E+00  0.4207291E+00  0.2991251E+00
 0.2520000E+00 -0.3329807E+00 -0.2539063E+00 -0.1711559E+00 -0.8328862E-01  0.1807571E-01  0.1474646E+00  0.3058858E+00  0.4278383E+00  0.4238665E+00  0.3007871E+00
 0.2540000E+00 -0.3355244E+00 -0.2558488E+00 -0.1724546E+00 -0.8389431E-01  0.1828310E-01  0.1487153E+00  0.3083846E+00  0.4311061E+00  0.4269983E+00  0.3024400E+00
 0.2560000E+00 -0.3380665E+00 -0.2577895E+00 -0.1737517E+00 -0.8449861E-01  0.1849192E-01  0.1499676E+00  0.3108847E+00  0.4343706E+00  0.4301245E+00  0.3040839E+00
 0.2580000E+00 -0.3406071E+00 -0.2597286E+00 -0.1750474E+00 -0.8510151E-01  0.1870215E-01  0.1512215E+00  0.3133859E+00  0.4376317E+00  0.4332449E+00  0.3057191E+00
 0.2600000E+00 -0.3431461E+00 -0.2616658E+00 -0.1763416E+00 -0.8570300E-01  0.1891381E-01  0.1524769E+00  0.3158883E+00  0.4408895E+00  0.4363595E+00  0.3073458E+00
 0.2620000E+00 -0.3456836E+00 -0.2636013E+00 -0.1776343E+00 -0.8630308E-01  0.1912689E-01  0.1537340E+00  0.3183919E+00  0.4441439E+00  0.4394683E+00  0.3089641E+00
 0.2640000E+00 -0.3482195E+00 -0.2655350E+00 -0.1789255E+00 -0.8690171E-01  0.1934142E-01  0.1549926E+00  0.3208967E+00  0.4473949E+00  0.4425712E+00  0.3105744E+00
 0.2660000E+00 -0.3507538E+00 -0.2674669E+00 -0.1802152E+00 -0.8749891E-01  0.1955738E-01  0.1562527E+00  0.3234026E+00  0.4506424E+00  0.4456682E+00  0.3121768E+00
 0.2680000E+00 -0.3532866E+00 -0.2693970E+00 -0.1815034E+00 -0.8809465E-01  0.1977479E-01  0.1575145E+00  0.3259097E+00  0.4538864E+00  0.4487592E+00  0.3137716E+00
