 0.0000000E+00  0.2954021E-01  0.8929379E-01  0.3658121E-01  0.4312570E-01  0.6512535E+00  0.4321627E+00  0.4356300E+00  0.2007057E+00  0.2017834E+00  0.2193333E+00  0.5379488E-01  0.1414730E-01  0.4736423E-02  0.2722516E+00  0.3285639E-01  0.2492507E+00  0.6914649E-01  0.6940187E-01  0.1910763E+00  0.2952965E-01  0.1046498E+00  0.2000796E+00  0.5053398E-01  0.5273613E-01  0.5453661E+00  0.1435346E+00  0.5518890E-02  0.6648061E-01  0.7202416E-01  0.8910936E-01  0.6279134E-01  0.2299871E-01  0.6958581E-01  0.5476039E+00  0.1735238E+00  0.6217113E-01  0.1980822E+00  0.6577449E-01  0.6060222E-01  0.1820347E+00  0.1071427E+00  0.1148149E+00  0.1984369E+00  0.9220826E-01  0.9395736E-01  0.3613671E-01  0.7287785E-01  0.7544850E-02  0.3014568E-01  0.1128080E+00  0.6065700E+00  0.8634781E-01  0.3825307E-01  0.3481085E-01  0.2118473E+00  0.1126589E+00  0.1857194E-01  0.6231405E-01  0.2323793E+00  0.4331675E+00
 0.2000000E-02  0.2957679E-01  0.8942183E-01  0.3659069E-01  0.4313627E-01  0.6510786E+00  0.4321919E+00  0.4356833E+00  0.2020286E+00  0.2020388E+00  0.2195096E+00  0.5380106E-01  0.1414840E-01  0.4737501E-02  0.2722815E+00  0.3286139E-01  0.2491919E+00  0.6916566E-01  0.6939456E-01  0.1910691E+00  0.3000891E-01  0.1046235E+00  0.2000863E+00  0.5054040E-01  0.5280300E-01  0.5452203E+00  0.1435315E+00  0.5520715E-02  0.6648600E-01  0.7203698E-01  0.9046112E-01  0.6309575E-01  0.2309833E-01  0.6958916E-01  0.5475714E+00  0.1738306E+00  0.6225438E-01  0.1981706E+00  0.6581334E-01  0.6060440E-01  0.1820354E+00  0.1071405E+00  0.1148197E+00  0.1984788E+00  0.9225992E-01  0.9397689E-01  0.3614276E-01  0.7289525E-01  0.1740603E-01  0.3015117E-01  0.1127647E+00  0.6062349E+00  0.8638188E-01  0.3829916E-01  0.3481090E-01  0.2118477E+00  0.1156794E+00  0.1856917E-01  0.6230884E-01  0.2323472E+00  0.4337248E+00
 0.4000000E-02  0.2965977E-01  0.8957442E-01  0.3660326E-01  0.4312926E-01  0.6500029E+00  0.4311561E+00  0.4343184E+00  0.2027348E+00  0.2018170E+00  0.2196787E+00  0.5381929E-01  0.1414776E-01  0.4740701E-02  0.2722447E+00  0.3286532E-01  0.2489587E+00  0.6922313E-01  0.6936565E-01  0.1908844E+00  0.3096146E-01  0.1043974E+00  0.1999311E+00  0.5054241E-01  0.5286835E-01  0.5435702E+00  0.1434695E+00  0.5521920E-02  0.6650225E-01  0.7205426E-01  0.9316649E-01  0.6348845E-01  0.2323958E-01  0.6958575E-01  0.5473041E+00  0.1734544E+00  0.6221217E-01  0.1982862E+00  0.6590755E-01  0.6060795E-01  0.1820141E+00  0.1071255E+00  0.1148066E+00  0.1985723E+00  0.9235862E-01  0.9402055E-01  0.3616077E-01  0.7294467E-01  0.2730733E-01  0.3015387E-01  0.1125849E+00  0.6041301E+00  0.8643165E-01  0.3832307E-01  0.3480420E-01  0.2118027E+00  0.1201207E+00  0.1855762E-01  0.6228884E-01  0.2321607E+00  0.4326510E+00
 0.6000000E-02  0.2979148E-01  0.8977287E-01  0.3662033E-01  0.4310819E-01  0.6480656E+00  0.4291533E+00  0.4316766E+00  0.2031546E+00  0.2012029E+00  0.2198720E+00  0.5384953E-01  0.1414573E-01  0.4746027E-02  0.2721524E+00  0.3286916E-01  0.2485561E+00  0.6931875E-01  0.6931561E-01  0.1905356E+00  0.3237878E-01  0.1039840E+00  0.1996300E+00  0.5054157E-01  0.5294169E-01  0.5405263E+00  0.1433523E+00  0.5522895E-02  0.6652960E-01  0.7207791E-01  0.9717611E-01  0.6400758E-01  0.2343611E-01  0.6957718E-01  0.5468101E+00  0.1725194E+00  0.6206840E-01  0.1984418E+00  0.6605189E-01  0.6061318E-01  0.1819727E+00  0.1070987E+00  0.1147781E+00  0.1987204E+00  0.9250876E-01  0.9408961E-01  0.3619059E-01  0.7302523E-01  0.3751449E-01  0.3015500E-01  0.1122725E+00  0.6003578E+00  0.8650004E-01  0.3833553E-01  0.3479136E-01  0.2117164E+00  0.1260976E+00  0.1853751E-01  0.6225443E-01  0.2318260E+00  0.4302032E+00
 0.8000000E-02  0.2997167E-01  0.9002120E-01  0.3664195E-01  0.4307314E-01  0.6452579E+00  0.4261858E+00  0.4277720E+00  0.2033393E+00  0.2001922E+00  0.2200875E+00  0.5389170E-01  0.1414232E-01  0.4753479E-02  0.2720040E+00  0.3287288E-01  0.2479851E+00  0.6945218E-01  0.6924437E-01  0.1900211E+00  0.3419448E-01  0.1033847E+00  0.1991831E+00  0.5053787E-01  0.5301898E-01  0.5361052E+00  0.1431785E+00  0.5523642E-02  0.6656845E-01  0.7210791E-01  0.1022667E+00  0.6464038E-01  0.2368690E-01  0.6956406E-01  0.5460787E+00  0.1710406E+00  0.6181937E-01  0.1986359E+00  0.6623629E-01  0.6062021E-01  0.1819109E+00  0.1070600E+00  0.1147344E+00  0.1989234E+00  0.9270925E-01  0.9418368E-01  0.3623192E-01  0.7313527E-01  0.4774805E-01  0.3015458E-01  0.1118279E+00  0.5949359E+00  0.8658409E-01  0.3833808E-01  0.3477240E-01  0.2115886E+00  0.1332570E+00  0.1850855E-01  0.6220573E-01  0.2313412E+00  0.4264058E+00
 0.1000000E-01  0.3019996E-01  0.9032715E-01  0.3666820E-01  0.4302417E-01  0.6415727E+00  0.4222621E+00  0.4226307E+00  0.2033579E+00  0.1987816E+00  0.2203218E+00  0.5394566E-01  0.1413752E-01  0.4763057E-02  0.2717988E+00  0.3287643E-01  0.2472478E+00  0.6962296E-01  0.6915185E-01  0.1893394E+00  0.3633744E-01  0.1026028E+00  0.1985911E+00  0.5053129E-01  0.5309486E-01  0.5303400E+00  0.1429465E+00  0.5524164E-02  0.6661932E-01  0.7214420E-01  0.1081950E+00  0.6537088E-01  0.2399060E-01  0.6954719E-01  0.5450962E+00  0.1690418E+00  0.6146033E-01  0.1988661E+00  0.6644808E-01  0.6062916E-01  0.1818284E+00  0.1070097E+00  0.1146758E+00  0.1991821E+00  0.9295858E-01  0.9430210E-01  0.3628441E-01  0.7327265E-01  0.5789626E-01  0.3015260E-01  0.1112520E+00  0.5878980E+00  0.8667972E-01  0.3833341E-01  0.3474729E-01  0.2114193E+00  0.1412375E+00  0.1847024E-01  0.6214304E-01  0.2307046E+00  0.4213010E+00
 0.1200000E-01  0.3047575E-01  0.9070223E-01  0.3669926E-01  0.4296139E-01  0.6370057E+00  0.4173974E+00  0.4162894E+00  0.2032945E+00  0.1969690E+00  0.2205710E+00  0.5401120E-01  0.1413132E-01  0.4774761E-02  0.2715360E+00  0.3287974E-01  0.2463474E+00  0.6983041E-01  0.6903804E-01  0.1884891E+00  0.3873971E-01  0.1016436E+00  0.1978547E+00  0.5052180E-01  0.5316278E-01  0.5232794E+00  0.1426545E+00  0.5524468E-02  0.6668287E-01  0.7218670E-01  0.1147250E+00  0.6618054E-01  0.2434561E-01  0.6952757E-01  0.5438465E+00  0.1665548E+00  0.6098557E-01  0.1991291E+00  0.6667254E-01  0.6064021E-01  0.1817251E+00  0.1069480E+00  0.1146026E+00  0.1994975E+00  0.9325490E-01  0.9444392E-01  0.3634756E-01  0.7343472E-01  0.6789210E-01  0.3014906E-01  0.1105465E+00  0.5792935E+00  0.8678185E-01  0.3832524E-01  0.3471606E-01  0.2112086E+00  0.1497029E+00  0.1842193E-01  0.6206676E-01  0.2299143E+00  0.4149477E+00
 0.1400000E-01  0.3079821E-01  0.9116154E-01  0.3673535E-01  0.4288495E-01  0.6315556E+00  0.4116133E+00  0.4087957E+00  0.2032448E+00  0.1947539E+00  0.2208302E+00  0.5408810E-01  0.1412374E-01  0.4788587E-02  0.2712147E+00  0.3288276E-01  0.2452882E+00  0.7007372E-01  0.6890294E-01  0.1874688E+00  0.4134072E-01  0.1005146E+00  0.1969754E+00  0.5050941E-01  0.5321515E-01  0.5149870E+00  0.1423003E+00  0.5524560E-02  0.6675984E-01  0.7223532E-01  0.1216444E+00  0.6704900E-01  0.2475009E-01  0.6950635E-01  0.5423114E+00  0.1636181E+00  0.6038847E-01  0.1994211E+00  0.6689364E-01  0.6065357E-01  0.1816005E+00  0.1068750E+00  0.1145152E+00  0.1998710E+00  0.9359596E-01  0.9460795E-01  0.3642082E-01  0.7361843E-01  0.7768585E-01  0.3014395E-01  0.1097139E+00  0.5691865E+00  0.8688462E-01  0.3831816E-01  0.3467871E-01  0.2109566E+00  0.1583575E+00  0.1836278E-01  0.6197746E-01  0.2289690E+00  0.4074205E+00
 0.1600000E-01  0.3116620E-01  0.9172355E-01  0.3677675E-01  0.4279499E-01  0.6252252E+00  0.4049374E+00  0.4002059E+00  0.2033110E+00  0.1921380E+00  0.2210936E+00  0.5417609E-01  0.1411476E-01  0.4804530E-02  0.2708341E+00  0.3288538E-01  0.2440755E+00  0.7035191E-01  0.6874662E-01  0.1862772E+00  0.4408877E-01  0.9922449E-01  0.1959546E+00  0.5049407E-01  0.5324347E-01  0.5055400E+00  0.1418819E+00  0.5524449E-02  0.6685108E-01  0.7228992E-01  0.1287707E+00  0.6795483E-01  0.2520199E-01  0.6948480E-01  0.5404714E+00  0.1602754E+00  0.5966165E-01  0.1997371E+00  0.6709465E-01  0.6066947E-01  0.1814545E+00  0.1067912E+00  0.1144139E+00  0.2003037E+00  0.9397921E-01  0.9479281E-01  0.3650354E-01  0.7382031E-01  0.8723691E-01  0.3013727E-01  0.1087576E+00  0.5576556E+00  0.8698160E-01  0.3831740E-01  0.3463525E-01  0.2106635E+00  0.1669515E+00  0.1829180E-01  0.6187586E-01  0.2278676E+00  0.3988078E+00
 0.1800000E-01  0.3157826E-01  0.9240964E-01  0.3682380E-01  0.4269169E-01  0.6180221E+00  0.3974038E+00  0.3905844E+00  0.2035956E+00  0.1891253E+00  0.2213545E+00  0.5427486E-01  0.1410438E-01  0.4822584E-02  0.2703931E+00  0.3288754E-01  0.2427156E+00  0.7066387E-01  0.6856916E-01  0.1849134E+00  0.4694074E-01  0.9778397E-01  0.1947942E+00  0.5047578E-01  0.5323863E-01  0.4950273E+00  0.1413970E+00  0.5524144E-02  0.6695751E-01  0.7235038E-01  0.1359519E+00  0.6887620E-01  0.2569911E-01  0.6946428E-01  0.5383064E+00  0.1565742E+00  0.5879709E-01  0.2000717E+00  0.6725887E-01  0.6068818E-01  0.1812868E+00  0.1066968E+00  0.1142993E+00  0.2007972E+00  0.9440174E-01  0.9499698E-01  0.3659499E-01  0.7403653E-01  0.9651084E-01  0.3012902E-01  0.1076818E+00  0.5447926E+00  0.8706613E-01  0.3832860E-01  0.3458570E-01  0.2103298E+00  0.1752786E+00  0.1820789E-01  0.6176281E-01  0.2266099E+00  0.3892095E+00
