 0.1501000E+01 -0.2768921E+01 -0.2136879E+01 -0.1540914E+01 -0.1188043E+01 -0.8606024E+00 -0.5337717E+00 -0.2380423E+00  0.8571077E-01  0.4069489E+00  0.7281474E+00  0.1058582E+01  0.1367335E+01  0.1689436E+01  0.2006360E+01  0.2306169E+01
 0.1502000E+01 -0.2763617E+01 -0.2137528E+01 -0.1558681E+01 -0.1194027E+01 -0.8573968E+00 -0.5227846E+00 -0.2474675E+00  0.8020499E-01  0.4044178E+00  0.7287103E+00  0.1071139E+01  0.1370803E+01  0.1696751E+01  0.2012203E+01  0.2299240E+01
 0.1503000E+01 -0.2755653E+01 -0.2137976E+01 -0.1566317E+01 -0.1200011E+01 -0.8535861E+00 -0.5124226E+00 -0.2556148E+00  0.7468446E-01  0.4017853E+00  0.7292535E+00  0.1082986E+01  0.1374368E+01  0.1704088E+01  0.2017786E+01  0.2294021E+01
 0.1504000E+01 -0.2745670E+01 -0.2138335E+01 -0.1572010E+01 -0.1205409E+01 -0.8492583E+00 -0.5030363E+00 -0.2627959E+00  0.6916741E-01  0.3990557E+00  0.7297770E+00  0.1093908E+01  0.1378034E+01  0.1711471E+01  0.2023253E+01  0.2289962E+01
 0.1505000E+01 -0.2734559E+01 -0.2138647E+01 -0.1576402E+01 -0.1210088E+01 -0.8443600E+00 -0.4947072E+00 -0.2692140E+00  0.6367072E-01  0.3962374E+00  0.7302822E+00  0.1103901E+01  0.1381804E+01  0.1718916E+01  0.2028657E+01  0.2286748E+01
 0.1506000E+01 -0.2723539E+01 -0.2138917E+01 -0.1579969E+01 -0.1214162E+01 -0.8388114E+00 -0.4874016E+00 -0.2750238E+00  0.5820697E-01  0.3933414E+00  0.7307706E+00  0.1113064E+01  0.1385673E+01  0.1726449E+01  0.2034030E+01  0.2284184E+01
 0.1507000E+01 -0.2714308E+01 -0.2139147E+01 -0.1582985E+01 -0.1217730E+01 -0.8325397E+00 -0.4810318E+00 -0.2803416E+00  0.5278609E-01  0.3903776E+00  0.7312436E+00  0.1121522E+01  0.1389638E+01  0.1734097E+01  0.2039398E+01  0.2282146E+01
 0.1508000E+01 -0.2707951E+01 -0.2139342E+01 -0.1585602E+01 -0.1220870E+01 -0.8254789E+00 -0.4754914E+00 -0.2852566E+00  0.4741595E-01  0.3873544E+00  0.7317024E+00  0.1129395E+01  0.1393692E+01  0.1741884E+01  0.2044779E+01  0.2280549E+01
 0.1509000E+01 -0.2704826E+01 -0.2139503E+01 -0.1587915E+01 -0.1223644E+01 -0.8175885E+00 -0.4706777E+00 -0.2898379E+00  0.4210261E-01  0.3842785E+00  0.7321475E+00  0.1136783E+01  0.1397829E+01  0.1749835E+01  0.2050187E+01  0.2279332E+01
 0.1510000E+01 -0.2705163E+01 -0.2139633E+01 -0.1589987E+01 -0.1226104E+01 -0.8088809E+00 -0.4664986E+00 -0.2941392E+00  0.3685040E-01  0.3811551E+00  0.7325795E+00  0.1143769E+01  0.1402041E+01  0.1757968E+01  0.2055635E+01  0.2278453E+01
 0.1511000E+01 -0.2709515E+01 -0.2139734E+01 -0.1591861E+01 -0.1228292E+01 -0.7994604E+00 -0.4628722E+00 -0.2982026E+00  0.3166194E-01  0.3779880E+00  0.7329986E+00  0.1150420E+01  0.1406324E+01  0.1766295E+01  0.2061132E+01  0.2277876E+01
 0.1512000E+01 -0.2719106E+01 -0.2139806E+01 -0.1593570E+01 -0.1230246E+01 -0.7895513E+00 -0.4597254E+00 -0.3020619E+00  0.2653815E-01  0.3747799E+00  0.7334049E+00  0.1156789E+01  0.1410671E+01  0.1774822E+01  0.2066685E+01  0.2277575E+01
 0.1513000E+01 -0.2735799E+01 -0.2139848E+01 -0.1595138E+01 -0.1232000E+01 -0.7794809E+00 -0.4569917E+00 -0.3057445E+00  0.2147825E-01  0.3715328E+00  0.7337983E+00  0.1162921E+01  0.1415077E+01  0.1783547E+01  0.2072301E+01  0.2277529E+01
 0.1514000E+01 -0.2757645E+01 -0.2139858E+01 -0.1596585E+01 -0.1233586E+01 -0.7695997E+00 -0.4546116E+00 -0.3092738E+00  0.1647984E-01  0.3682482E+00  0.7341788E+00  0.1168851E+01  0.1419535E+01  0.1792454E+01  0.2077986E+01  0.2277722E+01
 0.1515000E+01 -0.2774215E+01 -0.2139834E+01 -0.1597927E+01 -0.1235028E+01 -0.7601842E+00 -0.4525352E+00 -0.3126704E+00  0.1153896E-01  0.3649268E+00  0.7345460E+00  0.1174609E+01  0.1424039E+01  0.1801517E+01  0.2083742E+01  0.2278139E+01
 0.1516000E+01 -0.2785368E+01 -0.2139773E+01 -0.1599180E+01 -0.1236347E+01 -0.7513908E+00 -0.4507244E+00 -0.3159523E+00  0.6650375E-02  0.3615692E+00  0.7348999E+00  0.1180221E+01  0.1428586E+01  0.1810698E+01  0.2089573E+01  0.2278770E+01
 0.1517000E+01 -0.2793752E+01 -0.2139677E+01 -0.1600359E+01 -0.1237557E+01 -0.7432724E+00 -0.4491523E+00 -0.3191358E+00  0.1807822E-02  0.3581759E+00  0.7352401E+00  0.1185706E+01  0.1433168E+01  0.1819947E+01  0.2095479E+01  0.2279605E+01
 0.1518000E+01 -0.2800524E+01 -0.2139546E+01 -0.1601477E+01 -0.1238668E+01 -0.7358185E+00 -0.4477998E+00 -0.3222344E+00 -0.2995793E-02  0.3547472E+00  0.7355665E+00  0.1191083E+01  0.1437781E+01  0.1829207E+01  0.2101460E+01  0.2280634E+01
 0.1519000E+01 -0.2806236E+01 -0.2139382E+01 -0.1602545E+01 -0.1239687E+01 -0.7289873E+00 -0.4466528E+00 -0.3252600E+00 -0.7768218E-02  0.3512830E+00  0.7358789E+00  0.1196366E+01  0.1442421E+01  0.1838418E+01  0.2107513E+01  0.2281850E+01
 0.1520000E+01 -0.2811191E+01 -0.2139186E+01 -0.1603571E+01 -0.1240620E+01 -0.7227264E+00 -0.4456998E+00 -0.3282227E+00 -0.1251773E-01  0.3477835E+00  0.7361770E+00  0.1201570E+01  0.1447083E+01  0.1847524E+01  0.2113634E+01  0.2283244E+01
 0.1521000E+01 -0.2815576E+01 -0.2138958E+01 -0.1604563E+01 -0.1241472E+01 -0.7169828E+00 -0.4449312E+00 -0.3311313E+00 -0.1725307E-01  0.3442486E+00  0.7364607E+00  0.1206705E+01  0.1451762E+01  0.1856476E+01  0.2119817E+01  0.2284804E+01
 0.1522000E+01 -0.2819511E+01 -0.2138699E+01 -0.1605526E+01 -0.1242246E+01 -0.7117080E+00 -0.4443385E+00 -0.3339935E+00 -0.2198335E-01  0.3406782E+00  0.7367298E+00  0.1211781E+01  0.1456454E+01  0.1865238E+01  0.2126054E+01  0.2286520E+01
 0.1523000E+01 -0.2823083E+01 -0.2138409E+01 -0.1606464E+01 -0.1242946E+01 -0.7068601E+00 -0.4439140E+00 -0.3368161E+00 -0.2671809E-01  0.3370721E+00  0.7369842E+00  0.1216807E+01  0.1461155E+01  0.1873784E+01  0.2132335E+01  0.2288380E+01
 0.1524000E+01 -0.2826353E+01 -0.2138088E+01 -0.1607381E+01 -0.1243575E+01 -0.7024037E+00 -0.4436508E+00 -0.3396050E+00 -0.3146717E-01  0.3334302E+00  0.7372238E+00  0.1221793E+01  0.1465861E+01  0.1882101E+01  0.2138649E+01  0.2290372E+01
 0.1525000E+01 -0.2829367E+01 -0.2137737E+01 -0.1608281E+01 -0.1244136E+01 -0.6983098E+00 -0.4435426E+00 -0.3423657E+00 -0.3624091E-01  0.3297523E+00  0.7374486E+00  0.1226744E+01  0.1470568E+01  0.1890186E+01  0.2144983E+01  0.2292480E+01
 0.1526000E+01 -0.2832162E+01 -0.2137356E+01 -0.1609163E+01 -0.1244630E+01 -0.6945548E+00 -0.4435835E+00 -0.3451032E+00 -0.4105009E-01  0.3260385E+00  0.7376585E+00  0.1231667E+01  0.1475273E+01  0.1898043E+01  0.2151325E+01  0.2294694E+01
 0.1527000E+01 -0.2834767E+01 -0.2136945E+01 -0.1610032E+01 -0.1245060E+01 -0.6911200E+00 -0.4437684E+00 -0.3478219E+00 -0.4590600E-01  0.3222885E+00  0.7378535E+00  0.1236570E+01  0.1479972E+01  0.1905681E+01  0.2157660E+01  0.2297000E+01
 0.1528000E+01 -0.2837204E+01 -0.2136503E+01 -0.1610887E+01 -0.1245427E+01 -0.6879903E+00 -0.4440928E+00 -0.3505260E+00 -0.5082059E-01  0.3185026E+00  0.7380337E+00  0.1241456E+01  0.1484662E+01  0.1913114E+01  0.2163976E+01  0.2299386E+01
 0.1529000E+01 -0.2839493E+01 -0.2136032E+01 -0.1611730E+01 -0.1245733E+01 -0.6851537E+00 -0.4445525E+00 -0.3532192E+00 -0.5580647E-01  0.3146809E+00  0.7381991E+00  0.1246332E+01  0.1489340E+01  0.1920356E+01  0.2170260E+01  0.2301843E+01
 0.1530000E+01 -0.2841648E+01 -0.2135531E+01 -0.1612561E+01 -0.1245978E+01 -0.6826002E+00 -0.4451439E+00 -0.3559051E+00 -0.6087711E-01  0.3108236E+00  0.7383499E+00  0.1251202E+01  0.1494003E+01  0.1927425E+01  0.2176500E+01  0.2304360E+01
 0.1531000E+01 -0.2843684E+01 -0.2135000E+01 -0.1613381E+01 -0.1246163E+01 -0.6803213E+00 -0.4458640E+00 -0.3585871E+00 -0.6604695E-01  0.3069313E+00  0.7384862E+00  0.1256071E+01  0.1498650E+01  0.1934335E+01  0.2182685E+01  0.2306929E+01
