 0.2000000E-02 -0.5424304E-01 -0.2641085E-01 -0.4457602E-03 -0.1256190E+00 -0.1582036E-01  0.2794330E-01 -0.1178625E-02 -0.3850186E-01 -0.1159824E+03  0.4983220E+00
 0.4000000E-02 -0.1061921E+00 -0.5278048E-01 -0.8915243E-03 -0.2498075E+00 -0.3145663E-01  0.5588257E-01 -0.2518565E-02 -0.7433521E-01  0.1782129E-01  0.1107691E+01
 0.6000000E-02 -0.1556621E+00 -0.7899998E-01 -0.1337364E-02 -0.3705048E+00 -0.4666291E-01  0.8380147E-01 -0.4243061E-02 -0.1111627E+00  0.6197100E-01  0.2152412E+01
 0.8000000E-02 -0.2072607E+00 -0.1048540E+00 -0.1783165E-02 -0.4859208E+00 -0.6101879E-01  0.1117048E+00 -0.6659084E-02 -0.1492191E+00  0.1077916E+00  0.5349866E+01
 0.1000000E-01 -0.2651589E+00 -0.1295644E+00 -0.2228816E-02 -0.5943376E+00 -0.7306801E-01  0.1394866E+00 -0.9996864E-02 -0.1854632E+00  0.1587266E+00  0.2047340E+03
 0.1200000E-01 -0.4127744E+00 -0.1366740E+00 -0.2673520E-02 -0.6519180E+00 -0.4321998E-05  0.1640159E+00 -0.1409285E-01 -0.2195827E+00  0.2312590E+00  0.2161739E-01
 0.1400000E-01 -0.4447543E+00 -0.1584371E+00 -0.3118866E-02 -0.7401733E+00 -0.1804147E-02  0.1913810E+00 -0.1761716E-01 -0.2511922E+00  0.2981177E+00  0.2548307E-01
 0.1600000E-01 -0.4712248E+00 -0.1801669E+00 -0.3564120E-02 -0.8207896E+00 -0.3431405E-02  0.2189034E+00 -0.2129976E-01 -0.2801275E+00  0.3638087E+00  0.2941041E-01
 0.1800000E-01 -0.4925779E+00 -0.2018635E+00 -0.4009267E-02 -0.8936985E+00 -0.4865392E-02  0.2466107E+00 -0.2517762E-01 -0.3062515E+00  0.4288305E+00  0.3340301E-01
 0.2000000E-01 -0.5093444E+00 -0.2235281E+00 -0.4454295E-02 -0.9590533E+00 -0.6086676E-02  0.2745302E+00 -0.2925008E-01 -0.3294629E+00  0.4933141E+00  0.3746516E-01
 0.2200000E-01 -0.5223862E+00 -0.2451628E+00 -0.4899193E-02 -0.1017184E+01 -0.7076770E-02  0.3026917E+00 -0.3350636E-01 -0.3495033E+00  0.5575723E+00  0.4160322E-01
 0.2400000E-01 -0.5371606E+00 -0.2667671E+00 -0.5343942E-02 -0.1068538E+01 -0.7828301E-02  0.3311067E+00 -0.3792191E-01 -0.3612893E+00  0.6218565E+00  0.4581163E-01
 0.2600000E-01 -0.5412200E+00 -0.2883542E+00 -0.5788519E-02 -0.1113587E+01 -0.8312766E-02  0.3598158E+00 -0.4247970E-01 -0.3781119E+00  0.6870624E+00  0.5010176E-01
 0.2800000E-01 -0.5421250E+00 -0.3099249E+00 -0.6232916E-02 -0.1152911E+01 -0.8524488E-02  0.3888392E+00 -0.4719117E-01 -0.3926138E+00  0.7526199E+00  0.5447247E-01
 0.3000000E-01 -0.5402772E+00 -0.3314869E+00 -0.6677123E-02 -0.1187063E+01 -0.8453013E-02  0.4182023E+00 -0.5207526E-01 -0.4049626E+00  0.8151818E+00  0.5892406E-01
 0.3200000E-01 -0.5360382E+00 -0.3530481E+00 -0.7121131E-02 -0.1216583E+01 -0.8088633E-02  0.4479299E+00 -0.5711359E-01 -0.4153359E+00  0.8739397E+00  0.6345731E-01
 0.3400000E-01 -0.5297297E+00 -0.3746180E+00 -0.7564927E-02 -0.1241982E+01 -0.7422294E-02  0.4780474E+00 -0.6229720E-01 -0.4239155E+00  0.9294699E+00  0.6807322E-01
 0.3600000E-01 -0.5216560E+00 -0.3962134E+00 -0.8008477E-02 -0.1263737E+01 -0.6447507E-02  0.5085857E+00 -0.6773332E-01 -0.4308971E+00  0.9822181E+00  0.7276954E-01
