 0.0000000E+00  0.1770599E-03  0.3635254E-02  0.5548334E-04  0.1763166E-01  0.2280166E-02  0.9570862E-03  0.3987292E-03  0.2442662E-02  0.1139811E-03  0.1851424E-03  0.1478355E-02  0.3182105E-01  0.1452182E-01  0.1118616E-01  0.1196930E-01  0.2560182E-03  0.1685314E-03  0.3550031E-03  0.6171595E-03  0.1282147E-02  0.3663699E+00  0.1129495E-01  0.5182126E+00  0.2959954E-01  0.6173192E-03  0.2469437E-01  0.1278115E-02  0.5490255E-01  0.1947581E-04  0.5616556E-03  0.8023738E-02  0.3923588E-03  0.1982336E-02  0.6143287E-03  0.1005299E-02  0.2109722E-01  0.2533757E-02  0.3987662E-02  0.2555467E-04  0.1337523E+00  0.2244732E-03  0.9954644E-03  0.1173242E-03  0.2622340E-01  0.7375365E-04  0.1258194E-03  0.2300516E-02  0.5988702E-03  0.3686095E-04  0.3080620E-02  0.3729875E-02  0.2889181E-02  0.4490448E-03  0.2354035E+00  0.4096293E-03  0.2882051E-03  0.5546448E-04  0.9925169E-04  0.1757742E-02  0.2295167E-03  0.9746295E-03  0.4156412E-02  0.4926899E-03  0.1484218E-04  0.1458554E-02  0.1246924E-01  0.6838341E-02  0.1286864E-01  0.2899032E-03  0.1177788E-01  0.1445258E-03  0.1076489E-02  0.2473539E-02  0.7251996E-04  0.2620833E-04  0.9451586E-02  0.2432327E-02  0.1492576E-02  0.2197488E-03  0.3030645E-04  0.3035503E-04  0.1145919E-03  0.1020878E+00  0.1997919E-02  0.1467378E-02  0.2411120E-02  0.4616544E-03  0.2042347E-02  0.3720948E-02  0.5213397E-03  0.8437219E-03  0.2982516E-02  0.3680353E-03  0.2218296E-03  0.3961641E-03  0.2874212E-03
 0.2000000E-02  0.1784057E-03  0.3651264E-02  0.6641147E-04  0.1769983E-01  0.2292562E-02  0.9720026E-03  0.3978993E-03  0.2455069E-02  0.1145808E-03  0.2026342E-03  0.1483596E-02  0.3194528E-01  0.1457530E-01  0.1122919E-01  0.1201663E-01  0.2516756E-03  0.1687798E-03  0.3663845E-03  0.6498642E-03  0.1287420E-02  0.3677861E+00  0.1134202E-01  0.5202168E+00  0.2974319E-01  0.6316750E-03  0.2479597E-01  0.1282030E-02  0.5511826E-01  0.1747776E-03  0.5647939E-03  0.8054700E-02  0.3952116E-03  0.2003241E-02  0.6169617E-03  0.1009487E-02  0.2120377E-01  0.2543721E-02  0.4017960E-02  0.2776336E-04  0.1342789E+00  0.2254692E-03  0.9994488E-03  0.1177421E-03  0.2631419E-01  0.7978831E-04  0.1285382E-03  0.2304474E-02  0.6010382E-03  0.3703216E-04  0.3093442E-02  0.3744443E-02  0.2900695E-02  0.4508556E-03  0.2363214E+00  0.4107925E-03  0.2940417E-03  0.5497252E-04  0.1043069E-03  0.1764602E-02  0.2289357E-03  0.9798722E-03  0.4176510E-02  0.4949608E-03  0.1936339E-04  0.1469346E-02  0.1251527E-01  0.6863439E-02  0.1291818E-01  0.2913900E-03  0.1182427E-01  0.1480114E-03  0.1081004E-02  0.2483619E-02  0.7432189E-04  0.2819865E-04  0.9486081E-02  0.2441925E-02  0.1501016E-02  0.2207989E-03  0.3047451E-04  0.3406885E-04  0.1309474E-03  0.1024804E+00  0.2017124E-02  0.1471308E-02  0.2419690E-02  0.4661465E-03  0.2051726E-02  0.3705769E-02  0.5230476E-03  0.8465058E-03  0.2993982E-02  0.3737501E-03  0.2286728E-03  0.3989429E-03  0.3015779E-03
 0.4000000E-02  0.1797265E-03  0.3656935E-02  0.8263395E-04  0.1769876E-01  0.2299951E-02  0.1014730E-02  0.3901793E-03  0.2460973E-02  0.1150737E-03  0.2291950E-03  0.1481608E-02  0.3194783E-01  0.1457014E-01  0.1122858E-01  0.1202082E-01  0.2401977E-03  0.1672565E-03  0.3884484E-03  0.7005604E-03  0.1288109E-02  0.3677850E+00  0.1134764E-01  0.5202195E+00  0.2979177E-01  0.6654228E-03  0.2480737E-01  0.1280018E-02  0.5512382E-01  0.2918572E-03  0.5666517E-03  0.8054615E-02  0.3976981E-03  0.2034627E-02  0.6188317E-03  0.1010328E-02  0.2124736E-01  0.2543654E-02  0.4015322E-02  0.3197782E-04  0.1342913E+00  0.2258027E-03  0.9987356E-03  0.1181338E-03  0.2629240E-01  0.8576778E-04  0.1323942E-03  0.2295227E-02  0.6007390E-03  0.3683418E-04  0.3096233E-02  0.3744004E-02  0.2901614E-02  0.4508244E-03  0.2363279E+00  0.4096913E-03  0.3035008E-03  0.5347440E-04  0.1141722E-03  0.1765134E-02  0.2257331E-03  0.9829780E-03  0.4185707E-02  0.4954693E-03  0.2623202E-04  0.1478536E-02  0.1250278E-01  0.6860262E-02  0.1291762E-01  0.2918445E-03  0.1182692E-01  0.1545031E-03  0.1081803E-02  0.2485209E-02  0.7766207E-04  0.3226164E-04  0.9478839E-02  0.2441894E-02  0.1506237E-02  0.2211584E-03  0.3047701E-04  0.3782803E-04  0.1565586E-03  0.1024755E+00  0.2033760E-02  0.1467238E-02  0.2417425E-02  0.4776229E-03  0.2056150E-02  0.3644788E-02  0.5229385E-03  0.8448582E-03  0.2994056E-02  0.3838897E-03  0.2423675E-03  0.4014390E-03  0.3283592E-03
 0.6000000E-02  0.1803350E-03  0.3665800E-02  0.1019457E-03  0.1769616E-01  0.2304129E-02  0.1073419E-02  0.3745049E-03  0.2464934E-02  0.1159563E-03  0.2649964E-03  0.1477117E-02  0.3195107E-01  0.1456748E-01  0.1122737E-01  0.1202384E-01  0.2329247E-03  0.1656662E-03  0.4028069E-03  0.7708628E-03  0.1289414E-02  0.3677840E+00  0.1135436E-01  0.5202235E+00  0.2986379E-01  0.7096862E-03  0.2482381E-01  0.1279223E-02  0.5513367E-01  0.4114960E-03  0.5678573E-03  0.8054420E-02  0.4019694E-03  0.2075003E-02  0.6218426E-03  0.1012040E-02  0.2130978E-01  0.2543053E-02  0.4021724E-02  0.3897870E-04  0.1343082E+00  0.2264115E-03  0.9973993E-03  0.1187798E-03  0.2628051E-01  0.8695925E-04  0.1369740E-03  0.2290427E-02  0.6006195E-03  0.3619663E-04  0.3101027E-02  0.3742578E-02  0.2902976E-02  0.4501723E-03  0.2363383E+00  0.4083543E-03  0.3089486E-03  0.5260260E-04  0.1204178E-03  0.1766677E-02  0.2236840E-03  0.9873058E-03  0.4194267E-02  0.4966591E-03  0.3497668E-04  0.1494633E-02  0.1248894E-01  0.6856785E-02  0.1291657E-01  0.2926533E-03  0.1183163E-01  0.1587616E-03  0.1082755E-02  0.2488439E-02  0.7986179E-04  0.3486300E-04  0.9464244E-02  0.2441673E-02  0.1509950E-02  0.2217152E-03  0.3047513E-04  0.3849219E-04  0.1889132E-03  0.1024736E+00  0.2061400E-02  0.1464783E-02  0.2413547E-02  0.4933935E-03  0.2065081E-02  0.3607892E-02  0.5234567E-03  0.8409914E-03  0.2994889E-02  0.3969222E-03  0.2617397E-03  0.4028096E-03  0.3445556E-03
 0.8000000E-02  0.1799156E-03  0.3677365E-02  0.1221217E-03  0.1768977E-01  0.2304562E-02  0.1116582E-02  0.3383752E-03  0.2466951E-02  0.1174986E-03  0.3094313E-03  0.1466366E-02  0.3195361E-01  0.1456711E-01  0.1122417E-01  0.1202138E-01  0.2305725E-03  0.1651862E-03  0.4076055E-03  0.8559962E-03  0.1291340E-02  0.3677831E+00  0.1135985E-01  0.5202267E+00  0.2996093E-01  0.7460089E-03  0.2484465E-01  0.1279729E-02  0.5514821E-01  0.5318923E-03  0.5681688E-03  0.8053821E-02  0.4084373E-03  0.2112425E-02  0.6245508E-03  0.1015933E-02  0.2138636E-01  0.2542230E-02  0.4075899E-02  0.5469489E-04  0.1343290E+00  0.2275707E-03  0.9954095E-03  0.1189772E-03  0.2627965E-01  0.8892597E-04  0.1424112E-03  0.2289591E-02  0.6007542E-03  0.3407944E-04  0.3108490E-02  0.3738408E-02  0.2904757E-02  0.4481603E-03  0.2363569E+00  0.4092121E-03  0.3103145E-03  0.5242830E-04  0.1225923E-03  0.1769130E-02  0.2229474E-03  0.9919526E-03  0.4200734E-02  0.4990243E-03  0.4572384E-04  0.1517746E-02  0.1248781E-01  0.6852943E-02  0.1291486E-01  0.2959374E-03  0.1183825E-01  0.1602013E-03  0.1083890E-02  0.2495645E-02  0.8065137E-04  0.3574503E-04  0.9432835E-02  0.2442143E-02  0.1512458E-02  0.2225754E-03  0.3066424E-04  0.3991894E-04  0.2240493E-03  0.1024746E+00  0.2102807E-02  0.1464531E-02  0.2407345E-02  0.5044482E-03  0.2085617E-02  0.3596788E-02  0.5241404E-03  0.8302719E-03  0.2996201E-02  0.4085735E-03  0.2834269E-03  0.4027568E-03  0.3495833E-03
 0.1000000E-01  0.1764498E-03  0.3688648E-02  0.1438633E-03  0.1765625E-01  0.2304369E-02  0.1152774E-02  0.4507572E-04  0.2467968E-02  0.9940389E-04  0.3571519E-03  0.1409623E-02  0.3195748E-01  0.1456668E-01  0.1124627E-01  0.1201600E-01  0.2281602E-03  0.1654419E-03  0.4126904E-03  0.9508259E-03  0.1293596E-02  0.3677773E+00  0.1136423E-01  0.5202330E+00  0.3008166E-01  0.7807224E-03  0.2486028E-01  0.1280509E-02  0.5516818E-01  0.6526138E-03  0.5655821E-03  0.8079529E-02  0.4220241E-03  0.2151929E-02  0.6265337E-03  0.1027239E-02  0.2147858E-01  0.2541207E-02  0.4162636E-02  0.6760002E-04  0.1343578E+00  0.2374636E-03  0.9939420E-03  0.1188831E-03  0.2627988E-01  0.9120436E-04  0.1491935E-03  0.2288923E-02  0.6010218E-03  0.1697723E-04  0.3255073E-02  0.3714429E-02  0.2903720E-02  0.4371682E-03  0.2363807E+00  0.4099353E-03  0.3116211E-03  0.5214457E-04  0.1248732E-03  0.1772259E-02  0.2215392E-03  0.9969034E-03  0.4207756E-02  0.5023948E-03  0.5544689E-04  0.1550251E-02  0.1249446E-01  0.6847995E-02  0.1291878E-01  0.2985501E-03  0.1186132E-01  0.1617525E-03  0.1085446E-02  0.2531236E-02  0.8143283E-04  0.3656179E-04  0.9296447E-02  0.2574960E-02  0.1515548E-02  0.2126065E-03  0.3099631E-04  0.4116723E-04  0.2610686E-03  0.1024760E+00  0.2154654E-02  0.1464023E-02  0.2455053E-02  0.5132410E-03  0.2103285E-02  0.3585758E-02  0.5250060E-03  0.8349158E-03  0.2997470E-02  0.4206651E-03  0.3067249E-03  0.4000832E-03  0.3546221E-03
 0.1200000E-01  0.1734834E-03  0.3698748E-02  0.1673500E-03  0.1762729E-01  0.2303849E-02  0.1191921E-02  0.3340244E-03  0.2469335E-02  0.8155499E-04  0.4059954E-03  0.1360927E-02  0.3196180E-01  0.1456661E-01  0.1127227E-01  0.1200868E-01  0.2257327E-03  0.1660471E-03  0.4178581E-03  0.1052484E-02  0.1296104E-02  0.3677723E+00  0.1136826E-01  0.5202401E+00  0.3022619E-01  0.8189272E-03  0.2488265E-01  0.1281651E-02  0.5519194E-01  0.7738284E-03  0.5635144E-03  0.8106132E-02  0.4356224E-03  0.2196377E-02  0.6279476E-03  0.1034836E-02  0.2158733E-01  0.2539801E-02  0.4268261E-02  0.7127998E-04  0.1343915E+00  0.2471933E-03  0.9945940E-03  0.1186775E-03  0.2628144E-01  0.9358662E-04  0.1571788E-03  0.2288578E-02  0.6013889E-03  0.4986208E-04  0.3404016E-02  0.3693836E-02  0.2903222E-02  0.4277025E-03  0.2364095E+00  0.4085075E-03  0.3128262E-03  0.5190918E-04  0.1271909E-03  0.1776036E-02  0.2202222E-03  0.1004911E-02  0.4215792E-02  0.5066430E-03  0.6281127E-04  0.1587402E-02  0.1250464E-01  0.6842102E-02  0.1292229E-01  0.2982844E-03  0.1188745E-01  0.1633344E-03  0.1087283E-02  0.2561563E-02  0.8225593E-04  0.3741592E-04  0.9179465E-02  0.2704613E-02  0.1519273E-02  0.2029588E-03  0.3142238E-04  0.4179871E-04  0.2996103E-03  0.1024780E+00  0.2215594E-02  0.1463707E-02  0.2503835E-02  0.5227015E-03  0.2109685E-02  0.3575152E-02  0.5261153E-03  0.8526176E-03  0.2998778E-02  0.4343726E-03  0.3317677E-03  0.3977826E-03  0.3595264E-03
 0.1400000E-01  0.1737725E-03  0.3710537E-02  0.1914204E-03  0.1762734E-01  0.2303381E-02  0.1234715E-02  0.3355525E-03  0.2472320E-02  0.8422906E-04  0.4577280E-03  0.1361727E-02  0.3196517E-01  0.1456718E-01  0.1127572E-01  0.1199925E-01  0.2233234E-03  0.1670428E-03  0.4230269E-03  0.1159332E-02  0.1298808E-02  0.3677732E+00  0.1137273E-01  0.5202456E+00  0.3039504E-01  0.8604083E-03  0.2492197E-01  0.1283247E-02  0.5521798E-01  0.8955612E-03  0.5647503E-03  0.8107216E-02  0.4440203E-03  0.2245590E-02  0.6294858E-03  0.1032888E-02  0.2171225E-01  0.2537968E-02  0.4390416E-02  0.7475789E-04  0.1344261E+00  0.2483779E-03  0.9965859E-03  0.1183390E-03  0.2628463E-01  0.9622135E-04  0.1662620E-03  0.2288705E-02  0.6018158E-03  0.4876111E-04  0.3418891E-02  0.3694621E-02  0.2906536E-02  0.4278699E-03  0.2364445E+00  0.4072559E-03  0.3139691E-03  0.5185369E-04  0.1295191E-03  0.1780413E-02  0.2196240E-03  0.1016217E-02  0.4224999E-02  0.5119009E-03  0.7048918E-04  0.1625296E-02  0.1251805E-01  0.6835416E-02  0.1291944E-01  0.2976604E-03  0.1190217E-01  0.1649093E-03  0.1089292E-02  0.2561271E-02  0.8317526E-04  0.3840212E-04  0.9174480E-02  0.2699676E-02  0.1523821E-02  0.2045694E-03  0.3194706E-04  0.4247586E-04  0.3392082E-03  0.1024807E+00  0.2284839E-02  0.1464024E-02  0.2498006E-02  0.5332443E-03  0.2116857E-02  0.3565019E-02  0.5274472E-03  0.8634016E-03  0.3000161E-02  0.4494383E-03  0.3597182E-03  0.3982494E-03  0.3642793E-03
 0.1600000E-01  0.1740599E-03  0.3723700E-02  0.2158569E-03  0.1762764E-01  0.2302654E-02  0.1281920E-02  0.3373568E-03  0.2475591E-02  0.8730725E-04  0.5122064E-03  0.1362615E-02  0.3196896E-01  0.1456847E-01  0.1127999E-01  0.1198806E-01  0.2209961E-03  0.1685759E-03  0.4282057E-03  0.1269818E-02  0.1301724E-02  0.3677745E+00  0.1137744E-01  0.5202521E+00  0.3058682E-01  0.9049977E-03  0.2496697E-01  0.1285412E-02  0.5524780E-01  0.1017790E-02  0.5660992E-03  0.8108600E-02  0.4534631E-03  0.2299438E-02  0.6311066E-03  0.1030910E-02  0.2185326E-01  0.2535804E-02  0.4527128E-02  0.7828762E-04  0.1344651E+00  0.2494782E-03  0.9992656E-03  0.1178116E-03  0.2628936E-01  0.9920206E-04  0.1762939E-03  0.2289159E-02  0.6022063E-03  0.4758060E-04  0.3435806E-02  0.3695740E-02  0.2910312E-02  0.4280596E-03  0.2364847E+00  0.4060499E-03  0.3150889E-03  0.5184076E-04  0.1318238E-03  0.1785343E-02  0.2190714E-03  0.1028875E-02  0.4235311E-02  0.5184809E-03  0.7844355E-04  0.1667666E-02  0.1253440E-01  0.6827979E-02  0.1291644E-01  0.2969242E-03  0.1191919E-01  0.1665056E-03  0.1091621E-02  0.2561249E-02  0.8411721E-04  0.3938953E-04  0.9169125E-02  0.2694748E-02  0.1529471E-02  0.2063469E-03  0.3258218E-04  0.4324537E-04  0.3795878E-03  0.1024840E+00  0.2361818E-02  0.1464592E-02  0.2491565E-02  0.5454158E-03  0.2124654E-02  0.3555317E-02  0.5289658E-03  0.8756646E-03  0.3001643E-02  0.4658268E-03  0.3905974E-03  0.3987075E-03  0.3687720E-03
 0.1800000E-01  0.1743473E-03  0.3738207E-02  0.2405823E-03  0.1762822E-01  0.2301814E-02  0.1335678E-02  0.3394249E-03  0.2479187E-02  0.9078783E-04  0.5696346E-03  0.1363587E-02  0.3197318E-01  0.1457089E-01  0.1128514E-01  0.1197519E-01  0.2187767E-03  0.1711131E-03  0.4334116E-03  0.1382936E-02  0.1304780E-02  0.3677763E+00  0.1138239E-01  0.5202596E+00  0.3080110E-01  0.9527369E-03  0.2501763E-01  0.1288453E-02  0.5528129E-01  0.1140477E-02  0.5675673E-03  0.8110326E-02  0.4638851E-03  0.2357654E-02  0.6328026E-03  0.1028907E-02  0.2201004E-01  0.2533388E-02  0.4677030E-02  0.8189564E-04  0.1345086E+00  0.2504907E-03  0.1002659E-02  0.1169061E-03  0.2629578E-01  0.1025454E-03  0.1871586E-03  0.2289942E-02  0.6023852E-03  0.4638955E-04  0.3454645E-02  0.3697201E-02  0.2914546E-02  0.4282732E-03  0.2365299E+00  0.4049373E-03  0.3163177E-03  0.5187177E-04  0.1340695E-03  0.1790755E-02  0.2185778E-03  0.1042748E-02  0.4246836E-02  0.5273732E-03  0.8669426E-04  0.1714157E-02  0.1255372E-01  0.6819942E-02  0.1291340E-01  0.2960981E-03  0.1193853E-01  0.1681431E-03  0.1094234E-02  0.2561517E-02  0.8508623E-04  0.4037157E-04  0.9163450E-02  0.2689853E-02  0.1536935E-02  0.2082844E-03  0.3337472E-04  0.4412072E-04  0.4206166E-03  0.1024882E+00  0.2446634E-02  0.1465460E-02  0.2484582E-02  0.5607326E-03  0.2133118E-02  0.3545754E-02  0.5305856E-03  0.8893237E-03  0.3003284E-02  0.4838032E-03  0.4246234E-03  0.3991667E-03  0.3729510E-03
