 0.1550000E+01  0.1028480E+00  0.7745746E-01  0.8748805E-01  0.8450012E-01  0.2402778E-01  0.2722794E-01  0.1158967E+00  0.1892483E+00  0.7173297E-01  0.1287153E+00  0.8397641E-01  0.1791981E+00  0.3840387E+00  0.3446810E+00  0.2982940E+00  0.4625546E+00  0.2825327E+00  0.2006908E+00  0.3856634E-01  0.1227986E+00  0.4458925E-01  0.2021302E+00  0.9396806E-01  0.1411714E+00  0.2173911E+00  0.2133504E+00  0.2712069E+00  0.3243315E+00  0.2852088E+00  0.2796576E+00  0.3877551E+00  0.4816207E+00  0.4900798E+00  0.4047170E+00  0.3482504E+00  0.4038831E+00  0.4794462E+00  0.4894355E+00  0.4210537E+00  0.2948495E+00  0.1693397E+00  0.7490302E-01  0.1730093E-01
 0.1551000E+01  0.1031604E+00  0.7868978E-01  0.8947414E-01  0.8309832E-01  0.2306136E-01  0.2850347E-01  0.1146555E+00  0.1904895E+00  0.7446152E-01  0.1265840E+00  0.8324161E-01  0.1865586E+00  0.3867968E+00  0.3399022E+00  0.3013245E+00  0.4634558E+00  0.2813452E+00  0.1989137E+00  0.3931187E-01  0.1228516E+00  0.4770490E-01  0.2007351E+00  0.9880975E-01  0.1348658E+00  0.2166550E+00  0.2151079E+00  0.2678072E+00  0.3203032E+00  0.2859516E+00  0.2772415E+00  0.3812057E+00  0.4810336E+00  0.4960015E+00  0.4113255E+00  0.3479511E+00  0.3977244E+00  0.4756733E+00  0.4907378E+00  0.4268555E+00  0.3023985E+00  0.1756753E+00  0.7856584E-01  0.1832133E-01
 0.1552000E+01  0.1032998E+00  0.7930529E-01  0.9047302E-01  0.8243376E-01  0.2272652E-01  0.2913940E-01  0.1140502E+00  0.1910899E+00  0.7583927E-01  0.1255170E+00  0.8294743E-01  0.1902340E+00  0.3881254E+00  0.3374624E+00  0.3029119E+00  0.4638409E+00  0.2807297E+00  0.1979849E+00  0.3993890E-01  0.1228847E+00  0.4954242E-01  0.2000875E+00  0.1012393E+00  0.1317757E+00  0.2162304E+00  0.2159280E+00  0.2662245E+00  0.3183824E+00  0.2863834E+00  0.2763733E+00  0.3783286E+00  0.4806650E+00  0.4988898E+00  0.4146818E+00  0.3479728E+00  0.3947123E+00  0.4738295E+00  0.4914619E+00  0.4298336E+00  0.3062409E+00  0.1788895E+00  0.8042333E-01  0.1884474E-01
 0.1553000E+01  0.1034365E+00  0.7991450E-01  0.9148740E-01  0.8181982E-01  0.2246609E-01  0.2976782E-01  0.1133264E+00  0.1915353E+00  0.7711941E-01  0.1244128E+00  0.8281920E-01  0.1939565E+00  0.3892078E+00  0.3348641E+00  0.3047775E+00  0.4641674E+00  0.2801649E+00  0.1969333E+00  0.4092937E-01  0.1226344E+00  0.5125551E-01  0.1990319E+00  0.1034033E+00  0.1287730E+00  0.2156458E+00  0.2166578E+00  0.2645404E+00  0.3163574E+00  0.2868939E+00  0.2757850E+00  0.3751630E+00  0.4799377E+00  0.5013261E+00  0.4178550E+00  0.3481892E+00  0.3917277E+00  0.4716863E+00  0.4917539E+00  0.4324538E+00  0.3099095E+00  0.1820843E+00  0.8232011E-01  0.1938773E-01
 0.1554000E+01  0.1035607E+00  0.8052588E-01  0.9249768E-01  0.8121889E-01  0.2232057E-01  0.3039818E-01  0.1126849E+00  0.1920451E+00  0.7845601E-01  0.1233410E+00  0.8270378E-01  0.1976398E+00  0.3903675E+00  0.3323194E+00  0.3065848E+00  0.4644706E+00  0.2795592E+00  0.1959180E+00  0.4194509E-01  0.1225312E+00  0.5323855E-01  0.1982407E+00  0.1056915E+00  0.1258230E+00  0.2151138E+00  0.2173888E+00  0.2630172E+00  0.3144599E+00  0.2874371E+00  0.2753788E+00  0.3725205E+00  0.4793749E+00  0.5039511E+00  0.4211631E+00  0.3484716E+00  0.3888215E+00  0.4697568E+00  0.4923419E+00  0.4353245E+00  0.3137217E+00  0.1853264E+00  0.8421936E-01  0.1993317E-01
 0.1555000E+01  0.1036824E+00  0.8113129E-01  0.9352091E-01  0.8066514E-01  0.2224243E-01  0.3102892E-01  0.1119307E+00  0.1924107E+00  0.7970687E-01  0.1222233E+00  0.8275359E-01  0.2013867E+00  0.3912936E+00  0.3296070E+00  0.3086672E+00  0.4647203E+00  0.2790043E+00  0.1947776E+00  0.4329231E-01  0.1221613E+00  0.5513151E-01  0.1970449E+00  0.1077493E+00  0.1229433E+00  0.2143976E+00  0.2180089E+00  0.2614131E+00  0.3125209E+00  0.2880560E+00  0.2751646E+00  0.3695537E+00  0.4784044E+00  0.5061207E+00  0.4243155E+00  0.3489672E+00  0.3859414E+00  0.4675289E+00  0.4925228E+00  0.4378793E+00  0.3174031E+00  0.1885792E+00  0.8617165E-01  0.2050248E-01
 0.1556000E+01  0.1037901E+00  0.8173490E-01  0.9453452E-01  0.8012346E-01  0.2227801E-01  0.3165615E-01  0.1112583E+00  0.1928337E+00  0.8099931E-01  0.1211530E+00  0.8283542E-01  0.2050686E+00  0.3922790E+00  0.3269639E+00  0.3106885E+00  0.4649384E+00  0.2784035E+00  0.1936814E+00  0.4462317E-01  0.1219201E+00  0.5720590E-01  0.1961087E+00  0.1098890E+00  0.1201546E+00  0.2137658E+00  0.2186459E+00  0.2599403E+00  0.3106472E+00  0.2887157E+00  0.2751600E+00  0.3671039E+00  0.4776592E+00  0.5084910E+00  0.4275642E+00  0.3494986E+00  0.3831497E+00  0.4655144E+00  0.4929711E+00  0.4406381E+00  0.3211821E+00  0.1918484E+00  0.8811277E-01  0.2107054E-01
 0.1557000E+01  0.1038955E+00  0.8233275E-01  0.9555804E-01  0.7962445E-01  0.2236904E-01  0.3229091E-01  0.1104810E+00  0.1931249E+00  0.8221959E-01  0.1200297E+00  0.8308048E-01  0.2088299E+00  0.3930458E+00  0.3241462E+00  0.3129803E+00  0.4651078E+00  0.2778536E+00  0.1924602E+00  0.4625167E-01  0.1214378E+00  0.5923989E-01  0.1947841E+00  0.1118430E+00  0.1174186E+00  0.2129306E+00  0.2191581E+00  0.2584067E+00  0.3087863E+00  0.2894350E+00  0.2752609E+00  0.3642972E+00  0.4764700E+00  0.5104139E+00  0.4306876E+00  0.3502568E+00  0.3803819E+00  0.4632080E+00  0.4930450E+00  0.4431292E+00  0.3248757E+00  0.1951583E+00  0.9011988E-01  0.2166637E-01
 0.1558000E+01  0.1039856E+00  0.8292471E-01  0.9656587E-01  0.7913579E-01  0.2256848E-01  0.3291666E-01  0.1097828E+00  0.1934650E+00  0.8346563E-01  0.1189682E+00  0.8337633E-01  0.2125015E+00  0.3938516E+00  0.3214124E+00  0.3152084E+00  0.4652375E+00  0.2772533E+00  0.1912891E+00  0.4782474E-01  0.1210580E+00  0.6136396E-01  0.1937024E+00  0.1138291E+00  0.1148136E+00  0.2122074E+00  0.2196987E+00  0.2569745E+00  0.3069343E+00  0.2902155E+00  0.2756089E+00  0.3620067E+00  0.4755548E+00  0.5125391E+00  0.4338676E+00  0.3510242E+00  0.3777131E+00  0.4611093E+00  0.4933504E+00  0.4457722E+00  0.3286190E+00  0.1984542E+00  0.9210305E-01  0.2225764E-01
 0.1559000E+01  0.1040733E+00  0.8351099E-01  0.9758019E-01  0.7868432E-01  0.2280811E-01  0.3355616E-01  0.1089890E+00  0.1936867E+00  0.8465422E-01  0.1178487E+00  0.8383182E-01  0.2162670E+00  0.3944560E+00  0.3184997E+00  0.3177005E+00  0.4653228E+00  0.2767038E+00  0.1899957E+00  0.4966394E-01  0.1204703E+00  0.6350589E-01  0.1922602E+00  0.1156813E+00  0.1122436E+00  0.2112667E+00  0.2201067E+00  0.2555009E+00  0.3051406E+00  0.2910278E+00  0.2759793E+00  0.3593318E+00  0.4741710E+00  0.5142343E+00  0.4369549E+00  0.3520274E+00  0.3750657E+00  0.4587310E+00  0.4933213E+00  0.4482003E+00  0.3323235E+00  0.2018197E+00  0.9416405E-01  0.2288011E-01
