 0.002  -2.6729901719961906  -1.7867481299039825  -1.8005392198600716  -2.525393068502721  -3.026431744667658  -2.1421100150297927  -2.6908047305907807  -1.9321455793150286  -2.5293052728723966  -2.574635726019267 
 0.004  -2.672981913334404  -1.7867491033565184  -1.8005400496487853  -2.525386347381774  -3.026419804152777  -2.142107286625056  -2.6907962863521053  -1.9321450381408471  -2.529298510997439  -2.5746284919302798 
 0.006  -2.672968149106438  -1.7867507256625466  -1.8005414325201392  -2.525375145668045  -3.0263999036318854  -2.142102739298561  -2.6907822128358205  -1.9321441361220386  -2.529287241361785  -2.574616435287775 
 0.008  -2.6729488796248  -1.7867529966497653  -1.8005433683093766  -2.5253594635933005  -3.026372043610839  -2.142096373072405  -2.6907625103641797  -1.9321428731658403  -2.5292714641993417  -2.574599556350458 
 0.01  -2.6729241053269868  -1.7867559160769462  -1.8005458567858303  -2.525339301482001  -3.026336224797814  -2.1420881879775107  -2.6907371793883224  -1.9321412491423748  -2.5292511798375656  -2.5745778554805 
 0.012  -2.6728938267754665  -1.7867594836339253  -1.800548897652916  -2.5253146597512837  -3.026292448103294  -2.1420781840536196  -2.6907062204882584  -1.9321392638846437  -2.529226388697446  -2.574551333143526 
 0.014  -2.67285804465766  -1.7867636989415958  -1.8005524905481227  -2.525285538910947  -3.02624071464004  -2.142066361349277  -2.6906696343728465  -1.9321369171885148  -2.52919709129349  -2.574519989908594 
 0.016  -2.6728167597859156  -1.7867685615518951  -1.8005566350430025  -2.525251939563427  -3.026181025723065  -2.1420527199218147  -2.690627421879771  -1.9321342088127098  -2.529163288233697  -2.5744838264481733 
 0.018000000000000002  -2.67276997309748  -1.7867740709477933  -1.8005613306431552  -2.5252138624037714  -3.0261133828695943  -2.1420372598373327  -2.690579583975512  -1.932131138478788  -2.5291249802195344  -2.5744428435381157 
 0.020000000000000004  -2.6727176856544665  -1.7867802265432768  -1.8005665767882144  -2.52517130821961  -3.0260377877990283  -2.142019981170678  -2.690526121755311  -1.9321277058711286  -2.5290821680459077  -2.5743970420576265 
 0.022000000000000006  -2.6726598986438153  -1.786787027683332  -1.8005723728518297  -2.52512427789112  -3.0259542424328965  -2.1420008840054146  -2.690467036443134  -1.9321239106369101  -2.529034852601124  -2.5743464229892274 
 0.024000000000000007  -2.672596613377251  -1.786794473643925  -1.8005787181416464  -2.5250727723909847  -3.025862748894804  -2.1419799684338012  -2.6904023293916275  -1.932119752386087  -2.5289830348668554  -2.5742909874187174 
 0.02600000000000001  -2.6725278312912395  -1.7868025636319818  -1.800585611899285  -2.5250167927843563  -3.025763309510377  -2.1419572345567546  -2.690332002082074  -1.9321152306913647  -2.528926715918095  -2.5742307365351285 
 0.02800000000000001  -2.672453553946933  -1.7868112967853635  -1.8005930533003163  -2.5249563402288056  -3.0256559268071976  -2.141932682483818  -2.690256056124336  -1.9321103450881711  -2.5288658969231106  -2.5741656716306776 
 0.030000000000000013  -2.672373783030116  -1.7868206721728428  -1.8006010414542368  -2.524891415974273  -3.0255406035147407  -2.141906312333124  -2.6901744932568032  -1.9321050950746272  -2.528800579143396  -2.574095794100716 
 0.032000000000000015  -2.6722885203511457  -1.786830688794074  -1.8006095754044398  -2.524822021363014  -3.025417342564297  -2.1418781242313503  -2.6900873153463314  -1.9320994801115137  -2.5287307639336127  -2.5740211054436712 
 0.034000000000000016  -2.6721977678448865  -1.7868413455795662  -1.8006186541281854  -2.5247481578295394  -3.025286147088896  -2.1418481183136815  -2.689994524388177  -1.9320934996222356  -2.5286564527415356  -2.5739416072609864 
 0.03600000000000002  -2.6721015275706423  -1.7868526413906505  -1.8006282765365698  -2.5246698269005554  -3.0251470204232245  -2.14181629472376  -2.6898961225059272  -1.932087152992786  -2.528577647107987  -2.5738573012570582 
 0.03800000000000002  -2.671999801712085  -1.7868645750194472  -1.8006384414744896  -2.524587030194894  -3.0249999661035343  -2.1417826536136366  -2.6897921119514274  -1.9320804395717048  -2.5284943486667713  -2.5737681892391646 
 0.04000000000000002  -2.6718925925771733  -1.786877145188829  -1.8006491477206068  -2.5244997694234454  -3.0248449878675503  -2.141747195143718  -2.6896824951047016  -1.9320733586700367  -2.528406559144603  -2.5736742731173963 
 0.04200000000000002  -2.671779902598074  -1.786890350552385  -1.80066039398731  -2.524408046389082  -3.0246820896543714  -2.1417099194827123  -2.6895672744738706  -1.9320659095612869  -2.5283142803610357  -2.573575554904575 
 0.044000000000000025  -2.671661734331074  -1.78690418969438  -1.8006721789206739  -2.524311862986579  -3.0245112756043637  -2.14167082680757  -2.689446452695063  -1.9320580914813723  -2.528217514228378  -2.573472036716176 
 0.04600000000000003  -2.67153809045649  -1.7869186611297136  -1.8006845011004171  -2.524211221202534  -3.024332550059052  -2.141629917303424  -2.6893200325323265  -1.9320499036285739  -2.528116262751616  -2.573363720770242 
 0.04800000000000003  -2.6714089737785742  -1.786933763303876  -1.8006973590398583  -2.5241061231152795  -3.024145917561003  -2.141587191163524  -2.68918801687753  -1.9320413451634826  -2.5280105280283225  -2.573250609387293 
 0.05000000000000003  -2.671274387225415  -1.7869494945929016  -1.8007107511858678  -2.5239965708947922  -3.0239513828537063  -2.1415426485891698  -2.689050408750263  -1.9320324152089468  -2.527900312248569  -2.573132704990234 
 0.05200000000000003  -2.671134333848833  -1.7869658533033226  -1.8007246759188202  -2.5238825668026  -3.023748950881447  -2.14149628978964  -2.6889072112977326  -1.932023112850013  -2.527785617694831  -2.5730100101042566 
