 0.002  (0.9999956072504994+8.973776015305557e-05j)  (1.211061070855916e-05+0.00012371113512284638j)  (-3.247447861030437e-05-0.00028695683658397185j)  (5.9155413159341895e-05+0.002089358799829022j)  (-7.328245786246216e-05-0.000875173901589861j)  (6.026605530649156e-05+0.0004904926524317462j)  (-2.983949929513942e-05-3.6852515321833537e-07j)  (-1.948737687606328e-05-0.000503345615945448j)  (5.092862765497756e-05+0.000666347044403706j)  (-4.213072663284243e-05-0.00041000742230510933j)  (-7.359193475357426e-07-0.0001377173918392417j)  (4.2599264045360646e-05+0.0005853908300497832j)  (-4.3561540357011616e-05-0.0004813724626251026j)  (9.333928738992922e-07-9.955509011192059e-05j)  (4.130533239760474e-05+0.0005268738568044212j)  (-3.856542152503946e-05-0.0003734296672039894j)  (-4.9127016848062485e-06-0.00012530818823469086j)  (4.1588616079146034e-05+0.00044378459583590624j)  (-3.1733583541482905e-05-0.000297433123190471j)  (-1.4216770782218544e-05-0.00016084080803501364j)  (4.40519347452702e-05+0.00044765602804370364j)  (-2.0959095770029162e-05-0.00020732357599448752j)  (-2.852563610487927e-05-0.00029521796364272455j)  (4.217092243657507e-05+0.0004212337371247228j)  (-1.9545644071981325e-06-8.195466977044637e-06j)  (-3.99195498358553e-05-0.00039204853373647113j)  (2.9507622507671588e-05+0.0002726532236377225j)  (1.8284573409656247e-05+0.00017635503024731404j)  (-4.1190033009561695e-05-0.00037524401116046437j)  (1.0490928263428583e-05+9.6009717894915e-05j)  (2.9537760710215555e-05+0.0002953932152505532j)  (-1.633318112789114e-05-0.00030040127866680534j) 
 0.004  (0.9999912154565032+0.000135121876807695j)  (2.4217950491000308e-05+0.00018369247351941154j)  (-6.494101663398881e-05-0.0004259197631386008j)  (0.00011829737744255088+0.003125935811201454j)  (-0.0001465466234112941-0.001302104353879737j)  (0.00012051488833585891+0.0007257248178602575j)  (-5.966926173744068e-05+4.420723708261454e-06j)  (-3.897268304513089e-05-0.0007523764654657726j)  (0.00010184566739322296+0.0009912197902712686j)  (-8.42490954993271e-05-0.0006074947537101432j)  (-1.4754275024894702e-06-0.00020721594298450617j)  (8.51908781777233e-05+0.0008714178129647409j)  (-8.711146722539403e-05-0.0007144338944195029j)  (1.862038844040443e-06-0.00015037959373766154j)  (8.260428306219117e-05+0.0007838082182870061j)  (-7.712005111120937e-05-0.0005530888454756736j)  (-9.82936393110553e-06-0.00018792392477551525j)  (8.317032627127774e-05+0.0006586717130621044j)  (-6.345720776684877e-05-0.0004401634096182742j)  (-2.843535417777922e-05-0.000239257169427593j)  (8.809570103434501e-05+0.0006638070243261391j)  (-4.190976839031627e-05-0.00030694197031173225j)  (-5.7050075359573275e-05-0.00043816320042583206j)  (8.433271155928393e-05+0.0006243177125189747j)  (-3.9032419762745445e-06-1.1509129569815819e-05j)  (-7.983462494817811e-05-0.0005811406734481839j)  (5.9006120645749234e-05+0.00040336385293740474j)  (3.6571409751347584e-05+0.0002615660715137267j)  (-8.237267394708402e-05-0.0005555816435668705j)  (2.09744264125825e-05+0.00014323525824151942j)  (5.907176533226621e-05+0.0004375358426212668j)  (-3.2659100936138733e-05-0.00044730930041295445j) 
 0.006  (0.9999825119120518+0.00018052085093022533j)  (4.813705825535794e-05+0.00024364864378112808j)  (-0.0001291599957925507-0.0005648301597691889j)  (0.00023530915436601702+0.004162394613359358j)  (-0.000291366910969572-0.0017289439232390713j)  (0.00023937463481593386+0.000960902252486886j)  (-0.00011847325448996104+9.226344587815699e-06j)  (-7.756761947853491e-05-0.0010013896058160903j)  (0.00020236887192824708+0.0013160510863874525j)  (-0.00016725001268882728-0.0008049415585921384j)  (-3.0992622162787707e-06-0.00027672461995368594j)  (0.00016931477511302972+0.001157417929749824j)  (-0.00017294831231390466-0.000947456512093359j)  (3.4947087614772866e-06-0.00020122074637246145j)  (0.00016416324203859652+0.0010407235218510419j)  (-0.00015303151631200108-0.0007327122136679457j)  (-1.971331912318738e-05-0.000250556695766813j)  (0.00016518052837858604+0.0008735395419154488j)  (-0.0001258654201164611-0.0005828589621809826j)  (-5.657764958662236e-05-0.0003176852130928851j)  (0.00017489516288929846+0.0008799337894332267j)  (-8.309401121990952e-05-0.00040652857953060414j)  (-0.00011334730792145992-0.0005811106293262512j)  (0.0001673723613805239+0.0008273720472167726j)  (-7.619805653863751e-06-1.4797260790707454e-05j)  (-0.00015850744284156225-0.0007702229090352029j)  (0.0001170312268816798+0.0005340414336876604j)  (7.256155972666661e-05+0.0003467913677153521j)  (-0.00016342744206794343-0.0007358962983217238j)  (4.171101318385354e-05+0.00019043031014421104j)  (0.00011724508909478884+0.000579676059849167j)  (-6.487910417011225e-05-0.0005941850513119253j) 
 0.008  (0.999973811083698+0.0002269195133445727j)  (7.20474344494871e-05+0.0002999285151912797j)  (-0.0001933573904170977-0.0006948750706088321j)  (0.00035228586035197627+0.005182934391540859j)  (-0.0004361387143503945-0.0021348298789581103j)  (0.0003581898821696731+0.0011763744512854981j)  (-0.00017725228538229855+2.3816073124363996e-05j)  (-0.00011615644498552703-0.0012451868354796138j)  (0.00030286187580134434+0.0016245281609911283j)  (-0.0002502200736819535-0.000987599062267269j)  (-4.730750444948669e-06-0.0003474689527225381j)  (0.00025341843909780547+0.0014302710858786036j)  (-0.00025875653578898833-0.0011654746553049007j)  (5.117089498185068e-06-0.0002540928286896523j)  (0.0002457052175444459+0.0012848141692508395j)  (-0.0002289167983961502-0.0008984581907231699j)  (-2.9605261405110433e-05-0.0003130778337788651j)  (0.0002471726745811887+0.0010745999546332378j)  (-0.00018825025884224679-0.0007137917269424054j)  (-8.472236068645503e-05-0.00039213373698898614j)  (0.00026167425324759996+0.0010809401550823782j)  (-0.00012425949441661707-0.0004981838859809461j)  (-0.00016963992080836607-0.0007148450677869854j)  (0.00025039036553521263+0.0010156020875195322j)  (-1.1324195310600011e-05-1.6578887039353214e-05j)  (-0.00023716843508837728-0.0009456454476483197j)  (0.00017503571997884407+0.0006536918254623363j)  (0.00010855512759078335+0.00042614890077524514j)  (-0.0002444644957785693-0.0009018721582843895j)  (6.243196039733266e-05+0.00023611501944054917j)  (0.00017540932899788407+0.0007108666646956315j)  (-9.708527042675454e-05-0.0007345908542450309j) 
 0.01  (0.9999609579719546+0.00027333009222609234j)  (0.00010718131612761557+0.00035618209707662937j)  (-0.00028788583440372936-0.0008248641758755106j)  (0.0005246020141762597+0.006203316089484878j)  (-0.0006490688669445886-0.0025406145011625443j)  (0.0005323593155497454+0.0013917915650245739j)  (-0.0002633042822808569+3.841723247846799e-05j)  (-0.00017310928266959662-0.001488956968232674j)  (0.0004503570463062533+0.001932955048069289j)  (-0.0003716170666210551-0.0011702138381229467j)  (-7.535818745213628e-06-0.00041821751187572575j)  (0.00037695194897333984+0.0017030890678787934j)  (-0.0003843433079563105-0.0013834511482745612j)  (6.995207779136846e-06-0.00030697706228795095j)  (0.00036544683567678283+0.0015288791672724135j)  (-0.0003397807452872008-0.0010641661988189752j)  (-4.456826054947857e-05-0.0003756120858963772j)  (0.00036730725673661774+0.0012756356790559686j)  (-0.0002792564376459342-0.0008446886490710052j)  (-0.00012621002961448111-0.00046659005471517685j)  (0.00038865575443075714+0.0012819179600255873j)  (-0.00018423299152440058-0.0005898072536929312j)  (-0.0002522194552256821-0.000848577607293833j)  (0.00037174107253177267+0.001203798780598408j)  (-1.643339428048679e-05-1.8336182244078283e-05j)  (-0.0003522972547365976-0.0011210532186647529j)  (0.000259637403936602+0.0007733068004719451j)  (0.0001611046614593747+0.0005055173241168588j)  (-0.0003627790690231768-0.0010678203610422243j)  (9.294056488734956e-05+0.0002817685044094451j)  (0.0002604418493996133+0.0008420505121396102j)  (-0.0001443233289567719-0.0008749605283016066j) 
 0.012  (0.9999481100426191+0.00032120724637748537j)  (0.00014229917880537735+0.00040704328217332404j)  (-0.00038237421387193464-0.0009418497211419585j)  (0.0006968548298642353+0.007200344756701233j)  (-0.0008619104804145801-0.002915674925075518j)  (0.000706448868259664+0.0015783307806148809j)  (-0.00034931165078759356+6.733667985128297e-05j)  (-0.0002300503579790182-0.0017250543040864355j)  (0.0005977978047602536+0.002217393081946159j)  (-0.0004929599516925122-0.0013311628246688964j)  (-1.0352837775875317e-05-0.0004907487080758513j)  (0.0005004487540568214+0.0019566187623415625j)  (-0.0005098803780761994-0.0015794483231692394j)  (8.85703657500307e-06-0.0003628019061168009j)  (0.00048515758002715104+0.0017541299984130494j)  (-0.0004505997107096256-0.0012095623880239849j)  (-5.9543151115553606e-05-0.000437943180920368j)  (0.00048740936104644893+0.0014564352890691532j)  (-0.0003702233755712633-0.0009583843543095486j)  (-0.00016769960650843505-0.0005351872263263251j)  (0.0005156016724514167+0.0014607513728589763j)  (-0.0002441761877139941-0.0006698449405827178j)  (-0.00033478914276482453-0.0009687926436782036j)  (0.0004930552235288533+0.001370299198944643j)  (-2.152406029912429e-05-1.7922305419930312e-05j)  (-0.0004674047042288308-0.0012764696426970572j)  (0.0003442054058043062+0.0008768170260667688j)  (0.00021365784870232344+0.0005762895271155405j)  (-0.0004810635414410388-0.0012127894874371461j)  (0.00012342503569831215+0.00032520388496993597j)  (0.0003454588325267373+0.0009572101358001105j)  (-0.00019154208781804136-0.001005844463432193j) 
 0.014  (0.9999313433361157+0.000369092815973632j)  (0.00018777926527825743+0.0004578791017546317j)  (-0.000505112497638239-0.0010587809957427466j)  (0.0009207425904422528+0.008197183898597526j)  (-0.0011379362131266797-0.0032906345962127703j)  (0.0009311258536971755+0.0017648250431306215j)  (-0.0004601031987459096+9.625724899522598e-05j)  (-0.00030426178987044244-0.0019611172871192625j)  (0.000788427727995508+0.002501779991549598j)  (-0.000649136366349853-0.0014920742948452592j)  (-1.4763618194446714e-05-0.0005632769752819837j)  (0.0006602951587585068+0.002210110467225666j)  (-0.0006715248165442453-0.0017754079045140343j)  (1.032226987711683e-05-0.00041863261249874655j)  (0.0006400487674100998+0.001979353319967307j)  (-0.0005929175744015217-0.0013549245557952566j)  (-7.973635506561971e-05-0.0005002824302123004j)  (0.0006423052740589238+0.0016372096592783137j)  (-0.0004867941907771854-0.0010720481550817874j)  (-0.0002216776075491754-0.0006037887152853228j)  (0.0006790114776891345+0.0016395569043335958j)  (-0.00032084436926752436-0.0007498540501499852j)  (-0.00044146667067277676-0.0010890036256595004j)  (0.0006489786561049472+0.0015367672761936776j)  (-2.749436175821619e-05-1.7487004474323974e-05j)  (-0.000615626078471079-0.0014318695672152935j)  (0.00045254962104422116+0.0009802933001346605j)  (0.00028108651433713256+0.0006470695280140133j)  (-0.0006328302951287808-0.0013577299200122064j)  (0.00016301785370290047+0.00036860836038841494j)  (0.00045475061111175145+0.0010723610484044553j)  (-0.00025253188213701633-0.0011366913663546222j) 
 0.016  (0.9999145848413217+0.00041887346078177954j)  (0.00023323473783278063+0.000501748581490405j)  (-0.0006277886377540211-0.0011589138099189645j)  (0.0011445342699503583+0.009163847950740208j)  (-0.0014138263651442802-0.003625921735509494j)  (0.0011556822050863501+0.001914060177483668j)  (-0.0005708274518788039+0.00014361416752818587j)  (-0.0003784547317792406-0.0021872271531970574j)  (0.0009789754362234367+0.0027551754443796107j)  (-0.0008052325826223702-0.0016250465826228707j)  (-1.91905831721351e-05-0.0006380531338201681j)  (0.0008200859750302285+0.002438676445865629j)  (-0.0008330962153733039-0.0019430273663048716j)  (1.1765176008849473e-05-0.0004781912974284591j)  (0.0007948932136872338+0.0021802661751670793j)  (-0.0007351698688132968-0.0014741275817663456j)  (-9.994502316744036e-05-0.0005622864590816121j)  (0.0007971523651421306+0.001791873226711398j)  (-0.0006033087764068688-0.0011635878246597218j)  (-0.0002756560815409213-0.0006647808878679641j)  (0.0008423688699557908+0.0017898191933961181j)  (-0.00039747040961460116-0.0008149848168208568j)  (-0.0005481279223448853-0.0011917457332877616j)  (0.0008048495099689267+0.0016752965297423745j)  (-3.344008338030452e-05-1.4317914196605311e-05j)  (-0.0007638152613591387-0.0015615275860422723j)  (0.0005608464849267931+0.0010630943928954465j)  (0.00034851847011417656+0.0007067656112979161j)  (-0.000784553613788953-0.0014756678577171767j)  (0.00020257837632511644+0.0004091410663064701j)  (0.0005640198213700898+0.0011668799762222346j)  (-0.0003134984991518487-0.0012552913221397684j) 
 0.018000000000000002  (0.999894208655184+0.00046865833288168706j)  (0.00028794205213219094+0.0005455961257466704j)  (-0.0007760315341820158-0.0012589997564786133j)  (0.0014151852369981882+0.010130301277055385j)  (-0.0017464884235324435-0.003961122038088834j)  (0.0014246826612291986+0.0020632730958663097j)  (-0.0007031301661768372+0.00019095557158077783j)  (-0.00046850535061442354-0.002413298115267043j)  (0.0012077961055360492+0.0030085282775953633j)  (-0.00099153265342359-0.0017579953892472686j)  (-2.5748073183970096e-05-0.0007128178474204249j)  (0.0010122524893336291+0.002667208260039085j)  (-0.0010260444148741466-0.002110621444939831j)  (1.1976665138914716e-05-0.0005377475634597088j)  (0.0009810221562396874+0.0023811553437329642j)  (-0.0009044388328058268-0.0015933076896950421j)  (-0.00012555461934249572-0.0006242925964433226j)  (0.0009824745968466289+0.00194651676499028j)  (-0.0007415430776864366-0.001255105343889344j)  (-0.00034101514499878735-0.0007257745328298243j)  (0.0010373712338953007+0.0019400601207743054j)  (-0.00048814291394957184-0.0008800942972373069j)  (-0.0006760829972081554-0.001294483978444124j)  (0.0009905356824805704+0.0018137998071172947j)  (-3.959882214118823e-05-1.1132119045658527e-05j)  (-0.0009407942272214729-0.0016911709607593886j)  (0.0006892899178059678+0.001145867221886161j)  (0.0004286605643289658+0.0007664668710573965j)  (-0.0009648743765004275-0.0015935800816369089j)  (0.0002503738255386922+0.00044964396253903264j)  (0.0006942212133140659+0.0012613909498573475j)  (-0.00038661211991125946-0.0013738565830383328j) 
 0.020000000000000004  (0.9998738440946424+0.0005207173704161203j)  (0.00034261549770189776+0.0005810863601435441j)  (-0.0009241881481540584-0.0013389340426924307j)  (0.0016857055971076285+0.011060545070630881j)  (-0.0020789644329178127-0.004248759687974282j)  (0.0016935197250521408+0.0021678640634851293j)  (-0.0008353416781337485+0.0002603162172133742j)  (-0.0005585303564392672-0.0026273633582990425j)  (0.001436505640850574+0.0032247008032673845j)  (-0.0011777259315492975-0.001857507704943432j)  (-3.2325584895588234e-05-0.0007901910545327531j)  (0.0012043439449904328+0.0028658259766100955j)  (-0.001218896185674223-0.002244304908842609j)  (1.2160234401662253e-05-0.0006016624102095639j)  (0.0011670881281191166+0.0025528732478516405j)  (-0.0010736218017420183-0.0016812369152806091j)  (-0.0001511826988213457-0.0006857801174778647j)  (0.001167731387476318+0.0020698885525221532j)  (-0.0008797046246070051-0.0013202390515518517j)  (-0.00040637257251180533-0.0007775762726262565j)  (0.0012323044083928706+0.0020561641193121882j)  (-0.0005787621905373238-0.0009274976184764725j)  (-0.0008040149060618471-0.0013762577940335712j)  (0.0011761536521895806+0.0019189321465260122j)  (-4.5727665830292165e-05-4.7803760000766025e-06j)  (-0.0011177299988380214-0.001790070135128384j)  (0.0008176728521291037+0.0012040462140822021j)  (0.0005088054116326442+0.000812907572678955j)  (-0.0011451387156443235-0.0016792608492165084j)  (0.0002981298537995014+0.00048669061186205366j)  (0.0008243930428912577+0.0013312633514199017j)  (-0.000459700760120833-0.0014777409737959065j) 
