-0.6000000E+01 -0.6000000E+01  0.5152176-173
 0.3939394E+01 -0.2606061E+01  0.3658383E-14
 0.4060606E+01 -0.2606061E+01  0.2257858E-14
 0.4181818E+01 -0.2606061E+01  0.1302391E-14
 0.4303030E+01 -0.2606061E+01  0.7224232E-15
 0.4424242E+01 -0.2606061E+01  0.4002632E-15
 0.4545455E+01 -0.2606061E+01  0.2248194E-15
 0.4666667E+01 -0.2606061E+01  0.1252050E-15
 0.4787879E+01 -0.2606061E+01  0.6655857E-16
 0.4909091E+01 -0.2606061E+01  0.3304920E-16
 0.5030303E+01 -0.2606061E+01  0.1548644E-16
 0.5151515E+01 -0.2606061E+01  0.7081675E-17
 0.5272727E+01 -0.2606061E+01  0.3246553E-17
 0.5393939E+01 -0.2606061E+01  0.1477421E-17
 0.5515152E+01 -0.2606061E+01  0.6363678E-18
 0.5636364E+01 -0.2606061E+01  0.2444650E-18
 0.5757576E+01 -0.2606061E+01  0.7976551E-19
 0.5878788E+01 -0.2606061E+01  0.2140721E-19
 0.6000000E+01 -0.2606061E+01  0.4638220E-20
  
  
-0.6000000E+01 -0.2484848E+01  0.8863711E-98
-0.5878788E+01 -0.2484848E+01  0.9358973E-94
-0.5757576E+01 -0.2484848E+01  0.7811738E-90
-0.5636364E+01 -0.2484848E+01  0.5154352E-86
-0.5515152E+01 -0.2484848E+01  0.2688483E-82
-0.5393939E+01 -0.2484848E+01  0.1108530E-78
-0.5272727E+01 -0.2484848E+01  0.3613222E-75
-0.5151515E+01 -0.2484848E+01  0.9309976E-72
-0.5030303E+01 -0.2484848E+01  0.1896311E-68
-0.4909091E+01 -0.2484848E+01  0.3053355E-65
-0.4787879E+01 -0.2484848E+01  0.3886439E-62
-0.4666667E+01 -0.2484848E+01  0.3910511E-59
-0.4545455E+01 -0.2484848E+01  0.3110441E-56
-0.4424242E+01 -0.2484848E+01  0.1955768E-53
-0.4303030E+01 -0.2484848E+01  0.9721194E-51
-0.4181818E+01 -0.2484848E+01  0.3819696E-48
-0.4060606E+01 -0.2484848E+01  0.1186438E-45
-0.3939394E+01 -0.2484848E+01  0.2913184E-43
-0.3818182E+01 -0.2484848E+01  0.5654550E-41
-0.3696970E+01 -0.2484848E+01  0.8676311E-39
-0.3575758E+01 -0.2484848E+01  0.1052397E-36
-0.3454545E+01 -0.2484848E+01  0.1009094E-34
-0.3333333E+01 -0.2484848E+01  0.7648771E-33
-0.3212121E+01 -0.2484848E+01  0.4583123E-31
-0.3090909E+01 -0.2484848E+01  0.2170919E-29
-0.2969697E+01 -0.2484848E+01  0.8129111E-28
-0.2848485E+01 -0.2484848E+01  0.2406413E-26
-0.2727273E+01 -0.2484848E+01  0.5631778E-25
-0.2606061E+01 -0.2484848E+01  0.1042099E-23
-0.2484848E+01 -0.2484848E+01  0.1524897E-22
-0.2363636E+01 -0.2484848E+01  0.1765210E-21
-0.2242424E+01 -0.2484848E+01  0.1617655E-20
-0.2121212E+01 -0.2484848E+01  0.1175216E-19
-0.2000000E+01 -0.2484848E+01  0.6787075E-19
-0.1878788E+01 -0.2484848E+01  0.3132502E-18
-0.1757576E+01 -0.2484848E+01  0.1167203E-17
-0.1636364E+01 -0.2484848E+01  0.3577239E-17
-0.1515152E+01 -0.2484848E+01  0.9311926E-17
-0.1393939E+01 -0.2484848E+01  0.2161901E-16
-0.1272727E+01 -0.2484848E+01  0.4750658E-16
-0.1151515E+01 -0.2484848E+01  0.1036257E-15
-0.1030303E+01 -0.2484848E+01  0.2266120E-15
-0.9090909E+00 -0.2484848E+01  0.4836067E-15
-0.7878788E+00 -0.2484848E+01  0.9739469E-15
-0.6666667E+00 -0.2484848E+01  0.1832117E-14
-0.5454545E+00 -0.2484848E+01  0.3289767E-14
-0.4242424E+00 -0.2484848E+01  0.5857024E-14
-0.3030303E+00 -0.2484848E+01  0.1057117E-13
-0.1818182E+00 -0.2484848E+01  0.1905780E-13
-0.6060606E-01 -0.2484848E+01  0.3303909E-13
 0.6060606E-01 -0.2484848E+01  0.5353286E-13
 0.1818182E+00 -0.2484848E+01  0.8125269E-13
 0.3030303E+00 -0.2484848E+01  0.1192115E-12
 0.4242424E+00 -0.2484848E+01  0.1753680E-12
 0.5454545E+00 -0.2484848E+01  0.2611518E-12
 0.6666667E+00 -0.2484848E+01  0.3833589E-12
 0.7878788E+00 -0.2484848E+01  0.5340066E-12
 0.9090909E+00 -0.2484848E+01  0.6929967E-12
 0.1030303E+01 -0.2484848E+01  0.8500915E-12
 0.1151515E+01 -0.2484848E+01  0.1022981E-11
 0.1272727E+01 -0.2484848E+01  0.1244251E-11
 0.1393939E+01 -0.2484848E+01  0.1522415E-11
 0.1515152E+01 -0.2484848E+01  0.1809879E-11
 0.1636364E+01 -0.2484848E+01  0.2021345E-11
 0.1757576E+01 -0.2484848E+01  0.2107344E-11
 0.1878788E+01 -0.2484848E+01  0.2103609E-11
 0.2000000E+01 -0.2484848E+01  0.2089311E-11
 0.2121212E+01 -0.2484848E+01  0.2103609E-11
 0.2242424E+01 -0.2484848E+01  0.2107344E-11
 0.2363636E+01 -0.2484848E+01  0.2021345E-11
 0.2484848E+01 -0.2484848E+01  0.1809879E-11
 0.2606061E+01 -0.2484848E+01  0.1522415E-11
 0.2727273E+01 -0.2484848E+01  0.1244251E-11
 0.2848485E+01 -0.2484848E+01  0.1022981E-11
 0.2969697E+01 -0.2484848E+01  0.8500915E-12
 0.3090909E+01 -0.2484848E+01  0.6929967E-12
 0.3212121E+01 -0.2484848E+01  0.5340066E-12
 0.3333333E+01 -0.2484848E+01  0.3833589E-12
 0.3454545E+01 -0.2484848E+01  0.2611518E-12
 0.3575758E+01 -0.2484848E+01  0.1753680E-12
 0.3696970E+01 -0.2484848E+01  0.1192115E-12
 0.3818182E+01 -0.2484848E+01  0.8125269E-13
 0.3939394E+01 -0.2484848E+01  0.5353286E-13
 0.4060606E+01 -0.2484848E+01  0.3303909E-13
 0.4181818E+01 -0.2484848E+01  0.1905780E-13
 0.4303030E+01 -0.2484848E+01  0.1057117E-13
 0.4424242E+01 -0.2484848E+01  0.5857024E-14
 0.4545455E+01 -0.2484848E+01  0.3289767E-14
 0.4666667E+01 -0.2484848E+01  0.1832117E-14
 0.4787879E+01 -0.2484848E+01  0.9739469E-15
 0.4909091E+01 -0.2484848E+01  0.4836067E-15
 0.5030303E+01 -0.2484848E+01  0.2266120E-15
 0.5151515E+01 -0.2484848E+01  0.1036257E-15
 0.5272727E+01 -0.2484848E+01  0.4750658E-16
 0.5393939E+01 -0.2484848E+01  0.2161901E-16
 0.5515152E+01 -0.2484848E+01  0.9311926E-17
 0.5636364E+01 -0.2484848E+01  0.3577239E-17
 0.5757576E+01 -0.2484848E+01  0.1167203E-17
 0.5878788E+01 -0.2484848E+01  0.3132502E-18
 0.6000000E+01 -0.2484848E+01  0.6787075E-19
  
  
-0.6000000E+01 -0.2363636E+01  0.1026057E-96
-0.5878788E+01 -0.2363636E+01  0.1083388E-92
-0.5757576E+01 -0.2363636E+01  0.9042813E-89
-0.5636364E+01 -0.2363636E+01  0.5966641E-85
-0.5515152E+01 -0.2363636E+01  0.3112169E-81
-0.5393939E+01 -0.2363636E+01  0.1283227E-77
-0.5272727E+01 -0.2363636E+01  0.4182640E-74
-0.5151515E+01 -0.2363636E+01  0.1077716E-70
-0.5030303E+01 -0.2363636E+01  0.2195156E-67
-0.4909091E+01 -0.2363636E+01  0.3534542E-64
-0.4787879E+01 -0.2363636E+01  0.4498915E-61
-0.4666667E+01 -0.2363636E+01  0.4526780E-58
-0.4545455E+01 -0.2363636E+01  0.3600624E-55
-0.4424242E+01 -0.2363636E+01  0.2263983E-52
-0.4303030E+01 -0.2363636E+01  0.1125319E-49
-0.4181818E+01 -0.2363636E+01  0.4421653E-47
-0.4060606E+01 -0.2363636E+01  0.1373412E-44
-0.3939394E+01 -0.2363636E+01  0.3372282E-42
-0.3818182E+01 -0.2363636E+01  0.6545667E-40
-0.3696970E+01 -0.2363636E+01  0.1004364E-37
-0.3575758E+01 -0.2363636E+01  0.1218247E-35
-0.3454545E+01 -0.2363636E+01  0.1168120E-33
-0.3333333E+01 -0.2363636E+01  0.8854164E-32
-0.3212121E+01 -0.2363636E+01  0.5305391E-30
-0.3090909E+01 -0.2363636E+01  0.2513040E-28
-0.2969697E+01 -0.2363636E+01  0.9410201E-27
-0.2848485E+01 -0.2363636E+01  0.2785647E-25
-0.2727273E+01 -0.2363636E+01  0.6519307E-24
-0.2606061E+01 -0.2363636E+01  0.1206327E-22
-0.2484848E+01 -0.2363636E+01  0.1765210E-21
-0.2363636E+01 -0.2363636E+01  0.2043395E-20
-0.2242424E+01 -0.2363636E+01  0.1872586E-19
-0.2121212E+01 -0.2363636E+01  0.1360422E-18
-0.2000000E+01 -0.2363636E+01  0.7856670E-18
-0.1878788E+01 -0.2363636E+01  0.3626162E-17
-0.1757576E+01 -0.2363636E+01  0.1351146E-16
-0.1636364E+01 -0.2363636E+01  0.4140987E-16
-0.1515152E+01 -0.2363636E+01  0.1077942E-15
-0.1393939E+01 -0.2363636E+01  0.2502601E-15
-0.1272727E+01 -0.2363636E+01  0.5499328E-15
-0.1151515E+01 -0.2363636E+01  0.1199563E-14
-0.1030303E+01 -0.2363636E+01  0.2623244E-14
-0.9090909E+00 -0.2363636E+01  0.5598197E-14
-0.7878788E+00 -0.2363636E+01  0.1127434E-13
-0.6666667E+00 -0.2363636E+01  0.2120845E-13
-0.5454545E+00 -0.2363636E+01  0.3808211E-13
-0.4242424E+00 -0.2363636E+01  0.6780050E-13
-0.3030303E+00 -0.2363636E+01  0.1223711E-12
-0.1818182E+00 -0.2363636E+01  0.2206118E-12
-0.6060606E-01 -0.2363636E+01  0.3824581E-12
 0.6060606E-01 -0.2363636E+01  0.6196926E-12
 0.1818182E+00 -0.2363636E+01  0.9405753E-12
 0.3030303E+00 -0.2363636E+01  0.1379984E-11
 0.4242424E+00 -0.2363636E+01  0.2030047E-11
 0.5454545E+00 -0.2363636E+01  0.3023075E-11
 0.6666667E+00 -0.2363636E+01  0.4437735E-11
 0.7878788E+00 -0.2363636E+01  0.6181622E-11
 0.9090909E+00 -0.2363636E+01  0.8022081E-11
 0.1030303E+01 -0.2363636E+01  0.9840599E-11
 0.1151515E+01 -0.2363636E+01  0.1184195E-10
 0.1272727E+01 -0.2363636E+01  0.1440337E-10
 0.1393939E+01 -0.2363636E+01  0.1762337E-10
 0.1515152E+01 -0.2363636E+01  0.2095103E-10
 0.1636364E+01 -0.2363636E+01  0.2339895E-10
 0.1757576E+01 -0.2363636E+01  0.2439447E-10
 0.1878788E+01 -0.2363636E+01  0.2435123E-10
 0.2000000E+01 -0.2363636E+01  0.2418572E-10
 0.2121212E+01 -0.2363636E+01  0.2435123E-10
 0.2242424E+01 -0.2363636E+01  0.2439447E-10
 0.2363636E+01 -0.2363636E+01  0.2339895E-10
 0.2484848E+01 -0.2363636E+01  0.2095103E-10
 0.2606061E+01 -0.2363636E+01  0.1762337E-10
 0.2727273E+01 -0.2363636E+01  0.1440337E-10
 0.2848485E+01 -0.2363636E+01  0.1184195E-10
 0.2969697E+01 -0.2363636E+01  0.9840599E-11
 0.3090909E+01 -0.2363636E+01  0.8022081E-11
 0.3212121E+01 -0.2363636E+01  0.6181622E-11
 0.3333333E+01 -0.2363636E+01  0.4437735E-11
 0.3454545E+01 -0.2363636E+01  0.3023075E-11
 0.3575758E+01 -0.2363636E+01  0.2030047E-11
 0.3696970E+01 -0.2363636E+01  0.1379984E-11
 0.3818182E+01 -0.2363636E+01  0.9405753E-12
 0.3939394E+01 -0.2363636E+01  0.6196926E-12
 0.4060606E+01 -0.2363636E+01  0.3824581E-12
 0.4181818E+01 -0.2363636E+01  0.2206118E-12
 0.4303030E+01 -0.2363636E+01  0.1223711E-12
 0.4424242E+01 -0.2363636E+01  0.6780050E-13
 0.4545455E+01 -0.2363636E+01  0.3808211E-13
 0.4666667E+01 -0.2363636E+01  0.2120845E-13
 0.4787879E+01 -0.2363636E+01  0.1127434E-13
 0.4909091E+01 -0.2363636E+01  0.5598197E-14
 0.5030303E+01 -0.2363636E+01  0.2623244E-14
 0.5151515E+01 -0.2363636E+01  0.1199563E-14
 0.5272727E+01 -0.2363636E+01  0.5499328E-15
 0.5393939E+01 -0.2363636E+01  0.2502601E-15
 0.5515152E+01 -0.2363636E+01  0.1077942E-15
 0.5636364E+01 -0.2363636E+01  0.4140987E-16
 0.5757576E+01 -0.2363636E+01  0.1351146E-16
 0.5878788E+01 -0.2363636E+01  0.3626162E-17
 0.6000000E+01 -0.2363636E+01  0.7856670E-18
  
  
-0.6000000E+01 -0.2242424E+01  0.9402885E-96
-0.5878788E+01 -0.2242424E+01  0.9928273E-92
-0.5757576E+01 -0.2242424E+01  0.8286921E-88
-0.5636364E+01 -0.2242424E+01  0.5467888E-84
-0.5515152E+01 -0.2242424E+01  0.2852022E-80
-0.5393939E+01 -0.2242424E+01  0.1175961E-76
-0.5272727E+01 -0.2242424E+01  0.3833011E-73
-0.5151515E+01 -0.2242424E+01  0.9876296E-70
-0.5030303E+01 -0.2242424E+01  0.2011662E-66
-0.4909091E+01 -0.2242424E+01  0.3239088E-63
-0.4787879E+01 -0.2242424E+01  0.4122849E-60
-0.4666667E+01 -0.2242424E+01  0.4148384E-57
-0.4545455E+01 -0.2242424E+01  0.3299647E-54
-0.4424242E+01 -0.2242424E+01  0.2074736E-51
-0.4303030E+01 -0.2242424E+01  0.1031253E-48
-0.4181818E+01 -0.2242424E+01  0.4052046E-46
-0.4060606E+01 -0.2242424E+01  0.1258608E-43
-0.3939394E+01 -0.2242424E+01  0.3090391E-41
-0.3818182E+01 -0.2242424E+01  0.5998512E-39
-0.3696970E+01 -0.2242424E+01  0.9204086E-37
-0.3575758E+01 -0.2242424E+01  0.1116413E-34
-0.3454545E+01 -0.2242424E+01  0.1070476E-32
-0.3333333E+01 -0.2242424E+01  0.8114041E-31
-0.3212121E+01 -0.2242424E+01  0.4861911E-29
-0.3090909E+01 -0.2242424E+01  0.2302974E-27
-0.2969697E+01 -0.2242424E+01  0.8623599E-26
-0.2848485E+01 -0.2242424E+01  0.2552794E-24
-0.2727273E+01 -0.2242424E+01  0.5974356E-23
-0.2606061E+01 -0.2242424E+01  0.1105490E-21
-0.2484848E+01 -0.2242424E+01  0.1617655E-20
-0.2363636E+01 -0.2242424E+01  0.1872586E-19
-0.2242424E+01 -0.2242424E+01  0.1716056E-18
-0.2121212E+01 -0.2242424E+01  0.1246704E-17
-0.2000000E+01 -0.2242424E+01  0.7199928E-17
-0.1878788E+01 -0.2242424E+01  0.3323050E-16
-0.1757576E+01 -0.2242424E+01  0.1238203E-15
-0.1636364E+01 -0.2242424E+01  0.3794840E-15
-0.1515152E+01 -0.2242424E+01  0.9878364E-15
-0.1393939E+01 -0.2242424E+01  0.2293407E-14
-0.1272727E+01 -0.2242424E+01  0.5039637E-14
-0.1151515E+01 -0.2242424E+01  0.1099291E-13
-0.1030303E+01 -0.2242424E+01  0.2403966E-13
-0.9090909E+00 -0.2242424E+01  0.5130242E-13
-0.7878788E+00 -0.2242424E+01  0.1033191E-12
-0.6666667E+00 -0.2242424E+01  0.1943563E-12
-0.5454545E+00 -0.2242424E+01  0.3489881E-12
-0.4242424E+00 -0.2242424E+01  0.6213303E-12
-0.3030303E+00 -0.2242424E+01  0.1121421E-11
-0.1818182E+00 -0.2242424E+01  0.2021707E-11
-0.6060606E-01 -0.2242424E+01  0.3504883E-11
 0.6060606E-01 -0.2242424E+01  0.5678923E-11
 0.1818182E+00 -0.2242424E+01  0.8619523E-11
 0.3030303E+00 -0.2242424E+01  0.1264630E-10
 0.4242424E+00 -0.2242424E+01  0.1860355E-10
 0.5454545E+00 -0.2242424E+01  0.2770375E-10
 0.6666667E+00 -0.2242424E+01  0.4066783E-10
 0.7878788E+00 -0.2242424E+01  0.5664898E-10
 0.9090909E+00 -0.2242424E+01  0.7351512E-10
 0.1030303E+01 -0.2242424E+01  0.9018020E-10
 0.1151515E+01 -0.2242424E+01  0.1085208E-09
 0.1272727E+01 -0.2242424E+01  0.1319938E-09
 0.1393939E+01 -0.2242424E+01  0.1615022E-09
 0.1515152E+01 -0.2242424E+01  0.1919972E-09
 0.1636364E+01 -0.2242424E+01  0.2144302E-09
 0.1757576E+01 -0.2242424E+01  0.2235533E-09
 0.1878788E+01 -0.2242424E+01  0.2231570E-09
 0.2000000E+01 -0.2242424E+01  0.2216403E-09
 0.2121212E+01 -0.2242424E+01  0.2231570E-09
 0.2242424E+01 -0.2242424E+01  0.2235533E-09
 0.2363636E+01 -0.2242424E+01  0.2144302E-09
 0.2484848E+01 -0.2242424E+01  0.1919972E-09
 0.2606061E+01 -0.2242424E+01  0.1615022E-09
 0.2727273E+01 -0.2242424E+01  0.1319938E-09
 0.2848485E+01 -0.2242424E+01  0.1085208E-09
 0.2969697E+01 -0.2242424E+01  0.9018020E-10
 0.3090909E+01 -0.2242424E+01  0.7351512E-10
 0.3212121E+01 -0.2242424E+01  0.5664898E-10
 0.3333333E+01 -0.2242424E+01  0.4066783E-10
 0.3454545E+01 -0.2242424E+01  0.2770375E-10
 0.3575758E+01 -0.2242424E+01  0.1860355E-10
 0.3696970E+01 -0.2242424E+01  0.1264630E-10
 0.3818182E+01 -0.2242424E+01  0.8619523E-11
 0.3939394E+01 -0.2242424E+01  0.5678923E-11
 0.4060606E+01 -0.2242424E+01  0.3504883E-11
 0.4181818E+01 -0.2242424E+01  0.2021707E-11
 0.4303030E+01 -0.2242424E+01  0.1121421E-11
 0.4424242E+01 -0.2242424E+01  0.6213303E-12
 0.4545455E+01 -0.2242424E+01  0.3489881E-12
 0.4666667E+01 -0.2242424E+01  0.1943563E-12
 0.4787879E+01 -0.2242424E+01  0.1033191E-12
 0.4909091E+01 -0.2242424E+01  0.5130242E-13
 0.5030303E+01 -0.2242424E+01  0.2403966E-13
 0.5151515E+01 -0.2242424E+01  0.1099291E-13
 0.5272727E+01 -0.2242424E+01  0.5039637E-14
 0.5393939E+01 -0.2242424E+01  0.2293407E-14
 0.5515152E+01 -0.2242424E+01  0.9878364E-15
 0.5636364E+01 -0.2242424E+01  0.3794840E-15
 0.5757576E+01 -0.2242424E+01  0.1238203E-15
 0.5878788E+01 -0.2242424E+01  0.3323050E-16
 0.6000000E+01 -0.2242424E+01  0.7199928E-17
  
  
-0.6000000E+01 -0.2121212E+01  0.6831135E-95
-0.5878788E+01 -0.2121212E+01  0.7212826E-91
-0.5757576E+01 -0.2121212E+01  0.6020394E-87
-0.5636364E+01 -0.2121212E+01  0.3972385E-83
-0.5515152E+01 -0.2121212E+01  0.2071975E-79
-0.5393939E+01 -0.2121212E+01  0.8543283E-76
-0.5272727E+01 -0.2121212E+01  0.2784658E-72
-0.5151515E+01 -0.2121212E+01  0.7175065E-69
-0.5030303E+01 -0.2121212E+01  0.1461459E-65
-0.4909091E+01 -0.2121212E+01  0.2353176E-62
-0.4787879E+01 -0.2121212E+01  0.2995223E-59
-0.4666667E+01 -0.2121212E+01  0.3013774E-56
-0.4545455E+01 -0.2121212E+01  0.2397172E-53
-0.4424242E+01 -0.2121212E+01  0.1507282E-50
-0.4303030E+01 -0.2121212E+01  0.7491984E-48
-0.4181818E+01 -0.2121212E+01  0.2943785E-45
-0.4060606E+01 -0.2121212E+01  0.9143704E-43
-0.3939394E+01 -0.2121212E+01  0.2245149E-40
-0.3818182E+01 -0.2121212E+01  0.4357880E-38
-0.3696970E+01 -0.2121212E+01  0.6686708E-36
-0.3575758E+01 -0.2121212E+01  0.8110670E-34
-0.3454545E+01 -0.2121212E+01  0.7776939E-32
-0.3333333E+01 -0.2121212E+01  0.5894798E-30
-0.3212121E+01 -0.2121212E+01  0.3532147E-28
-0.3090909E+01 -0.2121212E+01  0.1673096E-26
-0.2969697E+01 -0.2121212E+01  0.6264988E-25
-0.2848485E+01 -0.2121212E+01  0.1854588E-23
-0.2727273E+01 -0.2121212E+01  0.4340331E-22
-0.2606061E+01 -0.2121212E+01  0.8031310E-21
-0.2484848E+01 -0.2121212E+01  0.1175216E-19
-0.2363636E+01 -0.2121212E+01  0.1360422E-18
-0.2242424E+01 -0.2121212E+01  0.1246704E-17
-0.2121212E+01 -0.2121212E+01  0.9057221E-17
-0.2000000E+01 -0.2121212E+01  0.5230701E-16
-0.1878788E+01 -0.2121212E+01  0.2414174E-15
-0.1757576E+01 -0.2121212E+01  0.8995467E-15
-0.1636364E+01 -0.2121212E+01  0.2756927E-14
-0.1515152E+01 -0.2121212E+01  0.7176567E-14
-0.1393939E+01 -0.2121212E+01  0.1666146E-13
-0.1272727E+01 -0.2121212E+01  0.3661264E-13
-0.1151515E+01 -0.2121212E+01  0.7986281E-13
-0.1030303E+01 -0.2121212E+01  0.1746466E-12
-0.9090909E+00 -0.2121212E+01  0.3727088E-12
-0.7878788E+00 -0.2121212E+01  0.7506069E-12
-0.6666667E+00 -0.2121212E+01  0.1411986E-11
-0.5454545E+00 -0.2121212E+01  0.2535376E-11
-0.4242424E+00 -0.2121212E+01  0.4513924E-11
-0.3030303E+00 -0.2121212E+01  0.8147047E-11
-0.1818182E+00 -0.2121212E+01  0.1468757E-10
-0.6060606E-01 -0.2121212E+01  0.2546275E-10
 0.6060606E-01 -0.2121212E+01  0.4125701E-10
 0.1818182E+00 -0.2121212E+01  0.6262027E-10
 0.3030303E+00 -0.2121212E+01  0.9187457E-10
 0.4242424E+00 -0.2121212E+01  0.1351536E-09
 0.5454545E+00 -0.2121212E+01  0.2012660E-09
 0.6666667E+00 -0.2121212E+01  0.2954492E-09
 0.7878788E+00 -0.2121212E+01  0.4115512E-09
 0.9090909E+00 -0.2121212E+01  0.5340826E-09
 0.1030303E+01 -0.2121212E+01  0.6551533E-09
 0.1151515E+01 -0.2121212E+01  0.7883966E-09
 0.1272727E+01 -0.2121212E+01  0.9589267E-09
 0.1393939E+01 -0.2121212E+01  0.1173303E-08
 0.1515152E+01 -0.2121212E+01  0.1394847E-08
 0.1636364E+01 -0.2121212E+01  0.1557821E-08
 0.1757576E+01 -0.2121212E+01  0.1624100E-08
 0.1878788E+01 -0.2121212E+01  0.1621221E-08
 0.2000000E+01 -0.2121212E+01  0.1610202E-08
 0.2121212E+01 -0.2121212E+01  0.1621221E-08
 0.2242424E+01 -0.2121212E+01  0.1624100E-08
 0.2363636E+01 -0.2121212E+01  0.1557821E-08
 0.2484848E+01 -0.2121212E+01  0.1394847E-08
 0.2606061E+01 -0.2121212E+01  0.1173303E-08
 0.2727273E+01 -0.2121212E+01  0.9589267E-09
 0.2848485E+01 -0.2121212E+01  0.7883966E-09
 0.2969697E+01 -0.2121212E+01  0.6551533E-09
 0.3090909E+01 -0.2121212E+01  0.5340826E-09
 0.3212121E+01 -0.2121212E+01  0.4115512E-09
 0.3333333E+01 -0.2121212E+01  0.2954492E-09
 0.3454545E+01 -0.2121212E+01  0.2012660E-09
 0.3575758E+01 -0.2121212E+01  0.1351536E-09
 0.3696970E+01 -0.2121212E+01  0.9187457E-10
 0.3818182E+01 -0.2121212E+01  0.6262027E-10
 0.3939394E+01 -0.2121212E+01  0.4125701E-10
 0.4060606E+01 -0.2121212E+01  0.2546275E-10
 0.4181818E+01 -0.2121212E+01  0.1468757E-10
 0.4303030E+01 -0.2121212E+01  0.8147047E-11
 0.4424242E+01 -0.2121212E+01  0.4513924E-11
 0.4545455E+01 -0.2121212E+01  0.2535376E-11
 0.4666667E+01 -0.2121212E+01  0.1411986E-11
 0.4787879E+01 -0.2121212E+01  0.7506069E-12
 0.4909091E+01 -0.2121212E+01  0.3727088E-12
 0.5030303E+01 -0.2121212E+01  0.1746466E-12
 0.5151515E+01 -0.2121212E+01  0.7986281E-13
 0.5272727E+01 -0.2121212E+01  0.3661264E-13
 0.5393939E+01 -0.2121212E+01  0.1666146E-13
 0.5515152E+01 -0.2121212E+01  0.7176567E-14
 0.5636364E+01 -0.2121212E+01  0.2756927E-14
 0.5757576E+01 -0.2121212E+01  0.8995467E-15
 0.5878788E+01 -0.2121212E+01  0.2414174E-15
 0.6000000E+01 -0.2121212E+01  0.5230701E-16
  
  
-0.6000000E+01 -0.2000000E+01  0.3945098E-94
-0.5878788E+01 -0.2000000E+01  0.4165531E-90
-0.5757576E+01 -0.2000000E+01  0.3476881E-86
-0.5636364E+01 -0.2000000E+01  0.2294120E-82
-0.5515152E+01 -0.2000000E+01  0.1196601E-78
-0.5393939E+01 -0.2000000E+01  0.4933892E-75
-0.5272727E+01 -0.2000000E+01  0.1608188E-71
-0.5151515E+01 -0.2000000E+01  0.4143723E-68
-0.5030303E+01 -0.2000000E+01  0.8440178E-65
-0.4909091E+01 -0.2000000E+01  0.1359000E-61
-0.4787879E+01 -0.2000000E+01  0.1729793E-58
-0.4666667E+01 -0.2000000E+01  0.1740506E-55
-0.4545455E+01 -0.2000000E+01  0.1384408E-52
-0.4424242E+01 -0.2000000E+01  0.8704814E-50
-0.4303030E+01 -0.2000000E+01  0.4326749E-47
-0.4181818E+01 -0.2000000E+01  0.1700086E-44
-0.4060606E+01 -0.2000000E+01  0.5280646E-42
-0.3939394E+01 -0.2000000E+01  0.1296612E-39
-0.3818182E+01 -0.2000000E+01  0.2516750E-37
-0.3696970E+01 -0.2000000E+01  0.3861689E-35
-0.3575758E+01 -0.2000000E+01  0.4684051E-33
-0.3454545E+01 -0.2000000E+01  0.4491316E-31
-0.3333333E+01 -0.2000000E+01  0.3404347E-29
-0.3212121E+01 -0.2000000E+01  0.2039875E-27
-0.3090909E+01 -0.2000000E+01  0.9662415E-26
-0.2969697E+01 -0.2000000E+01  0.3618138E-24
-0.2848485E+01 -0.2000000E+01  0.1071057E-22
-0.2727273E+01 -0.2000000E+01  0.2506615E-21
-0.2606061E+01 -0.2000000E+01  0.4638220E-20
-0.2484848E+01 -0.2000000E+01  0.6787075E-19
-0.2363636E+01 -0.2000000E+01  0.7856670E-18
-0.2242424E+01 -0.2000000E+01  0.7199928E-17
-0.2121212E+01 -0.2000000E+01  0.5230701E-16
-0.2000000E+01 -0.2000000E+01  0.3020819E-15
-0.1878788E+01 -0.2000000E+01  0.1394227E-14
-0.1757576E+01 -0.2000000E+01  0.5195036E-14
-0.1636364E+01 -0.2000000E+01  0.1592172E-13
-0.1515152E+01 -0.2000000E+01  0.4144591E-13
-0.1393939E+01 -0.2000000E+01  0.9622277E-13
-0.1272727E+01 -0.2000000E+01  0.2114443E-12
-0.1151515E+01 -0.2000000E+01  0.4612214E-12
-0.1030303E+01 -0.2000000E+01  0.1008614E-11
-0.9090909E+00 -0.2000000E+01  0.2152457E-11
-0.7878788E+00 -0.2000000E+01  0.4334884E-11
-0.6666667E+00 -0.2000000E+01  0.8154462E-11
-0.5454545E+00 -0.2000000E+01  0.1464223E-10
-0.4242424E+00 -0.2000000E+01  0.2606869E-10
-0.3030303E+00 -0.2000000E+01  0.4705060E-10
-0.1818182E+00 -0.2000000E+01  0.8482325E-10
-0.6060606E-01 -0.2000000E+01  0.1470517E-09
 0.6060606E-01 -0.2000000E+01  0.2382663E-09
 0.1818182E+00 -0.2000000E+01  0.3616428E-09
 0.3030303E+00 -0.2000000E+01  0.5305914E-09
 0.4242424E+00 -0.2000000E+01  0.7805350E-09
 0.5454545E+00 -0.2000000E+01  0.1162346E-08
 0.6666667E+00 -0.2000000E+01  0.1706270E-08
 0.7878788E+00 -0.2000000E+01  0.2376779E-08
 0.9090909E+00 -0.2000000E+01  0.3084419E-08
 0.1030303E+01 -0.2000000E+01  0.3783623E-08
 0.1151515E+01 -0.2000000E+01  0.4553126E-08
 0.1272727E+01 -0.2000000E+01  0.5537966E-08
 0.1393939E+01 -0.2000000E+01  0.6776027E-08
 0.1515152E+01 -0.2000000E+01  0.8055484E-08
