-0.6000000E+01 -0.6000000E+01  0.5152176-173
 0.5757576E+01  0.3090909E+01  0.5304411E-07
 0.5878788E+01  0.3090909E+01  0.1423581E-07
 0.6000000E+01  0.3090909E+01  0.3084419E-08
  
  
-0.6000000E+01  0.3212121E+01  0.3104000E-87
-0.5878788E+01  0.3212121E+01  0.3277437E-83
-0.5757576E+01  0.3212121E+01  0.2735608E-79
-0.5636364E+01  0.3212121E+01  0.1805012E-75
-0.5515152E+01  0.3212121E+01  0.9414851E-72
-0.5393939E+01  0.3212121E+01  0.3881983E-68
-0.5272727E+01  0.3212121E+01  0.1265321E-64
-0.5151515E+01  0.3212121E+01  0.3260278E-61
-0.5030303E+01  0.3212121E+01  0.6640726E-58
-0.4909091E+01  0.3212121E+01  0.1069260E-54
-0.4787879E+01  0.3212121E+01  0.1361000E-51
-0.4666667E+01  0.3212121E+01  0.1369429E-48
-0.4545455E+01  0.3212121E+01  0.1089251E-45
-0.4424242E+01  0.3212121E+01  0.6848941E-43
-0.4303030E+01  0.3212121E+01  0.3404283E-40
-0.4181818E+01  0.3212121E+01  0.1337627E-37
-0.4060606E+01  0.3212121E+01  0.4154809E-35
-0.3939394E+01  0.3212121E+01  0.1020174E-32
-0.3818182E+01  0.3212121E+01  0.1980177E-30
-0.3696970E+01  0.3212121E+01  0.3038374E-28
-0.3575758E+01  0.3212121E+01  0.3685408E-26
-0.3454545E+01  0.3212121E+01  0.3533764E-24
-0.3333333E+01  0.3212121E+01  0.2678538E-22
-0.3212121E+01  0.3212121E+01  0.1604973E-20
-0.3090909E+01  0.3212121E+01  0.7602381E-19
-0.2969697E+01  0.3212121E+01  0.2846749E-17
-0.2848485E+01  0.3212121E+01  0.8427065E-16
-0.2727273E+01  0.3212121E+01  0.1972203E-14
-0.2606061E+01  0.3212121E+01  0.3649348E-13
-0.2484848E+01  0.3212121E+01  0.5340066E-12
-0.2363636E+01  0.3212121E+01  0.6181622E-11
-0.2242424E+01  0.3212121E+01  0.5664898E-10
-0.2121212E+01  0.3212121E+01  0.4115512E-09
-0.2000000E+01  0.3212121E+01  0.2376779E-08
-0.1878788E+01  0.3212121E+01  0.1096977E-07
-0.1757576E+01  0.3212121E+01  0.4087451E-07
-0.1636364E+01  0.3212121E+01  0.1252720E-06
-0.1515152E+01  0.3212121E+01  0.3260961E-06
-0.1393939E+01  0.3212121E+01  0.7570801E-06
-0.1272727E+01  0.3212121E+01  0.1663642E-05
-0.1151515E+01  0.3212121E+01  0.3628887E-05
-0.1030303E+01  0.3212121E+01  0.7935769E-05
-0.9090909E+00  0.3212121E+01  0.1693552E-04
-0.7878788E+00  0.3212121E+01  0.3410683E-04
-0.6666667E+00  0.3212121E+01  0.6415925E-04
-0.5454545E+00  0.3212121E+01  0.1152050E-03
-0.4242424E+00  0.3212121E+01  0.2051082E-03
-0.3030303E+00  0.3212121E+01  0.3701938E-03
-0.1818182E+00  0.3212121E+01  0.6673888E-03
-0.6060606E-01  0.3212121E+01  0.1157002E-02
 0.6060606E-01  0.3212121E+01  0.1874677E-02
 0.1818182E+00  0.3212121E+01  0.2845403E-02
 0.3030303E+00  0.3212121E+01  0.4174690E-02
 0.4242424E+00  0.3212121E+01  0.6141244E-02
 0.5454545E+00  0.3212121E+01  0.9145326E-02
 0.6666667E+00  0.3212121E+01  0.1342492E-01
 0.7878788E+00  0.3212121E+01  0.1870048E-01
 0.9090909E+00  0.3212121E+01  0.2426818E-01
 0.1030303E+01  0.3212121E+01  0.2976952E-01
 0.1151515E+01  0.3212121E+01  0.3582396E-01
 0.1272727E+01  0.3212121E+01  0.4357268E-01
 0.1393939E+01  0.3212121E+01  0.5331373E-01
 0.1515152E+01  0.3212121E+01  0.6338049E-01
 0.1636364E+01  0.3212121E+01  0.7078586E-01
 0.1757576E+01  0.3212121E+01  0.7379749E-01
 0.1878788E+01  0.3212121E+01  0.7366668E-01
 0.2000000E+01  0.3212121E+01  0.7316600E-01
 0.2121212E+01  0.3212121E+01  0.7366668E-01
 0.2242424E+01  0.3212121E+01  0.7379749E-01
 0.2363636E+01  0.3212121E+01  0.7078586E-01
 0.2484848E+01  0.3212121E+01  0.6338049E-01
 0.2606061E+01  0.3212121E+01  0.5331373E-01
 0.2727273E+01  0.3212121E+01  0.4357268E-01
 0.2848485E+01  0.3212121E+01  0.3582396E-01
 0.2969697E+01  0.3212121E+01  0.2976952E-01
 0.3090909E+01  0.3212121E+01  0.2426818E-01
 0.3212121E+01  0.3212121E+01  0.1870048E-01
 0.3333333E+01  0.3212121E+01  0.1342492E-01
 0.3454545E+01  0.3212121E+01  0.9145326E-02
 0.3575758E+01  0.3212121E+01  0.6141244E-02
 0.3696970E+01  0.3212121E+01  0.4174690E-02
 0.3818182E+01  0.3212121E+01  0.2845403E-02
 0.3939394E+01  0.3212121E+01  0.1874677E-02
 0.4060606E+01  0.3212121E+01  0.1157002E-02
 0.4181818E+01  0.3212121E+01  0.6673888E-03
 0.4303030E+01  0.3212121E+01  0.3701938E-03
 0.4424242E+01  0.3212121E+01  0.2051082E-03
 0.4545455E+01  0.3212121E+01  0.1152050E-03
 0.4666667E+01  0.3212121E+01  0.6415925E-04
 0.4787879E+01  0.3212121E+01  0.3410683E-04
 0.4909091E+01  0.3212121E+01  0.1693552E-04
 0.5030303E+01  0.3212121E+01  0.7935769E-05
 0.5151515E+01  0.3212121E+01  0.3628887E-05
 0.5272727E+01  0.3212121E+01  0.1663642E-05
 0.5393939E+01  0.3212121E+01  0.7570801E-06
 0.5515152E+01  0.3212121E+01  0.3260961E-06
 0.5636364E+01  0.3212121E+01  0.1252720E-06
 0.5757576E+01  0.3212121E+01  0.4087451E-07
 0.5878788E+01  0.3212121E+01  0.1096977E-07
 0.6000000E+01  0.3212121E+01  0.2376779E-08
  
  
-0.6000000E+01  0.3333333E+01  0.2228336E-87
-0.5878788E+01  0.3333333E+01  0.2352844E-83
-0.5757576E+01  0.3333333E+01  0.1963870E-79
-0.5636364E+01  0.3333333E+01  0.1295803E-75
-0.5515152E+01  0.3333333E+01  0.6758843E-72
-0.5393939E+01  0.3333333E+01  0.2786843E-68
-0.5272727E+01  0.3333333E+01  0.9083634E-65
-0.5151515E+01  0.3333333E+01  0.2340527E-61
-0.5030303E+01  0.3333333E+01  0.4767322E-58
-0.4909091E+01  0.3333333E+01  0.7676129E-55
-0.4787879E+01  0.3333333E+01  0.9770503E-52
-0.4666667E+01  0.3333333E+01  0.9831018E-49
-0.4545455E+01  0.3333333E+01  0.7819644E-46
-0.4424242E+01  0.3333333E+01  0.4916798E-43
-0.4303030E+01  0.3333333E+01  0.2443907E-40
-0.4181818E+01  0.3333333E+01  0.9602710E-38
-0.4060606E+01  0.3333333E+01  0.2982702E-35
-0.3939394E+01  0.3333333E+01  0.7323741E-33
-0.3818182E+01  0.3333333E+01  0.1421553E-30
-0.3696970E+01  0.3333333E+01  0.2181223E-28
-0.3575758E+01  0.3333333E+01  0.2645724E-26
-0.3454545E+01  0.3333333E+01  0.2536860E-24
-0.3333333E+01  0.3333333E+01  0.1922900E-22
-0.3212121E+01  0.3333333E+01  0.1152196E-20
-0.3090909E+01  0.3333333E+01  0.5457686E-19
-0.2969697E+01  0.3333333E+01  0.2043657E-17
-0.2848485E+01  0.3333333E+01  0.6049720E-16
-0.2727273E+01  0.3333333E+01  0.1415828E-14
-0.2606061E+01  0.3333333E+01  0.2619836E-13
-0.2484848E+01  0.3333333E+01  0.3833589E-12
-0.2363636E+01  0.3333333E+01  0.4437735E-11
-0.2242424E+01  0.3333333E+01  0.4066783E-10
-0.2121212E+01  0.3333333E+01  0.2954492E-09
-0.2000000E+01  0.3333333E+01  0.1706270E-08
-0.1878788E+01  0.3333333E+01  0.7875105E-08
-0.1757576E+01  0.3333333E+01  0.2934347E-07
-0.1636364E+01  0.3333333E+01  0.8993174E-07
-0.1515152E+01  0.3333333E+01  0.2341017E-06
-0.1393939E+01  0.3333333E+01  0.5435015E-06
-0.1272727E+01  0.3333333E+01  0.1194315E-05
-0.1151515E+01  0.3333333E+01  0.2605148E-05
-0.1030303E+01  0.3333333E+01  0.5697022E-05
-0.9090909E+00  0.3333333E+01  0.1215787E-04
-0.7878788E+00  0.3333333E+01  0.2448501E-04
-0.6666667E+00  0.3333333E+01  0.4605939E-04
-0.5454545E+00  0.3333333E+01  0.8270469E-04
-0.4242424E+00  0.3333333E+01  0.1472455E-03
-0.3030303E+00  0.3333333E+01  0.2657590E-03
-0.1818182E+00  0.3333333E+01  0.4791128E-03
-0.6060606E-01  0.3333333E+01  0.8306022E-03
 0.6060606E-01  0.3333333E+01  0.1345815E-02
 0.1818182E+00  0.3333333E+01  0.2042691E-02
 0.3030303E+00  0.3333333E+01  0.2996975E-02
 0.4242424E+00  0.3333333E+01  0.4408748E-02
 0.5454545E+00  0.3333333E+01  0.6565353E-02
 0.6666667E+00  0.3333333E+01  0.9637636E-02
 0.7878788E+00  0.3333333E+01  0.1342492E-01
 0.9090909E+00  0.3333333E+01  0.1742193E-01
 0.1030303E+01  0.3333333E+01  0.2137129E-01
 0.1151515E+01  0.3333333E+01  0.2571772E-01
 0.1272727E+01  0.3333333E+01  0.3128046E-01
 0.1393939E+01  0.3333333E+01  0.3827348E-01
 0.1515152E+01  0.3333333E+01  0.4550032E-01
 0.1636364E+01  0.3333333E+01  0.5081658E-01
 0.1757576E+01  0.3333333E+01  0.5297860E-01
 0.1878788E+01  0.3333333E+01  0.5288469E-01
 0.2000000E+01  0.3333333E+01  0.5252526E-01
 0.2121212E+01  0.3333333E+01  0.5288469E-01
 0.2242424E+01  0.3333333E+01  0.5297860E-01
 0.2363636E+01  0.3333333E+01  0.5081658E-01
 0.2484848E+01  0.3333333E+01  0.4550032E-01
 0.2606061E+01  0.3333333E+01  0.3827348E-01
 0.2727273E+01  0.3333333E+01  0.3128046E-01
 0.2848485E+01  0.3333333E+01  0.2571772E-01
 0.2969697E+01  0.3333333E+01  0.2137129E-01
 0.3090909E+01  0.3333333E+01  0.1742193E-01
 0.3212121E+01  0.3333333E+01  0.1342492E-01
 0.3333333E+01  0.3333333E+01  0.9637636E-02
 0.3454545E+01  0.3333333E+01  0.6565353E-02
 0.3575758E+01  0.3333333E+01  0.4408748E-02
 0.3696970E+01  0.3333333E+01  0.2996975E-02
 0.3818182E+01  0.3333333E+01  0.2042691E-02
 0.3939394E+01  0.3333333E+01  0.1345815E-02
 0.4060606E+01  0.3333333E+01  0.8306022E-03
 0.4181818E+01  0.3333333E+01  0.4791128E-03
 0.4303030E+01  0.3333333E+01  0.2657590E-03
 0.4424242E+01  0.3333333E+01  0.1472455E-03
 0.4545455E+01  0.3333333E+01  0.8270469E-04
 0.4666667E+01  0.3333333E+01  0.4605939E-04
 0.4787879E+01  0.3333333E+01  0.2448501E-04
 0.4909091E+01  0.3333333E+01  0.1215787E-04
 0.5030303E+01  0.3333333E+01  0.5697022E-05
 0.5151515E+01  0.3333333E+01  0.2605148E-05
 0.5272727E+01  0.3333333E+01  0.1194315E-05
 0.5393939E+01  0.3333333E+01  0.5435015E-06
 0.5515152E+01  0.3333333E+01  0.2341017E-06
 0.5636364E+01  0.3333333E+01  0.8993174E-07
 0.5757576E+01  0.3333333E+01  0.2934347E-07
 0.5878788E+01  0.3333333E+01  0.7875105E-08
 0.6000000E+01  0.3333333E+01  0.1706270E-08
  
  
-0.6000000E+01  0.3454545E+01  0.1517988E-87
-0.5878788E+01  0.3454545E+01  0.1602805E-83
-0.5757576E+01  0.3454545E+01  0.1337828E-79
-0.5636364E+01  0.3454545E+01  0.8827275E-76
-0.5515152E+01  0.3454545E+01  0.4604261E-72
-0.5393939E+01  0.3454545E+01  0.1898454E-68
-0.5272727E+01  0.3454545E+01  0.6187956E-65
-0.5151515E+01  0.3454545E+01  0.1594414E-61
-0.5030303E+01  0.3454545E+01  0.3247597E-58
-0.4909091E+01  0.3454545E+01  0.5229135E-55
-0.4787879E+01  0.3454545E+01  0.6655865E-52
-0.4666667E+01  0.3454545E+01  0.6697089E-49
-0.4545455E+01  0.3454545E+01  0.5326900E-46
-0.4424242E+01  0.3454545E+01  0.3349423E-43
-0.4303030E+01  0.3454545E+01  0.1664839E-40
-0.4181818E+01  0.3454545E+01  0.6541561E-38
-0.4060606E+01  0.3454545E+01  0.2031878E-35
-0.3939394E+01  0.3454545E+01  0.4989081E-33
-0.3818182E+01  0.3454545E+01  0.9683907E-31
-0.3696970E+01  0.3454545E+01  0.1485894E-28
-0.3575758E+01  0.3454545E+01  0.1802321E-26
-0.3454545E+01  0.3454545E+01  0.1728160E-24
-0.3333333E+01  0.3454545E+01  0.1309919E-22
-0.3212121E+01  0.3454545E+01  0.7848996E-21
-0.3090909E+01  0.3454545E+01  0.3717887E-19
-0.2969697E+01  0.3454545E+01  0.1392181E-17
-0.2848485E+01  0.3454545E+01  0.4121192E-16
-0.2727273E+01  0.3454545E+01  0.9644910E-15
-0.2606061E+01  0.3454545E+01  0.1784686E-13
-0.2484848E+01  0.3454545E+01  0.2611518E-12
-0.2363636E+01  0.3454545E+01  0.3023075E-11
-0.2242424E+01  0.3454545E+01  0.2770375E-10
-0.2121212E+01  0.3454545E+01  0.2012660E-09
-0.2000000E+01  0.3454545E+01  0.1162346E-08
-0.1878788E+01  0.3454545E+01  0.5364682E-08
-0.1757576E+01  0.3454545E+01  0.1998937E-07
-0.1636364E+01  0.3454545E+01  0.6126333E-07
-0.1515152E+01  0.3454545E+01  0.1594748E-06
-0.1393939E+01  0.3454545E+01  0.3702442E-06
-0.1272727E+01  0.3454545E+01  0.8135915E-06
-0.1151515E+01  0.3454545E+01  0.1774680E-05
-0.1030303E+01  0.3454545E+01  0.3880927E-05
-0.9090909E+00  0.3454545E+01  0.8282186E-05
-0.7878788E+00  0.3454545E+01  0.1667969E-04
-0.6666667E+00  0.3454545E+01  0.3137659E-04
-0.5454545E+00  0.3454545E+01  0.5634012E-04
-0.4242424E+00  0.3454545E+01  0.1003066E-03
-0.3030303E+00  0.3454545E+01  0.1810404E-03
-0.1818182E+00  0.3454545E+01  0.3263814E-03
-0.6060606E-01  0.3454545E+01  0.5658231E-03
 0.6060606E-01  0.3454545E+01  0.9167967E-03
 0.1818182E+00  0.3454545E+01  0.1391523E-02
 0.3030303E+00  0.3454545E+01  0.2041600E-02
 0.4242424E+00  0.3454545E+01  0.3003329E-02
 0.5454545E+00  0.3454545E+01  0.4472452E-02
 0.6666667E+00  0.3454545E+01  0.6565353E-02
 0.7878788E+00  0.3454545E+01  0.9145326E-02
 0.9090909E+00  0.3454545E+01  0.1186817E-01
 0.1030303E+01  0.3454545E+01  0.1455856E-01
 0.1151515E+01  0.3454545E+01  0.1751944E-01
 0.1272727E+01  0.3454545E+01  0.2130889E-01
 0.1393939E+01  0.3454545E+01  0.2607268E-01
 0.1515152E+01  0.3454545E+01  0.3099575E-01
 0.1636364E+01  0.3454545E+01  0.3461729E-01
 0.1757576E+01  0.3454545E+01  0.3609010E-01
 0.1878788E+01  0.3454545E+01  0.3602613E-01
 0.2000000E+01  0.3454545E+01  0.3578127E-01
 0.2121212E+01  0.3454545E+01  0.3602613E-01
 0.2242424E+01  0.3454545E+01  0.3609010E-01
 0.2363636E+01  0.3454545E+01  0.3461729E-01
 0.2484848E+01  0.3454545E+01  0.3099575E-01
 0.2606061E+01  0.3454545E+01  0.2607268E-01
 0.2727273E+01  0.3454545E+01  0.2130889E-01
 0.2848485E+01  0.3454545E+01  0.1751944E-01
 0.2969697E+01  0.3454545E+01  0.1455856E-01
 0.3090909E+01  0.3454545E+01  0.1186817E-01
 0.3212121E+01  0.3454545E+01  0.9145326E-02
 0.3333333E+01  0.3454545E+01  0.6565353E-02
 0.3454545E+01  0.3454545E+01  0.4472452E-02
 0.3575758E+01  0.3454545E+01  0.3003329E-02
 0.3696970E+01  0.3454545E+01  0.2041600E-02
 0.3818182E+01  0.3454545E+01  0.1391523E-02
 0.3939394E+01  0.3454545E+01  0.9167967E-03
 0.4060606E+01  0.3454545E+01  0.5658231E-03
 0.4181818E+01  0.3454545E+01  0.3263814E-03
 0.4303030E+01  0.3454545E+01  0.1810404E-03
 0.4424242E+01  0.3454545E+01  0.1003066E-03
 0.4545455E+01  0.3454545E+01  0.5634012E-04
 0.4666667E+01  0.3454545E+01  0.3137659E-04
 0.4787879E+01  0.3454545E+01  0.1667969E-04
 0.4909091E+01  0.3454545E+01  0.8282186E-05
 0.5030303E+01  0.3454545E+01  0.3880927E-05
 0.5151515E+01  0.3454545E+01  0.1774680E-05
 0.5272727E+01  0.3454545E+01  0.8135915E-06
 0.5393939E+01  0.3454545E+01  0.3702442E-06
 0.5515152E+01  0.3454545E+01  0.1594748E-06
 0.5636364E+01  0.3454545E+01  0.6126333E-07
 0.5757576E+01  0.3454545E+01  0.1998937E-07
 0.5878788E+01  0.3454545E+01  0.5364682E-08
 0.6000000E+01  0.3454545E+01  0.1162346E-08
  
  
-0.6000000E+01  0.3575758E+01  0.1019355E-87
-0.5878788E+01  0.3575758E+01  0.1076311E-83
-0.5757576E+01  0.3575758E+01  0.8983745E-80
-0.5636364E+01  0.3575758E+01  0.5927667E-76
-0.5515152E+01  0.3575758E+01  0.3091841E-72
-0.5393939E+01  0.3575758E+01  0.1274845E-68
-0.5272727E+01  0.3575758E+01  0.4155319E-65
-0.5151515E+01  0.3575758E+01  0.1070677E-61
-0.5030303E+01  0.3575758E+01  0.2180817E-58
-0.4909091E+01  0.3575758E+01  0.3511454E-55
-0.4787879E+01  0.3575758E+01  0.4469528E-52
-0.4666667E+01  0.3575758E+01  0.4497211E-49
-0.4545455E+01  0.3575758E+01  0.3577105E-46
-0.4424242E+01  0.3575758E+01  0.2249195E-43
-0.4303030E+01  0.3575758E+01  0.1117968E-40
-0.4181818E+01  0.3575758E+01  0.4392771E-38
-0.4060606E+01  0.3575758E+01  0.1364441E-35
-0.3939394E+01  0.3575758E+01  0.3350254E-33
-0.3818182E+01  0.3575758E+01  0.6502910E-31
-0.3696970E+01  0.3575758E+01  0.9978032E-29
-0.3575758E+01  0.3575758E+01  0.1210289E-26
-0.3454545E+01  0.3575758E+01  0.1160489E-24
-0.3333333E+01  0.3575758E+01  0.8796328E-23
-0.3212121E+01  0.3575758E+01  0.5270736E-21
-0.3090909E+01  0.3575758E+01  0.2496625E-19
-0.2969697E+01  0.3575758E+01  0.9348734E-18
-0.2848485E+01  0.3575758E+01  0.2767451E-16
-0.2727273E+01  0.3575758E+01  0.6476723E-15
-0.2606061E+01  0.3575758E+01  0.1198447E-13
-0.2484848E+01  0.3575758E+01  0.1753680E-12
-0.2363636E+01  0.3575758E+01  0.2030047E-11
-0.2242424E+01  0.3575758E+01  0.1860355E-10
-0.2121212E+01  0.3575758E+01  0.1351536E-09
-0.2000000E+01  0.3575758E+01  0.7805350E-09
-0.1878788E+01  0.3575758E+01  0.3602476E-08
-0.1757576E+01  0.3575758E+01  0.1342320E-07
-0.1636364E+01  0.3575758E+01  0.4113938E-07
-0.1515152E+01  0.3575758E+01  0.1070901E-06
-0.1393939E+01  0.3575758E+01  0.2486254E-06
-0.1272727E+01  0.3575758E+01  0.5463407E-06
-0.1151515E+01  0.3575758E+01  0.1191728E-05
-0.1030303E+01  0.3575758E+01  0.2606109E-05
-0.9090909E+00  0.3575758E+01  0.5561630E-05
-0.7878788E+00  0.3575758E+01  0.1120070E-04
-0.6666667E+00  0.3575758E+01  0.2106992E-04
-0.5454545E+00  0.3575758E+01  0.3783336E-04
-0.4242424E+00  0.3575758E+01  0.6735763E-04
-0.3030303E+00  0.3575758E+01  0.1215718E-03
-0.1818182E+00  0.3575758E+01  0.2191707E-03
-0.6060606E-01  0.3575758E+01  0.3799599E-03
 0.6060606E-01  0.3575758E+01  0.6156448E-03
 0.1818182E+00  0.3575758E+01  0.9344315E-03
 0.3030303E+00  0.3575758E+01  0.1370970E-02
 0.4242424E+00  0.3575758E+01  0.2016787E-02
 0.5454545E+00  0.3575758E+01  0.3003329E-02
 0.6666667E+00  0.3575758E+01  0.4408748E-02
 0.7878788E+00  0.3575758E+01  0.6141244E-02
 0.9090909E+00  0.3575758E+01  0.7969681E-02
 0.1030303E+01  0.3575758E+01  0.9776321E-02
 0.1151515E+01  0.3575758E+01  0.1176460E-01
 0.1272727E+01  0.3575758E+01  0.1430928E-01
 0.1393939E+01  0.3575758E+01  0.1750825E-01
 0.1515152E+01  0.3575758E+01  0.2081418E-01
 0.1636364E+01  0.3575758E+01  0.2324610E-01
 0.1757576E+01  0.3575758E+01  0.2423512E-01
 0.1878788E+01  0.3575758E+01  0.2419217E-01
 0.2000000E+01  0.3575758E+01  0.2402774E-01
 0.2121212E+01  0.3575758E+01  0.2419217E-01
 0.2242424E+01  0.3575758E+01  0.2423512E-01
 0.2363636E+01  0.3575758E+01  0.2324610E-01
 0.2484848E+01  0.3575758E+01  0.2081418E-01
 0.2606061E+01  0.3575758E+01  0.1750825E-01
 0.2727273E+01  0.3575758E+01  0.1430928E-01
 0.2848485E+01  0.3575758E+01  0.1176460E-01
 0.2969697E+01  0.3575758E+01  0.9776321E-02
 0.3090909E+01  0.3575758E+01  0.7969681E-02
 0.3212121E+01  0.3575758E+01  0.6141244E-02
 0.3333333E+01  0.3575758E+01  0.4408748E-02
 0.3454545E+01  0.3575758E+01  0.3003329E-02
 0.3575758E+01  0.3575758E+01  0.2016787E-02
 0.3696970E+01  0.3575758E+01  0.1370970E-02
 0.3818182E+01  0.3575758E+01  0.9344315E-03
 0.3939394E+01  0.3575758E+01  0.6156448E-03
 0.4060606E+01  0.3575758E+01  0.3799599E-03
 0.4181818E+01  0.3575758E+01  0.2191707E-03
 0.4303030E+01  0.3575758E+01  0.1215718E-03
 0.4424242E+01  0.3575758E+01  0.6735763E-04
 0.4545455E+01  0.3575758E+01  0.3783336E-04
 0.4666667E+01  0.3575758E+01  0.2106992E-04
 0.4787879E+01  0.3575758E+01  0.1120070E-04
 0.4909091E+01  0.3575758E+01  0.5561630E-05
 0.5030303E+01  0.3575758E+01  0.2606109E-05
 0.5151515E+01  0.3575758E+01  0.1191728E-05
 0.5272727E+01  0.3575758E+01  0.5463407E-06
 0.5393939E+01  0.3575758E+01  0.2486254E-06
 0.5515152E+01  0.3575758E+01  0.1070901E-06
 0.5636364E+01  0.3575758E+01  0.4113938E-07
 0.5757576E+01  0.3575758E+01  0.1342320E-07
 0.5878788E+01  0.3575758E+01  0.3602476E-08
 0.6000000E+01  0.3575758E+01  0.7805350E-09
  
  
-0.6000000E+01  0.3696970E+01  0.6929361E-88
-0.5878788E+01  0.3696970E+01  0.7316541E-84
-0.5757576E+01  0.3696970E+01  0.6106963E-80
-0.5636364E+01  0.3696970E+01  0.4029505E-76
-0.5515152E+01  0.3696970E+01  0.2101769E-72
-0.5393939E+01  0.3696970E+01  0.8666129E-69
-0.5272727E+01  0.3696970E+01  0.2824699E-65
-0.5151515E+01  0.3696970E+01  0.7278237E-62
-0.5030303E+01  0.3696970E+01  0.1482474E-58
-0.4909091E+01  0.3696970E+01  0.2387013E-55
-0.4787879E+01  0.3696970E+01  0.3038292E-52
-0.4666667E+01  0.3696970E+01  0.3057110E-49
-0.4545455E+01  0.3696970E+01  0.2431642E-46
-0.4424242E+01  0.3696970E+01  0.1528956E-43
-0.4303030E+01  0.3696970E+01  0.7599713E-41
-0.4181818E+01  0.3696970E+01  0.2986114E-38
-0.4060606E+01  0.3696970E+01  0.9275184E-36
-0.3939394E+01  0.3696970E+01  0.2277433E-33
-0.3818182E+01  0.3696970E+01  0.4420543E-31
-0.3696970E+01  0.3696970E+01  0.6782858E-29
-0.3575758E+01  0.3696970E+01  0.8227296E-27
-0.3454545E+01  0.3696970E+01  0.7888766E-25
-0.3333333E+01  0.3696970E+01  0.5979561E-23
-0.3212121E+01  0.3696970E+01  0.3582936E-21
-0.3090909E+01  0.3696970E+01  0.1697154E-19
-0.2969697E+01  0.3696970E+01  0.6355074E-18
-0.2848485E+01  0.3696970E+01  0.1881256E-16
-0.2727273E+01  0.3696970E+01  0.4402741E-15
-0.2606061E+01  0.3696970E+01  0.8146795E-14
-0.2484848E+01  0.3696970E+01  0.1192115E-12
-0.2363636E+01  0.3696970E+01  0.1379984E-11
-0.2242424E+01  0.3696970E+01  0.1264630E-10
-0.2121212E+01  0.3696970E+01  0.9187457E-10
-0.2000000E+01  0.3696970E+01  0.5305914E-09
-0.1878788E+01  0.3696970E+01  0.2448888E-08
-0.1757576E+01  0.3696970E+01  0.9124815E-08
-0.1636364E+01  0.3696970E+01  0.2796569E-07
-0.1515152E+01  0.3696970E+01  0.7279761E-07
-0.1393939E+01  0.3696970E+01  0.1690104E-06
-0.1272727E+01  0.3696970E+01  0.3713910E-06
-0.1151515E+01  0.3696970E+01  0.8101117E-06
-0.1030303E+01  0.3696970E+01  0.1771579E-05
-0.9090909E+00  0.3696970E+01  0.3780680E-05
-0.7878788E+00  0.3696970E+01  0.7614000E-05
-0.6666667E+00  0.3696970E+01  0.1432289E-04
-0.5454545E+00  0.3696970E+01  0.2571833E-04
-0.4242424E+00  0.3696970E+01  0.4578831E-04
-0.3030303E+00  0.3696970E+01  0.8264196E-04
-0.1818182E+00  0.3696970E+01  0.1489877E-03
-0.6060606E-01  0.3696970E+01  0.2582888E-03
 0.6060606E-01  0.3696970E+01  0.4185025E-03
 0.1818182E+00  0.3696970E+01  0.6352071E-03
 0.3030303E+00  0.3696970E+01  0.9319566E-03
 0.4242424E+00  0.3696970E+01  0.1370970E-02
 0.5454545E+00  0.3696970E+01  0.2041600E-02
 0.6666667E+00  0.3696970E+01  0.2996975E-02
 0.7878788E+00  0.3696970E+01  0.4174690E-02
 0.9090909E+00  0.3696970E+01  0.5417623E-02
 0.1030303E+01  0.3696970E+01  0.6645739E-02
 0.1151515E+01  0.3696970E+01  0.7997332E-02
 0.1272727E+01  0.3696970E+01  0.9727153E-02
 0.1393939E+01  0.3696970E+01  0.1190174E-01
 0.1515152E+01  0.3696970E+01  0.1414904E-01
 0.1636364E+01  0.3696970E+01  0.1580222E-01
 0.1757576E+01  0.3696970E+01  0.1647453E-01
 0.1878788E+01  0.3696970E+01  0.1644533E-01
 0.2000000E+01  0.3696970E+01  0.1633356E-01
 0.2121212E+01  0.3696970E+01  0.1644533E-01
 0.2242424E+01  0.3696970E+01  0.1647453E-01
 0.2363636E+01  0.3696970E+01  0.1580222E-01
 0.2484848E+01  0.3696970E+01  0.1414904E-01
 0.2606061E+01  0.3696970E+01  0.1190174E-01
 0.2727273E+01  0.3696970E+01  0.9727153E-02
 0.2848485E+01  0.3696970E+01  0.7997332E-02
 0.2969697E+01  0.3696970E+01  0.6645739E-02
 0.3090909E+01  0.3696970E+01  0.5417623E-02
 0.3212121E+01  0.3696970E+01  0.4174690E-02
 0.3333333E+01  0.3696970E+01  0.2996975E-02
 0.3454545E+01  0.3696970E+01  0.2041600E-02
 0.3575758E+01  0.3696970E+01  0.1370970E-02
 0.3696970E+01  0.3696970E+01  0.9319566E-03
 0.3818182E+01  0.3696970E+01  0.6352071E-03
 0.3939394E+01  0.3696970E+01  0.4185025E-03
 0.4060606E+01  0.3696970E+01  0.2582888E-03
 0.4181818E+01  0.3696970E+01  0.1489877E-03
 0.4303030E+01  0.3696970E+01  0.8264196E-04
 0.4424242E+01  0.3696970E+01  0.4578831E-04
 0.4545455E+01  0.3696970E+01  0.2571833E-04
 0.4666667E+01  0.3696970E+01  0.1432289E-04
 0.4787879E+01  0.3696970E+01  0.7614000E-05
 0.4909091E+01  0.3696970E+01  0.3780680E-05
 0.5030303E+01  0.3696970E+01  0.1771579E-05
 0.5151515E+01  0.3696970E+01  0.8101117E-06
 0.5272727E+01  0.3696970E+01  0.3713910E-06
 0.5393939E+01  0.3696970E+01  0.1690104E-06
