 0.0000000E+00  0.2919525E-05  0.2707284E-04  0.1477123E-03  0.4570607E-03  0.8017895E-03  0.8017895E-03  0.4570607E-03  0.1477123E-03  0.2707284E-04  0.2919525E-05  0.2707284E-04  0.2510473E-03  0.1369741E-02  0.4238338E-02  0.7435018E-02  0.7435018E-02  0.4238338E-02  0.1369741E-02  0.2510473E-03  0.2707284E-04  0.1477123E-03  0.1369741E-02  0.7473452E-02  0.2312483E-01  0.4056625E-01  0.4056625E-01  0.2312483E-01  0.7473452E-02  0.1369741E-02  0.1477123E-03  0.4570607E-03  0.4238338E-02  0.2312483E-01  0.7155430E-01  0.1255227E+00  0.1255227E+00  0.7155430E-01  0.2312483E-01  0.4238338E-02  0.4570607E-03  0.8017895E-03  0.7435018E-02  0.4056625E-01  0.1255227E+00  0.2201956E+00  0.2201956E+00  0.1255227E+00  0.4056625E-01  0.7435018E-02  0.8017895E-03  0.8017895E-03  0.7435018E-02  0.4056625E-01  0.1255227E+00  0.2201956E+00  0.2201956E+00  0.1255227E+00  0.4056625E-01  0.7435018E-02  0.8017895E-03  0.4570607E-03  0.4238338E-02  0.2312483E-01  0.7155430E-01  0.1255227E+00  0.1255227E+00  0.7155430E-01  0.2312483E-01  0.4238338E-02  0.4570607E-03  0.1477123E-03  0.1369741E-02  0.7473452E-02  0.2312483E-01  0.4056625E-01  0.4056625E-01  0.2312483E-01  0.7473452E-02  0.1369741E-02  0.1477123E-03  0.2707284E-04  0.2510473E-03  0.1369741E-02  0.4238338E-02  0.7435018E-02  0.7435018E-02  0.4238338E-02  0.1369741E-02  0.2510473E-03  0.2707284E-04  0.2919525E-05  0.2707284E-04  0.1477123E-03  0.4570607E-03  0.8017895E-03  0.8017895E-03  0.4570607E-03  0.1477123E-03  0.2707284E-04  0.2919525E-05
 0.1000000E-02  0.9677175E-04  0.1939726E-03  0.6389510E-03  0.6959711E-03  0.1746549E-02  0.1628713E-02  0.9587552E-03  0.3017933E-03  0.5777034E-04  0.5548914E-05  0.1939726E-03  0.3154013E-03  0.1999664E-02  0.4741831E-02  0.8600352E-02  0.8538122E-02  0.4881481E-02  0.1572661E-02  0.2892888E-03  0.3082329E-04  0.6389510E-03  0.1999664E-02  0.7441208E-02  0.2314564E-01  0.4052768E-01  0.4054334E-01  0.2310842E-01  0.7469737E-02  0.1368899E-02  0.1477263E-03  0.6959711E-03  0.4741831E-02  0.2314564E-01  0.7161377E-01  0.1256032E+00  0.1256088E+00  0.7160211E-01  0.2314055E-01  0.4241170E-02  0.4573816E-03  0.1746549E-02  0.8600352E-02  0.4052768E-01  0.1256032E+00  0.2202248E+00  0.2202499E+00  0.1255476E+00  0.4057608E-01  0.7436475E-02  0.8020710E-03  0.1628713E-02  0.8538122E-02  0.4054334E-01  0.1256088E+00  0.2202499E+00  0.2202719E+00  0.1255608E+00  0.4058003E-01  0.7437238E-02  0.8021310E-03  0.9587552E-03  0.4881481E-02  0.2310842E-01  0.7160211E-01  0.1255476E+00  0.1255608E+00  0.7157288E-01  0.2313174E-01  0.4239426E-02  0.4572421E-03  0.3017933E-03  0.1572661E-02  0.7469737E-02  0.2314055E-01  0.4057608E-01  0.4058003E-01  0.2313174E-01  0.7475969E-02  0.1370152E-02  0.1477760E-03  0.5777034E-04  0.2892888E-03  0.1368899E-02  0.4241170E-02  0.7436475E-02  0.7437238E-02  0.4239426E-02  0.1370152E-02  0.2511141E-03  0.2708406E-04  0.5548914E-05  0.3082329E-04  0.1477263E-03  0.4573816E-03  0.8020710E-03  0.8021310E-03  0.4572421E-03  0.1477760E-03  0.2708406E-04  0.2921046E-05
 0.2000000E-02  0.1610791E-03  0.3327372E-03  0.1029184E-02  0.9831895E-03  0.2690915E-02  0.2479411E-02  0.1468006E-02  0.4597986E-03  0.8868915E-04  0.8323659E-05  0.3327372E-03  0.4208830E-03  0.2830333E-02  0.5545475E-02  0.1043082E-01  0.1027888E-01  0.5895408E-02  0.1893949E-02  0.3498614E-03  0.3684165E-04  0.1029184E-02  0.2830333E-02  0.7208663E-02  0.2314686E-01  0.4026763E-01  0.4034162E-01  0.2297927E-01  0.7432381E-02  0.1361039E-02  0.1472122E-03  0.9831895E-03  0.5545475E-02  0.2314686E-01  0.7172722E-01  0.1257323E+00  0.1257543E+00  0.7168135E-01  0.2316702E-01  0.4245841E-02  0.4579308E-03  0.2690915E-02  0.1043082E-01  0.4026763E-01  0.1257323E+00  0.2201110E+00  0.2202136E+00  0.1255081E+00  0.4056840E-01  0.7433797E-02  0.8021513E-03  0.2479411E-02  0.1027888E-01  0.4034162E-01  0.1257543E+00  0.2202136E+00  0.2203024E+00  0.1255621E+00  0.4058469E-01  0.7437022E-02  0.8024113E-03  0.1468006E-02  0.5895408E-02  0.2297927E-01  0.7168135E-01  0.1255081E+00  0.1255621E+00  0.7156372E-01  0.2313143E-01  0.4238710E-02  0.4573550E-03  0.4597986E-03  0.1893949E-02  0.7432381E-02  0.2316702E-01  0.4056840E-01  0.4058469E-01  0.2313143E-01  0.7476672E-02  0.1370087E-02  0.1478260E-03  0.8868915E-04  0.3498614E-03  0.1361039E-02  0.4245841E-02  0.7433797E-02  0.7437022E-02  0.4238710E-02  0.1370087E-02  0.2510634E-03  0.2709041E-04  0.8323659E-05  0.3684165E-04  0.1472122E-03  0.4579308E-03  0.8021513E-03  0.8024113E-03  0.4573550E-03  0.1478260E-03  0.2709041E-04  0.2922628E-05
 0.3000000E-02  0.2243304E-03  0.4821455E-03  0.1388962E-02  0.1309753E-02  0.3651716E-02  0.3359616E-02  0.1990734E-02  0.6230669E-03  0.1203098E-03  0.1125690E-04  0.4821455E-03  0.6677259E-03  0.3705162E-02  0.6613199E-02  0.1270153E-01  0.1246877E-01  0.7163238E-02  0.2298139E-02  0.4254951E-03  0.4454157E-04  0.1388962E-02  0.3705162E-02  0.6786332E-02  0.2313607E-01  0.3980535E-01  0.3997867E-01  0.2274795E-01  0.7364787E-02  0.1346843E-02  0.1462387E-03  0.1309753E-02  0.6613199E-02  0.2313607E-01  0.7192283E-01  0.1259500E+00  0.1260014E+00  0.7181558E-01  0.2321201E-01  0.4253735E-02  0.4588702E-03  0.3651716E-02  0.1270153E-01  0.3980535E-01  0.1259500E+00  0.2199235E+00  0.2201563E+00  0.1254438E+00  0.4055605E-01  0.7429351E-02  0.8022888E-03  0.3359616E-02  0.1246877E-01  0.3997867E-01  0.1260014E+00  0.2201563E+00  0.2203578E+00  0.1255664E+00  0.4059325E-01  0.7436744E-02  0.8028941E-03  0.1990734E-02  0.7163238E-02  0.2274795E-01  0.7181558E-01  0.1254438E+00  0.1255664E+00  0.7154953E-01  0.2313126E-01  0.4237543E-02  0.4575485E-03  0.6230669E-03  0.2298139E-02  0.7364787E-02  0.2321201E-01  0.4055605E-01  0.4059325E-01  0.2313126E-01  0.7477966E-02  0.1369985E-02  0.1479110E-03  0.1203098E-03  0.4254951E-03  0.1346843E-02  0.4253735E-02  0.7429351E-02  0.7436744E-02  0.4237543E-02  0.1369985E-02  0.2509766E-03  0.2710082E-04  0.1125690E-04  0.4454157E-04  0.1462387E-03  0.4588702E-03  0.8022888E-03  0.8028941E-03  0.4575485E-03  0.1479110E-03  0.2710082E-04  0.2925282E-05
 0.4000000E-02  0.2856052E-03  0.6419358E-03  0.1696583E-02  0.1664872E-02  0.4593092E-02  0.4237514E-02  0.2507723E-02  0.7857026E-03  0.1514676E-03  0.1425606E-04  0.6419358E-03  0.1058857E-02  0.4515306E-02  0.7892307E-02  0.1518490E-01  0.1490957E-01  0.8564399E-02  0.2748246E-02  0.5088104E-03  0.5329390E-04  0.1696583E-02  0.4515306E-02  0.6179929E-02  0.2310003E-01  0.3913996E-01  0.3944811E-01  0.2241226E-01  0.7265863E-02  0.1326215E-02  0.1447663E-03  0.1664872E-02  0.7892307E-02  0.2310003E-01  0.7221227E-01  0.1262541E+00  0.1263535E+00  0.7200526E-01  0.2327606E-01  0.4264843E-02  0.4602298E-03  0.4593092E-02  0.1518490E-01  0.3913996E-01  0.1262541E+00  0.2196621E+00  0.2200768E+00  0.1253542E+00  0.4053886E-01  0.7423114E-02  0.8024783E-03  0.4237514E-02  0.1490957E-01  0.3944811E-01  0.1263535E+00  0.2200768E+00  0.2204388E+00  0.1255738E+00  0.4060582E-01  0.7436386E-02  0.8035887E-03  0.2507723E-02  0.8564399E-02  0.2241226E-01  0.7200526E-01  0.1253542E+00  0.1255738E+00  0.7153019E-01  0.2313123E-01  0.4235914E-02  0.4578243E-03  0.7857026E-03  0.2748246E-02  0.7265863E-02  0.2327606E-01  0.4053886E-01  0.4060582E-01  0.2313123E-01  0.7479868E-02  0.1369843E-02  0.1480328E-03  0.1514676E-03  0.5088104E-03  0.1326215E-02  0.4264843E-02  0.7423114E-02  0.7436386E-02  0.4235914E-02  0.1369843E-02  0.2508528E-03  0.2711528E-04  0.1425606E-04  0.5329390E-04  0.1447663E-03  0.4602298E-03  0.8024783E-03  0.8035887E-03  0.4578243E-03  0.1480328E-03  0.2711528E-04  0.2929090E-05
 0.5000000E-02  0.3440233E-03  0.8097889E-03  0.1935850E-02  0.2043543E-02  0.5499468E-02  0.5098702E-02  0.3010343E-02  0.9450450E-03  0.1816420E-03  0.1728633E-04  0.8097889E-03  0.1567962E-02  0.5191695E-02  0.9357064E-02  0.1775004E-01  0.1748995E-01  0.1003037E-01  0.3223452E-02  0.5955910E-03  0.6275494E-04  0.1935850E-02  0.5191695E-02  0.5405300E-02  0.2301621E-01  0.3827381E-01  0.3874179E-01  0.2197023E-01  0.7134253E-02  0.1299109E-02  0.1427337E-03  0.2043543E-02  0.9357064E-02  0.2301621E-01  0.7261270E-01  0.1266398E+00  0.1268143E+00  0.7225037E-01  0.2335975E-01  0.4279106E-02  0.4620511E-03  0.5499468E-02  0.1775004E-01  0.3827381E-01  0.1266398E+00  0.2193274E+00  0.2199740E+00  0.1252391E+00  0.4051663E-01  0.7415083E-02  0.8027108E-03  0.5098702E-02  0.1748995E-01  0.3874179E-01  0.1268143E+00  0.2199740E+00  0.2205462E+00  0.1255841E+00  0.4062254E-01  0.7435926E-02  0.8045066E-03  0.3010343E-02  0.1003037E-01  0.2197023E-01  0.7225037E-01  0.1252391E+00  0.1255841E+00  0.7150561E-01  0.2313133E-01  0.4233814E-02  0.4581834E-03  0.9450450E-03  0.3223452E-02  0.7134253E-02  0.2335975E-01  0.4051663E-01  0.4062254E-01  0.2313133E-01  0.7482400E-02  0.1369657E-02  0.1481930E-03  0.1816420E-03  0.5955910E-03  0.1299109E-02  0.4279106E-02  0.7415083E-02  0.7435926E-02  0.4233814E-02  0.1369657E-02  0.2506915E-03  0.2713371E-04  0.1728633E-04  0.6275494E-04  0.1427337E-03  0.4620511E-03  0.8027108E-03  0.8045066E-03  0.4581834E-03  0.1481930E-03  0.2713371E-04  0.2934167E-05
 0.6000000E-02  0.3988216E-03  0.9816007E-03  0.2096708E-02  0.2437765E-02  0.6364502E-02  0.5933299E-02  0.3493613E-02  0.1099327E-02  0.2105584E-03  0.2032372E-04  0.9816007E-03  0.2169343E-02  0.5681642E-02  0.1098895E-01  0.2031877E-01  0.2014394E-01  0.1152048E-01  0.3711428E-02  0.6833281E-03  0.7272252E-04  0.2096708E-02  0.5681642E-02  0.4489004E-02  0.2285455E-01  0.3721301E-01  0.3785045E-01  0.2142051E-01  0.6968471E-02  0.1265548E-02  0.1400611E-03  0.2437765E-02  0.1098895E-01  0.2285455E-01  0.7314476E-01  0.1271002E+00  0.1273875E+00  0.7255024E-01  0.2346364E-01  0.4296410E-02  0.4643826E-03  0.6364502E-02  0.2031877E-01  0.3721301E-01  0.1271002E+00  0.2189214E+00  0.2198464E+00  0.1250987E+00  0.4048917E-01  0.7405275E-02  0.8029731E-03  0.5933299E-02  0.2014394E-01  0.3785045E-01  0.1273875E+00  0.2198464E+00  0.2206809E+00  0.1255972E+00  0.4064352E-01  0.7435334E-02  0.8056599E-03  0.3493613E-02  0.1152048E-01  0.2142051E-01  0.7255024E-01  0.1250987E+00  0.1255972E+00  0.7147575E-01  0.2313154E-01  0.4231239E-02  0.4586264E-03  0.1099327E-02  0.3711428E-02  0.6968471E-02  0.2346364E-01  0.4048917E-01  0.4064352E-01  0.2313154E-01  0.7485581E-02  0.1369423E-02  0.1483938E-03  0.2105584E-03  0.6833281E-03  0.1265548E-02  0.4296410E-02  0.7405275E-02  0.7435334E-02  0.4231239E-02  0.1369423E-02  0.2504924E-03  0.2715593E-04  0.2032372E-04  0.7272252E-04  0.1400611E-03  0.4643826E-03  0.8029731E-03  0.8056599E-03  0.4586264E-03  0.1483938E-03  0.2715593E-04  0.2940646E-05
 0.7000000E-02  0.4495764E-03  0.1152127E-02  0.2177032E-02  0.2832412E-02  0.7189555E-02  0.6732625E-02  0.3954676E-02  0.1247090E-02  0.2381092E-03  0.2334396E-04  0.1152127E-02  0.2834772E-02  0.5944058E-02  0.1276397E-01  0.2284234E-01  0.2282711E-01  0.1300838E-01  0.4203945E-02  0.7704182E-03  0.8304879E-04  0.2177032E-02  0.5944058E-02  0.3468447E-02  0.2258028E-01  0.3596748E-01  0.3676460E-01  0.2076266E-01  0.6767034E-02  0.1225636E-02  0.1366554E-03  0.2832412E-02  0.1276397E-01  0.2258028E-01  0.7382963E-01  0.1276267E+00  0.1280760E+00  0.7290360E-01  0.2358811E-01  0.4316595E-02  0.4672740E-03  0.7189555E-02  0.2284234E-01  0.3596748E-01  0.1276267E+00  0.2184469E+00  0.2196927E+00  0.1249331E+00  0.4045628E-01  0.7393729E-02  0.8032501E-03  0.6732625E-02  0.2282711E-01  0.3676460E-01  0.1280760E+00  0.2196927E+00  0.2208432E+00  0.1256129E+00  0.4066886E-01  0.7434577E-02  0.8070603E-03  0.3954676E-02  0.1300838E-01  0.2076266E-01  0.7290360E-01  0.1249331E+00  0.1256129E+00  0.7144061E-01  0.2313184E-01  0.4228186E-02  0.4591529E-03  0.1247090E-02  0.4203945E-02  0.6767034E-02  0.2358811E-01  0.4045628E-01  0.4066886E-01  0.2313184E-01  0.7489429E-02  0.1369136E-02  0.1486368E-03  0.2381092E-03  0.7704182E-03  0.1225636E-02  0.4316595E-02  0.7393729E-02  0.7434577E-02  0.4228186E-02  0.1369136E-02  0.2502559E-03  0.2718170E-04  0.2334396E-04  0.8304879E-04  0.1366554E-03  0.4672740E-03  0.8032501E-03  0.8070603E-03  0.4591529E-03  0.1486368E-03  0.2718170E-04  0.2948669E-05
 0.8000000E-02  0.4965693E-03  0.1315446E-02  0.2185067E-02  0.3201946E-02  0.7984053E-02  0.7487859E-02  0.4392381E-02  0.1386963E-02  0.2643398E-03  0.2632004E-04  0.1315446E-02  0.3528644E-02  0.5950352E-02  0.1464608E-01  0.2529113E-01  0.2550465E-01  0.1447565E-01  0.4694689E-02  0.8557883E-03  0.9359445E-04  0.2185067E-02  0.5950352E-02  0.2391307E-02  0.2215768E-01  0.3455048E-01  0.3547544E-01  0.1999727E-01  0.6528615E-02  0.1179567E-02  0.1324171E-03  0.3201946E-02  0.1464608E-01  0.2215768E-01  0.7468500E-01  0.1282102E+00  0.1288812E+00  0.7330854E-01  0.2373330E-01  0.4339468E-02  0.4707676E-03  0.7984053E-02  0.2529113E-01  0.3455048E-01  0.1282102E+00  0.2179076E+00  0.2195119E+00  0.1247429E+00  0.4041785E-01  0.7380503E-02  0.8035265E-03  0.7487859E-02  0.2550465E-01  0.3547544E-01  0.1288812E+00  0.2195119E+00  0.2210336E+00  0.1256310E+00  0.4069862E-01  0.7433625E-02  0.8087170E-03  0.4392381E-02  0.1447565E-01  0.1999727E-01  0.7330854E-01  0.1247429E+00  0.1256310E+00  0.7140024E-01  0.2313221E-01  0.4224661E-02  0.4597618E-03  0.1386963E-02  0.4694689E-02  0.6528615E-02  0.2373330E-01  0.4041785E-01  0.4069862E-01  0.2313221E-01  0.7493954E-02  0.1368792E-02  0.1489237E-03  0.2643398E-03  0.8557883E-03  0.1179567E-02  0.4339468E-02  0.7380503E-02  0.7433625E-02  0.4224661E-02  0.1368792E-02  0.2499825E-03  0.2721074E-04  0.2632004E-04  0.9359445E-04  0.1324171E-03  0.4707676E-03  0.8035265E-03  0.8087170E-03  0.4597618E-03  0.1489237E-03  0.2721074E-04  0.2958370E-05
 0.9000000E-02  0.5416421E-03  0.1466169E-02  0.2142834E-02  0.3506123E-02  0.8766050E-02  0.8189154E-02  0.4807127E-02  0.1517510E-02  0.2894526E-03  0.2922108E-04  0.1466169E-02  0.4207499E-02  0.5687676E-02  0.1658484E-01  0.2765018E-01  0.2814523E-01  0.1590857E-01  0.5178144E-02  0.9387164E-03  0.1042051E-03  0.2142834E-02  0.5687676E-02  0.1315172E-02  0.2155494E-01  0.3297723E-01  0.3397596E-01  0.1912600E-01  0.6252209E-02  0.1127602E-02  0.1272508E-03  0.3506123E-02  0.1658484E-01  0.2155494E-01  0.7572053E-01  0.1288428E+00  0.1298022E+00  0.7376273E-01  0.2389899E-01  0.4364830E-02  0.4748890E-03  0.8766050E-02  0.2765018E-01  0.3297723E-01  0.1288428E+00  0.2173073E+00  0.2193036E+00  0.1245289E+00  0.4037388E-01  0.7365669E-02  0.8037901E-03  0.8189154E-02  0.2814523E-01  0.3397596E-01  0.1298022E+00  0.2193036E+00  0.2212519E+00  0.1256513E+00  0.4073276E-01  0.7432451E-02  0.8106358E-03  0.4807127E-02  0.1590857E-01  0.1912600E-01  0.7376273E-01  0.1245289E+00  0.1256513E+00  0.7135476E-01  0.2313263E-01  0.4220671E-02  0.4604517E-03  0.1517510E-02  0.5178144E-02  0.6252209E-02  0.2389899E-01  0.4037388E-01  0.4073276E-01  0.2313263E-01  0.7499156E-02  0.1368389E-02  0.1492553E-03  0.2894526E-03  0.9387164E-03  0.1127602E-02  0.4364830E-02  0.7365669E-02  0.7432451E-02  0.4220671E-02  0.1368389E-02  0.2496731E-03  0.2724278E-04  0.2922108E-04  0.1042051E-03  0.1272508E-03  0.4748890E-03  0.8037901E-03  0.8106358E-03  0.4604517E-03  0.1492553E-03  0.2724278E-04  0.2969850E-05
