 0.4000000E+01 -0.1411584E-01  0.2466106E-06  0.1954723E-01  0.5431635E-02
 0.8000000E+01 -0.1411659E-01  0.9476887E-06  0.1954723E-01  0.5431590E-02
 0.1200000E+02 -0.1411782E-01  0.2048964E-05  0.1954725E-01  0.5431474E-02
 0.1600000E+02 -0.1411951E-01  0.3500998E-05  0.1954727E-01  0.5431255E-02
 0.2000000E+02 -0.1412164E-01  0.5258792E-05  0.1954729E-01  0.5430907E-02
 0.2400000E+02 -0.1412419E-01  0.7281412E-05  0.1954732E-01  0.5430407E-02
 0.2800000E+02 -0.1412715E-01  0.9531659E-05  0.1954735E-01  0.5429735E-02
 0.3200000E+02 -0.1413049E-01  0.1197577E-04  0.1954739E-01  0.5428874E-02
 0.3600000E+02 -0.1413420E-01  0.1458322E-04  0.1954743E-01  0.5427809E-02
 0.4000000E+02 -0.1413827E-01  0.1732632E-04  0.1954747E-01  0.5426529E-02
 0.4400000E+02 -0.1414268E-01  0.2018006E-04  0.1954752E-01  0.5425023E-02
 0.4800000E+02 -0.1414741E-01  0.2312193E-04  0.1954757E-01  0.5423284E-02
 0.5200000E+02 -0.1415245E-01  0.2613156E-04  0.1954763E-01  0.5421305E-02
 0.5600000E+02 -0.1415780E-01  0.2919072E-04  0.1954769E-01  0.5419081E-02
 0.6000000E+02 -0.1416342E-01  0.3228302E-04  0.1954775E-01  0.5416609E-02
 0.6400000E+02 -0.1416932E-01  0.3539376E-04  0.1954781E-01  0.5413887E-02
 0.6800000E+02 -0.1417548E-01  0.3850981E-04  0.1954788E-01  0.5410914E-02
 0.7200000E+02 -0.1418188E-01  0.4161943E-04  0.1954795E-01  0.5407690E-02
 0.7600000E+02 -0.1418852E-01  0.4471219E-04  0.1954802E-01  0.5404216E-02
 0.8000000E+02 -0.1419539E-01  0.4777896E-04  0.1954810E-01  0.5400492E-02
 0.8400000E+02 -0.1420247E-01  0.5081173E-04  0.1954818E-01  0.5396523E-02
 0.8800000E+02 -0.1420975E-01  0.5380330E-04  0.1954826E-01  0.5392311E-02
 0.9200000E+02 -0.1421723E-01  0.5674755E-04  0.1954834E-01  0.5387859E-02
 0.9600000E+02 -0.1422489E-01  0.5963916E-04  0.1954843E-01  0.5383172E-02
 0.1000000E+03 -0.1423273E-01  0.6247354E-04  0.1954851E-01  0.5378253E-02
 0.1040000E+03 -0.1424074E-01  0.6524666E-04  0.1954860E-01  0.5373109E-02
 0.1080000E+03 -0.1424890E-01  0.6795504E-04  0.1954869E-01  0.5367743E-02
 0.1120000E+03 -0.1425722E-01  0.7059598E-04  0.1954878E-01  0.5362161E-02
 0.1160000E+03 -0.1426567E-01  0.7316733E-04  0.1954888E-01  0.5356369E-02
 0.1200000E+03 -0.1427427E-01  0.7566745E-04  0.1954897E-01  0.5350370E-02
 0.1240000E+03 -0.1428299E-01  0.7809501E-04  0.1954907E-01  0.5344174E-02
 0.1280000E+03 -0.1429183E-01  0.8044911E-04  0.1954917E-01  0.5337786E-02
 0.1320000E+03 -0.1430078E-01  0.8272915E-04  0.1954927E-01  0.5331210E-02
 0.1360000E+03 -0.1430985E-01  0.8493458E-04  0.1954937E-01  0.5324452E-02
 0.1400000E+03 -0.1431901E-01  0.8706505E-04  0.1954947E-01  0.5317521E-02
 0.1440000E+03 -0.1432827E-01  0.8912080E-04  0.1954957E-01  0.5310420E-02
 0.1480000E+03 -0.1433762E-01  0.9110232E-04  0.1954967E-01  0.5303155E-02
 0.1520000E+03 -0.1434706E-01  0.9301010E-04  0.1954978E-01  0.5295733E-02
 0.1560000E+03 -0.1435657E-01  0.9484455E-04  0.1954988E-01  0.5288161E-02
 0.1600000E+03 -0.1436615E-01  0.9660628E-04  0.1954999E-01  0.5280443E-02
 0.1640000E+03 -0.1437581E-01  0.9829638E-04  0.1955010E-01  0.5272585E-02
 0.1680000E+03 -0.1438553E-01  0.9991579E-04  0.1955021E-01  0.5264594E-02
 0.1720000E+03 -0.1439531E-01  0.1014657E-03  0.1955031E-01  0.5256474E-02
 0.1760000E+03 -0.1440514E-01  0.1029474E-03  0.1955042E-01  0.5248232E-02
 0.1800000E+03 -0.1441502E-01  0.1043623E-03  0.1955053E-01  0.5239873E-02
 0.1840000E+03 -0.1442495E-01  0.1057121E-03  0.1955064E-01  0.5231403E-02
 0.1880000E+03 -0.1443493E-01  0.1069981E-03  0.1955076E-01  0.5222826E-02
 0.1920000E+03 -0.1444494E-01  0.1082215E-03  0.1955087E-01  0.5214147E-02
 0.1960000E+03 -0.1445499E-01  0.1093838E-03  0.1955098E-01  0.5205372E-02
