-0.1000000E+02 -0.1000000E+02  0.3732641-247
-0.1000000E+02 -0.9797980E+01  0.6082613-240
-0.1000000E+02 -0.9595960E+01  0.1591190-232
-0.1000000E+02 -0.9393939E+01  0.3128962-225
-0.1000000E+02 -0.9191919E+01  0.3380205-218
-0.1000000E+02 -0.8989899E+01  0.2026380-211
-0.1000000E+02 -0.8787879E+01  0.6974434-205
-0.1000000E+02 -0.8585859E+01  0.1411212-198
-0.1000000E+02 -0.8383838E+01  0.1703889-192
-0.1000000E+02 -0.8181818E+01  0.1239145-186
-0.1000000E+02 -0.7979798E+01  0.5460422-181
-0.1000000E+02 -0.7777778E+01  0.1463622-175
-0.1000000E+02 -0.7575758E+01  0.2392373-170
-0.1000000E+02 -0.7373737E+01  0.2388681-165
-0.1000000E+02 -0.7171717E+01  0.1458540-160
-0.1000000E+02 -0.6969697E+01  0.5450966-156
-0.1000000E+02 -0.6767677E+01  0.1247735-151
-0.1000000E+02 -0.6565657E+01  0.1750513-147
-0.1000000E+02 -0.6363636E+01  0.1506545-143
-0.1000000E+02 -0.6161616E+01  0.7964278-140
-0.1000000E+02 -0.5959596E+01  0.2591825-136
-0.1000000E+02 -0.5757576E+01  0.5211724-133
-0.1000000E+02 -0.5555556E+01  0.6517135-130
-0.1000000E+02 -0.5353535E+01  0.5123020-127
-0.1000000E+02 -0.5151515E+01  0.2576302-124
-0.1000000E+02 -0.4949495E+01  0.8509905-122
-0.1000000E+02 -0.4747475E+01  0.1911949-119
-0.1000000E+02 -0.4545455E+01  0.3031552-117
-0.1000000E+02 -0.4343434E+01  0.3477566-115
-0.1000000E+02 -0.4141414E+01  0.2885015-113
-0.1000000E+02 -0.3939394E+01  0.1687617-111
-0.1000000E+02 -0.3737374E+01  0.6708066-110
-0.1000000E+02 -0.3535354E+01  0.1749978-108
-0.1000000E+02 -0.3333333E+01  0.2919026-107
-0.1000000E+02 -0.3131313E+01  0.3059887-106
-0.1000000E+02 -0.2929293E+01  0.1994418-105
-0.1000000E+02 -0.2727273E+01  0.8032415-105
-0.1000000E+02 -0.2525253E+01  0.1991720-104
-0.1000000E+02 -0.2323232E+01  0.3034445-104
-0.1000000E+02 -0.2121212E+01  0.2837458-104
-0.1000000E+02 -0.1919192E+01  0.1627908-104
-0.1000000E+02 -0.1717172E+01  0.5735824-105
-0.1000000E+02 -0.1515152E+01  0.1248148-105
-0.1000000E+02 -0.1313131E+01  0.1720037-106
-0.1000000E+02 -0.1111111E+01  0.1679442-107
-0.1000000E+02 -0.9090909E+00  0.2631426-108
-0.1000000E+02 -0.7070707E+00  0.3032704-108
-0.1000000E+02 -0.5050505E+00  0.4110187-108
-0.1000000E+02 -0.3030303E+00  0.3362972-108
-0.1000000E+02 -0.1010101E+00  0.1570650-108
-0.1000000E+02  0.1010101E+00  0.5313062-109
-0.1000000E+02  0.3030303E+00  0.3431211-109
-0.1000000E+02  0.5050505E+00  0.3996709-109
-0.1000000E+02  0.7070707E+00  0.4129684-109
-0.1000000E+02  0.9090909E+00  0.2762865-109
-0.1000000E+02  0.1111111E+01  0.9467239-110
-0.1000000E+02  0.1313131E+01  0.1072713-110
-0.1000000E+02  0.1515152E+01  0.4686309-110
-0.1000000E+02  0.1717172E+01  0.1236176-109
-0.1000000E+02  0.1919192E+01  0.8285447-110
-0.1000000E+02  0.2121212E+01  0.2546891-108
-0.1000000E+02  0.2323232E+01  0.9861501-107
-0.1000000E+02  0.2525253E+01  0.1678026-105
-0.1000000E+02  0.2727273E+01  0.1539869-104
-0.1000000E+02  0.2929293E+01  0.7887084-104
-0.1000000E+02  0.3131313E+01  0.2361969-103
-0.1000000E+02  0.3333333E+01  0.5518191-103
-0.1000000E+02  0.3535354E+01  0.1580482-102
-0.1000000E+02  0.3737374E+01  0.4047453-102
-0.1000000E+02  0.3939394E+01  0.6326210-102
-0.1000000E+02  0.4141414E+01  0.5643558-102
-0.1000000E+02  0.4343434E+01  0.2910363-102
-0.1000000E+02  0.4545455E+01  0.8834864-103
-0.1000000E+02  0.4747475E+01  0.1600069-103
-0.1000000E+02  0.4949495E+01  0.1744546-104
-0.1000000E+02  0.5151515E+01  0.1151906-105
-0.1000000E+02  0.5353535E+01  0.4624346-107
-0.1000000E+02  0.5555556E+01  0.1131653-108
-0.1000000E+02  0.5757576E+01  0.1691057-110
-0.1000000E+02  0.5959596E+01  0.1544854-112
-0.1000000E+02  0.6161616E+01  0.8634494-115
-0.1000000E+02  0.6363636E+01  0.2954144-117
-0.1000000E+02  0.6565657E+01  0.6189032-120
-0.1000000E+02  0.6767677E+01  0.7941667-123
-0.1000000E+02  0.6969697E+01  0.6242617-126
-0.1000000E+02  0.7171717E+01  0.3006309-129
-0.1000000E+02  0.7373737E+01  0.8870401-133
-0.1000000E+02  0.7575758E+01  0.1603675-136
-0.1000000E+02  0.7777778E+01  0.1776506-140
-0.1000000E+02  0.7979798E+01  0.1205880-144
-0.1000000E+02  0.8181818E+01  0.5015731-149
-0.1000000E+02  0.8383838E+01  0.1278386-153
-0.1000000E+02  0.8585859E+01  0.1996593-158
-0.1000000E+02  0.8787879E+01  0.1910818-163
-0.1000000E+02  0.8989899E+01  0.1120605-168
-0.1000000E+02  0.9191919E+01  0.4027079-174
-0.1000000E+02  0.9393939E+01  0.8868138-180
-0.1000000E+02  0.9595960E+01  0.1196685-185
-0.1000000E+02  0.9797980E+01  0.9895392-192
-0.1000000E+02  0.1000000E+02  0.5014085-198
  
  
-0.9797980E+01 -0.1000000E+02  0.4519728-240
-0.9797980E+01 -0.9797980E+01  0.4796175-233
-0.9797980E+01 -0.9595960E+01  0.4148112-226
-0.9797980E+01 -0.9393939E+01  0.5870896-219
-0.9797980E+01 -0.9191919E+01  0.7121320-212
-0.9797980E+01 -0.8989899E+01  0.4810776-205
-0.9797980E+01 -0.8787879E+01  0.1792753-198
-0.9797980E+01 -0.8585859E+01  0.3815860-192
-0.9797980E+01 -0.8383838E+01  0.4759021-186
-0.9797980E+01 -0.8181818E+01  0.3534333-180
-0.9797980E+01 -0.7979798E+01  0.1578923-174
-0.9797980E+01 -0.7777778E+01  0.4270471-169
-0.9797980E+01 -0.7575758E+01  0.7021957-164
-0.9797980E+01 -0.7373737E+01  0.7038718-159
-0.9797980E+01 -0.7171717E+01  0.4308989-154
-0.9797980E+01 -0.6969697E+01  0.1613077-149
-0.9797980E+01 -0.6767677E+01  0.3696125-145
-0.9797980E+01 -0.6565657E+01  0.5188153-141
-0.9797980E+01 -0.6363636E+01  0.4465296-137
-0.9797980E+01 -0.6161616E+01  0.2359389-133
-0.9797980E+01 -0.5959596E+01  0.7668496-130
-0.9797980E+01 -0.5757576E+01  0.1538178-126
-0.9797980E+01 -0.5555556E+01  0.1914798-123
-0.9797980E+01 -0.5353535E+01  0.1493420-120
-0.9797980E+01 -0.5151515E+01  0.7412158-118
-0.9797980E+01 -0.4949495E+01  0.2397874-115
-0.9797980E+01 -0.4747475E+01  0.5226107-113
-0.9797980E+01 -0.4545455E+01  0.7966584-111
-0.9797980E+01 -0.4343434E+01  0.8747827-109
-0.9797980E+01 -0.4141414E+01  0.6966255-107
-0.9797980E+01 -0.3939394E+01  0.3944031-105
-0.9797980E+01 -0.3737374E+01  0.1532141-103
-0.9797980E+01 -0.3535354E+01  0.3938525-102
-0.9797980E+01 -0.3333333E+01  0.6511143-101
-0.9797980E+01 -0.3131313E+01  0.6789704-100
-0.9797980E+01 -0.2929293E+01  0.4412217E-99
-0.9797980E+01 -0.2727273E+01  0.1773975E-98
-0.9797980E+01 -0.2525253E+01  0.4394560E-98
-0.9797980E+01 -0.2323232E+01  0.6691757E-98
-0.9797980E+01 -0.2121212E+01  0.6255771E-98
-0.9797980E+01 -0.1919192E+01  0.3589013E-98
-0.9797980E+01 -0.1717172E+01  0.1265143E-98
-0.9797980E+01 -0.1515152E+01  0.2758898E-99
-0.9797980E+01 -0.1313131E+01  0.3836320-100
-0.9797980E+01 -0.1111111E+01  0.3897895-101
-0.9797980E+01 -0.9090909E+00  0.7383381-102
-0.9797980E+01 -0.7070707E+00  0.9421696-102
-0.9797980E+01 -0.5050505E+00  0.1271418-101
-0.9797980E+01 -0.3030303E+00  0.1025989-101
-0.9797980E+01 -0.1010101E+00  0.4692543-102
-0.9797980E+01  0.1010101E+00  0.1609595-102
-0.9797980E+01  0.3030303E+00  0.1151764-102
-0.9797980E+01  0.5050505E+00  0.1402836-102
-0.9797980E+01  0.7070707E+00  0.1471134-102
-0.9797980E+01  0.9090909E+00  0.9911118-103
-0.9797980E+01  0.1111111E+01  0.3432454-103
-0.9797980E+01  0.1313131E+01  0.3869718-104
-0.9797980E+01  0.1515152E+01  0.1523375-103
-0.9797980E+01  0.1717172E+01  0.4167769-103
-0.9797980E+01  0.1919192E+01  0.2865959-103
-0.9797980E+01  0.2121212E+01  0.4505298-102
-0.9797980E+01  0.2323232E+01  0.1943803-100
-0.9797980E+01  0.2525253E+01  0.3391658E-99
-0.9797980E+01  0.2727273E+01  0.3142401E-98
-0.9797980E+01  0.2929293E+01  0.1617913E-97
-0.9797980E+01  0.3131313E+01  0.4844529E-97
-0.9797980E+01  0.3333333E+01  0.1110383E-96
-0.9797980E+01  0.3535354E+01  0.3100286E-96
-0.9797980E+01  0.3737374E+01  0.7903402E-96
-0.9797980E+01  0.3939394E+01  0.1238315E-95
-0.9797980E+01  0.4141414E+01  0.1107554E-95
-0.9797980E+01  0.4343434E+01  0.5722257E-96
-0.9797980E+01  0.4545455E+01  0.1739253E-96
-0.9797980E+01  0.4747475E+01  0.3152545E-97
-0.9797980E+01  0.4949495E+01  0.3439089E-98
-0.9797980E+01  0.5151515E+01  0.2271626E-99
-0.9797980E+01  0.5353535E+01  0.9121705-101
-0.9797980E+01  0.5555556E+01  0.2232594-102
-0.9797980E+01  0.5757576E+01  0.3336586-104
-0.9797980E+01  0.5959596E+01  0.3048340-106
-0.9797980E+01  0.6161616E+01  0.1703861-108
-0.9797980E+01  0.6363636E+01  0.5829660-111
-0.9797980E+01  0.6565657E+01  0.1221361-113
-0.9797980E+01  0.6767677E+01  0.1567254-116
-0.9797980E+01  0.6969697E+01  0.1231966-119
-0.9797980E+01  0.7171717E+01  0.5932924-123
-0.9797980E+01  0.7373737E+01  0.1750574-126
-0.9797980E+01  0.7575758E+01  0.3164862-130
-0.9797980E+01  0.7777778E+01  0.3505953-134
-0.9797980E+01  0.7979798E+01  0.2379819-138
-0.9797980E+01  0.8181818E+01  0.9898620-143
-0.9797980E+01  0.8383838E+01  0.2522914-147
-0.9797980E+01  0.8585859E+01  0.3940311-152
-0.9797980E+01  0.8787879E+01  0.3771034-157
-0.9797980E+01  0.8989899E+01  0.2211535-162
-0.9797980E+01  0.9191919E+01  0.7947514-168
-0.9797980E+01  0.9393939E+01  0.1750143-173
-0.9797980E+01  0.9595960E+01  0.2361681-179
-0.9797980E+01  0.9797980E+01  0.1952874-185
-0.9797980E+01  0.1000000E+02  0.9895392-192
  
  
-0.9595960E+01 -0.1000000E+02  0.2957704-233
-0.9595960E+01 -0.9797980E+01  0.3544572-226
-0.9595960E+01 -0.9595960E+01  0.2326831-219
-0.9595960E+01 -0.9393939E+01  0.1101408-212
-0.9595960E+01 -0.9191919E+01  0.8191295-206
-0.9595960E+01 -0.8989899E+01  0.6064606-199
-0.9595960E+01 -0.8787879E+01  0.2563035-192
-0.9595960E+01 -0.8585859E+01  0.5943656-186
-0.9595960E+01 -0.8383838E+01  0.7829439-180
-0.9595960E+01 -0.8181818E+01  0.6021428-174
-0.9595960E+01 -0.7979798E+01  0.2751424-168
-0.9595960E+01 -0.7777778E+01  0.7552076-163
-0.9595960E+01 -0.7575758E+01  0.1253856-157
-0.9595960E+01 -0.7373737E+01  0.1264885-152
-0.9595960E+01 -0.7171717E+01  0.7776019-148
-0.9595960E+01 -0.6969697E+01  0.2918974-143
-0.9595960E+01 -0.6767677E+01  0.6700103-139
-0.9595960E+01 -0.6565657E+01  0.9414385-135
-0.9595960E+01 -0.6363636E+01  0.8106158-131
-0.9595960E+01 -0.6161616E+01  0.4282438-127
-0.9595960E+01 -0.5959596E+01  0.1390602-123
-0.9595960E+01 -0.5757576E+01  0.2783656-120
-0.9595960E+01 -0.5555556E+01  0.3451957-117
-0.9595960E+01 -0.5353535E+01  0.2674058-114
-0.9595960E+01 -0.5151515E+01  0.1311960-111
-0.9595960E+01 -0.4949495E+01  0.4165991-109
-0.9595960E+01 -0.4747475E+01  0.8830320-107
