-0.9595960E+01 -0.4545455E+01  0.1296758-104
-0.9595960E+01 -0.4343434E+01  0.1363674-102
-0.9595960E+01 -0.4141414E+01  0.1040976-100
-0.9595960E+01 -0.3939394E+01  0.5690430E-99
-0.9595960E+01 -0.3737374E+01  0.2155183E-97
-0.9595960E+01 -0.3535354E+01  0.5448802E-96
-0.9595960E+01 -0.3333333E+01  0.8916483E-95
-0.9595960E+01 -0.3131313E+01  0.9242147E-94
-0.9595960E+01 -0.2929293E+01  0.5985115E-93
-0.9595960E+01 -0.2727273E+01  0.2401640E-92
-0.9595960E+01 -0.2525253E+01  0.5942872E-92
-0.9595960E+01 -0.2323232E+01  0.9043991E-92
-0.9595960E+01 -0.2121212E+01  0.8452346E-92
-0.9595960E+01 -0.1919192E+01  0.4849230E-92
-0.9595960E+01 -0.1717172E+01  0.1710370E-92
-0.9595960E+01 -0.1515152E+01  0.3739613E-93
-0.9595960E+01 -0.1313131E+01  0.5257067E-94
-0.9595960E+01 -0.1111111E+01  0.5602545E-95
-0.9595960E+01 -0.9090909E+00  0.1293905E-95
-0.9595960E+01 -0.7070707E+00  0.1793832E-95
-0.9595960E+01 -0.5050505E+00  0.2406719E-95
-0.9595960E+01 -0.3030303E+00  0.1912863E-95
-0.9595960E+01 -0.1010101E+00  0.8550978E-96
-0.9595960E+01  0.1010101E+00  0.2995084E-96
-0.9595960E+01  0.3030303E+00  0.2385534E-96
-0.9595960E+01  0.5050505E+00  0.3022437E-96
-0.9595960E+01  0.7070707E+00  0.3212413E-96
-0.9595960E+01  0.9090909E+00  0.2178255E-96
-0.9595960E+01  0.1111111E+01  0.7618888E-97
-0.9595960E+01  0.1313131E+01  0.8593861E-98
-0.9595960E+01  0.1515152E+01  0.3031053E-97
-0.9595960E+01  0.1717172E+01  0.8580545E-97
-0.9595960E+01  0.1919192E+01  0.6389934E-97
-0.9595960E+01  0.2121212E+01  0.4676789E-96
-0.9595960E+01  0.2323232E+01  0.2329844E-94
-0.9595960E+01  0.2525253E+01  0.4190967E-93
-0.9595960E+01  0.2727273E+01  0.3926059E-92
-0.9595960E+01  0.2929293E+01  0.2032978E-91
-0.9595960E+01  0.3131313E+01  0.6089685E-91
-0.9595960E+01  0.3333333E+01  0.1370693E-90
-0.9595960E+01  0.3535354E+01  0.3728667E-90
-0.9595960E+01  0.3737374E+01  0.9456603E-90
-0.9595960E+01  0.3939394E+01  0.1485171E-89
-0.9595960E+01  0.4141414E+01  0.1331820E-89
-0.9595960E+01  0.4343434E+01  0.6893943E-90
-0.9595960E+01  0.4545455E+01  0.2098041E-90
-0.9595960E+01  0.4747475E+01  0.3806082E-91
-0.9595960E+01  0.4949495E+01  0.4154345E-92
-0.9595960E+01  0.5151515E+01  0.2745094E-93
-0.9595960E+01  0.5353535E+01  0.1102564E-94
-0.9595960E+01  0.5555556E+01  0.2699042E-96
-0.9595960E+01  0.5757576E+01  0.4034134E-98
-0.9595960E+01  0.5959596E+01  0.3685901-100
-0.9595960E+01  0.6161616E+01  0.2060327-102
-0.9595960E+01  0.6363636E+01  0.7049526-105
-0.9595960E+01  0.6565657E+01  0.1476966-107
-0.9595960E+01  0.6767677E+01  0.1895277-110
-0.9595960E+01  0.6969697E+01  0.1489829-113
-0.9595960E+01  0.7171717E+01  0.7174793-117
-0.9595960E+01  0.7373737E+01  0.2117010-120
-0.9595960E+01  0.7575758E+01  0.3827355-124
-0.9595960E+01  0.7777778E+01  0.4239856-128
-0.9595960E+01  0.7979798E+01  0.2877992-132
-0.9595960E+01  0.8181818E+01  0.1197073-136
-0.9595960E+01  0.8383838E+01  0.3051046-141
-0.9595960E+01  0.8585859E+01  0.4765154-146
-0.9595960E+01  0.8787879E+01  0.4560443-151
-0.9595960E+01  0.8989899E+01  0.2674487-156
-0.9595960E+01  0.9191919E+01  0.9611211-162
-0.9595960E+01  0.9393939E+01  0.2116511-167
-0.9595960E+01  0.9595960E+01  0.2856065-173
-0.9595960E+01  0.9797980E+01  0.2361681-179
-0.9595960E+01  0.1000000E+02  0.1196685-185
  
  
-0.9393939E+01 -0.1000000E+02  0.1038630-226
-0.9393939E+01 -0.9797980E+01  0.1389273-219
-0.9393939E+01 -0.9595960E+01  0.1039978-212
-0.9393939E+01 -0.9393939E+01  0.4247487-206
-0.9393939E+01 -0.9191919E+01  0.1135855-199
-0.9393939E+01 -0.8989899E+01  0.4344164-193
-0.9393939E+01 -0.8787879E+01  0.1933273-186
-0.9393939E+01 -0.8585859E+01  0.5110671-180
-0.9393939E+01 -0.8383838E+01  0.7383302-174
-0.9393939E+01 -0.8181818E+01  0.6023922-168
-0.9393939E+01 -0.7979798E+01  0.2858320-162
-0.9393939E+01 -0.7777778E+01  0.8038510-157
-0.9393939E+01 -0.7575758E+01  0.1355907-151
-0.9393939E+01 -0.7373737E+01  0.1382101-146
-0.9393939E+01 -0.7171717E+01  0.8554843-142
-0.9393939E+01 -0.6969697E+01  0.3225771-137
-0.9393939E+01 -0.6767677E+01  0.7425912-133
-0.9393939E+01 -0.6565657E+01  0.1045319-128
-0.9393939E+01 -0.6363636E+01  0.9009525-125
-0.9393939E+01 -0.6161616E+01  0.4760962-121
-0.9393939E+01 -0.5959596E+01  0.1545191-117
-0.9393939E+01 -0.5757576E+01  0.3088240-114
-0.9393939E+01 -0.5555556E+01  0.3817418-111
-0.9393939E+01 -0.5353535E+01  0.2939938-108
-0.9393939E+01 -0.5151515E+01  0.1427936-105
-0.9393939E+01 -0.4949495E+01  0.4459883-103
-0.9393939E+01 -0.4747475E+01  0.9216896-101
-0.9393939E+01 -0.4545455E+01  0.1306906E-98
-0.9393939E+01 -0.4343434E+01  0.1317448E-96
-0.9393939E+01 -0.4141414E+01  0.9631348E-95
-0.9393939E+01 -0.3939394E+01  0.5071935E-93
-0.9393939E+01 -0.3737374E+01  0.1868125E-91
-0.9393939E+01 -0.3535354E+01  0.4635726E-90
-0.9393939E+01 -0.3333333E+01  0.7498341E-89
-0.9393939E+01 -0.3131313E+01  0.7718681E-88
-0.9393939E+01 -0.2929293E+01  0.4978574E-87
-0.9393939E+01 -0.2727273E+01  0.1993202E-86
-0.9393939E+01 -0.2525253E+01  0.4925898E-86
-0.9393939E+01 -0.2323232E+01  0.7491154E-86
-0.9393939E+01 -0.2121212E+01  0.6998860E-86
-0.9393939E+01 -0.1919192E+01  0.4015463E-86
-0.9393939E+01 -0.1717172E+01  0.1417346E-86
-0.9393939E+01 -0.1515152E+01  0.3108997E-87
-0.9393939E+01 -0.1313131E+01  0.4428727E-88
-0.9393939E+01 -0.1111111E+01  0.4995766E-89
-0.9393939E+01 -0.9090909E+00  0.1412495E-89
-0.9393939E+01 -0.7070707E+00  0.2092560E-89
-0.9393939E+01 -0.5050505E+00  0.2787509E-89
-0.9393939E+01 -0.3030303E+00  0.2178803E-89
-0.9393939E+01 -0.1010101E+00  0.9499879E-90
-0.9393939E+01  0.1010101E+00  0.3429235E-90
-0.9393939E+01  0.3030303E+00  0.3048872E-90
-0.9393939E+01  0.5050505E+00  0.3996715E-90
-0.9393939E+01  0.7070707E+00  0.4299641E-90
-0.9393939E+01  0.9090909E+00  0.2932910E-90
-0.9393939E+01  0.1111111E+01  0.1035287E-90
-0.9393939E+01  0.1313131E+01  0.1173545E-91
-0.9393939E+01  0.1515152E+01  0.3691823E-91
-0.9393939E+01  0.1717172E+01  0.1079311E-90
-0.9393939E+01  0.1919192E+01  0.8797612E-91
-0.9393939E+01  0.2121212E+01  0.2800376E-90
-0.9393939E+01  0.2323232E+01  0.1694898E-88
-0.9393939E+01  0.2525253E+01  0.3164480E-87
-0.9393939E+01  0.2727273E+01  0.3002629E-86
-0.9393939E+01  0.2929293E+01  0.1564667E-85
-0.9393939E+01  0.3131313E+01  0.4691183E-85
-0.9393939E+01  0.3333333E+01  0.1037976E-84
-0.9393939E+01  0.3535354E+01  0.2749546E-84
-0.9393939E+01  0.3737374E+01  0.6933437E-84
-0.9393939E+01  0.3939394E+01  0.1091389E-83
-0.9393939E+01  0.4141414E+01  0.9812816E-84
-0.9393939E+01  0.4343434E+01  0.5089177E-84
-0.9393939E+01  0.4545455E+01  0.1550792E-84
-0.9393939E+01  0.4747475E+01  0.2815716E-85
-0.9393939E+01  0.4949495E+01  0.3075101E-86
-0.9393939E+01  0.5151515E+01  0.2032721E-87
-0.9393939E+01  0.5353535E+01  0.8166458E-89
-0.9393939E+01  0.5555556E+01  0.1999459E-90
-0.9393939E+01  0.5757576E+01  0.2988836E-92
-0.9393939E+01  0.5959596E+01  0.2731042E-94
-0.9393939E+01  0.6161616E+01  0.1526662E-96
-0.9393939E+01  0.6363636E+01  0.5223739E-99
-0.9393939E+01  0.6565657E+01  0.1094466-101
-0.9393939E+01  0.6767677E+01  0.1404465-104
-0.9393939E+01  0.6969697E+01  0.1104026-107
-0.9393939E+01  0.7171717E+01  0.5316860-111
-0.9393939E+01  0.7373737E+01  0.1568812-114
-0.9393939E+01  0.7575758E+01  0.2836274-118
-0.9393939E+01  0.7777778E+01  0.3141965-122
-0.9393939E+01  0.7979798E+01  0.2132752-126
-0.9393939E+01  0.8181818E+01  0.8870989-131
-0.9393939E+01  0.8383838E+01  0.2261000-135
-0.9393939E+01  0.8585859E+01  0.3531253-140
-0.9393939E+01  0.8787879E+01  0.3379552-145
-0.9393939E+01  0.8989899E+01  0.1981950-150
-0.9393939E+01  0.9191919E+01  0.7122466-156
-0.9393939E+01  0.9393939E+01  0.1568458-161
-0.9393939E+01  0.9595960E+01  0.2116511-167
-0.9393939E+01  0.9797980E+01  0.1750143-173
-0.9393939E+01  0.1000000E+02  0.8868138-180
  
  
-0.9191919E+01 -0.1000000E+02  0.2061255-220
-0.9191919E+01 -0.9797980E+01  0.2946106-213
-0.9191919E+01 -0.9595960E+01  0.2443931-206
-0.9191919E+01 -0.9393939E+01  0.1141587-199
-0.9191919E+01 -0.9191919E+01  0.2910491-193
-0.9191919E+01 -0.8989899E+01  0.4525655-187
-0.9191919E+01 -0.8787879E+01  0.8812520-181
-0.9191919E+01 -0.8585859E+01  0.2308602-174
-0.9191919E+01 -0.8383838E+01  0.3813373-168
-0.9191919E+01 -0.8181818E+01  0.3435874-162
-0.9191919E+01 -0.7979798E+01  0.1737764-156
-0.9191919E+01 -0.7777778E+01  0.5090063-151
-0.9191919E+01 -0.7575758E+01  0.8813436-146
-0.9191919E+01 -0.7373737E+01  0.9137849-141
-0.9191919E+01 -0.7171717E+01  0.5719432-136
-0.9191919E+01 -0.6969697E+01  0.2172454-131
-0.9191919E+01 -0.6767677E+01  0.5025098-127
-0.9191919E+01 -0.6565657E+01  0.7095411-123
-0.9191919E+01 -0.6363636E+01  0.6126835-119
-0.9191919E+01 -0.6161616E+01  0.3240552-115
-0.9191919E+01 -0.5959596E+01  0.1051733-111
-0.9191919E+01 -0.5757576E+01  0.2099773-108
-0.9191919E+01 -0.5555556E+01  0.2588880-105
-0.9191919E+01 -0.5353535E+01  0.1983952-102
-0.9191919E+01 -0.5151515E+01  0.9552205-100
-0.9191919E+01 -0.4949495E+01  0.2940180E-97
-0.9191919E+01 -0.4747475E+01  0.5938923E-95
-0.9191919E+01 -0.4545455E+01  0.8150917E-93
-0.9191919E+01 -0.4343434E+01  0.7887446E-91
-0.9191919E+01 -0.4141414E+01  0.5519682E-89
-0.9191919E+01 -0.3939394E+01  0.2794508E-87
-0.9191919E+01 -0.3737374E+01  0.9984622E-86
-0.9191919E+01 -0.3535354E+01  0.2426527E-84
-0.9191919E+01 -0.3333333E+01  0.3873514E-83
-0.9191919E+01 -0.3131313E+01  0.3955882E-82
-0.9191919E+01 -0.2929293E+01  0.2539819E-81
-0.9191919E+01 -0.2727273E+01  0.1014160E-80
-0.9191919E+01 -0.2525253E+01  0.2502647E-80
-0.9191919E+01 -0.2323232E+01  0.3802921E-80
-0.9191919E+01 -0.2121212E+01  0.3551745E-80
-0.9191919E+01 -0.1919192E+01  0.2037889E-80
-0.9191919E+01 -0.1717172E+01  0.7200035E-81
-0.9191919E+01 -0.1515152E+01  0.1585697E-81
-0.9191919E+01 -0.1313131E+01  0.2295260E-82
-0.9191919E+01 -0.1111111E+01  0.2768793E-83
-0.9191919E+01 -0.9090909E+00  0.9579835E-84
-0.9191919E+01 -0.7070707E+00  0.1495294E-83
-0.9191919E+01 -0.5050505E+00  0.1975140E-83
-0.9191919E+01 -0.3030303E+00  0.1515653E-83
-0.9191919E+01 -0.1010101E+00  0.6431753E-84
-0.9191919E+01  0.1010101E+00  0.2421399E-84
-0.9191919E+01  0.3030303E+00  0.2404375E-84
-0.9191919E+01  0.5050505E+00  0.3243352E-84
-0.9191919E+01  0.7070707E+00  0.3527210E-84
-0.9191919E+01  0.9090909E+00  0.2419193E-84
-0.9191919E+01  0.1111111E+01  0.8611572E-85
-0.9191919E+01  0.1313131E+01  0.9842801E-86
-0.9191919E+01  0.1515152E+01  0.2752976E-85
-0.9191919E+01  0.1717172E+01  0.8298737E-85
-0.9191919E+01  0.1919192E+01  0.7353867E-85
-0.9191919E+01  0.2121212E+01  0.9447367E-85
-0.9191919E+01  0.2323232E+01  0.7464959E-83
-0.9191919E+01  0.2525253E+01  0.1459250E-81
-0.9191919E+01  0.2727273E+01  0.1405446E-80
-0.9191919E+01  0.2929293E+01  0.7375509E-80
-0.9191919E+01  0.3131313E+01  0.2214580E-79
-0.9191919E+01  0.3333333E+01  0.4821692E-79
-0.9191919E+01  0.3535354E+01  0.1243197E-78
-0.9191919E+01  0.3737374E+01  0.3114998E-78
-0.9191919E+01  0.3939394E+01  0.4914057E-78
-0.9191919E+01  0.4141414E+01  0.4430048E-78
-0.9191919E+01  0.4343434E+01  0.2302004E-78
-0.9191919E+01  0.4545455E+01  0.7023936E-79
-0.9191919E+01  0.4747475E+01  0.1276418E-79
-0.9191919E+01  0.4949495E+01  0.1394805E-80
-0.9191919E+01  0.5151515E+01  0.9223551E-82
-0.9191919E+01  0.5353535E+01  0.3706509E-83
-0.9191919E+01  0.5555556E+01  0.9076491E-85
-0.9191919E+01  0.5757576E+01  0.1356930E-86
-0.9191919E+01  0.5959596E+01  0.1239987E-88
-0.9191919E+01  0.6161616E+01  0.6931927E-91
-0.9191919E+01  0.6363636E+01  0.2371961E-93
-0.9191919E+01  0.6565657E+01  0.4969793E-96
-0.9191919E+01  0.6767677E+01  0.6377552E-99
-0.9191919E+01  0.6969697E+01  0.5013338-102
-0.9191919E+01  0.7171717E+01  0.2414382-105
-0.9191919E+01  0.7373737E+01  0.7124000-109
-0.9191919E+01  0.7575758E+01  0.1287960-112
-0.9191919E+01  0.7777778E+01  0.1426779-116
-0.9191919E+01  0.7979798E+01  0.9684930-121
-0.9191919E+01  0.8181818E+01  0.4028362-125
-0.9191919E+01  0.8383838E+01  0.1026733-129
-0.9191919E+01  0.8585859E+01  0.1603563-134
-0.9191919E+01  0.8787879E+01  0.1534675-139
-0.9191919E+01  0.8989899E+01  0.9000156-145
-0.9191919E+01  0.9191919E+01  0.3234356-150
-0.9191919E+01  0.9393939E+01  0.7122466-156
-0.9191919E+01  0.9595960E+01  0.9611211-162
-0.9191919E+01  0.9797980E+01  0.7947514-168
-0.9191919E+01  0.1000000E+02  0.4027079-174
  
  
-0.8989899E+01 -0.1000000E+02  0.2389851-214
