 0.2100000E+00 -0.3723734E-01 -0.3610891E-01 -0.3498047E-01 -0.3385204E-01 -0.3272360E-01 -0.3159516E-01 -0.3046673E-01 -0.2933829E-01 -0.2820985E-01 -0.2708142E-01 -0.2595298E-01 -0.2482455E-01 -0.2369611E-01 -0.2256767E-01 -0.2143924E-01 -0.2031080E-01 -0.1918236E-01 -0.1805393E-01 -0.1692549E-01 -0.1579706E-01 -0.1466862E-01 -0.1354018E-01 -0.1241175E-01 -0.1128331E-01 -0.1015487E-01 -0.9026438E-02 -0.7898001E-02 -0.6769565E-02 -0.5641129E-02 -0.4512693E-02 -0.3384256E-02 -0.2255820E-02 -0.1127384E-02  0.1052406E-05  0.1129489E-02  0.2257925E-02  0.3386361E-02  0.4514797E-02  0.5643234E-02  0.6771670E-02
 0.2200000E+00 -0.3901053E-01 -0.3782836E-01 -0.3664619E-01 -0.3546402E-01 -0.3428185E-01 -0.3309968E-01 -0.3191751E-01 -0.3073534E-01 -0.2955317E-01 -0.2837100E-01 -0.2718883E-01 -0.2600666E-01 -0.2482449E-01 -0.2364232E-01 -0.2246015E-01 -0.2127798E-01 -0.2009581E-01 -0.1891364E-01 -0.1773147E-01 -0.1654930E-01 -0.1536712E-01 -0.1418495E-01 -0.1300278E-01 -0.1182061E-01 -0.1063844E-01 -0.9456273E-02 -0.8274103E-02 -0.7091933E-02 -0.5909762E-02 -0.4727592E-02 -0.3545421E-02 -0.2363251E-02 -0.1181081E-02  0.1089660E-05  0.1183260E-02  0.2365431E-02  0.3547601E-02  0.4729771E-02  0.5911941E-02  0.7094112E-02
 0.2300000E+00 -0.4078372E-01 -0.3954781E-01 -0.3831191E-01 -0.3707601E-01 -0.3584010E-01 -0.3460420E-01 -0.3336829E-01 -0.3213239E-01 -0.3089648E-01 -0.2966058E-01 -0.2842467E-01 -0.2718877E-01 -0.2595287E-01 -0.2471696E-01 -0.2348106E-01 -0.2224515E-01 -0.2100925E-01 -0.1977334E-01 -0.1853744E-01 -0.1730154E-01 -0.1606563E-01 -0.1482973E-01 -0.1359382E-01 -0.1235792E-01 -0.1112201E-01 -0.9886109E-02 -0.8650204E-02 -0.7414300E-02 -0.6178396E-02 -0.4942491E-02 -0.3706587E-02 -0.2470683E-02 -0.1234778E-02  0.1126255E-05  0.1237031E-02  0.2472935E-02  0.3708839E-02  0.4944744E-02  0.6180648E-02  0.7416552E-02
 0.2400000E+00 -0.4255690E-01 -0.4126726E-01 -0.3997762E-01 -0.3868799E-01 -0.3739835E-01 -0.3610871E-01 -0.3481907E-01 -0.3352943E-01 -0.3223980E-01 -0.3095016E-01 -0.2966052E-01 -0.2837088E-01 -0.2708124E-01 -0.2579160E-01 -0.2450197E-01 -0.2321233E-01 -0.2192269E-01 -0.2063305E-01 -0.1934341E-01 -0.1805377E-01 -0.1676414E-01 -0.1547450E-01 -0.1418486E-01 -0.1289522E-01 -0.1160558E-01 -0.1031595E-01 -0.9026307E-02 -0.7736669E-02 -0.6447031E-02 -0.5157393E-02 -0.3867754E-02 -0.2578116E-02 -0.1288478E-02  0.1160266E-05  0.1290798E-02  0.2580437E-02  0.3870075E-02  0.5159713E-02  0.6449351E-02  0.7738989E-02
 0.2500000E+00 -0.4433008E-01 -0.4298671E-01 -0.4164334E-01 -0.4029997E-01 -0.3895659E-01 -0.3761322E-01 -0.3626985E-01 -0.3492648E-01 -0.3358311E-01 -0.3223973E-01 -0.3089636E-01 -0.2955299E-01 -0.2820962E-01 -0.2686625E-01 -0.2552287E-01 -0.2417950E-01 -0.2283613E-01 -0.2149276E-01 -0.2014939E-01 -0.1880601E-01 -0.1746264E-01 -0.1611927E-01 -0.1477590E-01 -0.1343253E-01 -0.1208915E-01 -0.1074578E-01 -0.9402411E-02 -0.8059039E-02 -0.6715667E-02 -0.5372295E-02 -0.4028923E-02 -0.2685551E-02 -0.1342179E-02  0.1192773E-05  0.1344565E-02  0.2687937E-02  0.4031309E-02  0.5374680E-02  0.6718052E-02  0.8061424E-02
 0.2600000E+00 -0.4610328E-01 -0.4470617E-01 -0.4330906E-01 -0.4191196E-01 -0.4051485E-01 -0.3911774E-01 -0.3772064E-01 -0.3632353E-01 -0.3492642E-01 -0.3352932E-01 -0.3213221E-01 -0.3073511E-01 -0.2933800E-01 -0.2794089E-01 -0.2654379E-01 -0.2514668E-01 -0.2374957E-01 -0.2235247E-01 -0.2095536E-01 -0.1955825E-01 -0.1816115E-01 -0.1676404E-01 -0.1536694E-01 -0.1396983E-01 -0.1257272E-01 -0.1117562E-01 -0.9778510E-02 -0.8381403E-02 -0.6984297E-02 -0.5587191E-02 -0.4190084E-02 -0.2792978E-02 -0.1395871E-02  0.1234952E-05  0.1398341E-02  0.2795448E-02  0.4192554E-02  0.5589660E-02  0.6986767E-02  0.8383873E-02
 0.2700000E+00 -0.4787646E-01 -0.4642562E-01 -0.4497478E-01 -0.4352394E-01 -0.4207310E-01 -0.4062226E-01 -0.3917142E-01 -0.3772058E-01 -0.3626974E-01 -0.3481890E-01 -0.3336806E-01 -0.3191722E-01 -0.3046638E-01 -0.2901554E-01 -0.2756470E-01 -0.2611386E-01 -0.2466301E-01 -0.2321217E-01 -0.2176133E-01 -0.2031049E-01 -0.1885965E-01 -0.1740881E-01 -0.1595797E-01 -0.1450713E-01 -0.1305629E-01 -0.1160545E-01 -0.1015461E-01 -0.8703772E-02 -0.7252931E-02 -0.5802091E-02 -0.4351251E-02 -0.2900410E-02 -0.1449570E-02  0.1270190E-05  0.1452111E-02  0.2902951E-02  0.4353791E-02  0.5804631E-02  0.7255472E-02  0.8706312E-02
 0.2800000E+00 -0.4964965E-01 -0.4814508E-01 -0.4664050E-01 -0.4513593E-01 -0.4363135E-01 -0.4212678E-01 -0.4062220E-01 -0.3911763E-01 -0.3761305E-01 -0.3610848E-01 -0.3460390E-01 -0.3309933E-01 -0.3159476E-01 -0.3009018E-01 -0.2858561E-01 -0.2708103E-01 -0.2557646E-01 -0.2407188E-01 -0.2256731E-01 -0.2106273E-01 -0.1955816E-01 -0.1805358E-01 -0.1654901E-01 -0.1504444E-01 -0.1353986E-01 -0.1203529E-01 -0.1053071E-01 -0.9026138E-02 -0.7521563E-02 -0.6016989E-02 -0.4512414E-02 -0.3007840E-02 -0.1503265E-02  0.1309494E-05  0.1505884E-02  0.3010459E-02  0.4515033E-02  0.6019607E-02  0.7524182E-02  0.9028757E-02
 0.2900000E+00 -0.5142285E-01 -0.4986454E-01 -0.4830623E-01 -0.4674792E-01 -0.4518961E-01 -0.4363130E-01 -0.4207299E-01 -0.4051468E-01 -0.3895638E-01 -0.3739807E-01 -0.3583976E-01 -0.3428145E-01 -0.3272314E-01 -0.3116483E-01 -0.2960652E-01 -0.2804821E-01 -0.2648990E-01 -0.2493159E-01 -0.2337328E-01 -0.2181497E-01 -0.2025666E-01 -0.1869836E-01 -0.1714005E-01 -0.1558174E-01 -0.1402343E-01 -0.1246512E-01 -0.1090681E-01 -0.9348500E-02 -0.7790191E-02 -0.6231882E-02 -0.4673573E-02 -0.3115263E-02 -0.1556954E-02  0.1354978E-05  0.1559664E-02  0.3117974E-02  0.4676283E-02  0.6234592E-02  0.7792901E-02  0.9351210E-02
 0.3000000E+00 -0.5319604E-01 -0.5158400E-01 -0.4997195E-01 -0.4835991E-01 -0.4674787E-01 -0.4513582E-01 -0.4352378E-01 -0.4191174E-01 -0.4029969E-01 -0.3868765E-01 -0.3707561E-01 -0.3546356E-01 -0.3385152E-01 -0.3223947E-01 -0.3062743E-01 -0.2901539E-01 -0.2740334E-01 -0.2579130E-01 -0.2417926E-01 -0.2256721E-01 -0.2095517E-01 -0.1934313E-01 -0.1773108E-01 -0.1611904E-01 -0.1450700E-01 -0.1289495E-01 -0.1128291E-01 -0.9670866E-02 -0.8058822E-02 -0.6446779E-02 -0.4834735E-02 -0.3222692E-02 -0.1610648E-02  0.1395286E-05  0.1613439E-02  0.3225483E-02  0.4837526E-02  0.6449569E-02  0.8061613E-02  0.9673656E-02
 0.3100000E+00 -0.5496923E-01 -0.5330345E-01 -0.5163767E-01 -0.4997189E-01 -0.4830612E-01 -0.4664034E-01 -0.4497456E-01 -0.4330878E-01 -0.4164301E-01 -0.3997723E-01 -0.3831145E-01 -0.3664567E-01 -0.3497990E-01 -0.3331412E-01 -0.3164834E-01 -0.2998256E-01 -0.2831679E-01 -0.2665101E-01 -0.2498523E-01 -0.2331945E-01 -0.2165368E-01 -0.1998790E-01 -0.1832212E-01 -0.1665634E-01 -0.1499057E-01 -0.1332479E-01 -0.1165901E-01 -0.9993233E-02 -0.8327455E-02 -0.6661678E-02 -0.4995900E-02 -0.3330123E-02 -0.1664345E-02  0.1432349E-05  0.1667210E-02  0.3332988E-02  0.4998765E-02  0.6664542E-02  0.8330320E-02  0.9996097E-02
 0.3200000E+00 -0.5674241E-01 -0.5502290E-01 -0.5330339E-01 -0.5158388E-01 -0.4986437E-01 -0.4814485E-01 -0.4642534E-01 -0.4470583E-01 -0.4298632E-01 -0.4126681E-01 -0.3954730E-01 -0.3782779E-01 -0.3610827E-01 -0.3438876E-01 -0.3266925E-01 -0.3094974E-01 -0.2923023E-01 -0.2751072E-01 -0.2579120E-01 -0.2407169E-01 -0.2235218E-01 -0.2063267E-01 -0.1891316E-01 -0.1719365E-01 -0.1547413E-01 -0.1375462E-01 -0.1203511E-01 -0.1031560E-01 -0.8596089E-02 -0.6876577E-02 -0.5157066E-02 -0.3437554E-02 -0.1718043E-02  0.1468859E-05  0.1720980E-02  0.3440492E-02  0.5160003E-02  0.6879515E-02  0.8599027E-02  0.1031854E-01
 0.3300000E+00 -0.5851559E-01 -0.5674235E-01 -0.5496910E-01 -0.5319586E-01 -0.5142261E-01 -0.4964937E-01 -0.4787612E-01 -0.4610288E-01 -0.4432963E-01 -0.4255639E-01 -0.4078314E-01 -0.3900990E-01 -0.3723665E-01 -0.3546340E-01 -0.3369016E-01 -0.3191691E-01 -0.3014367E-01 -0.2837042E-01 -0.2659718E-01 -0.2482393E-01 -0.2305069E-01 -0.2127744E-01 -0.1950420E-01 -0.1773095E-01 -0.1595770E-01 -0.1418446E-01 -0.1241121E-01 -0.1063797E-01 -0.8864723E-02 -0.7091478E-02 -0.5318233E-02 -0.3544987E-02 -0.1771742E-02  0.1503702E-05  0.1774749E-02  0.3547995E-02  0.5321240E-02  0.7094485E-02  0.8867731E-02  0.1064098E-01
 0.3400000E+00 -0.6028878E-01 -0.5846180E-01 -0.5663483E-01 -0.5480785E-01 -0.5298087E-01 -0.5115389E-01 -0.4932691E-01 -0.4749993E-01 -0.4567295E-01 -0.4384597E-01 -0.4201899E-01 -0.4019201E-01 -0.3836503E-01 -0.3653805E-01 -0.3471107E-01 -0.3288409E-01 -0.3105711E-01 -0.2923013E-01 -0.2740315E-01 -0.2557617E-01 -0.2374919E-01 -0.2192221E-01 -0.2009523E-01 -0.1826825E-01 -0.1644127E-01 -0.1461429E-01 -0.1278731E-01 -0.1096033E-01 -0.9133355E-02 -0.7306375E-02 -0.5479396E-02 -0.3652416E-02 -0.1825436E-02  0.1543330E-05  0.1828523E-02  0.3655503E-02  0.5482482E-02  0.7309462E-02  0.9136442E-02  0.1096342E-01
