 0.0000000E+00  0.3077699E-02  0.1534271E-01  0.5024043E-01  0.1169505E+00  0.2318791E+00  0.3854692E+00  0.5918695E+00  0.8025107E+00  0.1051847E+01  0.1233917E+01  0.1453120E+01  0.1512080E+01  0.1649396E+01  0.1521998E+01  0.1565674E+01  0.1237005E+01  0.1206219E+01  0.7099023E+00  0.6355832E+00  0.4434131E-01  0.4374325E-01  0.6349989E+00  0.7093448E+00  0.1205700E+01  0.1236535E+01  0.1565259E+01  0.1521643E+01  0.1649102E+01  0.1511846E+01  0.1452941E+01  0.1233788E+01  0.1051758E+01  0.8024538E+00  0.5918359E+00  0.3854513E+00  0.2318706E+00  0.1169472E+00  0.5023936E-01  0.1534247E-01  0.3077670E-02
 0.1000000E-01  0.3077705E-02  0.1534276E-01  0.5024057E-01  0.1169509E+00  0.2318798E+00  0.3854707E+00  0.5918717E+00  0.8025146E+00  0.1051852E+01  0.1233926E+01  0.1453130E+01  0.1512097E+01  0.1649414E+01  0.1522030E+01  0.1565705E+01  0.1237064E+01  0.1206272E+01  0.7100256E+00  0.6356923E+00  0.4621038E-01  0.4511939E-01  0.6350988E+00  0.7094018E+00  0.1205727E+01  0.1236547E+01  0.1565261E+01  0.1521639E+01  0.1649095E+01  0.1511837E+01  0.1452932E+01  0.1233779E+01  0.1051751E+01  0.8024484E+00  0.5918320E+00  0.3854489E+00  0.2318693E+00  0.1169466E+00  0.5023914E-01  0.1534242E-01  0.3077662E-02
 0.2000000E-01  0.3077719E-02  0.1534286E-01  0.5024090E-01  0.1169518E+00  0.2318816E+00  0.3854744E+00  0.5918775E+00  0.8025251E+00  0.1051866E+01  0.1233950E+01  0.1453158E+01  0.1512146E+01  0.1649465E+01  0.1522123E+01  0.1565794E+01  0.1237237E+01  0.1206426E+01  0.7103911E+00  0.6360155E+00  0.5140984E-01  0.4902051E-01  0.6354009E+00  0.7095748E+00  0.1205808E+01  0.1236583E+01  0.1565269E+01  0.1521628E+01  0.1649072E+01  0.1511810E+01  0.1452904E+01  0.1233753E+01  0.1051729E+01  0.8024315E+00  0.5918202E+00  0.3854415E+00  0.2318652E+00  0.1169447E+00  0.5023845E-01  0.1534224E-01  0.3077637E-02
 0.3000000E-01  0.3077739E-02  0.1534301E-01  0.5024143E-01  0.1169533E+00  0.2318846E+00  0.3854804E+00  0.5918869E+00  0.8025420E+00  0.1051889E+01  0.1233989E+01  0.1453204E+01  0.1512227E+01  0.1649550E+01  0.1522276E+01  0.1565941E+01  0.1237522E+01  0.1206682E+01  0.7109982E+00  0.6365524E+00  0.5906382E-01  0.5490851E-01  0.6359046E+00  0.7098635E+00  0.1205944E+01  0.1236644E+01  0.1565281E+01  0.1521609E+01  0.1649035E+01  0.1511765E+01  0.1452856E+01  0.1233710E+01  0.1051692E+01  0.8024033E+00  0.5918003E+00  0.3854292E+00  0.2318584E+00  0.1169416E+00  0.5023730E-01  0.1534194E-01  0.3077595E-02
 0.4000000E-01  0.3077767E-02  0.1534323E-01  0.5024215E-01  0.1169554E+00  0.2318887E+00  0.3854888E+00  0.5918998E+00  0.8025655E+00  0.1051920E+01  0.1234044E+01  0.1453268E+01  0.1512338E+01  0.1649667E+01  0.1522489E+01  0.1566145E+01  0.1237921E+01  0.1207038E+01  0.7118466E+00  0.6373026E+00  0.6835618E-01  0.6222530E-01  0.6366099E+00  0.7102680E+00  0.1206134E+01  0.1236729E+01  0.1565298E+01  0.1521584E+01  0.1648982E+01  0.1511701E+01  0.1452789E+01  0.1233649E+01  0.1051640E+01  0.8023638E+00  0.5917724E+00  0.3854119E+00  0.2318489E+00  0.1169372E+00  0.5023568E-01  0.1534153E-01  0.3077536E-02
 0.5000000E-01  0.3077803E-02  0.1534351E-01  0.5024308E-01  0.1169580E+00  0.2318938E+00  0.3854994E+00  0.5919164E+00  0.8025955E+00  0.1051959E+01  0.1234113E+01  0.1453349E+01  0.1512482E+01  0.1649817E+01  0.1522762E+01  0.1566406E+01  0.1238432E+01  0.1207496E+01  0.7129349E+00  0.6382648E+00  0.7870284E-01  0.7052202E-01  0.6375154E+00  0.7107877E+00  0.1206379E+01  0.1236839E+01  0.1565319E+01  0.1521550E+01  0.1648915E+01  0.1511619E+01  0.1452702E+01  0.1233570E+01  0.1051573E+01  0.8023128E+00  0.5917364E+00  0.3853896E+00  0.2318366E+00  0.1169316E+00  0.5023360E-01  0.1534099E-01  0.3077460E-02
 0.6000000E-01  0.3077845E-02  0.1534384E-01  0.5024420E-01  0.1169611E+00  0.2319001E+00  0.3855124E+00  0.5919365E+00  0.8026320E+00  0.1052008E+01  0.1234198E+01  0.1453448E+01  0.1512656E+01  0.1650001E+01  0.1523096E+01  0.1566725E+01  0.1239057E+01  0.1208054E+01  0.7142621E+00  0.6394384E+00  0.8974237E-01  0.7949492E-01  0.6386206E+00  0.7114225E+00  0.1206678E+01  0.1236973E+01  0.1565346E+01  0.1521509E+01  0.1648832E+01  0.1511519E+01  0.1452597E+01  0.1233474E+01  0.1051491E+01  0.8022505E+00  0.5916925E+00  0.3853623E+00  0.2318216E+00  0.1169247E+00  0.5023106E-01  0.1534034E-01  0.3077368E-02
 0.7000000E-01  0.3077895E-02  0.1534423E-01  0.5024551E-01  0.1169648E+00  0.2319076E+00  0.3855276E+00  0.5919601E+00  0.8026751E+00  0.1052065E+01  0.1234298E+01  0.1453565E+01  0.1512862E+01  0.1650217E+01  0.1523490E+01  0.1567102E+01  0.1239794E+01  0.1208714E+01  0.7158268E+00  0.6408220E+00  0.1012464E+00  0.8893787E-01  0.6399242E+00  0.7121720E+00  0.1207031E+01  0.1237132E+01  0.1565377E+01  0.1521461E+01  0.1648734E+01  0.1511400E+01  0.1452472E+01  0.1233361E+01  0.1051394E+01  0.8021768E+00  0.5916405E+00  0.3853301E+00  0.2318038E+00  0.1169165E+00  0.5022805E-01  0.1533956E-01  0.3077259E-02
 0.8000000E-01  0.3077953E-02  0.1534468E-01  0.5024702E-01  0.1169691E+00  0.2319161E+00  0.3855452E+00  0.5919874E+00  0.8027246E+00  0.1052131E+01  0.1234413E+01  0.1453700E+01  0.1513100E+01  0.1650466E+01  0.1523944E+01  0.1567536E+01  0.1240643E+01  0.1209473E+01  0.7176265E+00  0.6424133E+00  0.1130660E+00  0.9870894E-01  0.6414237E+00  0.7130348E+00  0.1207438E+01  0.1237314E+01  0.1565413E+01  0.1521405E+01  0.1648621E+01  0.1511263E+01  0.1452327E+01  0.1233229E+01  0.1051282E+01  0.8020917E+00  0.5915806E+00  0.3852929E+00  0.2317833E+00  0.1169071E+00  0.5022457E-01  0.1533867E-01  0.3077133E-02
 0.9000000E-01  0.3078017E-02  0.1534519E-01  0.5024873E-01  0.1169740E+00  0.2319257E+00  0.3855650E+00  0.5920182E+00  0.8027807E+00  0.1052205E+01  0.1234543E+01  0.1453852E+01  0.1513368E+01  0.1650748E+01  0.1524457E+01  0.1568027E+01  0.1241604E+01  0.1210333E+01  0.7196607E+00  0.6442120E+00  0.1251216E+00  0.1087297E+00  0.6431197E+00  0.7140121E+00  0.1207900E+01  0.1237522E+01  0.1565454E+01  0.1521341E+01  0.1648493E+01  0.1511108E+01  0.1452164E+01  0.1233081E+01  0.1051155E+01  0.8019953E+00  0.5915126E+00  0.3852507E+00  0.2317600E+00  0.1168965E+00  0.5022064E-01  0.1533766E-01  0.3076990E-02
 0.1000000E+00  0.3078089E-02  0.1534576E-01  0.5025064E-01  0.1169793E+00  0.2319365E+00  0.3855871E+00  0.5920525E+00  0.8028432E+00  0.1052288E+01  0.1234689E+01  0.1454022E+01  0.1513668E+01  0.1651062E+01  0.1525031E+01  0.1568576E+01  0.1242677E+01  0.1211292E+01  0.7219262E+00  0.6462154E+00  0.1373434E+00  0.1189295E+00  0.6450091E+00  0.7151022E+00  0.1208415E+01  0.1237753E+01  0.1565499E+01  0.1521270E+01  0.1648350E+01  0.1510935E+01  0.1451981E+01  0.1232914E+01  0.1051014E+01  0.8018875E+00  0.5914366E+00  0.3852035E+00  0.2317340E+00  0.1168846E+00  0.5021624E-01  0.1533653E-01  0.3076830E-02
 0.1100000E+00  0.3078168E-02  0.1534638E-01  0.5025274E-01  0.1169853E+00  0.2319484E+00  0.3856116E+00  0.5920904E+00  0.8029123E+00  0.1052379E+01  0.1234849E+01  0.1454210E+01  0.1513999E+01  0.1651410E+01  0.1525664E+01  0.1569182E+01  0.1243861E+01  0.1212352E+01  0.7244212E+00  0.6484217E+00  0.1496927E+00  0.1292683E+00  0.6470907E+00  0.7163051E+00  0.1208985E+01  0.1238009E+01  0.1565550E+01  0.1521192E+01  0.1648192E+01  0.1510743E+01  0.1451779E+01  0.1232731E+01  0.1050857E+01  0.8017683E+00  0.5913526E+00  0.3851514E+00  0.2317053E+00  0.1168714E+00  0.5021137E-01  0.1533528E-01  0.3076653E-02
 0.1200000E+00  0.3078254E-02  0.1534707E-01  0.5025504E-01  0.1169918E+00  0.2319613E+00  0.3856383E+00  0.5921319E+00  0.8029878E+00  0.1052479E+01  0.1235025E+01  0.1454415E+01  0.1514362E+01  0.1651790E+01  0.1526357E+01  0.1569844E+01  0.1245156E+01  0.1213510E+01  0.7271422E+00  0.6508280E+00  0.1621348E+00  0.1397098E+00  0.6493613E+00  0.7176193E+00  0.1209608E+01  0.1238288E+01  0.1565605E+01  0.1521106E+01  0.1648019E+01  0.1510533E+01  0.1451558E+01  0.1232529E+01  0.1050685E+01  0.8016378E+00  0.5912606E+00  0.3850943E+00  0.2316738E+00  0.1168570E+00  0.5020605E-01  0.1533391E-01  0.3076460E-02
 0.1300000E+00  0.3078348E-02  0.1534781E-01  0.5025753E-01  0.1169989E+00  0.2319754E+00  0.3856673E+00  0.5921770E+00  0.8030698E+00  0.1052588E+01  0.1235215E+01  0.1454638E+01  0.1514755E+01  0.1652202E+01  0.1527110E+01  0.1570564E+01  0.1246561E+01  0.1214767E+01  0.7300871E+00  0.6534323E+00  0.1746519E+00  0.1502348E+00  0.6518197E+00  0.7190445E+00  0.1210284E+01  0.1238592E+01  0.1565664E+01  0.1521012E+01  0.1647830E+01  0.1510305E+01  0.1451318E+01  0.1232311E+01  0.1050499E+01  0.8014960E+00  0.5911605E+00  0.3850323E+00  0.2316396E+00  0.1168413E+00  0.5020026E-01  0.1533242E-01  0.3076250E-02
 0.1400000E+00  0.3078449E-02  0.1534861E-01  0.5026023E-01  0.1170065E+00  0.2319906E+00  0.3856986E+00  0.5922255E+00  0.8031583E+00  0.1052705E+01  0.1235421E+01  0.1454879E+01  0.1515180E+01  0.1652648E+01  0.1527921E+01  0.1571340E+01  0.1248076E+01  0.1216122E+01  0.7332526E+00  0.6562319E+00  0.1872268E+00  0.1608248E+00  0.6544630E+00  0.7205799E+00  0.1211014E+01  0.1238920E+01  0.1565729E+01  0.1520912E+01  0.1647627E+01  0.1510058E+01  0.1451058E+01  0.1232074E+01  0.1050297E+01  0.8013428E+00  0.5910525E+00  0.3849653E+00  0.2316026E+00  0.1168243E+00  0.5019400E-01  0.1533081E-01  0.3076023E-02
 0.1500000E+00  0.3078557E-02  0.1534947E-01  0.5026311E-01  0.1170147E+00  0.2320070E+00  0.3857322E+00  0.5922777E+00  0.8032533E+00  0.1052831E+01  0.1235642E+01  0.1455137E+01  0.1515636E+01  0.1653125E+01  0.1528792E+01  0.1572173E+01  0.1249700E+01  0.1217575E+01  0.7366359E+00  0.6592241E+00  0.1998482E+00  0.1714676E+00  0.6572890E+00  0.7222246E+00  0.1211797E+01  0.1239272E+01  0.1565798E+01  0.1520803E+01  0.1647409E+01  0.1509793E+01  0.1450779E+01  0.1231821E+01  0.1050081E+01  0.8011782E+00  0.5909365E+00  0.3848933E+00  0.2315630E+00  0.1168061E+00  0.5018729E-01  0.1532909E-01  0.3075779E-02
 0.1600000E+00  0.3078672E-02  0.1535039E-01  0.5026620E-01  0.1170234E+00  0.2320244E+00  0.3857681E+00  0.5923334E+00  0.8033547E+00  0.1052965E+01  0.1235878E+01  0.1455413E+01  0.1516122E+01  0.1653636E+01  0.1529722E+01  0.1573062E+01  0.1251433E+01  0.1219126E+01  0.7402344E+00  0.6624070E+00  0.2125106E+00  0.1821570E+00  0.6602965E+00  0.7239789E+00  0.1212633E+01  0.1239648E+01  0.1565872E+01  0.1520688E+01  0.1647176E+01  0.1509511E+01  0.1450481E+01  0.1231549E+01  0.1049850E+01  0.8010024E+00  0.5908126E+00  0.3848164E+00  0.2315206E+00  0.1167867E+00  0.5018011E-01  0.1532724E-01  0.3075518E-02
 0.1700000E+00  0.3078795E-02  0.1535136E-01  0.5026948E-01  0.1170327E+00  0.2320429E+00  0.3858063E+00  0.5923926E+00  0.8034627E+00  0.1053108E+01  0.1236129E+01  0.1455706E+01  0.1516640E+01  0.1654178E+01  0.1530710E+01  0.1574007E+01  0.1253274E+01  0.1220774E+01  0.7440424E+00  0.6657752E+00  0.2251959E+00  0.1928742E+00  0.6634790E+00  0.7258389E+00  0.1213522E+01  0.1240048E+01  0.1565951E+01  0.1520564E+01  0.1646927E+01  0.1509209E+01  0.1450164E+01  0.1231261E+01  0.1049604E+01  0.8008152E+00  0.5906806E+00  0.3847345E+00  0.2314754E+00  0.1167660E+00  0.5017247E-01  0.1532528E-01  0.3075241E-02
 0.1800000E+00  0.3078925E-02  0.1535240E-01  0.5027295E-01  0.1170426E+00  0.2320626E+00  0.3858468E+00  0.5924554E+00  0.8035770E+00  0.1053259E+01  0.1236395E+01  0.1456017E+01  0.1517188E+01  0.1654753E+01  0.1531758E+01  0.1575009E+01  0.1255223E+01  0.1222518E+01  0.7480591E+00  0.6693283E+00  0.2379111E+00  0.2036256E+00  0.6668383E+00  0.7278071E+00  0.1214464E+01  0.1240472E+01  0.1566034E+01  0.1520434E+01  0.1646664E+01  0.1508890E+01  0.1449828E+01  0.1230955E+01  0.1049343E+01  0.8006168E+00  0.5905407E+00  0.3846477E+00  0.2314276E+00  0.1167441E+00  0.5016437E-01  0.1532320E-01  0.3074947E-02
