 0.044  (0.998911526275-0.0146589107049j)  (0.00101794970302-0.00167496196669j)  (-0.00376693795878+0.00642407816689j)  (0.00616141808425+0.029365956744j)  (-0.0071245913157+0.00550663813272j)  (0.00273939966201-0.019573532747j)  (-0.00341747536296+0.0160160306541j)  (0.00173742196206-0.00231585182283j)  (-0.000450396488237-0.00785213047186j)  (-0.000504827172916+0.00993883409132j)  (0.00451416789832-0.00333627178977j)  (-0.00314658235395-0.00733020340815j) 
 0.048  (0.998737472752-0.0159102498239j)  (0.00116719222732-0.00177107452339j)  (-0.00434046389136+0.0068673125718j)  (0.00710061282998+0.0319249700549j)  (-0.00817506758425+0.00561202932736j)  (0.00304802037676-0.0207146552962j)  (-0.00385116644947+0.0168169863777j)  (0.00195231621743-0.0022035489941j)  (-0.000534224936446-0.0084644100339j)  (-0.000493059465901+0.0104885303759j)  (0.0051287800283-0.00322728506447j)  (-0.00351911250181-0.00823692943646j) 
 0.052  (0.99853866013-0.0171635949818j)  (0.00132797267709-0.00187689999679j)  (-0.0049745230288+0.00731775418551j)  (0.00813368472065+0.0344708101521j)  (-0.00930489808632+0.00572298006813j)  (0.00329994290361-0.0218560036042j)  (-0.00425787217329+0.017619064862j)  (0.00214369476221-0.00209339582816j)  (-0.000632578443085-0.00907530441157j)  (-0.000416252773875+0.0110380265485j)  (0.00575160583105-0.00312266604114j)  (-0.0038459378485-0.00913804886173j) 
 0.056  (0.998340953065-0.0184279075535j)  (0.00148725813884-0.00195992989862j)  (-0.00560387148249+0.00773343943324j)  (0.00916475859443+0.0370517014057j)  (-0.0104291427252+0.00571152733436j)  (0.00355010415468-0.0228260468255j)  (-0.00466211938452+0.0182264345509j)  (0.00233562485012-0.00186910807914j)  (-0.000732111816053-0.00967443661254j)  (-0.000339831345776+0.0115057502969j)  (0.00637276421362-0.00289237573305j)  (-0.00417634755055-0.0101139083774j) 
 0.06  (0.998120191337-0.01969479269j)  (0.00165323296941-0.00205370848612j)  (-0.00628078452259+0.00815711931484j)  (0.0102678657727+0.0396173351233j)  (-0.0115989345012+0.00570744669795j)  (0.0037064354541-0.0237974974154j)  (-0.00500460530469+0.0188368166596j)  (0.00248136413571-0.00164839414282j)  (-0.000842784694474-0.0102718571683j)  (-0.000184360549924+0.0119733834423j)  (0.00697447436922-0.00266841041103j)  (-0.00443178543702-0.0110832131718j) 
 0.064  (0.997900766681-0.0209731642617j)  (0.00181757017298-0.00212532291264j)  (-0.00695228687026+0.0085500489947j)  (0.0113695978255+0.0422063914583j)  (-0.012763226313+0.00559003272238j)  (0.00386245449738-0.024605246588j)  (-0.00534579539123+0.019255400482j)  (0.00262910833728-0.00131531596486j)  (-0.000955129421595-0.0108571714658j)  (-3.02007508656e-05+0.0123706424154j)  (0.00757581389587-0.00232997700067j)  (-0.00469389876767-0.0121029023323j) 
 0.068  (0.997659977349-0.0222547265488j)  (0.00198398596678-0.00220857408071j)  (-0.00765890227153+0.00895165177332j)  (0.0125228675843+0.0447782685609j)  (-0.0139412441351+0.00548176543169j)  (0.00389027543429-0.0254153908621j)  (-0.00559282117187+0.0196788821155j)  (0.00270848748751-0.00098719595967j)  (-0.00107366822996-0.0114404386648j)  (0.000211721620566+0.012767509757j)  (0.00813446734924-0.00199969370941j)  (-0.00485818577118-0.0131158206044j) 
 0.072  (0.997420754371-0.0235480312023j)  (0.00214868205271-0.00227126500444j)  (-0.00835952671747+0.00932865090921j)  (0.0136758085724+0.0473580227954j)  (-0.0151144382342+0.0052757341947j)  (0.00392008506258-0.0260775246127j)  (-0.0058405734921+0.0199217566593j)  (0.00279205535875-0.00055447421906j)  (-0.00119456656667-0.0120097435903j)  (0.000451273139506+0.0131080247834j)  (0.00869465341021-0.00157104547057j)  (-0.00503289820551-0.0141491730726j) 
 0.076  (0.997161784294-0.0248452077355j)  (0.00231128606382-0.00234629633697j)  (-0.00908385347638+0.00971481054715j)  (0.0148621305494+0.0499189962833j)  (-0.0162730869773+0.00508034837777j)  (0.00379204438356-0.0267425265367j)  (-0.00596609752652+0.0201711036242j)  (0.00278704902548-0.000127811342781j)  (-0.00131570160958-0.0125767276881j)  (0.00078152137673+0.0134473231042j)  (0.0091943263824-0.00115204489206j)  (-0.0050946831377-0.0151765530538j) 
 0.08  (0.996904605372-0.0261541597359j)  (0.00247214189284-0.00240319144126j)  (-0.00980171670919+0.0100842491824j)  (0.0160495467639+0.0524691705626j)  (-0.0174281303833+0.00480812005243j)  (0.00366907052021-0.0272819691623j)  (-0.00609518670178+0.0202582143169j)  (0.00278915038394+0.000390015572206j)  (-0.00144011331643-0.013125860703j)  (0.00110840537063+0.0137450111106j)  (0.00969791540391-0.000653822137378j)  (-0.00517101644667-0.0161913193j) 
 0.084  (0.996629178607-0.0274677381559j)  (0.00262732990502-0.00247291265611j)  (-0.0105333161122+0.0104630678719j)  (0.0172552858826+0.0549994298659j)  (-0.0185451295465+0.00454753121514j)  (0.00336487837044-0.0278239256552j)  (-0.00607998089373+0.0203527517153j)  (0.00268585715478+0.000901237398473j)  (-0.00155858190239-0.0136725679116j)  (0.00152334265427+0.0140401034334j)  (0.0101289093293-0.000166278078595j)  (-0.00512757947137-0.0172021150986j) 
 0.088  (0.996355763433-0.0287929523991j)  (0.00278077814933-0.00252755240286j)  (-0.0112580491342+0.0108342964096j)  (0.0184638180516+0.0574980301827j)  (-0.0196601487349+0.0042349548759j)  (0.00306941834027-0.0282678358381j)  (-0.00607183196738+0.0203090766835j)  (0.00259323292551+0.001485245009j)  (-0.00168146382731-0.0141952909242j)  (0.00193420671555+0.0143073478633j)  (0.0105665048171+0.000380096887326j)  (-0.00510282216228-0.0181666314845j) 
 0.092  (0.996065449097-0.0301236292427j)  (0.00292567903233-0.00259525923468j)  (-0.0119882642036+0.0112147950568j)  (0.0196792077037+0.0599761658371j)  (-0.0207192172524+0.00393431857313j)  (0.00257674749485-0.0287128141409j)  (-0.00590454973684+0.0202728921727j)  (0.00238302697229+0.00206291918781j)  (-0.00179290069262-0.0147157784291j)  (0.00242566354732+0.0145701239532j)  (0.0109249321016+0.000915294407415j)  (-0.00495944799858-0.0191304498548j) 
 0.096  (0.995777364437-0.0314656851366j)  (0.00306886110445-0.00265136021032j)  (-0.0127112210099+0.0115975532745j)  (0.0208992200589+0.0624006271124j)  (-0.0217781298054+0.00360891529431j)  (0.00209677115071-0.0290903924995j)  (-0.0057481970128+0.0201263440233j)  (0.00218749973882+0.00269116803062j)  (-0.00191003861348-0.0152040466249j)  (0.00291281715346+0.0148165232059j)  (0.0112927526829+0.00148922052108j)  (-0.00483849884917-0.0200159233854j) 
 0.1  (0.995473560388-0.0328141266985j)  (0.0032013592474-0.00272050782846j)  (-0.0134332451824+0.011989103579j)  (0.0221184354281+0.0648047303885j)  (-0.0227691707289+0.00329493584829j)  (0.00141153162625-0.0294663217747j)  (-0.00542582346169+0.0199862685132j)  (0.00186777583888+0.00331439120762j)  (-0.00201177236109-0.015690685405j)  (0.00346942112038+0.0150562257301j)  (0.0115796757922+0.00205199491695j)  (-0.0046072001254-0.0209051783626j) 
 0.104  (0.99517220496-0.0341736303429j)  (0.00333214317589-0.002781731859j)  (-0.014147558379+0.0123929520677j)  (0.0233440602704+0.0671330170062j)  (-0.0237618199371+0.00298418118368j)  (0.000742884218939-0.029806625192j)  (-0.00511827735597+0.0197655226842j)  (0.00156690553315+0.0039635333036j)  (-0.00212051556206-0.0161352455597j)  (0.0040221083142+0.0152879063483j)  (0.0118787082825+0.00263485336383j)  (-0.00440131150804-0.0216874070126j) 
 0.108  (0.994856135724-0.0355405311917j)  (0.00345084537109-0.00285571639221j)  (-0.0148563590964+0.0128047360655j)  (0.0245650001692+0.0694417250588j)  (-0.0246806402289+0.00268347695317j)  (-0.000131103772821-0.0301412203347j)  (-0.00464595279445+0.0195490683492j)  (0.00114133507972+0.00461013167236j)  (-0.00221213381435-0.0165792840679j)  (0.00463072603655+0.0155104949574j)  (0.01209903177+0.00320704204282j)  (-0.00409914329378-0.0224789220231j) 
 0.112  (0.994542738489-0.0369181714414j)  (0.00356779165131-0.00292546239j)  (-0.0155568594875+0.0132385511707j)  (0.0257939094447+0.0716533058677j)  (-0.0256024937205+0.00241325361301j)  (-0.000985062748581-0.0304711568511j)  (-0.00419197792899+0.0192815067885j)  (0.00073861192017+0.00525709016327j)  (-0.00231190849825-0.0169705009831j)  (0.00523649010751+0.0157299760175j)  (0.0123339602571+0.00378288596678j)  (-0.00382429749611-0.0231393722126j) 
 0.116  (0.994215464818-0.0383043065326j)  (0.00367194897089-0.00300742629546j)  (-0.0162489830568+0.0136790859527j)  (0.0270177373406+0.0738467180566j)  (-0.0264501319732+0.00215089928073j)  (-0.00203691973339-0.0307900351444j)  (-0.00358224776802+0.0190149378328j)  (0.000216887963661+0.005905192903j)  (-0.00239550249912-0.0173628316726j)  (0.00588357011395+0.0159380084669j)  (0.0124952628212+0.00434889113244j)  (-0.00347150643796-0.0238153661358j) 
 0.12  (0.993891094062-0.039700901598j)  (0.00377423490418-0.00308865788131j)  (-0.0169320096487+0.0141506485754j)  (0.0282506925171+0.0759233552348j)  (-0.0273016190062+0.00194422156516j)  (-0.00306615981776-0.0311326822498j)  (-0.0029936120472+0.0187248751585j)  (-0.00027854846023+0.00652874558777j)  (-0.00248802670807-0.0176916078412j)  (0.00652951517697+0.0161445244576j)  (0.0126733491095+0.00490470662643j)  (-0.00314665504679-0.0243416205205j) 
 0.124  (0.993553530911-0.0411071690226j)  (0.00386363245181-0.0031813308658j)  (-0.0176053002974+0.0146274032015j)  (0.0294812019472+0.0779837666273j)  (-0.0280833801098+0.00174255834635j)  (-0.00427920353307-0.0314578013506j)  (-0.00226520893762+0.0184315627177j)  (-0.000881436895172+0.00715824968748j)  (-0.00256808605339-0.0180236106671j)  (0.00720217736256+0.0163374625492j)  (0.0127848037398+0.00545174119353j)  (-0.0027648751051-0.0248900991146j) 
 0.128  (0.993219111019-0.0425237015133j)  (0.00395094740577-0.00327644811634j)  (-0.0182684326099+0.0151430996806j)  (0.0307214456414+0.0799100813799j)  (-0.0288689644188+0.0016186340427j)  (-0.00546823169761-0.0318311476921j)  (-0.00155950997104+0.0181388825245j)  (-0.00145550696036+0.0077403649072j)  (-0.00265726452297-0.0182822584155j)  (0.00787598738268+0.0165276039251j)  (0.0129148555514+0.00597736988893j)  (-0.00241023803293-0.0252757573442j) 
 0.132  (0.992872050533-0.0439511541383j)  (0.00402577556734-0.00338203070692j)  (-0.0189217010901+0.0156622196244j)  (0.0319643214932+0.0818225021445j)  (-0.0295932735133+0.00149640400358j)  (-0.00682149610566-0.0321796514633j)  (-0.000735811375677+0.0178380556101j)  (-0.0021203776528+0.00833415548134j)  (-0.00274025155333-0.018546593158j)  (0.00856277464153+0.016702410563j)  (0.0129863332462+0.00649538569201j)  (-0.00202089223631-0.0256903941545j) 
 0.136  (0.992528383217-0.0453887937231j)  (0.00409820002323-0.00349278953735j)  (-0.0195634472376+0.0162268608757j)  (0.0332168786876+0.0835863040014j)  (-0.0303203686119+0.00147006174283j)  (-0.00815079353333-0.0325958133611j)  (6.49821861741e-05+0.0175573336375j)  (-0.00275510714225+0.0088609666045j)  (-0.00283178201867-0.0187295378075j)  (0.00925341614499+0.0168709260715j)  (0.0130778466315+0.00698322052846j)  (-0.00165646147164-0.0259345512823j) 
 0.14  (0.992172519507-0.0468386591731j)  (0.00415892019247-0.00361288180131j)  (-0.0201961230607+0.0167930040696j)  (0.03447892445+0.0853387556978j)  (-0.0309975573434+0.00144188696918j)  (-0.00962065986086-0.0329793260611j)  (0.00095765980635+0.0172632894327j)  (-0.00345993426384+0.00940579398103j)  (-0.00292546238398-0.0189207771588j)  (0.00994469168132+0.0170228087347j)  (0.0131192455291+0.00746462366604j)  (-0.00127946859862-0.0262141786648j) 
 0.144  (0.991820306491-0.0482987731727j)  (0.00421680062335-0.00374036005532j)  (-0.0208155952792+0.0174097584591j)  (0.035749878535+0.0869311436774j)  (-0.0316753895707+0.00152336177572j)  (-0.0110682065802-0.0334442420162j)  (0.00182880142042+0.0170034255373j)  (-0.00413471295819+0.00986814878303j)  (-0.00302622591014-0.0190250071137j)  (0.0106427885386+0.0171634268044j)  (0.0131817583559+0.00790918728281j)  (-0.000923804523701-0.0263206211686j) 
 0.148  (0.991456259381-0.049772462643j)  (0.00426401666419-0.00387593387497j)  (-0.0214273924715+0.0180260372361j)  (0.037038271935+0.0885147431023j)  (-0.0323165174069+0.00159955681749j)  (-0.012630004385-0.0338686069739j)  (0.00276291243015+0.0167252117209j)  (-0.0048560772684+0.0103551105977j)  (-0.00313886020096-0.0191400379296j)  (0.0113308169867+0.017286597064j)  (0.0132025549834+0.00834844196157j)  (-0.00057663230248-0.026468463837j) 
 0.152  (0.991096123962-0.0512566157892j)  (0.00430784653031-0.00402053956242j)  (-0.0220239974102+0.0186964641703j)  (0.038334072627+0.0899300043695j)  (-0.0329550306617+0.00179459716905j)  (-0.014172761827-0.0343821709668j)  (0.00367845960471+0.0164895414093j)  (-0.00554899630248+0.0107486851047j)  (-0.00325619168952-0.0191652636656j)  (0.0120287345237+0.0173927561267j)  (0.013245207481+0.00874593828142j)  (-0.000245987378623-0.0264447167556j) 
 0.156  (0.990724459521-0.0527557229914j)  (0.00434219082727-0.00417194962165j)  (-0.0226146175093+0.0193644798561j)  (0.0396556998988+0.0913388610827j)  (-0.0335708255541+0.00198127692208j)  (-0.0158022195923-0.0348475918769j)  (0.00462680278209+0.0162310771512j)  (-0.00626349447809+0.0111733101193j)  (-0.00339570080095-0.0192034258952j)  (0.0127075202212+0.0174811058848j)  (0.0132541956688+0.00913914239853j)  (5.6952820989e-05-0.0264674924622j) 
 0.16  (0.990356965048-0.0542656682274j)  (0.00437250563511-0.00433346415639j)  (-0.0231877825888+0.0200886452369j)  (0.0409825480948+0.0925742049109j)  (-0.0341797032959+0.00229151524859j)  (-0.0174174629879-0.035404153673j)  (0.00556106221158+0.0160178918457j)  (-0.00695263510045+0.0114983247068j)  (-0.00353664076757-0.019151955276j)  (0.0133992266043+0.0175465251893j)  (0.0132854662733+0.00948704438242j)  (0.000349190617894-0.0263238301541j) 
 0.164  (0.989978211396-0.0557919603111j)  (0.00439454584229-0.00450049057199j)  (-0.0237566714265+0.0208085971496j)  (0.0423434524585+0.0938051690349j)  (-0.0347796825359+0.00259094196818j)  (-0.0190919179892-0.0359056683348j)  (0.00649810967275+0.0157784577889j)  (-0.00763812861868+0.0118602977987j)  (-0.00370984695844-0.0191149285467j)  (0.0140641971012+0.0175941586555j)  (0.013290633483+0.0098315346855j)  (0.000596844986806-0.0262308215699j) 
 0.168  (0.989603875319-0.0573296228599j)  (0.00441183762846-0.00467813838562j)  (-0.0243056217768+0.0215852487387j)  (0.0437067931544+0.0948603405819j)  (-0.0353675403115+0.00301445806381j)  (-0.0207583395435-0.0364948083961j)  (0.00742685066719+0.0155818348376j)  (-0.00830269683565+0.0121209103132j)  (-0.00388046444416-0.0189913032775j)  (0.0147449820828+0.0176132225915j)  (0.0133182044674+0.0101282423141j)  (0.000840425591441-0.0259793264855j) 
 0.172  (0.989218532875-0.0588850254245j)  (0.00442200747924-0.0048600527422j)  (-0.0248517892903+0.0223560969071j)  (0.0451117578099+0.0959126428203j)  (-0.035959347282+0.00342556110499j)  (-0.0224576510248-0.0370230076993j)  (0.00832976246994+0.0153568388082j)  (-0.00893931419312+0.0124235098699j)  (-0.00409248591706-0.0188827835488j)  (0.0153926021285+0.0176148203597j)  (0.01332669298+0.0104222608834j)  (0.00102515032398-0.0257815018558j) 
 0.176  (0.988837835686-0.0604524824398j)  (0.00442666153964-0.00505258821374j)  (-0.0253753830314+0.0231828770428j)  (0.0465158980562+0.0967894628031j)  (-0.0365331257332+0.00395756413841j)  (-0.0241561866771-0.0376304860045j)  (0.00923113978956+0.0151676689015j)  (-0.00956054705383+0.0126269829175j)  (-0.00429733983077-0.018693246326j)  (0.0160587298547+0.0175827837206j)  (0.0133573985594+0.0106668386696j)  (0.00121300426201-0.0254352267061j) 
 0.18  (0.988446381651-0.0620390607845j)  (0.00442521657747-0.00524823454031j)  (-0.0258972886316+0.0240025377715j)  (0.0479681697189+0.0976642893192j)  (-0.0371220942912+0.00447656380614j)  (-0.0258633303116-0.0381723852155j)  (0.0100804345001+0.0149495840592j)  (-0.0101313914594+0.0128763201611j)  (-0.004551185451-0.0185184757765j)  (0.0166861159456+0.0175338058278j)  (0.0133755063573+0.0109092704111j)  (0.00133043036315-0.0251444599801j) 
 0.184  (0.988059770574-0.063638518767j)  (0.00441747099016-0.00545403761606j)  (-0.0263939121628+0.0248762123337j)  (0.0494160256153+0.0983661629486j)  (-0.0376866608638+0.00511012229507j)  (-0.027577693689-0.0387811661025j)  (0.010935597853+0.014756684311j)  (-0.0106931955788+0.0130320669694j)  (-0.00479296352847-0.0182703483597j)  (0.0173344745341+0.0174468510726j)  (0.0134153225879+0.0111012562525j)  (0.00145853787628-0.0247167231069j) 
 0.188  (0.987662657948-0.0652584573702j)  (0.00440446800263-0.00566192039467j)  (-0.026889412575+0.0257417673829j)  (0.0509171725205+0.0990662046247j)  (-0.0382755985108+0.00573119359706j)  (-0.0292790452778-0.0393211396197j)  (0.0117154855499+0.0145360588188j)  (-0.011184747588+0.0132362215001j)  (-0.00508934224629-0.0180355698474j)  (0.0179390585871+0.0173436066027j)  (0.0134485113922+0.0112914316059j)  (0.00150730646418-0.0243451407179j) 
 0.192  (0.987270545691-0.0668922292499j)  (0.00438439463834-0.00587909334921j)  (-0.0273569325366+0.0266584528479j)  (0.052410138475+0.0995976372493j)  (-0.0388335477997+0.00645795206251j)  (-0.0309959790991-0.0399124063634j)  (0.0125088850515+0.0143272717549j)  (-0.0116740636535+0.0133548287816j)  (-0.00536868860983-0.0177366200853j)  (0.0185668499467+0.017198796259j)  (0.0135025582419+0.0114306993388j)  (0.00157444724154-0.023848964582j) 
 0.196  (0.986868197502-0.0685478111765j)  (0.00435969201925-0.00609746574927j)  (-0.0278232848048+0.0275663559054j)  (0.0539600275714+0.100126647001j)  (-0.0394227130133+0.00717387343451j)  (-0.0326813190587-0.0404331088139j)  (0.0132072981698+0.0140937212257j)  (-0.0120762998603+0.0135229678704j)  (-0.00570602024665-0.0174485245315j)  (0.0191461181621+0.0170384174696j)  (0.0135554500192+0.0115682480208j)  (0.00155586529836-0.0234084278134j) 
 0.2  (0.986470956733-0.0702182945771j)  (0.00432719637302-0.006323925015j)  (-0.028259049693+0.0285217301784j)  (0.0554979530255+0.100492796033j)  (-0.0399743419678+0.00798470739852j)  (-0.0343905947543-0.0409871991059j)  (0.0139267201112+0.0138569197178j)  (-0.0124832144001+0.0136152782891j)  (-0.00602153848827-0.0171063883551j)  (0.0197506117145+0.0168335867809j)  (0.0136279879898+0.0116549036956j)  (0.00156329535747-0.0228561168673j) 
 0.204  (0.986063756398-0.0719118821482j)  (0.00429047162776-0.00655087197395j)  (-0.0286929593024+0.029467997944j)  (0.0570948250352+0.100855180403j)  (-0.0405615806728+0.0087874516909j)  (-0.0360528809587-0.0414704121935j)  (0.014535097339+0.0136000323542j)  (-0.0127894864183+0.0137568323926j)  (-0.00639613197967-0.016771612127j)  (0.0203019251709+0.0166139473388j)  (0.0137043433397+0.0117396430639j)  (0.00148095158364-0.0223578361568j) 
 0.208  (0.98566171079-0.0736215399329j)  (0.00424530795117-0.00678443061484j)  (-0.0290938414072+0.0304574848512j)  (0.0586760787608+0.101061464402j)  (-0.0411050061409+0.00967302719922j)  (-0.0377470907887-0.041967626011j)  (0.0151714812753+0.0133239743263j)  (-0.0131071317692+0.0138331476522j)  (-0.00674453334154-0.0163933185763j)  (0.0208802821232+0.0163475768654j)  (0.0137987574524+0.0117739377557j)  (0.00143204434773-0.0217606822918j) 
 0.212  (0.985249989642-0.0753555576008j)  (0.00419608806732-0.00701794292993j)  (-0.0294915441478+0.0314378639226j)  (0.0603166967809+0.101261927642j)  (-0.041686007158+0.0105542655435j)  (-0.0393820557155-0.0423949891963j)  (0.0156843700939+0.0130340803479j)  (-0.0133138633164+0.0139570949531j)  (-0.00715088657886-0.0160180318733j)  (0.0214007713528+0.0160671890729j)  (0.0139014379865+0.0118057815436j)  (0.0012914145497-0.0212149522837j) 
 0.216  (0.984843402442-0.0771069013848j)  (0.00413788589392-0.00725638096719j)  (-0.0298540114421+0.0324567853358j)  (0.0619382964998+0.101313704919j)  (-0.0422173892303+0.0115054837253j)  (-0.0410562483333-0.0428162410307j)  (0.0162314665097+0.0127090813493j)  (-0.0135381578672+0.0140265370973j)  (-0.0075272430644-0.0156096592007j)  (0.0219499337905+0.0157382873518j)  (0.0140202094409+0.0117880291768j)  (0.00119129371527-0.0205830522648j) 
 0.22  (0.984427425477-0.0788838213791j)  (0.00407558624999-0.00749441805788j)  (-0.0302113775244+0.0334668897872j)  (0.0636181434674+0.101356956073j)  (-0.0427860179999+0.0124569858028j)  (-0.0426618780503-0.0431698425681j)  (0.0166460118602+0.0123778599497j)  (-0.0136444223397+0.0141408290352j)  (-0.0079584147932-0.0151992689463j)  (0.0224364512021+0.0153962050098j)  (0.0141511310697+0.0117669069295j)  (0.000999356271224-0.019999092767j) 
 0.224  (0.984016486527-0.08067939833j)  (0.00400388441369-0.00773553932943j)  (-0.0305315851664+0.034510582991j)  (0.0652759285289+0.101259277551j)  (-0.0432998526319+0.0134653057888j)  (-0.0443130891603-0.0434971485531j)  (0.0170999405142+0.011996273675j)  (-0.0137737064122+0.0142108755349j)  (-0.00835647442963-0.0147657409545j)  (0.0229530830139+0.0150042204415j)  (0.0142958011175+0.0116974020699j)  (0.000854539759063-0.0193412611567j) 
 0.228  (0.983596437328-0.0825017293108j)  (0.00392785219577-0.00797607965637j)  (-0.030844234927+0.0355460007777j)  (0.066989430584+0.101149804281j)  (-0.0438485255596+0.0144792313678j)  (-0.0458890378991-0.0437599698514j)  (0.0174153222329+0.0116171900256j)  (-0.0137807445255+0.0143220160352j)  (-0.00880448176049-0.0143247154523j)  (0.0234021940226+0.0145999646736j)  (0.0144558865234+0.0116231848875j)  (0.00061941465082-0.0187271481451j) 
 0.232  (0.983181249409-0.0843441122438j)  (0.0038421367498-0.00821775511931j)  (-0.0311181268923+0.0366099016722j)  (0.0686782572024+0.100907239144j)  (-0.044337973062+0.0155368753181j)  (-0.04751576375-0.0439767755981j)  (0.0177740863897+0.0111737047491j)  (-0.0138153642256+0.0143982058604j)  (-0.00921700634431-0.013869731671j)  (0.0238826580064+0.0141447356979j)  (0.0146270184552+0.0115021212338j)  (0.000437482224335-0.0180509099244j) 
