 0.1400000E-01 -0.1215410E+01 -0.4361048E+00  0.2387408E+00  0.9473696E+00  0.1651587E+01  0.2352194E+01  0.3053715E+01  0.3757538E+01  0.4458934E+01  0.5165257E+01
 0.1500000E-01 -0.1216822E+01 -0.4346337E+00  0.2361154E+00  0.9479572E+00  0.1652590E+01  0.2352406E+01  0.3053594E+01  0.3757714E+01  0.4458730E+01  0.5166023E+01
 0.1600000E-01 -0.1217912E+01 -0.4332776E+00  0.2326202E+00  0.9482400E+00  0.1654082E+01  0.2352610E+01  0.3053459E+01  0.3757895E+01  0.4458507E+01  0.5166723E+01
 0.1700000E-01 -0.1218753E+01 -0.4321025E+00  0.2291580E+00  0.9481555E+00  0.1655603E+01  0.2352898E+01  0.3053207E+01  0.3758149E+01  0.4458109E+01  0.5167539E+01
 0.1800000E-01 -0.1219432E+01 -0.4312893E+00  0.2269005E+00  0.9475336E+00  0.1655435E+01  0.2353498E+01  0.3052464E+01  0.3758677E+01  0.4456877E+01  0.5168956E+01
 0.1900000E-01 -0.1220124E+01 -0.4313789E+00  0.2338389E+00  0.9454167E+00  0.1655426E+01  0.2354730E+01  0.3050416E+01  0.3759810E+01  0.4453246E+01  0.5171566E+01
 0.2000000E-01 -0.1219219E+01 -0.4353382E+00  0.2330398E+00  0.9483457E+00  0.1656070E+01  0.2357147E+01  0.3047055E+01  0.3762030E+01  0.4447608E+01  0.5176321E+01
 0.2100000E-01 -0.1218964E+01 -0.4109691E+00  0.2326213E+00  0.9489861E+00  0.1657567E+01  0.2361673E+01  0.3044914E+01  0.3765132E+01  0.4444288E+01  0.5185933E+01
 0.2200000E-01 -0.1218855E+01 -0.4051291E+00  0.2329453E+00  0.9489810E+00  0.1657458E+01  0.2351297E+01  0.3045405E+01  0.3763127E+01  0.4444805E+01  0.5083242E+01
 0.2300000E-01 -0.1218801E+01 -0.4028468E+00  0.2337505E+00  0.9486329E+00  0.1656900E+01  0.2346314E+01  0.3049353E+01  0.3756513E+01  0.4448950E+01  0.5068474E+01
 0.2400000E-01 -0.1218800E+01 -0.4024494E+00  0.2341852E+00  0.9485470E+00  0.1656784E+01  0.2344467E+01  0.3056254E+01  0.3753416E+01  0.4454178E+01  0.5060510E+01
 0.2500000E-01 -0.1218815E+01 -0.4030171E+00  0.2341984E+00  0.9486814E+00  0.1656908E+01  0.2344172E+01  0.3058421E+01  0.3752772E+01  0.4455625E+01  0.5057369E+01
 0.2600000E-01 -0.1218813E+01 -0.4034697E+00  0.2341240E+00  0.9487094E+00  0.1656959E+01  0.2344772E+01  0.3056822E+01  0.3753951E+01  0.4454532E+01  0.5058224E+01
 0.2700000E-01 -0.1218804E+01 -0.4035010E+00  0.2340531E+00  0.9486530E+00  0.1656908E+01  0.2345390E+01  0.3055690E+01  0.3755543E+01  0.4453642E+01  0.5061084E+01
 0.2800000E-01 -0.1218804E+01 -0.4034631E+00  0.2339835E+00  0.9486272E+00  0.1656888E+01  0.2345602E+01  0.3055326E+01  0.3756150E+01  0.4453354E+01  0.5063277E+01
 0.2900000E-01 -0.1218813E+01 -0.4035022E+00  0.2339356E+00  0.9486510E+00  0.1656914E+01  0.2345556E+01  0.3055415E+01  0.3756016E+01  0.4453436E+01  0.5064062E+01
 0.3000000E-01 -0.1218818E+01 -0.4035292E+00  0.2339345E+00  0.9486679E+00  0.1656931E+01  0.2345454E+01  0.3055610E+01  0.3755751E+01  0.4453601E+01  0.5063989E+01
 0.3100000E-01 -0.1218817E+01 -0.4035041E+00  0.2339623E+00  0.9486614E+00  0.1656921E+01  0.2345394E+01  0.3055709E+01  0.3755615E+01  0.4453683E+01  0.5063688E+01
 0.3200000E-01 -0.1218815E+01 -0.4034761E+00  0.2339837E+00  0.9486523E+00  0.1656911E+01  0.2345387E+01  0.3055712E+01  0.3755606E+01  0.4453682E+01  0.5063467E+01
 0.3300000E-01 -0.1218814E+01 -0.4034744E+00  0.2339860E+00  0.9486532E+00  0.1656912E+01  0.2345403E+01  0.3055686E+01  0.3755644E+01  0.4453656E+01  0.5063379E+01
 0.3400000E-01 -0.1218814E+01 -0.4034827E+00  0.2339802E+00  0.9486574E+00  0.1656917E+01  0.2345417E+01  0.3055667E+01  0.3755675E+01  0.4453629E+01  0.5063392E+01
 0.3500000E-01 -0.1218814E+01 -0.4034835E+00  0.2339769E+00  0.9486579E+00  0.1656918E+01  0.2345419E+01  0.3055661E+01  0.3755683E+01  0.4453626E+01  0.5063424E+01
 0.3600000E-01 -0.1218814E+01 -0.4034801E+00  0.2339768E+00  0.9486561E+00  0.1656916E+01  0.2345416E+01  0.3055663E+01  0.3755679E+01  0.4453633E+01  0.5063447E+01
 0.3700000E-01 -0.1218814E+01 -0.4034800E+00  0.2339771E+00  0.9486555E+00  0.1656915E+01  0.2345414E+01  0.3055666E+01  0.3755674E+01  0.4453640E+01  0.5063456E+01
 0.3800000E-01 -0.1218814E+01 -0.4034824E+00  0.2339768E+00  0.9486561E+00  0.1656916E+01  0.2345414E+01  0.3055667E+01  0.3755671E+01  0.4453643E+01  0.5063454E+01
 0.3900000E-01 -0.1218814E+01 -0.4034834E+00  0.2339767E+00  0.9486565E+00  0.1656916E+01  0.2345414E+01  0.3055666E+01  0.3755671E+01  0.4453642E+01  0.5063446E+01
 0.4000000E-01 -0.1218814E+01 -0.4034826E+00  0.2339770E+00  0.9486563E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755673E+01  0.4453642E+01  0.5063439E+01
 0.4100000E-01 -0.1218814E+01 -0.4034819E+00  0.2339772E+00  0.9486561E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063435E+01
 0.4200000E-01 -0.1218814E+01 -0.4034819E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453642E+01  0.5063433E+01
 0.4300000E-01 -0.1218814E+01 -0.4034822E+00  0.2339771E+00  0.9486563E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453642E+01  0.5063434E+01
 0.4400000E-01 -0.1218814E+01 -0.4034822E+00  0.2339770E+00  0.9486563E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063434E+01
 0.4500000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063434E+01
 0.4600000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755674E+01  0.4453641E+01  0.5063432E+01
 0.4700000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063431E+01
 0.4800000E-01 -0.1218814E+01 -0.4034822E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063429E+01
 0.4900000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063427E+01
 0.5000000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063426E+01
 0.5100000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063424E+01
 0.5200000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063423E+01
 0.5300000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063422E+01
 0.5400000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063421E+01
 0.5500000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063420E+01
 0.5600000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063419E+01
 0.5700000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453641E+01  0.5063418E+01
 0.5800000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063417E+01
 0.5900000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063416E+01
 0.6000000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063416E+01
 0.6100000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063415E+01
 0.6200000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063415E+01
 0.6300000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.6400000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.6500000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.6600000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.6700000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.6800000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.6900000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7000000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7100000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7200000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7300000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7400000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7500000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7600000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7700000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7800000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.7900000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8000000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8100000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8200000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8300000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8400000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8500000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8600000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8700000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8800000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.8900000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9000000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9100000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9200000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9300000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9400000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9500000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9600000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9700000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9800000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.9900000E-01 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
 0.1000000E+00 -0.1218814E+01 -0.4034821E+00  0.2339771E+00  0.9486562E+00  0.1656916E+01  0.2345415E+01  0.3055666E+01  0.3755675E+01  0.4453640E+01  0.5063414E+01
