 0.1000000E-01  0.6346316E+00  0.2564326E-17  0.2531549E+02 -0.7992562E-07  0.1152926-311
 0.2000000E-01  0.6371505E+00 -0.1036552E-17  0.2531295E+02 -0.8032006E-07  0.1152926-311
 0.3000000E-01  0.6397125E+00  0.2524838E-18  0.2531036E+02 -0.8300079E-07  0.1152926-311
 0.4000000E-01  0.6423214E+00 -0.4575347E-18  0.2530773E+02 -0.8740372E-07  0.1152926-311
 0.5000000E-01  0.6449816E+00  0.3638345E-17  0.2530504E+02 -0.9287624E-07  0.1152926-311
 0.6000000E-01  0.6476982E+00  0.1205696E-17  0.2530230E+02 -0.9877974E-07  0.1152926-311
 0.7000000E-01  0.6504763E+00  0.1111138E-17  0.2529949E+02 -0.1045704E-06  0.1152926-311
 0.8000000E-01  0.6533219E+00  0.2765455E-17  0.2529661E+02 -0.1098485E-06  0.1152926-311
 0.9000000E-01  0.6562414E+00  0.1593466E-17  0.2529366E+02 -0.1143739E-06  0.1152926-311
 0.1000000E+00  0.6592417E+00  0.4317474E-19  0.2529062E+02 -0.1180541E-06  0.1152926-311
 0.1100000E+00  0.6623306E+00  0.1857361E-17  0.2528750E+02 -0.1209090E-06  0.1152926-311
 0.1200000E+00  0.6655162E+00  0.7904561E-18  0.2528427E+02 -0.1230263E-06  0.1152926-311
 0.1300000E+00  0.6688075E+00 -0.4299633E-18  0.2528094E+02 -0.1245121E-06  0.1152926-311
 0.1400000E+00  0.6722141E+00 -0.1800928E-17  0.2527749E+02 -0.1254474E-06  0.1152926-311
 0.1500000E+00  0.6757465E+00 -0.1683375E-17  0.2527391E+02 -0.1258539E-06  0.1152926-311
 0.1600000E+00  0.6794159E+00  0.1531614E-17  0.2527019E+02 -0.1256729E-06  0.1152926-311
 0.1700000E+00  0.6832345E+00 -0.8494766E-18  0.2526632E+02 -0.1247600E-06  0.1152926-311
 0.1800000E+00  0.6872151E+00 -0.1772136E-17  0.2526229E+02 -0.1228951E-06  0.1152926-311
 0.1900000E+00  0.6913717E+00 -0.2877390E-17  0.2525807E+02 -0.1198075E-06  0.1152926-311
 0.2000000E+00  0.6957194E+00 -0.5036306E-19  0.2525366E+02 -0.1152125E-06  0.1152926-311
 0.2100000E+00  0.7002740E+00 -0.6887849E-18  0.2524904E+02 -0.1088550E-06  0.1152926-311
 0.2200000E+00  0.7050528E+00  0.3081995E-18  0.2524419E+02 -0.1005548E-06  0.1152926-311
 0.2300000E+00  0.7100740E+00  0.9621196E-18  0.2523910E+02 -0.9024523E-07  0.1152926-311
 0.2400000E+00  0.7153572E+00 -0.1862703E-18  0.2523373E+02 -0.7799960E-07  0.1152926-311
 0.2500000E+00  0.7209235E+00  0.9296645E-18  0.2522808E+02 -0.6404100E-07  0.1152926-311
 0.2600000E+00  0.7267949E+00  0.1064361E-17  0.2522212E+02 -0.4873227E-07  0.1152926-311
 0.2700000E+00  0.7329954E+00  0.8925973E-18  0.2521582E+02 -0.3254743E-07  0.1152926-311
 0.2800000E+00  0.7395503E+00 -0.6823512E-18  0.2520916E+02 -0.1602844E-07  0.1152926-311
 0.2900000E+00  0.7464866E+00 -0.4579421E-19  0.2520212E+02  0.2673259E-09  0.1152926-311
