0.004 (1.00002600037+0j) 
0.008 (0.999997757012+0j) 
0.012 (1.00002821823+0j) 
0.016 (0.999995549058+0j) 
0.02 (1.0000303858+0j) 
0.024 (0.999993388269+0j) 
0.028 (1.00003249124+0j) 
0.032 (0.999991286243+0j) 
0.036 (1.00003452332+0j) 
0.04 (0.999989253936+0j) 
0.044 (1.00003647153+0j) 
0.048 (0.99998730155+0j) 
0.052 (1.00003832619+0j) 
0.056 (0.999985438434+0j) 
0.06 (1.00004007854+0j) 
0.064 (0.999983672994+0j) 
0.068 (1.00004172081+0j) 
0.072 (0.999982012615+0j) 
0.076 (1.00004324632+0j) 
0.08 (0.999980463588+0j) 
0.084 (1.00004464954+0j) 
0.088 (0.999979031061+0j) 
0.092 (1.00004592611+0j) 
0.096 (0.999977718986+0j) 
0.1 (1.00004707292+0j) 
0.104 (0.999976530091+0j) 
0.108 (1.00004808809+0j) 
0.112 (0.999975465862+0j) 
0.116 (1.00004897102+0j) 
0.12 (0.999974526539+0j) 
0.124 (1.00004972238+0j) 
0.128 (0.99997371112+0j) 
0.132 (1.00005034407+0j) 
0.136 (0.999973017391+0j) 
0.14 (1.0000508392+0j) 
0.144 (0.999972441957+0j) 
0.148 (1.00005121208+0j) 
0.152 (0.999971980297+0j) 
0.156 (1.00005146809+0j) 
0.16 (0.999971626826+0j) 
0.164 (1.00005161369+0j) 
0.168 (0.999971374974+0j) 
0.172 (1.00005165626+0j) 
0.176 (0.999971217275+0j) 
0.18 (1.00005160405+0j) 
0.184 (0.999971145466+0j) 
0.188 (1.00005146607+0j) 
0.192 (0.999971150603+0j) 
0.196 (1.00005125194+0j) 
0.2 (0.999971223178+0j) 
0.204 (1.0000509718+0j) 
0.208 (0.999971353248+0j) 
0.212 (1.00005063618+0j) 
0.216 (0.999971530571+0j) 
0.22 (1.0000502558+0j) 
0.224 (0.999971744742+0j) 
0.228 (1.00004984151+0j) 
0.232 (0.999971985337+0j) 
0.236 (1.0000494041+0j) 
0.24 (0.999972242051+0j) 
0.244 (1.00004895417+0j) 
0.248 (0.999972504843+0j) 
0.252 (1.00004850197+0j) 
0.256 (0.999972764073+0j) 
0.26 (1.0000480573+0j) 
0.264 (0.999973010628+0j) 
0.268 (1.00004762934+0j) 
0.272 (0.999973236056+0j) 
0.276 (1.00004722656+0j) 
0.28 (0.999973432675+0j) 
0.284 (1.0000468566+0j) 
0.288 (0.999973593679+0j) 
0.292 (1.00004652616+0j) 
0.296 (0.999973713234+0j) 
0.3 (1.00004624091+0j) 
0.304 (0.999973786552+0j) 
0.308 (1.00004600545+0j) 
0.312 (0.999973809956+0j) 
0.316 (1.00004582321+0j) 
0.32 (0.999973780926+0j) 
0.324 (1.00004569644+0j) 
0.328 (0.999973698129+0j) 
0.332 (1.00004562618+0j) 
0.336 (0.999973561428+0j) 
0.34 (1.00004561227+0j) 
0.344 (0.999973371877+0j) 
0.348 (1.00004565334+0j) 
0.352 (0.99997313169+0j) 
0.356 (1.00004574689+0j) 
0.36 (0.999972844199+0j) 
0.364 (1.00004588929+0j) 
0.368 (0.999972513787+0j) 
0.372 (1.00004607589+0j) 
0.376 (0.999972145803+0j) 
0.38 (1.00004630111+0j) 
0.384 (0.999971746465+0j) 
0.388 (1.00004655854+0j) 
0.392 (0.999971322741+0j) 
0.396 (1.00004684107+0j) 
0.4 (0.999970882213+0j) 
0.404 (1.00004714103+0j) 
0.408 (0.999970432932+0j) 
0.412 (1.00004745034+0j) 
0.416 (0.999969983257+0j) 
0.42 (1.00004776068+0j) 
0.424 (0.999969541685+0j) 
0.428 (1.00004806367+0j) 
0.432 (0.999969116674+0j) 
0.436 (1.00004835105+0j) 
0.44 (0.999968716455+0j) 
0.444 (1.00004861484+0j) 
