 0.144  (0.983620555784-0.164027541433j)  (0.0169232187594+0.0511485637669j)  (-0.0155759900288-0.0137153857682j)  (0.0159412305865+0.0138804497493j)  (-0.00741068920512+0.0114113667364j)  (-0.00982322636466-0.0351791855197j)  (-0.00277121954967+0.0138879788131j)  (0.0101750922534-0.00577922841595j) 
 0.148  (0.982724372763-0.168242819549j)  (0.0178487431154+0.0522822840706j)  (-0.0164318793217-0.0137663337444j)  (0.0167866635814+0.0140289953915j)  (-0.00776165176317+0.0117389821j)  (-0.0104040338061-0.0356494297586j)  (-0.0028143791205+0.0140434607165j)  (0.0106081098011-0.00584454314833j) 
 0.152  (0.981870129222-0.172555832733j)  (0.0186850669395+0.0534923828506j)  (-0.0171024053186-0.0140101186569j)  (0.0175055103862+0.01429910872j)  (-0.00804004504238+0.0119639983797j)  (-0.0108238242701-0.0360519940151j)  (-0.00298660730735+0.0142250078225j)  (0.0111231063634-0.00608908770393j) 
 0.156  (0.980934029328-0.176747121082j)  (0.0196468467054+0.0545976116407j)  (-0.0179817966694-0.0140343355115j)  (0.0183740008039+0.0144271189581j)  (-0.00839018032305+0.0122837480904j)  (-0.011422202991-0.0364560039052j)  (-0.00302509053549+0.0143549552856j)  (0.0115608475745-0.0061562523693j) 
 0.16  (0.980041789955-0.181034021351j)  (0.020515705915+0.0557741258359j)  (-0.0186683469409-0.0142414308452j)  (0.0191109124007+0.0146673437519j)  (-0.00866522989959+0.0125083413651j)  (-0.0118561095502-0.0367852285885j)  (-0.00319700469472+0.014508222024j)  (0.0120851127959-0.00640558215456j) 
 0.164  (0.979066772051-0.185200370299j)  (0.0215120686477+0.0568497698075j)  (-0.0195684155168-0.0142380953726j)  (0.0199996613813+0.0147738037168j)  (-0.00901222589894+0.0128201618952j)  (-0.0124699666408-0.0371219579388j)  (-0.00323022404446+0.0146125192262j)  (0.0125252775871-0.00647541807604j) 
 0.168  (0.978137486144-0.189460199441j)  (0.0224119417611+0.0579915296718j)  (-0.020268505867-0.0144074876437j)  (0.0207521067761+0.0149829180282j)  (-0.00928183277399+0.013044432582j)  (-0.0129165438023-0.0373769344526j)  (-0.00340091689349+0.0147373352628j)  (0.0130565791086-0.00673032844172j) 
 0.172  (0.977124571849-0.193600701121j)  (0.023441186444+0.0590365516179j)  (-0.0211863948112-0.0143758641822j)  (0.021658284175+0.0150668427311j)  (-0.00962340310813+0.0133482776123j)  (-0.0135436757593-0.0376456252656j)  (-0.0034283523466+0.0148159942034j)  (0.0134968519167-0.00680370985983j) 
 0.176  (0.976159209347-0.197832547273j)  (0.0243705290089+0.0601424552197j)  (-0.021897520814-0.0145066510276j)  (0.0224237135443+0.0152436816935j)  (-0.00988550394316+0.0135723125701j)  (-0.0140013739562-0.0378257557233j)  (-0.00359697764759+0.0149123124478j)  (0.0140329485204-0.00706502013397j) 
 0.18  (0.975109439854-0.201946336533j)  (0.0254309320753+0.0611558754529j)  (-0.0228303529518-0.0144460922737j)  (0.0233444687731+0.0153041209993j)  (-0.0102194014851+0.0138681474053j)  (-0.0146394708271-0.0380259352424j)  (-0.00361818388388+0.0149654678286j)  (0.0144710068314-0.00714286558959j) 
 0.184  (0.974108988362-0.206149335052j)  (0.0263881822025+0.0622248900287j)  (-0.0235500006313-0.0145374851734j)  (0.0241203236582+0.0154475820748j)  (-0.0104719815819+0.0140920142379j)  (-0.0151066379331-0.0381309291663j)  (-0.00378396429366+0.0150333596594j)  (0.0150096566027-0.0074114096788j) 
 0.188  (0.973023421287-0.210235590263j)  (0.0274780034353+0.0632057875945j)  (-0.024494889894-0.0144474346843j)  (0.0250527961047+0.0154836257672j)  (-0.0107960114676+0.0143798099952j)  (-0.0157532884505-0.0382624055518j)  (-0.00379857698742+0.0150612630711j)  (0.0154431788753-0.00749467264431j) 
 0.192  (0.971988883136-0.214408924433j)  (0.0284615871904+0.0642369506449j)  (-0.0252205460921-0.0144987612605j)  (0.0258365191295+0.015592673961j)  (-0.0110371170525+0.0146035513075j)  (-0.0162281723186-0.0382922752048j)  (-0.0039608109873+0.0151009130088j)  (0.0159821466591-0.00777128902598j) 
 0.196  (0.970868589396-0.218466868156j)  (0.0295790754672+0.0651844643195j)  (-0.0261746086022-0.0143787556175j)  (0.0267778481048+0.015603456842j)  (-0.0113491489861+0.0148832789756j)  (-0.0168808700264-0.0383551319575j)  (-0.00396855216718+0.0151039265431j)  (0.01640881962-0.00786094788791j) 
 0.2  (0.969800978738-0.222609769736j)  (0.0305874120946+0.0661768844424j)  (-0.0269037709784-0.0143894614902j)  (0.0275668921679+0.0156771298293j)  (-0.0115768987344+0.0151069066748j)  (-0.0173616220645-0.0383101864272j)  (-0.00412662002244+0.0151156264838j)  (0.0169458837467-0.00814646909578j) 
 0.204  (0.968647039493-0.226638669242j)  (0.0317308109483+0.0670902135083j)  (-0.0278641357383-0.0142391321057j)  (0.0285142263373+0.0156618367972j)  (-0.0118748785363+0.0153785311403j)  (-0.0180177724284-0.0383047756885j)  (-0.00412730245643+0.0150942158905j)  (0.0173634090467-0.00824351659497j) 
 0.208  (0.967547379458-0.230750418848j)  (0.0327623179001+0.068043070966j)  (-0.0285943223545-0.0142087822882j)  (0.0293060632402+0.0156992499104j)  (-0.0120874742842+0.0156020208747j)  (-0.0185024522073-0.0381856138456j)  (-0.00428067117006+0.0150783590141j)  (0.017896367321-0.00853875830223j) 
 0.212  (0.966360883108-0.234749586493j)  (0.0339298708723+0.0689214757611j)  (-0.0295581414936-0.0140278568334j)  (0.0302565695032+0.0156571209583j)  (-0.0123694346367+0.0158654950123j)  (-0.0191593806829-0.0381125487037j)  (-0.00427420175047+0.0150330865243j)  (0.0183024675592-0.0086441905385j) 
 0.216  (0.965230203026-0.238829513824j)  (0.0349829686206+0.0698340227778j)  (-0.0302868999414-0.0139561366549j)  (0.0310486979838+0.0156574719833j)  (-0.0125651712432+0.0160887808337j)  (-0.0196459615607-0.0379200511593j)  (-0.00442242898982+0.0149901609881j)  (0.0188291425175-0.00894994034267j) 
 0.22  (0.964012242292-0.242798307282j)  (0.0361729243822+0.0706768250152j)  (-0.0312513584779-0.0137444400948j)  (0.0319995697782+0.015587807066j)  (-0.012829241601+0.0163440397555j)  (-0.0203009225861-0.0377801970909j)  (-0.00440881110641+0.0149216779238j)  (0.0192215666514-0.00906474545013j) 
 0.224  (0.962851574992-0.246845791184j)  (0.037246040995+0.0715483858064j)  (-0.0319762745139-0.01363115564j)  (0.0327895229298+0.0155503807991j)  (-0.0130065159318+0.0165670090919j)  (-0.0207872983177-0.0375155172775j)  (-0.00455154809471+0.0148522604507j)  (0.019739810111-0.00938175146254j) 
 0.228  (0.961603244081-0.250783613535j)  (0.038456658217+0.0723549686626j)  (-0.0329385995979-0.0133886108612j)  (0.0337379879422+0.0154525445167j)  (-0.0132509315757+0.0168139646441j)  (-0.0214374851816-0.037309982855j)  (-0.00453088299604+0.0147612997342j)  (0.0201163382862-0.00950689805972j) 
 0.232  (0.960413623279-0.254798081916j)  (0.0395482336819+0.0731849391973j)  (-0.0336573052574-0.0132336889208j)  (0.0345233400064+0.0153767170378j)  (-0.0134082505952+0.0170364536624j)  (-0.0219214774727-0.0369745373509j)  (-0.00466787637364+0.0146660491974j)  (0.02062403522-0.00983585739994j) 
 0.236  (0.959136015155-0.258704381597j)  (0.0407777856381+0.0739547471699j)  (-0.034614774865-0.0129603169437j)  (0.035466667282+0.0152501430877j)  (-0.013631360818+0.0172749892565j)  (-0.0225640329997-0.03670466434j)  (-0.00464036352831+0.0145534178703j)  (0.0209824830649-0.0099722829155j) 
 0.24  (0.957918472935-0.262685311182j)  (0.0418862759191+0.0747425946685j)  (-0.0353249560326-0.0127638044741j)  (0.0362450398113+0.0151353857104j)  (-0.0137673487846+0.017496778688j)  (-0.0230433999504-0.0363001225575j)  (-0.00477145619989+0.0144330689714j)  (0.0214775548516-0.0103138302073j) 
 0.244  (0.956612676688-0.266559581801j)  (0.0431330548088+0.0754751332053j)  (-0.0362749070895-0.0124597242435j)  (0.0371805462603+0.0149795810657j)  (-0.0139676242093+0.0177267445439j)  (-0.0236754279388-0.0359674755248j)  (-0.00473739267916+0.0142996408256j)  (0.0218157772919-0.0104624291775j) 
 0.248  (0.955368241093-0.270506497743j)  (0.0442569356269+0.0762203953795j)  (-0.0369743105086-0.0122217873372j)  (0.037949613656+0.0148254639262j)  (-0.0140810289799+0.0179475560409j)  (-0.0241478733153-0.0354957488715j)  (-0.00486252367355+0.0141549979531j)  (0.0222961844008-0.0108171251386j) 
 0.252  (0.954035339426-0.274348277758j)  (0.0455192566054+0.0769152302826j)  (-0.0379141464254-0.0118872150887j)  (0.0388746699639+0.0146400127014j)  (-0.0142570680163+0.0181687649143j)  (-0.0247664506495-0.0351021044167j)  (-0.0048223025863+0.0140017063658j)  (0.022612079062-0.0109787375673j) 
 0.256  (0.952765032151-0.278260753111j)  (0.0466570269346+0.0776175143243j)  (-0.038600586137-0.0116081374611j)  (0.0396321644+0.0144462079582j)  (-0.0143467664754+0.0183882579966j)  (-0.0252296339129-0.0345653350366j)  (-0.00494150596482+0.0138336377139j)  (0.0230758232421-0.0113470577802j) 
 0.26  (0.951406098992-0.282069625381j)  (0.0479332318449+0.0782742709345j)  (-0.0395277837457-0.0112433856665j)  (0.0405442003551+0.0142307749279j)  (-0.0144973009325+0.0186004814544j)  (-0.0258318232717-0.0341126707536j)  (-0.00489561398325+0.0136614687716j)  (0.0233673335128-0.0115224576471j) 
 0.264  (0.9501109332-0.285947280434j)  (0.0490834171177+0.0789332522623j)  (-0.0401991469496-0.0109235666691j)  (0.0412879161065+0.0139970595439j)  (-0.0145623035667+0.0188182510967j)  (-0.0262833702861-0.0335132199441j)  (-0.00500901684008+0.0134709007858j)  (0.023812459566-0.0119047815918j) 
 0.268  (0.948727031432-0.289722871646j)  (0.050371877917+0.0795516144318j)  (-0.0411112628354-0.0105290425647j)  (0.0421844253608+0.0137513932883j)  (-0.0146862034432+0.0190212163958j)  (-0.0268662333595-0.0330037032082j)  (-0.00495803086116+0.0132808867695j)  (0.0240775774048-0.0120946655868j) 
 0.272  (0.947408009685-0.293565373125j)  (0.0515330329379+0.0801670352059j)  (-0.0417655151743-0.0101689947379j)  (0.0429122225594+0.0134776513774j)  (-0.0147256580919+0.0192367912993j)  (-0.0273037476963-0.0323441396019j)  (-0.00506585046578+0.0130687989784j)  (0.024502174629-0.0124912660124j) 
 0.276  (0.946000189018-0.297307353105j)  (0.0528321548172+0.0807467440667j)  (-0.0426601914004-0.00974519844701j)  (0.0437907668481+0.0132015870291j)  (-0.0148219355718+0.0194301789152j)  (-0.0278643588212-0.0317801162687j)  (-0.00501043345868+0.0128620122714j)  (0.0247389432023-0.0126962425688j) 
 0.28  (0.944658301331-0.301114413255j)  (0.0540028663832+0.0813184114841j)  (-0.0432953816702-0.00934554462996j)  (0.044500574695+0.0128878117511j)  (-0.0148351303874+0.019643020496j)  (-0.028285433574-0.0310632038581j)  (-0.00511297359546+0.0126294325496j)  (0.0251411465961-0.0131072752738j) 
 0.284  (0.943227596296-0.304822494168j)  (0.0553110905782+0.081859264024j)  (-0.044170350901-0.00889306689001j)  (0.045358787542+0.0125812733292j)  (-0.0149029430751+0.0198264623393j)  (-0.0288208936973-0.030447186951j)  (-0.00505386968903+0.012406980019j)  (0.0253476628374-0.0133278539662j) 
 0.288  (0.941863818321-0.308593869721j)  (0.0564899798077+0.0823870484082j)  (-0.0447846151949-0.00845453690756j)  (0.0460486070079+0.0122275683242j)  (-0.0148893087309+0.0200359644598j)  (-0.0292231237173-0.0296758730244j)  (-0.00515151625259+0.0121549803164j)  (0.0257256541636-0.0137533480511j) 
 0.292  (0.940411246416-0.312267805158j)  (0.0578057861035+0.0828888958644j)  (-0.0456377052233-0.00797405642024j)  (0.0468841969463+0.0118905706416j)  (-0.0149279621603+0.0202090428081j)  (-0.029730574593-0.0290105314752j)  (-0.00508954511993+0.011917998205j)  (0.0259000713489-0.0139899294183j) 
 0.296  (0.93902653775-0.316003296193j)  (0.0589915104774+0.0833727285633j)  (-0.0462292705223-0.00749748337116j)  (0.0475521029962+0.0114971509993j)  (-0.0148870733488+0.0204145322667j)  (-0.0301115690559-0.0281879345222j)  (-0.00518276102752+0.0116476907645j)  (0.0262520801549-0.0144297780721j) 
 0.3  (0.937553097705-0.31964288017j)  (0.06031341941+0.0838354746476j)  (-0.0470584082127-0.0069897637932j)  (0.0483628563396+0.0111298011379j)  (-0.0148960228054+0.0205767794322j)  (-0.0305882075839-0.0274760820194j)  (-0.00511881162588+0.0113973401204j)  (0.0263926105884-0.0146826439177j) 
 0.304  (0.936148400331-0.323342328873j)  (0.0615046745308+0.0842753457568j)  (-0.0476255954363-0.00647607996581j)  (0.0490069997193+0.0106969939031j)  (-0.0148275990689+0.020777517219j)  (-0.0309456027976-0.0266054796548j)  (-0.00520813110929+0.0111098741962j)  (0.0267169152846-0.0151365957912j) 
 0.308  (0.934655070532-0.326947394733j)  (0.0628312492905+0.0846989447254j)  (-0.0484288100977-0.00594196656309j)  (0.0497907829175+0.0102994922556j)  (-0.0148064507641+0.0209284159613j)  (-0.031388695414-0.0258500636423j)  (-0.0051431548346+0.0108473368538j)  (0.0268218331897-0.0154059000122j) 
 0.312  (0.933231307381-0.330610684067j)  (0.0640267703654+0.085094900653j)  (-0.0489700366327-0.00539219900751j)  (0.0504093915409+0.00982773647467j)  (-0.014710356703+0.0211235992793j)  (-0.0317201677794-0.0249348805856j)  (-0.00522917717405+0.0105438959294j)  (0.0271167622854-0.0158735512309j) 
 0.316  (0.931719044423-0.3341811033j)  (0.0653566184089+0.0854793552361j)  (-0.049745462838-0.00483261499678j)  (0.0511641531583+0.00940037735553j)  (-0.0146588683403+0.0212625839676j)  (-0.0321270648076-0.0241389714445j)  (-0.0051641804888+0.0102703710449j)  (0.0271844069928-0.0161593112181j) 
 0.32  (0.930277118072-0.337808155597j)  (0.0665551814658+0.0858314961267j)  (-0.0502592445655-0.00424788078475j)  (0.0517555331368+0.00889022367427j)  (-0.0145351132419+0.0214513490102j)  (-0.0324303438462-0.0231827675829j)  (-0.00524756325093+0.00995217053992j)  (0.027448340588-0.0166400980813j) 
 0.324  (0.928746855451-0.341343836586j)  (0.0678869558451+0.0861768553342j)  (-0.0510051244377-0.0036638233896j)  (0.0524793054885+0.00843339550862j)  (-0.0144531940147+0.0215778075262j)  (-0.0327984937252-0.0223495480188j)  (-0.00518359984308+0.00966887167291j)  (0.0274771201103-0.0169421867324j) 
 0.328  (0.927287646948-0.34493461206j)  (0.0690873786898+0.0864853323703j)  (-0.0514900772789-0.00304532459483j)  (0.0530418418428+0.00788550533396j)  (-0.0143019309463+0.0217592329959j)  (-0.0330713750899-0.0213560065731j)  (-0.00526505168335+0.00933715711775j)  (0.0277084917402-0.0174353791451j) 
 0.332  (0.925740293892-0.348435498754j)  (0.0704197791066+0.086791689188j)  (-0.0522047622635-0.00243786084414j)  (0.0537327423274+0.00739969043523j)  (-0.0141896410038+0.0218725093671j)  (-0.0333983383976-0.0204887612205j)  (-0.00520321421252+0.00904530984059j)  (0.027696886818-0.0177535175296j) 
 0.336  (0.924264661702-0.351989993957j)  (0.0716209220326+0.0870567017882j)  (-0.0526596032685-0.00178687927744j)  (0.0542648994218+0.00681483467879j)  (-0.0140111654108+0.0220456207121j)  (-0.0336386967878-0.0194616770239j)  (-0.00528348730025+0.00870135548716j)  (0.0278941857395-0.0182582132106j) 
 0.34  (0.922701102142-0.355456064491j)  (0.0729526956286+0.0873241907828j)  (-0.0533415554158-0.00115714157623j)  (0.0549211315872+0.00630060863029j)  (-0.013868714829+0.0221450184525j)  (-0.0339221599819-0.0185637822713j)  (-0.00522489878494+0.00840219549352j)  (0.0278407544365-0.0185919639222j) 
 0.344  (0.92120988122-0.35897431071j)  (0.0741534618895+0.0875459837143j)  (-0.0537651034194-0.000475033310554j)  (0.0554214533263+0.00567966605293j)  (-0.0136634626766+0.0223087927926j)  (-0.0341279618887-0.017507050162j)  (-0.00530478090667+0.00804730332232j)  (0.0280025284445-0.0191070834327j) 
 0.348  (0.919630972887-0.362405575966j)  (0.0754834037833+0.0877747785633j)  (-0.0544128962004+0.000175785186089j)  (0.0560413077026+0.0051376967114j)  (-0.0134912099673+0.0223935789267j)  (-0.0343657506929-0.016581964192j)  (-0.00525058580429+0.0077420749976j)  (0.0279059113656-0.0194558446663j) 
