 0.004  (0.999949254414-0.00902293368901j)  (5.4982795075e-05+0.00296161747179j)  (-5.60719855689e-05-0.000947946301979j)  (5.55170263579e-05+0.000896247664611j)  (-2.88883854514e-05+0.000659471743235j)  (-3.6263671909e-05-0.0024243822862j)  (-6.63127074023e-06+0.000964337633679j)  (3.2247346007e-05-0.000322913341604j) 
 0.008  (0.999900773742-0.0135984039312j)  (0.00010489660891+0.00451281048213j)  (-0.000101404475647-0.0015770968444j)  (0.000103718473801+0.001457785213j)  (-5.34676250319e-05+0.000899750470162j)  (-6.1391305622e-05-0.00366203756775j)  (-2.13684566977e-05+0.0014803586647j)  (6.88731072282e-05-0.000557746508004j) 
 0.012  (0.999799338679-0.018042970406j)  (0.000214757294509+0.00591960611061j)  (-0.000213356428511-0.00189197808133j)  (0.000214559325835+0.00178986753252j)  (-0.000111053238281+0.00131810317117j)  (-0.000133824653997-0.00483875368923j)  (-3.45445854311e-05+0.00192446030222j)  (0.000133200051403-0.000645271069723j) 
 0.016  (0.99970244813-0.0226156391585j)  (0.000314468875237+0.00746704444899j)  (-0.000303825978418-0.00251670440103j)  (0.000310759709812+0.00234830376095j)  (-0.000160011683019+0.0015580748387j)  (-0.000184047331213-0.00606613877599j)  (-6.38952464333e-05+0.00243623680661j)  (0.000206261947815-0.000879785426959j) 
 0.02  (0.999550444743-0.027057218723j)  (0.000478987988543+0.00887034452948j)  (-0.00047126325647-0.00282819158694j)  (0.000476527790212+0.00267823070654j)  (-0.000245904422728+0.00197506376634j)  (-0.000292468862419-0.00723315589479j)  (-8.34371496565e-05+0.00287618143056j)  (0.000302323063418-0.000966536806259j) 
 0.024  (0.999405276463-0.0316256023358j)  (0.000628275991753+0.0104121009126j)  (-0.000606491812467-0.00344627789198j)  (0.000620334698145+0.00323199198106j)  (-0.000318853009222+0.00221457137607j)  (-0.000367713584756-0.00844516055474j)  (-0.000127162840715+0.00338160435482j)  (0.000411454364363-0.00120058752671j) 
 0.028  (0.999202890461-0.0360627982816j)  (0.000847120547807+0.0118102262162j)  (-0.000828819257565-0.00375270460695j)  (0.000840432253226+0.00355870620775j)  (-0.000432466843648+0.00262954239794j)  (-0.000511853432788-0.00959773527959j)  (-0.00015280119298+0.00381537089542j)  (0.00053872889061-0.00128621233406j) 
 0.032  (0.99900963741-0.0406254213514j)  (0.00104565947697+0.0133443851008j)  (-0.00100824841582-0.00436195336416j)  (0.00103126592939+0.00410622020717j)  (-0.000528830866235+0.00286843902928j)  (-0.000612005061229-0.0107893270884j)  (-0.000210551702761+0.00431237025984j)  (0.000683388558626-0.00151967891214j) 
 0.036  (0.998757118323-0.04505684528j)  (0.00131838455281+0.0147356669275j)  (-0.00128467356011-0.00466166722825j)  (0.00130489746105+0.00442866023024j)  (-0.000669388399261+0.0032807564967j)  (-0.000791503617233-0.0119227941463j)  (-0.000241930620619+0.00473798243587j)  (0.000841183962373-0.00160385590804j) 
 0.04  (0.998516033491-0.0496122435114j)  (0.00156574642242+0.0162603285525j)  (-0.00150756787941-0.00525990533629j)  (0.0015419945237+0.00496835652801j)  (-0.000788412447647+0.00351890864488j)  (-0.00091640241884-0.0130890440788j)  (-0.000313248280356+0.00522454031239j)  (0.00102066071135-0.0018366501412j) 
 0.044  (0.998213693675-0.0540365179039j)  (0.00189179727516+0.0176431120302j)  (-0.00183710522052-0.00555127258115j)  (0.00186817133526+0.00528545574326j)  (-0.000954950984655+0.00392796061968j)  (-0.00113080850893-0.0141988406442j)  (-0.000349930206207+0.00564008010168j)  (0.00120811741516-0.00191909965768j) 
 0.048  (0.997925089068-0.0585832409319j)  (0.00218745377612+0.019156396417j)  (-0.00210255654158-0.00613635751329j)  (0.00215058960873+0.0058157665884j)  (-0.00109570537169+0.00416525118166j)  (-0.00128024703941-0.0153349478349j)  (-0.000434255474896+0.00611424301173j)  (0.00142153496844-0.00215117307608j) 
 0.052  (0.997573302462-0.0629990016824j)  (0.00256616847635+0.0205290437714j)  (-0.00248403284719-0.00641776756079j)  (0.00252813543452+0.00612645254492j)  (-0.00128708441516+0.00457045422086j)  (-0.00152901570987-0.0164166369678j)  (-0.000475727187652+0.00651786344487j)  (0.00163763217822-0.00223166580196j) 
 0.056  (0.997237547857-0.0675356158446j)  (0.00290949362359+0.0220290946705j)  (-0.0027909655764-0.00698759346726j)  (0.00285475983991+0.00664581388556j)  (-0.00144847301662+0.00480678504996j)  (-0.00170273510437-0.0175179524469j)  (-0.000572405430176+0.00697775404387j)  (0.00188395564924-0.00246301641978j) 
 0.06  (0.996836748514-0.0719415147494j)  (0.00334010618091+0.0233899884586j)  (-0.0032230261695-0.00725746351294j)  (0.00328231749682+0.00694900786181j)  (-0.00166338310536+0.00520758845991j)  (-0.00198522508647-0.0185672454496j)  (-0.000618085093147+0.00736769118176j)  (0.00212751819977-0.00254138141766j) 
 0.064  (0.99645426999-0.0764666057997j)  (0.00373037941905+0.0248749772307j)  (-0.00357020347593-0.00780996727151j)  (0.00365186693382+0.00745586064961j)  (-0.00184415251747+0.00544288241864j)  (-0.00218291084531-0.0196292946772j)  (-0.000726374451154+0.00781151910911j)  (0.00240556150242-0.00277205969017j) 
 0.068  (0.996004950376-0.0808613129937j)  (0.00421202337257+0.0262225235285j)  (-0.00405131944359-0.00806674686869j)  (0.00412790592253+0.0077504775769j)  (-0.00208112530893+0.00583877190056j)  (-0.00249838178337-0.0206420721956j)  (-0.000775619592821+0.00818610307933j)  (0.00267526762568-0.00284819152578j) 
 0.072  (0.995576228641-0.0853734887466j)  (0.00464843311144+0.0276906529483j)  (-0.00443735031021-0.00859991406993j)  (0.00453894106406+0.00824326938436j)  (-0.00227987521529+0.00607297435193j)  (-0.00271965915148-0.0216605762295j)  (-0.000894699833242+0.00861217486708j)  (0.00298370180819-0.00307830540958j) 
 0.076  (0.995078937719-0.0897556950784j)  (0.00518014555434+0.0290232844847j)  (-0.00496582657089-0.00884208970782j)  (0.00506176603866+0.00852821815514j)  (-0.00253729469769+0.00646347497264j)  (-0.00306726868773-0.0226329079438j)  (-0.000946816143819+0.00896983984947j)  (0.0032780917181-0.00315217028851j) 
 0.08  (0.994604506239-0.0942535879754j)  (0.00566179310284+0.0304727924541j)  (-0.00538917363363-0.00935396055984j)  (0.00551269795154+0.00900540513078j)  (-0.00275248932446+0.00669655466156j)  (-0.00331169773713-0.0236038031006j)  (-0.00107579835723+0.00937656779898j)  (0.00361545410256-0.00338188931672j) 
 0.084  (0.994059847363-0.0986220073136j)  (0.00624251910681+0.0317889716814j)  (-0.00596315779159-0.00958006022638j)  (0.00608045796801+0.00927958932094j)  (-0.00302860403483+0.00708123309622j)  (-0.003690498554-0.024531965868j)  (-0.00113004917332+0.00971586086872j)  (0.00393293928067-0.00345353013944j) 
 0.088  (0.993540290306-0.103104276901j)  (0.0067684229705+0.0332181348401j)  (-0.00642214589356-0.0100687353614j)  (0.00656955746505+0.0097396384998j)  (-0.00325858456322+0.00731318238544j)  (-0.00395756908629-0.0254514217521j)  (-0.00126798618401+0.0101017708217j)  (0.00429764328162-0.00368308843952j) 
 0.092  (0.99294891892-0.107457648363j)  (0.00739702037302+0.03451635693j)  (-0.00703963780283-0.010277333079j)  (0.00718025591298+0.0100019575261j)  (-0.00355152067863+0.00769164839296j)  (-0.00436650601262-0.0263319160887j)  (-0.00132360252548+0.0104213595768j)  (0.00463651634126-0.00375262870272j) 
 0.096  (0.992384868937-0.111922983675j)  (0.00796612087828+0.0359234941487j)  (-0.00753246318608-0.0107409792423j)  (0.00770566353595+0.0104433495053j)  (-0.00379451847531+0.00792248283082j)  (-0.00465563240417-0.0271963518894j)  (-0.00146949986725+0.0107850975252j)  (0.00502686182992-0.00398232690117j) 
 0.1  (0.991747490111-0.116260073772j)  (0.00864136539335+0.0372022899049j)  (-0.00819132514208-0.0109306995616j)  (0.00835716865295+0.0106927002299j)  (-0.00410229363827+0.00829438993725j)  (-0.00509353969457-0.0280259166982j)  (-0.00152569088464+0.0110837764453j)  (0.00538530683189-0.00404997339098j) 
 0.104  (0.991139625958-0.120707195604j)  (0.00925252959889+0.0385857656496j)  (-0.00871606519495-0.0113675551619j)  (0.00891690518191+0.011113932211j)  (-0.00435644415865+0.00852414714846j)  (-0.00540405580988-0.0288320156742j)  (-0.00167851819136+0.0114241139441j)  (0.00579949090882-0.00428017936636j) 
 0.108  (0.990456991774-0.125026800293j)  (0.00997312021011+0.0398437043236j)  (-0.00941403266812-0.0115370775964j)  (0.00960696104677+0.011349210997j)  (-0.00467698189348+0.0088891925282j)  (-0.00586965470723-0.029607641152j)  (-0.00173448187889+0.0117008094463j)  (0.00617559399983-0.00434622360745j) 
 0.112  (0.989806035798-0.129454463369j)  (0.010625147065+0.0412019318756j)  (-0.00996865614345-0.0119454580928j)  (0.0101989384281+0.0117488001883j)  (-0.00494033910969+0.00911793043205j)  (-0.00620080900677-0.0303523632487j)  (-0.00189318453606+0.0120166478107j)  (0.00661172203731-0.00457737207034j) 
 0.116  (0.989078942596-0.133755410003j)  (0.0113897116584+0.0424376238756j)  (-0.0107033489669-0.012093521475j)  (0.0109251763274+0.0119689054011j)  (-0.00527148368459+0.00947585399169j)  (-0.00669270569634-0.0310713019254j)  (-0.00194811856466+0.0122704219908j)  (0.00700348228251-0.00464219051291j) 
 0.12  (0.988385658109-0.138162405016j)  (0.0120813373651+0.0437690683941j)  (-0.0112857265843-0.0124718245775j)  (0.0115472089127+0.0123453927663j)  (-0.00554203488852+0.00970364836577j)  (-0.00704365666274-0.0317518944899j)  (-0.00211162946856+0.0125607952799j)  (0.0074595790992-0.00487478140872j) 
 0.124  (0.987614943618-0.142443554192j)  (0.0128884385581+0.0449811678747j)  (-0.0120546605061-0.012597231313j)  (0.0123071589751+0.0125492277055j)  (-0.00588156647844+0.0100542310496j)  (-0.00756034072255-0.0324116703791j)  (-0.00216474199473+0.0127908483438j)  (0.00786491938339-0.00493883435329j) 
 0.128  (0.986880132158-0.146828709718j)  (0.0136183420977+0.0462843492886j)  (-0.0126625758511-0.0129439419689j)  (0.0129569749623+0.0129011820371j)  (-0.00615724731183+0.0102811724697j)  (-0.0079301527251-0.033025676962j)  (-0.00233199326824+0.0130549251487j)  (0.00833894041746-0.00517343010024j) 
 0.132  (0.986066672533-0.151088957012j)  (0.0144664832214+0.0474715566083j)  (-0.0134631743614-0.0130455621665j)  (0.0137480779567+0.0130876582794j)  (-0.00650289731963+0.0106242338201j)  (-0.00846999617118-0.0336240928243j)  (-0.00238251357886+0.0132605965613j)  (0.00875571829422-0.00523725937743j) 
 0.136  (0.985291171049-0.155451141288j)  (0.0152332919993+0.0487450523232j)  (-0.0140943349945-0.013359257306j)  (0.0144233309293+0.0134136805671j)  (-0.00678160688636+0.010850424019j)  (-0.00885763588181-0.0341693600776j)  (-0.00255244809803+0.0134976806356j)  (0.00924556064702-0.00547448096809j) 
 0.14  (0.984435877824-0.159689418868j)  (0.0161209231898+0.0499061163588j)  (-0.0149239413391-0.0134360327561j)  (0.0152429501255+0.0135817216885j)  (-0.00713107328403+0.0111858190368j)  (-0.00941889289931-0.0347045028173j)  (-0.002599636957+0.0136784490291j)  (0.00967157902261-0.00553870640678j) 
