 0.1000000E+00  0.5906699E+00  0.6758619E+00  0.7610541E+00  0.8462465E+00  0.9314391E+00  0.1016632E+01  0.1101825E+01  0.1187017E+01  0.1272210E+01  0.1357403E+01  0.1442597E+01  0.1527790E+01  0.1612983E+01  0.1698176E+01  0.1783369E+01  0.1868562E+01  0.1953756E+01  0.2038949E+01  0.2124142E+01  0.2209335E+01
 0.2000000E+00  0.5906823E+00  0.6758710E+00  0.7610607E+00  0.8462511E+00  0.9314421E+00  0.1016634E+01  0.1101826E+01  0.1187018E+01  0.1272211E+01  0.1357403E+01  0.1442597E+01  0.1527790E+01  0.1612983E+01  0.1698177E+01  0.1783370E+01  0.1868564E+01  0.1953757E+01  0.2038951E+01  0.2124145E+01  0.2209339E+01
 0.3000000E+00  0.5907029E+00  0.6758862E+00  0.7610715E+00  0.8462586E+00  0.9314471E+00  0.1016637E+01  0.1101827E+01  0.1187019E+01  0.1272211E+01  0.1357404E+01  0.1442597E+01  0.1527790E+01  0.1612984E+01  0.1698178E+01  0.1783372E+01  0.1868566E+01  0.1953761E+01  0.2038955E+01  0.2124150E+01  0.2209344E+01
 0.4000000E+00  0.5907317E+00  0.6759074E+00  0.7610868E+00  0.8462692E+00  0.9314541E+00  0.1016641E+01  0.1101830E+01  0.1187020E+01  0.1272211E+01  0.1357404E+01  0.1442597E+01  0.1527790E+01  0.1612985E+01  0.1698179E+01  0.1783374E+01  0.1868569E+01  0.1953765E+01  0.2038961E+01  0.2124156E+01  0.2209352E+01
 0.5000000E+00  0.5907687E+00  0.6759347E+00  0.7611063E+00  0.8462827E+00  0.9314631E+00  0.1016647E+01  0.1101833E+01  0.1187021E+01  0.1272212E+01  0.1357404E+01  0.1442597E+01  0.1527791E+01  0.1612986E+01  0.1698181E+01  0.1783377E+01  0.1868574E+01  0.1953771E+01  0.2038968E+01  0.2124165E+01  0.2209362E+01
 0.6000000E+00  0.5908140E+00  0.6759680E+00  0.7611303E+00  0.8462993E+00  0.9314741E+00  0.1016653E+01  0.1101837E+01  0.1187023E+01  0.1272212E+01  0.1357404E+01  0.1442597E+01  0.1527791E+01  0.1612987E+01  0.1698184E+01  0.1783381E+01  0.1868579E+01  0.1953777E+01  0.2038976E+01  0.2124175E+01  0.2209375E+01
 0.7000000E+00  0.5908675E+00  0.6760074E+00  0.7611585E+00  0.8463190E+00  0.9314871E+00  0.1016662E+01  0.1101841E+01  0.1187025E+01  0.1272213E+01  0.1357404E+01  0.1442597E+01  0.1527792E+01  0.1612988E+01  0.1698186E+01  0.1783385E+01  0.1868585E+01  0.1953785E+01  0.2038986E+01  0.2124188E+01  0.2209390E+01
 0.8000000E+00  0.5909292E+00  0.6760529E+00  0.7611912E+00  0.8463416E+00  0.9315021E+00  0.1016671E+01  0.1101847E+01  0.1187028E+01  0.1272214E+01  0.1357404E+01  0.1442597E+01  0.1527792E+01  0.1612990E+01  0.1698190E+01  0.1783390E+01  0.1868592E+01  0.1953795E+01  0.2038998E+01  0.2124202E+01  0.2209407E+01
 0.9000000E+00  0.5909992E+00  0.6761044E+00  0.7612282E+00  0.8463672E+00  0.9315190E+00  0.1016681E+01  0.1101852E+01  0.1187031E+01  0.1272215E+01  0.1357404E+01  0.1442597E+01  0.1527793E+01  0.1612992E+01  0.1698193E+01  0.1783396E+01  0.1868600E+01  0.1953805E+01  0.2039012E+01  0.2124218E+01  0.2209426E+01
 0.1000000E+01  0.5910774E+00  0.6761620E+00  0.7612695E+00  0.8463959E+00  0.9315380E+00  0.1016693E+01  0.1101859E+01  0.1187034E+01  0.1272216E+01  0.1357404E+01  0.1442597E+01  0.1527794E+01  0.1612994E+01  0.1698197E+01  0.1783402E+01  0.1868609E+01  0.1953817E+01  0.2039026E+01  0.2124237E+01  0.2209447E+01
