 0.2400000E+01  0.1808968E+01  0.1332993E+01  0.9569102E+00  0.6638979E+00  0.4398572E+00  0.2729830E+00  0.1534028E+00  0.7286980E-01  0.2450270E-01  0.2566683E-02  0.2288093E-02  0.1969855E-01  0.5150370E-01  0.9497286E-01  0.1478464E+00  0.2082577E+00  0.2746682E+00  0.3458127E+00  0.4206530E+00  0.4983404E+00
 0.2500000E+01  0.1883893E+01  0.1388269E+01  0.9966281E+00  0.6914750E+00  0.4581389E+00  0.2843337E+00  0.1597828E+00  0.7590002E-01  0.2552040E-01  0.2671800E-02  0.2382678E-02  0.2051984E-01  0.5365192E-01  0.9893456E-01  0.1540139E+00  0.2169456E+00  0.2861269E+00  0.3602396E+00  0.4382025E+00  0.5191311E+00
 0.2600000E+01  0.1958764E+01  0.1443511E+01  0.1036327E+01  0.7190416E+00  0.4764150E+00  0.2956816E+00  0.1661613E+00  0.7892951E-01  0.2653769E-01  0.2776693E-02  0.2477171E-02  0.2134119E-01  0.5580042E-01  0.1028968E+00  0.1601823E+00  0.2256348E+00  0.2975873E+00  0.3746688E+00  0.4557547E+00  0.5399251E+00
 0.2700000E+01  0.2033577E+01  0.1498720E+01  0.1076007E+01  0.7465974E+00  0.4946852E+00  0.3070264E+00  0.1725382E+00  0.8195823E-01  0.2755458E-01  0.2881354E-02  0.2571569E-02  0.2216261E-01  0.5794920E-01  0.1068596E+00  0.1663517E+00  0.2343254E+00  0.3090495E+00  0.3891003E+00  0.4733097E+00  0.5607225E+00
 0.2800000E+01  0.2108332E+01  0.1553894E+01  0.1115666E+01  0.7741419E+00  0.5129494E+00  0.3183681E+00  0.1789136E+00  0.8498615E-01  0.2857103E-01  0.2985772E-02  0.2665866E-02  0.2298410E-01  0.6009828E-01  0.1108230E+00  0.1725220E+00  0.2430173E+00  0.3205136E+00  0.4035341E+00  0.4908676E+00  0.5815233E+00
 0.2900000E+01  0.2183025E+01  0.1609032E+01  0.1155305E+01  0.8016748E+00  0.5312074E+00  0.3297066E+00  0.1852874E+00  0.8801326E-01  0.2958704E-01  0.3089941E-02  0.2760060E-02  0.2380566E-01  0.6224766E-01  0.1147870E+00  0.1786933E+00  0.2517107E+00  0.3319796E+00  0.4179704E+00  0.5084286E+00  0.6023278E+00
 0.3000000E+01  0.2257656E+01  0.1664132E+01  0.1194922E+01  0.8291956E+00  0.5494589E+00  0.3410418E+00  0.1916596E+00  0.9103950E-01  0.3060259E-01  0.3193850E-02  0.2854147E-02  0.2462729E-01  0.6439736E-01  0.1187517E+00  0.1848656E+00  0.2604056E+00  0.3434476E+00  0.4324093E+00  0.5259927E+00  0.6231361E+00
 0.3100000E+01  0.2332221E+01  0.1719193E+01  0.1234516E+01  0.8567038E+00  0.5677037E+00  0.3523735E+00  0.1980299E+00  0.9406487E-01  0.3161766E-01  0.3297490E-02  0.2948124E-02  0.2544899E-01  0.6654739E-01  0.1227170E+00  0.1910390E+00  0.2691020E+00  0.3549177E+00  0.4468509E+00  0.5435602E+00  0.6439483E+00
 0.3200000E+01  0.2406718E+01  0.1774214E+01  0.1274088E+01  0.8841992E+00  0.5859416E+00  0.3637016E+00  0.2043985E+00  0.9708933E-01  0.3263224E-01  0.3400853E-02  0.3041985E-02  0.2627078E-01  0.6869775E-01  0.1266830E+00  0.1972136E+00  0.2778000E+00  0.3663899E+00  0.4612952E+00  0.5611309E+00  0.6647645E+00
 0.3300000E+01  0.2481146E+01  0.1829194E+01  0.1313635E+01  0.9116813E+00  0.6041723E+00  0.3750260E+00  0.2107652E+00  0.1001128E+00  0.3364631E-01  0.3503931E-02  0.3135728E-02  0.2709264E-01  0.7084846E-01  0.1306497E+00  0.2033892E+00  0.2864996E+00  0.3778644E+00  0.4757423E+00  0.5787052E+00  0.6855848E+00
 0.3400000E+01  0.2555502E+01  0.1884131E+01  0.1353158E+01  0.9391496E+00  0.6223957E+00  0.3863467E+00  0.2171301E+00  0.1031354E+00  0.3465985E-01  0.3606713E-02  0.3229350E-02  0.2791458E-01  0.7299954E-01  0.1346171E+00  0.2095660E+00  0.2952010E+00  0.3893411E+00  0.4901924E+00  0.5962831E+00  0.7064094E+00
 0.3500000E+01  0.2629785E+01  0.1939024E+01  0.1392655E+01  0.9666039E+00  0.6406115E+00  0.3976634E+00  0.2234929E+00  0.1061569E+00  0.3567286E-01  0.3709191E-02  0.3322845E-02  0.2873661E-01  0.7515098E-01  0.1385853E+00  0.2157441E+00  0.3039041E+00  0.4008202E+00  0.5046454E+00  0.6138646E+00  0.7272385E+00
 0.3600000E+01  0.2703991E+01  0.1993872E+01  0.1432127E+01  0.9940435E+00  0.6588196E+00  0.4089761E+00  0.2298537E+00  0.1091775E+00  0.3668531E-01  0.3811356E-02  0.3416211E-02  0.2955873E-01  0.7730280E-01  0.1425542E+00  0.2219233E+00  0.3126090E+00  0.4123017E+00  0.5191016E+00  0.6314500E+00  0.7480721E+00
 0.3700000E+01  0.2778120E+01  0.2048674E+01  0.1471571E+01  0.1021468E+01  0.6770196E+00  0.4202847E+00  0.2362125E+00  0.1121969E+00  0.3769719E-01  0.3913199E-02  0.3509443E-02  0.3038094E-01  0.7945502E-01  0.1465240E+00  0.2281039E+00  0.3213158E+00  0.4237857E+00  0.5335609E+00  0.6490393E+00  0.7689104E+00
 0.3800000E+01  0.2852169E+01  0.2103428E+01  0.1510988E+01  0.1048878E+01  0.6952113E+00  0.4315891E+00  0.2425691E+00  0.1152153E+00  0.3870849E-01  0.4014712E-02  0.3602538E-02  0.3120323E-01  0.8160764E-01  0.1504945E+00  0.2342857E+00  0.3300244E+00  0.4352723E+00  0.5480235E+00  0.6666326E+00  0.7897535E+00
 0.3900000E+01  0.2926135E+01  0.2158133E+01  0.1550377E+01  0.1076271E+01  0.7133946E+00  0.4428890E+00  0.2489235E+00  0.1182326E+00  0.3971918E-01  0.4115885E-02  0.3695492E-02  0.3202563E-01  0.8376067E-01  0.1544659E+00  0.2404689E+00  0.3387350E+00  0.4467615E+00  0.5624895E+00  0.6842301E+00  0.8106015E+00
 0.4000000E+01  0.3000018E+01  0.2212788E+01  0.1589737E+01  0.1103649E+01  0.7315693E+00  0.4541845E+00  0.2552757E+00  0.1212487E+00  0.4072925E-01  0.4216710E-02  0.3788302E-02  0.3284811E-01  0.8591412E-01  0.1584381E+00  0.2466535E+00  0.3474476E+00  0.4582534E+00  0.5769589E+00  0.7018317E+00  0.8314546E+00
 0.4100000E+01  0.3073814E+01  0.2267391E+01  0.1629067E+01  0.1131010E+01  0.7497350E+00  0.4654754E+00  0.2616256E+00  0.1242636E+00  0.4173869E-01  0.4317178E-02  0.3880963E-02  0.3367070E-01  0.8806801E-01  0.1624112E+00  0.2528396E+00  0.3561623E+00  0.4697480E+00  0.5914319E+00  0.7194378E+00  0.8523128E+00
 0.4200000E+01  0.3147522E+01  0.2321942E+01  0.1668367E+01  0.1158354E+01  0.7678917E+00  0.4767616E+00  0.2679731E+00  0.1272774E+00  0.4274749E-01  0.4417279E-02  0.3973472E-02  0.3449339E-01  0.9022234E-01  0.1663852E+00  0.2590270E+00  0.3648791E+00  0.4812455E+00  0.6059085E+00  0.7370483E+00  0.8731764E+00
 0.4300000E+01  0.3221140E+01  0.2376439E+01  0.1707636E+01  0.1185680E+01  0.7860390E+00  0.4880430E+00  0.2743181E+00  0.1302899E+00  0.4375561E-01  0.4517005E-02  0.4065825E-02  0.3531618E-01  0.9237713E-01  0.1703601E+00  0.2652160E+00  0.3735980E+00  0.4927459E+00  0.6203888E+00  0.7546634E+00  0.8940455E+00
 0.4400000E+01  0.3294665E+01  0.2430882E+01  0.1746873E+01  0.1212989E+01  0.8041767E+00  0.4993195E+00  0.2806607E+00  0.1333011E+00  0.4476306E-01  0.4616348E-02  0.4158018E-02  0.3613907E-01  0.9453238E-01  0.1743359E+00  0.2714065E+00  0.3823192E+00  0.5042493E+00  0.6348729E+00  0.7722831E+00  0.9149201E+00
 0.4500000E+01  0.3368096E+01  0.2485267E+01  0.1786077E+01  0.1240280E+01  0.8223048E+00  0.5105909E+00  0.2870008E+00  0.1363111E+00  0.4576981E-01  0.4715297E-02  0.4250047E-02  0.3696208E-01  0.9668811E-01  0.1783127E+00  0.2775985E+00  0.3910425E+00  0.5157557E+00  0.6493609E+00  0.7899076E+00  0.9358005E+00
 0.4600000E+01  0.3441431E+01  0.2539596E+01  0.1825248E+01  0.1267552E+01  0.8404228E+00  0.5218571E+00  0.2933383E+00  0.1393198E+00  0.4677585E-01  0.4813845E-02  0.4341909E-02  0.3778519E-01  0.9884433E-01  0.1822905E+00  0.2837921E+00  0.3997683E+00  0.5272652E+00  0.6638528E+00  0.8075370E+00  0.9566867E+00
 0.4700000E+01  0.3514668E+01  0.2593866E+01  0.1864385E+01  0.1294805E+01  0.8585306E+00  0.5331181E+00  0.2996731E+00  0.1423271E+00  0.4778116E-01  0.4911983E-02  0.4433599E-02  0.3860841E-01  0.1010010E+00  0.1862693E+00  0.2899874E+00  0.4084963E+00  0.5387779E+00  0.6783489E+00  0.8251715E+00  0.9775788E+00
 0.4800000E+01  0.3587804E+01  0.2648076E+01  0.1903487E+01  0.1322038E+01  0.8766281E+00  0.5443738E+00  0.3060052E+00  0.1453330E+00  0.4878573E-01  0.5009701E-02  0.4525114E-02  0.3943175E-01  0.1031583E+00  0.1902491E+00  0.2961843E+00  0.4172268E+00  0.5502939E+00  0.6928491E+00  0.8428110E+00  0.9984771E+00
 0.4900000E+01  0.3660838E+01  0.2702224E+01  0.1942554E+01  0.1349252E+01  0.8947149E+00  0.5556239E+00  0.3123346E+00  0.1483375E+00  0.4978954E-01  0.5106991E-02  0.4616451E-02  0.4025521E-01  0.1053160E+00  0.1942300E+00  0.3023830E+00  0.4259597E+00  0.5618131E+00  0.7073535E+00  0.8604557E+00  0.1019382E+01
 0.5000000E+01  0.3733768E+01  0.2756311E+01  0.1981585E+01  0.1376446E+01  0.9127909E+00  0.5668685E+00  0.3186611E+00  0.1513406E+00  0.5079258E-01  0.5203845E-02  0.4707604E-02  0.4107878E-01  0.1074743E+00  0.1982119E+00  0.3085833E+00  0.4346952E+00  0.5733358E+00  0.7218622E+00  0.8781058E+00  0.1040292E+01
 0.5100000E+01  0.3806592E+01  0.2810334E+01  0.2020579E+01  0.1403619E+01  0.9308558E+00  0.5781073E+00  0.3249848E+00  0.1543423E+00  0.5179482E-01  0.5300252E-02  0.4798571E-02  0.4190248E-01  0.1096331E+00  0.2021949E+00  0.3147854E+00  0.4434332E+00  0.5848619E+00  0.7363754E+00  0.8957613E+00  0.1061210E+01
 0.5200000E+01  0.3879307E+01  0.2864292E+01  0.2059536E+01  0.1430771E+01  0.9489095E+00  0.5893403E+00  0.3313055E+00  0.1573424E+00  0.5279627E-01  0.5396205E-02  0.4889347E-02  0.4272629E-01  0.1117924E+00  0.2061791E+00  0.3209894E+00  0.4521738E+00  0.5963915E+00  0.7508930E+00  0.9134223E+00  0.1082134E+01
 0.5300000E+01  0.3951912E+01  0.2918185E+01  0.2098454E+01  0.1457902E+01  0.9669517E+00  0.6005674E+00  0.3376233E+00  0.1603411E+00  0.5379689E-01  0.5491694E-02  0.4979929E-02  0.4355024E-01  0.1139523E+00  0.2101643E+00  0.3271951E+00  0.4609171E+00  0.6079247E+00  0.7654153E+00  0.9310890E+00  0.1103064E+01
 0.5400000E+01  0.4024405E+01  0.2972010E+01  0.2137334E+01  0.1485011E+01  0.9849822E+00  0.6117884E+00  0.3439380E+00  0.1633382E+00  0.5479668E-01  0.5586711E-02  0.5070313E-02  0.4437430E-01  0.1161128E+00  0.2141508E+00  0.3334028E+00  0.4696631E+00  0.6194616E+00  0.7799422E+00  0.9487615E+00  0.1124002E+01
 0.5500000E+01  0.4096785E+01  0.3025767E+01  0.2176174E+01  0.1512098E+01  0.1003001E+01  0.6230033E+00  0.3502496E+00  0.1663337E+00  0.5579562E-01  0.5681247E-02  0.5160494E-02  0.4519850E-01  0.1182739E+00  0.2181383E+00  0.3396123E+00  0.4784119E+00  0.6310021E+00  0.7944739E+00  0.9664398E+00  0.1144946E+01
 0.5600000E+01  0.4169048E+01  0.3079455E+01  0.2214974E+01  0.1539163E+01  0.1021007E+01  0.6342119E+00  0.3565581E+00  0.1693276E+00  0.5679370E-01  0.5775293E-02  0.5250469E-02  0.4602283E-01  0.1204355E+00  0.2221271E+00  0.3458238E+00  0.4871635E+00  0.6425465E+00  0.8090105E+00  0.9841240E+00  0.1165898E+01
 0.5700000E+01  0.4241194E+01  0.3133072E+01  0.2253733E+01  0.1566204E+01  0.1039001E+01  0.6454142E+00  0.3628634E+00  0.1723199E+00  0.5779089E-01  0.5868840E-02  0.5340235E-02  0.4684729E-01  0.1225978E+00  0.2261171E+00  0.3520373E+00  0.4959179E+00  0.6540948E+00  0.8235520E+00  0.1001814E+01  0.1186857E+01
 0.5800000E+01  0.4313219E+01  0.3186618E+01  0.2292450E+01  0.1593223E+01  0.1056983E+01  0.6566100E+00  0.3691654E+00  0.1753106E+00  0.5878719E-01  0.5961880E-02  0.5429787E-02  0.4767189E-01  0.1247606E+00  0.2301084E+00  0.3582528E+00  0.5046753E+00  0.6656469E+00  0.8380985E+00  0.1019511E+01  0.1207823E+01
 0.5900000E+01  0.4385124E+01  0.3240091E+01  0.2331125E+01  0.1620217E+01  0.1074952E+01  0.6677991E+00  0.3754641E+00  0.1782995E+00  0.5978257E-01  0.6054404E-02  0.5519121E-02  0.4849662E-01  0.1269241E+00  0.2341008E+00  0.3644703E+00  0.5134356E+00  0.6772031E+00  0.8526501E+00  0.1037214E+01  0.1228797E+01
 0.6000000E+01  0.4456905E+01  0.3293489E+01  0.2369756E+01  0.1647187E+01  0.1092908E+01  0.6789816E+00  0.3817594E+00  0.1812868E+00  0.6077703E-01  0.6146403E-02  0.5608233E-02  0.4932149E-01  0.1290882E+00  0.2380946E+00  0.3706899E+00  0.5221990E+00  0.6887634E+00  0.8672070E+00  0.1054923E+01  0.1249779E+01
 0.6100000E+01  0.4528560E+01  0.3346813E+01  0.2408345E+01  0.1674133E+01  0.1110850E+01  0.6901573E+00  0.3880513E+00  0.1842723E+00  0.6177055E-01  0.6237868E-02  0.5697120E-02  0.5014650E-01  0.1312530E+00  0.2420897E+00  0.3769116E+00  0.5309654E+00  0.7003277E+00  0.8817691E+00  0.1072639E+01  0.1270768E+01
 0.6200000E+01  0.4600089E+01  0.3400060E+01  0.2446889E+01  0.1701055E+01  0.1128780E+01  0.7013260E+00  0.3943397E+00  0.1872560E+00  0.6276310E-01  0.6328790E-02  0.5785777E-02  0.5097166E-01  0.1334184E+00  0.2460861E+00  0.3831355E+00  0.5397349E+00  0.7118963E+00  0.8963366E+00  0.1090361E+01  0.1291765E+01
 0.6300000E+01  0.4671488E+01  0.3453230E+01  0.2485387E+01  0.1727950E+01  0.1146696E+01  0.7124877E+00  0.4006246E+00  0.1902379E+00  0.6375469E-01  0.6419162E-02  0.5874201E-02  0.5179696E-01  0.1355845E+00  0.2500838E+00  0.3893615E+00  0.5485076E+00  0.7234691E+00  0.9109096E+00  0.1108090E+01  0.1312770E+01
 0.6400000E+01  0.4742757E+01  0.3506321E+01  0.2523840E+01  0.1754821E+01  0.1164598E+01  0.7236423E+00  0.4069059E+00  0.1932180E+00  0.6474529E-01  0.6508973E-02  0.5962387E-02  0.5262241E-01  0.1377512E+00  0.2540829E+00  0.3955898E+00  0.5572835E+00  0.7350463E+00  0.9254881E+00  0.1125826E+01  0.1333784E+01
 0.6500000E+01  0.4813893E+01  0.3559333E+01  0.2562247E+01  0.1781665E+01  0.1182486E+01  0.7347896E+00  0.4131835E+00  0.1961963E+00  0.6573489E-01  0.6598215E-02  0.6050333E-02  0.5344800E-01  0.1399186E+00  0.2580834E+00  0.4018203E+00  0.5660627E+00  0.7466279E+00  0.9400722E+00  0.1143569E+01  0.1354805E+01
 0.6600000E+01  0.4884895E+01  0.3612264E+01  0.2600607E+01  0.1808483E+01  0.1200359E+01  0.7459296E+00  0.4194574E+00  0.1991727E+00  0.6672346E-01  0.6686880E-02  0.6138032E-02  0.5427374E-01  0.1420867E+00  0.2620853E+00  0.4080531E+00  0.5748452E+00  0.7582140E+00  0.9546621E+00  0.1161319E+01  0.1375836E+01
 0.6700000E+01  0.4955761E+01  0.3665112E+01  0.2638919E+01  0.1835274E+01  0.1218219E+01  0.7570621E+00  0.4257276E+00  0.2021472E+00  0.6771101E-01  0.6774959E-02  0.6225483E-02  0.5509964E-01  0.1442555E+00  0.2660886E+00  0.4142882E+00  0.5836311E+00  0.7698046E+00  0.9692578E+00  0.1179076E+01  0.1396874E+01
 0.6800000E+01  0.5026488E+01  0.3717878E+01  0.2677183E+01  0.1862038E+01  0.1236063E+01  0.7681870E+00  0.4319939E+00  0.2051197E+00  0.6869751E-01  0.6862443E-02  0.6312680E-02  0.5592569E-01  0.1464251E+00  0.2700933E+00  0.4205257E+00  0.5924204E+00  0.7813998E+00  0.9838594E+00  0.1196840E+01  0.1417921E+01
 0.6900000E+01  0.5097076E+01  0.3770560E+01  0.2715397E+01  0.1888774E+01  0.1253893E+01  0.7793043E+00  0.4382564E+00  0.2080903E+00  0.6968294E-01  0.6949323E-02  0.6399620E-02  0.5675190E-01  0.1485953E+00  0.2740995E+00  0.4267656E+00  0.6012132E+00  0.7929997E+00  0.9984670E+00  0.1214612E+01  0.1438978E+01
 0.7000000E+01  0.5167522E+01  0.3823157E+01  0.2753562E+01  0.1915483E+01  0.1271708E+01  0.7904137E+00  0.4445150E+00  0.2110588E+00  0.7066730E-01  0.7035591E-02  0.6486299E-02  0.5757826E-01  0.1507663E+00  0.2781072E+00  0.4330079E+00  0.6100094E+00  0.8046043E+00  0.1013081E+01  0.1232391E+01  0.1460043E+01
 0.7100000E+01  0.5237825E+01  0.3875667E+01  0.2791677E+01  0.1942163E+01  0.1289507E+01  0.8015153E+00  0.4507696E+00  0.2140254E+00  0.7165057E-01  0.7121237E-02  0.6572712E-02  0.5840478E-01  0.1529380E+00  0.2821164E+00  0.4392526E+00  0.6188093E+00  0.8162137E+00  0.1027700E+01  0.1250178E+01  0.1481117E+01
 0.7200000E+01  0.5307983E+01  0.3928090E+01  0.2829741E+01  0.1968814E+01  0.1307292E+01  0.8126089E+00  0.4570202E+00  0.2169899E+00  0.7263272E-01  0.7206254E-02  0.6658856E-02  0.5923147E-01  0.1551104E+00  0.2861271E+00  0.4454998E+00  0.6276127E+00  0.8278280E+00  0.1042326E+01  0.1267972E+01  0.1502200E+01
 0.7300000E+01  0.5377995E+01  0.3980424E+01  0.2867753E+01  0.1995437E+01  0.1325060E+01  0.8236944E+00  0.4632667E+00  0.2199524E+00  0.7361376E-01  0.7290633E-02  0.6744726E-02  0.6005831E-01  0.1572836E+00  0.2901394E+00  0.4517496E+00  0.6364198E+00  0.8394473E+00  0.1056959E+01  0.1285775E+01  0.1523292E+01
