 0.1000000E-01  0.4554286E+00  0.5759098E+00  0.6963910E+00  0.8168722E+00  0.9373534E+00  0.1057835E+01  0.1178316E+01  0.1298797E+01  0.1419278E+01  0.1539759E+01  0.1660241E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744571E+01
 0.2000000E-01  0.4554286E+00  0.5759098E+00  0.6963910E+00  0.8168722E+00  0.9373534E+00  0.1057835E+01  0.1178316E+01  0.1298797E+01  0.1419278E+01  0.1539759E+01  0.1660241E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744571E+01
 0.3000000E-01  0.4554285E+00  0.5759097E+00  0.6963909E+00  0.8168721E+00  0.9373533E+00  0.1057835E+01  0.1178316E+01  0.1298797E+01  0.1419278E+01  0.1539759E+01  0.1660241E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744571E+01
 0.4000000E-01  0.4554285E+00  0.5759097E+00  0.6963909E+00  0.8168721E+00  0.9373533E+00  0.1057835E+01  0.1178316E+01  0.1298797E+01  0.1419278E+01  0.1539759E+01  0.1660241E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744571E+01
 0.5000000E-01  0.4554284E+00  0.5759096E+00  0.6963908E+00  0.8168720E+00  0.9373532E+00  0.1057834E+01  0.1178316E+01  0.1298797E+01  0.1419278E+01  0.1539759E+01  0.1660241E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744571E+01
 0.6000000E-01  0.4554283E+00  0.5759095E+00  0.6963907E+00  0.8168719E+00  0.9373532E+00  0.1057834E+01  0.1178316E+01  0.1298797E+01  0.1419278E+01  0.1539759E+01  0.1660240E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744571E+01
 0.7000000E-01  0.4554281E+00  0.5759094E+00  0.6963906E+00  0.8168718E+00  0.9373531E+00  0.1057834E+01  0.1178316E+01  0.1298797E+01  0.1419278E+01  0.1539759E+01  0.1660240E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744571E+01
 0.8000000E-01  0.4554280E+00  0.5759092E+00  0.6963905E+00  0.8168717E+00  0.9373530E+00  0.1057834E+01  0.1178315E+01  0.1298797E+01  0.1419278E+01  0.1539759E+01  0.1660240E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744572E+01
 0.9000000E-01  0.4554278E+00  0.5759091E+00  0.6963903E+00  0.8168716E+00  0.9373528E+00  0.1057834E+01  0.1178315E+01  0.1298797E+01  0.1419278E+01  0.1539759E+01  0.1660240E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744572E+01
 0.1000000E+00  0.4554277E+00  0.5759089E+00  0.6963902E+00  0.8168714E+00  0.9373527E+00  0.1057834E+01  0.1178315E+01  0.1298796E+01  0.1419278E+01  0.1539759E+01  0.1660240E+01  0.1780722E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744572E+01
 0.1100000E+00  0.4554275E+00  0.5759087E+00  0.6963900E+00  0.8168713E+00  0.9373526E+00  0.1057834E+01  0.1178315E+01  0.1298796E+01  0.1419278E+01  0.1539759E+01  0.1660240E+01  0.1780721E+01  0.1901203E+01  0.2021684E+01  0.2142165E+01  0.2262647E+01  0.2383128E+01  0.2503609E+01  0.2624090E+01  0.2744572E+01
