 0.1000000E-01 -0.1773232E-02 -0.1662931E-02 -0.1552630E-02 -0.1442329E-02 -0.1332028E-02 -0.1221727E-02 -0.1111426E-02 -0.1001126E-02 -0.8908246E-03 -0.7805237E-03 -0.6702228E-03 -0.5599219E-03 -0.4496211E-03 -0.3393202E-03 -0.2290192E-03 -0.1187184E-03 -0.8417430E-05  0.1018834E-03  0.2121843E-03  0.3224851E-03
 0.2000000E-01 -0.3546464E-02 -0.3325862E-02 -0.3105260E-02 -0.2884658E-02 -0.2664056E-02 -0.2443455E-02 -0.2222853E-02 -0.2002251E-02 -0.1781649E-02 -0.1561047E-02 -0.1340446E-02 -0.1119844E-02 -0.8992421E-03 -0.6786403E-03 -0.4580385E-03 -0.2374367E-03 -0.1683486E-04  0.2037667E-03  0.4243687E-03  0.6449703E-03
 0.3000000E-01 -0.5319695E-02 -0.4988793E-02 -0.4657890E-02 -0.4326987E-02 -0.3996085E-02 -0.3665182E-02 -0.3334279E-02 -0.3003377E-02 -0.2672474E-02 -0.2341571E-02 -0.2010669E-02 -0.1679766E-02 -0.1348863E-02 -0.1017961E-02 -0.6870578E-03 -0.3561551E-03 -0.2525236E-04  0.3056500E-03  0.6365529E-03  0.9674554E-03
 0.4000000E-01 -0.7092918E-02 -0.6651715E-02 -0.6210513E-02 -0.5769310E-02 -0.5328108E-02 -0.4886905E-02 -0.4445702E-02 -0.4004500E-02 -0.3563297E-02 -0.3122094E-02 -0.2680892E-02 -0.2239689E-02 -0.1798487E-02 -0.1357284E-02 -0.9160813E-03 -0.4748787E-03 -0.3367602E-04  0.4075263E-03  0.8487291E-03  0.1289932E-02
 0.5000000E-01 -0.8866146E-02 -0.8314643E-02 -0.7763140E-02 -0.7211637E-02 -0.6660134E-02 -0.6108630E-02 -0.5557127E-02 -0.5005624E-02 -0.4454121E-02 -0.3902618E-02 -0.3351115E-02 -0.2799612E-02 -0.2248109E-02 -0.1696605E-02 -0.1145102E-02 -0.5935991E-03 -0.4209581E-04  0.5094070E-03  0.1060910E-02  0.1612413E-02
 0.6000000E-01 -0.1063936E-01 -0.9977561E-02 -0.9315758E-02 -0.8653956E-02 -0.7992153E-02 -0.7330351E-02 -0.6668548E-02 -0.6006746E-02 -0.5344943E-02 -0.4683141E-02 -0.4021338E-02 -0.3359536E-02 -0.2697733E-02 -0.2035931E-02 -0.1374128E-02 -0.7123259E-03 -0.5052327E-04  0.6112790E-03  0.1273082E-02  0.1934884E-02
 0.7000000E-01 -0.1241258E-01 -0.1164048E-01 -0.1086838E-01 -0.1009628E-01 -0.9324174E-02 -0.8552071E-02 -0.7779970E-02 -0.7007868E-02 -0.6235766E-02 -0.5463664E-02 -0.4691562E-02 -0.3919460E-02 -0.3147358E-02 -0.2375256E-02 -0.1603154E-02 -0.8310521E-03 -0.5895003E-04  0.7131517E-03  0.1485254E-02  0.2257356E-02
 0.8000000E-01 -0.1418581E-01 -0.1330341E-01 -0.1242100E-01 -0.1153860E-01 -0.1065620E-01 -0.9773797E-02 -0.8891394E-02 -0.8008992E-02 -0.7126590E-02 -0.6244187E-02 -0.5361785E-02 -0.4479382E-02 -0.3596980E-02 -0.2714578E-02 -0.1832175E-02 -0.9497729E-03 -0.6737039E-04  0.8150318E-03  0.1697434E-02  0.2579837E-02
 0.9000000E-01 -0.1595903E-01 -0.1496633E-01 -0.1397363E-01 -0.1298093E-01 -0.1198822E-01 -0.1099552E-01 -0.1000282E-01 -0.9010115E-02 -0.8017413E-02 -0.7024710E-02 -0.6032008E-02 -0.5039306E-02 -0.4046603E-02 -0.3053901E-02 -0.2061198E-02 -0.1068496E-02 -0.7579305E-04  0.9169093E-03  0.1909612E-02  0.2902314E-02
 0.1000000E+00 -0.1773224E-01 -0.1662924E-01 -0.1552624E-01 -0.1442324E-01 -0.1332024E-01 -0.1221724E-01 -0.1111424E-01 -0.1001124E-01 -0.8908234E-02 -0.7805233E-02 -0.6702232E-02 -0.5599231E-02 -0.4496229E-02 -0.3393228E-02 -0.2290227E-02 -0.1187226E-02 -0.8422437E-04  0.1018777E-02  0.2121778E-02  0.3224779E-02
 0.1100000E+00 -0.1950545E-01 -0.1829215E-01 -0.1707885E-01 -0.1586555E-01 -0.1465225E-01 -0.1343895E-01 -0.1222565E-01 -0.1101235E-01 -0.9799055E-02 -0.8585755E-02 -0.7372455E-02 -0.6159156E-02 -0.4945856E-02 -0.3732556E-02 -0.2519256E-02 -0.1305957E-02 -0.9265682E-04  0.1120643E-02  0.2333943E-02  0.3547242E-02
 0.1200000E+00 -0.2127867E-01 -0.1995507E-01 -0.1863147E-01 -0.1730787E-01 -0.1598427E-01 -0.1466067E-01 -0.1333707E-01 -0.1201348E-01 -0.1068988E-01 -0.9366278E-02 -0.8042679E-02 -0.6719080E-02 -0.5395481E-02 -0.4071882E-02 -0.2748283E-02 -0.1424685E-02 -0.1010858E-03  0.1222513E-02  0.2546112E-02  0.3869711E-02
 0.1300000E+00 -0.2305187E-01 -0.2161798E-01 -0.2018408E-01 -0.1875018E-01 -0.1731629E-01 -0.1588239E-01 -0.1444849E-01 -0.1301459E-01 -0.1158070E-01 -0.1014680E-01 -0.8712903E-02 -0.7279006E-02 -0.5845109E-02 -0.4411212E-02 -0.2977315E-02 -0.1543418E-02 -0.1095208E-03  0.1324376E-02  0.2758273E-02  0.4192170E-02
 0.1400000E+00 -0.2482509E-01 -0.2328090E-01 -0.2173670E-01 -0.2019250E-01 -0.1864831E-01 -0.1710411E-01 -0.1555991E-01 -0.1401572E-01 -0.1247152E-01 -0.1092732E-01 -0.9383126E-02 -0.7838930E-02 -0.6294733E-02 -0.4750536E-02 -0.3206340E-02 -0.1662143E-02 -0.1179465E-03  0.1426250E-02  0.2970447E-02  0.4514643E-02
 0.1500000E+00 -0.2659831E-01 -0.2494382E-01 -0.2328932E-01 -0.2163482E-01 -0.1998033E-01 -0.1832583E-01 -0.1667133E-01 -0.1501684E-01 -0.1336234E-01 -0.1170785E-01 -0.1005335E-01 -0.8398853E-02 -0.6744357E-02 -0.5089861E-02 -0.3435364E-02 -0.1780868E-02 -0.1263720E-03  0.1528124E-02  0.3182620E-02  0.4837117E-02
