 0.1000000E-02 -0.1495872E+01 -0.6288557E+00 -0.1393169E+01 -0.1511520E+01 -0.1625700E+01 -0.1124432E+01 -0.3886466E+00 -0.5058788E+00 -0.1021440E+01 -0.9743205E+00 -0.1507721E+01 -0.7287896E+00 -0.1191281E+01 -0.2188032E+01 -0.1346493E+01 -0.1454774E+01 -0.1583035E+01 -0.1126240E+01 -0.8884122E+00 -0.9925209E+00
 0.2000000E-02 -0.1495873E+01 -0.6288562E+00 -0.1393169E+01 -0.1511520E+01 -0.1625701E+01 -0.1124433E+01 -0.3886469E+00 -0.5058791E+00 -0.1021441E+01 -0.9743210E+00 -0.1507722E+01 -0.7287904E+00 -0.1191281E+01 -0.2188033E+01 -0.1346493E+01 -0.1454775E+01 -0.1583036E+01 -0.1126240E+01 -0.8884118E+00 -0.9925212E+00
 0.3000000E-02 -0.1495874E+01 -0.6288570E+00 -0.1393169E+01 -0.1511521E+01 -0.1625702E+01 -0.1124434E+01 -0.3886475E+00 -0.5058799E+00 -0.1021441E+01 -0.9743221E+00 -0.1507723E+01 -0.7287919E+00 -0.1191282E+01 -0.2188034E+01 -0.1346493E+01 -0.1454775E+01 -0.1583036E+01 -0.1126240E+01 -0.8884111E+00 -0.9925219E+00
 0.4000000E-02 -0.1495875E+01 -0.6288582E+00 -0.1393169E+01 -0.1511522E+01 -0.1625703E+01 -0.1124437E+01 -0.3886484E+00 -0.5058809E+00 -0.1021442E+01 -0.9743237E+00 -0.1507724E+01 -0.7287942E+00 -0.1191282E+01 -0.2188037E+01 -0.1346493E+01 -0.1454776E+01 -0.1583037E+01 -0.1126240E+01 -0.8884100E+00 -0.9925228E+00
 0.5000000E-02 -0.1495876E+01 -0.6288599E+00 -0.1393169E+01 -0.1511524E+01 -0.1625704E+01 -0.1124440E+01 -0.3886496E+00 -0.5058824E+00 -0.1021443E+01 -0.9743259E+00 -0.1507726E+01 -0.7287972E+00 -0.1191283E+01 -0.2188040E+01 -0.1346493E+01 -0.1454778E+01 -0.1583037E+01 -0.1126240E+01 -0.8884086E+00 -0.9925241E+00
 0.6000000E-02 -0.1495878E+01 -0.6288620E+00 -0.1393170E+01 -0.1511526E+01 -0.1625706E+01 -0.1124444E+01 -0.3886511E+00 -0.5058841E+00 -0.1021445E+01 -0.9743286E+00 -0.1507728E+01 -0.7288010E+00 -0.1191283E+01 -0.2188044E+01 -0.1346493E+01 -0.1454780E+01 -0.1583038E+01 -0.1126239E+01 -0.8884067E+00 -0.9925256E+00
 0.7000000E-02 -0.1495881E+01 -0.6288645E+00 -0.1393170E+01 -0.1511528E+01 -0.1625709E+01 -0.1124449E+01 -0.3886529E+00 -0.5058863E+00 -0.1021447E+01 -0.9743318E+00 -0.1507731E+01 -0.7288056E+00 -0.1191284E+01 -0.2188049E+01 -0.1346493E+01 -0.1454782E+01 -0.1583039E+01 -0.1126239E+01 -0.8884046E+00 -0.9925275E+00
 0.8000000E-02 -0.1495883E+01 -0.6288674E+00 -0.1393170E+01 -0.1511530E+01 -0.1625712E+01 -0.1124455E+01 -0.3886550E+00 -0.5058887E+00 -0.1021449E+01 -0.9743356E+00 -0.1507734E+01 -0.7288109E+00 -0.1191285E+01 -0.2188055E+01 -0.1346493E+01 -0.1454784E+01 -0.1583040E+01 -0.1126238E+01 -0.8884020E+00 -0.9925297E+00
 0.9000000E-02 -0.1495886E+01 -0.6288707E+00 -0.1393171E+01 -0.1511533E+01 -0.1625715E+01 -0.1124461E+01 -0.3886574E+00 -0.5058916E+00 -0.1021451E+01 -0.9743399E+00 -0.1507738E+01 -0.7288169E+00 -0.1191287E+01 -0.2188061E+01 -0.1346493E+01 -0.1454787E+01 -0.1583042E+01 -0.1126238E+01 -0.8883992E+00 -0.9925322E+00
 0.1000000E-01 -0.1495890E+01 -0.6288744E+00 -0.1393171E+01 -0.1511536E+01 -0.1625719E+01 -0.1124469E+01 -0.3886601E+00 -0.5058947E+00 -0.1021454E+01 -0.9743447E+00 -0.1507742E+01 -0.7288236E+00 -0.1191288E+01 -0.2188069E+01 -0.1346493E+01 -0.1454790E+01 -0.1583044E+01 -0.1126237E+01 -0.8883959E+00 -0.9925350E+00
