-0.2112400E+01 -0.8872848E-01  0.1771004E+01
-0.8085818E+00 -0.1046806E+00  0.2007813E+01
-0.1954689E+01  0.1097745E+00  0.1227662E+01
-0.2139153E+01  0.7902225E+00  0.1254190E+01
-0.2310988E+01  0.6510567E+00  0.1379186E+01
-0.1562092E+01  0.6590893E+00  0.2056715E+01
-0.4485865E+00  0.5789947E+00  0.1525159E+01
-0.6238582E+00  0.1422258E+00  0.1815969E+01
-0.1397543E+01 -0.1415395E+00  0.1784870E+01
-0.1327240E+01 -0.7307254E+00  0.2449115E+01
-0.2129749E+01 -0.4196417E+00  0.2045615E+01
-0.9622447E+00 -0.3192934E+00  0.2581300E+01
-0.1652471E+01  0.1963514E+00  0.1349311E+01
-0.3160600E+01  0.3078838E+00  0.2031244E+01
-0.1880168E+01 -0.7986613E+00  0.1656086E+01
-0.2048527E+01 -0.4656132E+00  0.1923157E+01
-0.2238203E+01 -0.7980502E+00  0.1859067E+01
-0.1549523E+01 -0.4132164E+00  0.1391507E+01
-0.1192303E+01  0.6066756E+00  0.4805457E+00
-0.1356137E+01  0.3400822E+00  0.1547278E+01
-0.1494105E+01 -0.4752890E+00  0.1518248E+01
-0.1606733E+01 -0.2598055E-01  0.2503630E+01
-0.1643000E+01  0.5108672E+00  0.1283426E+01
-0.1594411E+01 -0.3689594E-02  0.1170027E+01
-0.1607139E+01 -0.9267800E+00  0.1703211E+01
-0.2771572E+01 -0.5918767E-01  0.2338547E+01
-0.2871622E+01  0.2700314E+00  0.1109246E+01
-0.1268047E+01  0.9166282E-01  0.1379162E+01
-0.2142310E+01  0.6109848E+00  0.1950280E+01
-0.4630749E+00 -0.1479846E+00  0.1989302E+01
-0.1617738E+01  0.4011870E+00  0.1842119E+01
-0.1800741E+01  0.2471519E+00  0.1574156E+01
-0.2209333E+01 -0.4930667E+00  0.8445832E+00
-0.2272701E+01  0.1965207E+00  0.1990047E+01
-0.2601955E+01 -0.1400519E+00  0.1519807E+01
-0.8875907E+00 -0.1687181E+00  0.1729044E+01
-0.1952304E+01  0.4693479E+00  0.1198189E+01
-0.2034839E+01 -0.2146498E+00  0.1972415E+01
-0.2556866E+01 -0.2848513E+00  0.1498786E+01
-0.2365460E+01 -0.7313221E+00  0.2646686E+01
-0.1588418E+01  0.1211068E+00  0.2053572E+01
-0.1643603E+01 -0.2830495E-01  0.7197737E+00
-0.1575653E+01  0.4141564E+00  0.1198201E+01
-0.1316209E+01  0.1005591E+00  0.2326732E+01
-0.1142502E+01 -0.1040532E+01  0.1718265E+01
-0.1537112E+01 -0.1154074E+00  0.7374073E+00
-0.9612840E+00 -0.4220763E-01  0.1529992E+01
-0.1651509E+01 -0.3835965E+00  0.1646394E+01
-0.1618125E+01 -0.3425577E+00  0.8085384E+00
-0.1368179E+01 -0.1117335E+01  0.7993815E+00
-0.2010813E+01  0.3182214E+00  0.9444693E+00
-0.1191053E+01 -0.9981239E+00  0.8937373E+00
-0.1523526E+01  0.1992153E+00  0.1498789E+01
-0.1260372E+01  0.1322140E+01  0.3810120E+00
-0.1258785E+01 -0.2415194E+00  0.1574641E+01
-0.3353679E+00 -0.7153253E+00  0.1850752E+01
-0.9510920E+00 -0.1381003E+01  0.1650382E+01
-0.1121534E+01  0.2107084E+00  0.1090314E+01
-0.1605574E+01 -0.1278288E+00  0.8304766E+00
-0.2010815E+01  0.2554147E+00  0.1188005E+01
-0.1643315E+01 -0.3971753E+00  0.1394499E+01
-0.1821315E+01 -0.1537999E+00  0.1987685E+01
-0.1814076E+01  0.1090686E+00  0.1449989E+01
