 0.2200000E+01  0.1555232E+01  0.1122159E+01  0.7256958E+00  0.4400034E+00  0.2418254E+00  0.1124788E+00  0.3709424E-01  0.3858657E-02  0.3404175E-02  0.2831695E-01  0.7274243E-01  0.1320687E+00  0.2026728E+00  0.2817178E+00  0.3671647E+00  0.5596990E+00
 0.2400000E+01  0.1695701E+01  0.1223772E+01  0.7915049E+00  0.4799414E+00  0.2637934E+00  0.1227063E+00  0.4047394E-01  0.4217447E-02  0.3721503E-02  0.3090015E-01  0.7936725E-01  0.1440916E+00  0.2211208E+00  0.3073595E+00  0.4006189E+00  0.6105683E+00
 0.2600000E+01  0.1835932E+01  0.1325279E+01  0.8572718E+00  0.5198633E+00  0.2857573E+00  0.1329344E+00  0.4385560E-01  0.4578327E-02  0.4040878E-02  0.3348568E-01  0.8599517E-01  0.1561190E+00  0.2395748E+00  0.3330093E+00  0.4340927E+00  0.6614345E+00
 0.2800000E+01  0.1975905E+01  0.1426674E+01  0.9229929E+00  0.5597677E+00  0.3077168E+00  0.1431632E+00  0.4723940E-01  0.4941473E-02  0.4362470E-02  0.3607372E-01  0.9262643E-01  0.1681510E+00  0.2580354E+00  0.3586679E+00  0.4675877E+00  0.7122973E+00
 0.3000000E+01  0.2115600E+01  0.1527946E+01  0.9886650E+00  0.5996535E+00  0.3296715E+00  0.1533927E+00  0.5062550E-01  0.5307059E-02  0.4686449E-02  0.3866448E-01  0.9926130E-01  0.1801881E+00  0.2765030E+00  0.3843359E+00  0.5011055E+00  0.7631566E+00
 0.3200000E+01  0.2254998E+01  0.1629089E+01  0.1054285E+01  0.6395194E+00  0.3516212E+00  0.1636230E+00  0.5401407E-01  0.5675263E-02  0.5012983E-02  0.4125813E-01  0.1059000E+00  0.1922306E+00  0.2949782E+00  0.4100140E+00  0.5346477E+00  0.8140121E+00
 0.3400000E+01  0.2394079E+01  0.1730093E+01  0.1119848E+01  0.6793640E+00  0.3735655E+00  0.1738541E+00  0.5740529E-01  0.6046258E-02  0.5342243E-02  0.4385487E-01  0.1125429E+00  0.2042790E+00  0.3134615E+00  0.4357030E+00  0.5682157E+00  0.8648637E+00
 0.3600000E+01  0.2532824E+01  0.1830950E+01  0.1185353E+01  0.7191863E+00  0.3955041E+00  0.1840862E+00  0.6079934E-01  0.6420223E-02  0.5674396E-02  0.4645489E-01  0.1191901E+00  0.2163335E+00  0.3319532E+00  0.4614034E+00  0.6018112E+00  0.9157113E+00
 0.3800000E+01  0.2671213E+01  0.1931651E+01  0.1250796E+01  0.7589849E+00  0.4174368E+00  0.1943194E+00  0.6419638E-01  0.6797333E-02  0.6009611E-02  0.4905839E-01  0.1258419E+00  0.2283945E+00  0.3504541E+00  0.4871159E+00  0.6354357E+00  0.9665546E+00
 0.4000000E+01  0.2809228E+01  0.2032188E+01  0.1316173E+01  0.7987586E+00  0.4393633E+00  0.2045536E+00  0.6759659E-01  0.7177766E-02  0.6348057E-02  0.5166554E-01  0.1324986E+00  0.2404624E+00  0.3689645E+00  0.5128414E+00  0.6690907E+00  0.1017394E+01
 0.4200000E+01  0.2946848E+01  0.2132553E+01  0.1381481E+01  0.8385064E+00  0.4612833E+00  0.2147890E+00  0.7100016E-01  0.7561698E-02  0.6689900E-02  0.5427654E-01  0.1391604E+00  0.2525375E+00  0.3874849E+00  0.5385803E+00  0.7027777E+00  0.1068228E+01
 0.4400000E+01  0.3084054E+01  0.2232738E+01  0.1446717E+01  0.8782271E+00  0.4831966E+00  0.2250256E+00  0.7440725E-01  0.7949308E-02  0.7035309E-02  0.5689158E-01  0.1458276E+00  0.2646202E+00  0.4060159E+00  0.5643334E+00  0.7364982E+00  0.1119058E+01
 0.4600000E+01  0.3220827E+01  0.2332734E+01  0.1511879E+01  0.9179195E+00  0.5051029E+00  0.2352637E+00  0.7781806E-01  0.8340774E-02  0.7384451E-02  0.5951083E-01  0.1525004E+00  0.2767108E+00  0.4245580E+00  0.5901014E+00  0.7702537E+00  0.1169883E+01
 0.4800000E+01  0.3357149E+01  0.2432533E+01  0.1576962E+01  0.9575825E+00  0.5270020E+00  0.2455032E+00  0.8123277E-01  0.8736274E-02  0.7737492E-02  0.6213450E-01  0.1591791E+00  0.2888097E+00  0.4431115E+00  0.6158850E+00  0.8040456E+00  0.1220703E+01
 0.5000000E+01  0.3493000E+01  0.2532127E+01  0.1641965E+01  0.9972150E+00  0.5488937E+00  0.2557443E+00  0.8465156E-01  0.9135987E-02  0.8094599E-02  0.6476275E-01  0.1658639E+00  0.3009173E+00  0.4616772E+00  0.6416848E+00  0.8378753E+00  0.1271519E+01
 0.5200000E+01  0.3628360E+01  0.2631509E+01  0.1706884E+01  0.1036816E+01  0.5707778E+00  0.2659871E+00  0.8807463E-01  0.9540092E-02  0.8455937E-02  0.6739579E-01  0.1725551E+00  0.3130339E+00  0.4802553E+00  0.6675015E+00  0.8717444E+00  0.1322330E+01
 0.5400000E+01  0.3763212E+01  0.2730670E+01  0.1771716E+01  0.1076385E+01  0.5926540E+00  0.2762317E+00  0.9150216E-01  0.9948770E-02  0.8821673E-02  0.7003379E-01  0.1792528E+00  0.3251598E+00  0.4988465E+00  0.6933359E+00  0.9056541E+00  0.1373136E+01
 0.5600000E+01  0.3897537E+01  0.2829601E+01  0.1836459E+01  0.1115920E+01  0.6145223E+00  0.2864782E+00  0.9493434E-01  0.1036220E-01  0.9191972E-02  0.7267693E-01  0.1859575E+00  0.3372954E+00  0.5174512E+00  0.7191886E+00  0.9396060E+00  0.1423937E+01
 0.5800000E+01  0.4031314E+01  0.2928296E+01  0.1901109E+01  0.1155420E+01  0.6363823E+00  0.2967268E+00  0.9837138E-01  0.1078057E-01  0.9566997E-02  0.7532539E-01  0.1926692E+00  0.3494411E+00  0.5360699E+00  0.7450602E+00  0.9736013E+00  0.1474733E+01
 0.6000000E+01  0.4164527E+01  0.3026747E+01  0.1965665E+01  0.1194885E+01  0.6582341E+00  0.3069775E+00  0.1018135E+00  0.1120405E-01  0.9946914E-02  0.7797937E-01  0.1993883E+00  0.3615972E+00  0.5547031E+00  0.7709515E+00  0.1007641E+01  0.1525525E+01
 0.6200000E+01  0.4297156E+01  0.3124945E+01  0.2030123E+01  0.1234314E+01  0.6800773E+00  0.3172306E+00  0.1052608E+00  0.1163282E-01  0.1033189E-01  0.8063903E-01  0.2061150E+00  0.3737640E+00  0.5733513E+00  0.7968632E+00  0.1041728E+01  0.1576312E+01
 0.6400000E+01  0.4429183E+01  0.3222884E+01  0.2094480E+01  0.1273705E+01  0.7019120E+00  0.3274862E+00  0.1087136E+00  0.1206708E-01  0.1072208E-01  0.8330456E-01  0.2128494E+00  0.3859419E+00  0.5920150E+00  0.8227959E+00  0.1075861E+01  0.1627094E+01
 0.6600000E+01  0.4560589E+01  0.3320555E+01  0.2158736E+01  0.1313059E+01  0.7237380E+00  0.3377445E+00  0.1121720E+00  0.1250700E-01  0.1111765E-01  0.8597613E-01  0.2195920E+00  0.3981313E+00  0.6106947E+00  0.8487504E+00  0.1110044E+01  0.1677871E+01
 0.6800000E+01  0.4691357E+01  0.3417951E+01  0.2222886E+01  0.1352374E+01  0.7455551E+00  0.3480055E+00  0.1156363E+00  0.1295277E-01  0.1151876E-01  0.8865393E-01  0.2263429E+00  0.4103325E+00  0.6293909E+00  0.8747273E+00  0.1144276E+01  0.1728645E+01
 0.7000000E+01  0.4821466E+01  0.3515064E+01  0.2286929E+01  0.1391649E+01  0.7673635E+00  0.3582696E+00  0.1191067E+00  0.1340457E-01  0.1192558E-01  0.9133812E-01  0.2331023E+00  0.4225457E+00  0.6481040E+00  0.9007273E+00  0.1178560E+01  0.1779414E+01
 0.7200000E+01  0.4950901E+01  0.3611888E+01  0.2350862E+01  0.1430884E+01  0.7891629E+00  0.3685368E+00  0.1225834E+00  0.1386259E-01  0.1233827E-01  0.9402889E-01  0.2398705E+00  0.4347715E+00  0.6668345E+00  0.9267511E+00  0.1212896E+01  0.1830179E+01
 0.7400000E+01  0.5079642E+01  0.3708414E+01  0.2414684E+01  0.1470077E+01  0.8109534E+00  0.3788073E+00  0.1260666E+00  0.1432701E-01  0.1275698E-01  0.9672641E-01  0.2466477E+00  0.4470101E+00  0.6855830E+00  0.9527995E+00  0.1247286E+01  0.1880940E+01
 0.7600000E+01  0.5207671E+01  0.3804636E+01  0.2478392E+01  0.1509230E+01  0.8327349E+00  0.3890814E+00  0.1295566E+00  0.1479801E-01  0.1318188E-01  0.9943084E-01  0.2534341E+00  0.4592618E+00  0.7043499E+00  0.9788730E+00  0.1281731E+01  0.1931698E+01
 0.7800000E+01  0.5334970E+01  0.3900546E+01  0.2541984E+01  0.1548340E+01  0.8545074E+00  0.3993592E+00  0.1330535E+00  0.1527580E-01  0.1361313E-01  0.1021424E+00  0.2602301E+00  0.4715270E+00  0.7231356E+00  0.1004972E+01  0.1316232E+01  0.1982453E+01
 0.8000000E+01  0.5461522E+01  0.3996137E+01  0.2605458E+01  0.1587407E+01  0.8762711E+00  0.4096411E+00  0.1365576E+00  0.1576055E-01  0.1405088E-01  0.1048612E+00  0.2670357E+00  0.4838061E+00  0.7419408E+00  0.1031098E+01  0.1350790E+01  0.2033204E+01
 0.8200000E+01  0.5587308E+01  0.4091403E+01  0.2668814E+01  0.1626431E+01  0.8980258E+00  0.4199271E+00  0.1400691E+00  0.1625245E-01  0.1449530E-01  0.1075874E+00  0.2738513E+00  0.4960993E+00  0.7607658E+00  0.1057252E+01  0.1385407E+01  0.2083953E+01
 0.8400000E+01  0.5712312E+01  0.4186335E+01  0.2732048E+01  0.1665412E+01  0.9197718E+00  0.4302175E+00  0.1435883E+00  0.1675170E-01  0.1494653E-01  0.1103212E+00  0.2806771E+00  0.5084070E+00  0.7796111E+00  0.1083433E+01  0.1420083E+01  0.2134699E+01
 0.8600000E+01  0.5836515E+01  0.4280928E+01  0.2795159E+01  0.1704348E+01  0.9415090E+00  0.4405127E+00  0.1471153E+00  0.1725848E-01  0.1540474E-01  0.1130628E+00  0.2875132E+00  0.5207295E+00  0.7984773E+00  0.1109643E+01  0.1454819E+01  0.2185443E+01
 0.8800000E+01  0.5959899E+01  0.4375174E+01  0.2858147E+01  0.1743241E+01  0.9632377E+00  0.4508127E+00  0.1506506E+00  0.1777298E-01  0.1587009E-01  0.1158123E+00  0.2943600E+00  0.5330673E+00  0.8173648E+00  0.1135882E+01  0.1489617E+01  0.2236185E+01
 0.9000000E+01  0.6082448E+01  0.4469067E+01  0.2921009E+01  0.1782088E+01  0.9849580E+00  0.4611180E+00  0.1541942E+00  0.1829540E-01  0.1634273E-01  0.1185699E+00  0.3012176E+00  0.5454205E+00  0.8362740E+00  0.1162151E+01  0.1524478E+01  0.2286927E+01
 0.9200000E+01  0.6204143E+01  0.4562600E+01  0.2983744E+01  0.1820891E+01  0.1006670E+01  0.4714288E+00  0.1577464E+00  0.1882593E-01  0.1682281E-01  0.1213357E+00  0.3080862E+00  0.5577895E+00  0.8552055E+00  0.1188451E+01  0.1559402E+01  0.2337667E+01
 0.9400000E+01  0.6324968E+01  0.4655765E+01  0.3046351E+01  0.1859649E+01  0.1028374E+01  0.4817453E+00  0.1613076E+00  0.1936477E-01  0.1731048E-01  0.1241100E+00  0.3149662E+00  0.5701747E+00  0.8741598E+00  0.1214783E+01  0.1594391E+01  0.2388407E+01
 0.9600000E+01  0.6444905E+01  0.4748558E+01  0.3108830E+01  0.1898362E+01  0.1050070E+01  0.4920679E+00  0.1648779E+00  0.1991210E-01  0.1780591E-01  0.1268929E+00  0.3218577E+00  0.5825764E+00  0.8931372E+00  0.1241146E+01  0.1629446E+01  0.2439147E+01
 0.9800000E+01  0.6563937E+01  0.4840971E+01  0.3171179E+01  0.1937029E+01  0.1071759E+01  0.5023969E+00  0.1684576E+00  0.2046813E-01  0.1830925E-01  0.1296845E+00  0.3287609E+00  0.5949949E+00  0.9121383E+00  0.1267543E+01  0.1664567E+01  0.2489888E+01
 0.1000000E+02  0.6682046E+01  0.4932997E+01  0.3233398E+01  0.1975652E+01  0.1093440E+01  0.5127326E+00  0.1720471E+00  0.2103305E-01  0.1882064E-01  0.1324850E+00  0.3356760E+00  0.6074305E+00  0.9311635E+00  0.1293973E+01  0.1699756E+01  0.2540629E+01
 0.1020000E+02  0.6799216E+01  0.5024630E+01  0.3295485E+01  0.2014230E+01  0.1115114E+01  0.5230753E+00  0.1756465E+00  0.2160706E-01  0.1934024E-01  0.1352945E+00  0.3426033E+00  0.6198836E+00  0.9502134E+00  0.1320437E+01  0.1735013E+01  0.2591373E+01
 0.1040000E+02  0.6915430E+01  0.5115865E+01  0.3357442E+01  0.2052763E+01  0.1136782E+01  0.5334255E+00  0.1792562E+00  0.2219036E-01  0.1986819E-01  0.1381132E+00  0.3495429E+00  0.6323544E+00  0.9692883E+00  0.1346936E+01  0.1770339E+01  0.2642118E+01
 0.1060000E+02  0.7030671E+01  0.5206694E+01  0.3419266E+01  0.2091252E+01  0.1158443E+01  0.5437835E+00  0.1828764E+00  0.2278314E-01  0.2040466E-01  0.1409413E+00  0.3564951E+00  0.6448433E+00  0.9883888E+00  0.1373471E+01  0.1805736E+01  0.2692867E+01
 0.1080000E+02  0.7144921E+01  0.5297111E+01  0.3480959E+01  0.2129697E+01  0.1180099E+01  0.5541496E+00  0.1865075E+00  0.2338562E-01  0.2094978E-01  0.1437789E+00  0.3634601E+00  0.6573507E+00  0.1007515E+01  0.1400042E+01  0.1841203E+01  0.2743619E+01
 0.1100000E+02  0.7258165E+01  0.5387110E+01  0.3542520E+01  0.2168098E+01  0.1201749E+01  0.5645243E+00  0.1901497E+00  0.2399799E-01  0.2150370E-01  0.1466262E+00  0.3704381E+00  0.6698767E+00  0.1026668E+01  0.1426651E+01  0.1876743E+01  0.2794375E+01
 0.1120000E+02  0.7370384E+01  0.5476686E+01  0.3603949E+01  0.2206456E+01  0.1223395E+01  0.5749079E+00  0.1938033E+00  0.2462045E-01  0.2206658E-01  0.1494832E+00  0.3774293E+00  0.6824218E+00  0.1045848E+01  0.1453297E+01  0.1912355E+01  0.2845137E+01
 0.1140000E+02  0.7481563E+01  0.5565831E+01  0.3665247E+01  0.2244771E+01  0.1245036E+01  0.5853009E+00  0.1974687E+00  0.2525321E-01  0.2263855E-01  0.1523502E+00  0.3844339E+00  0.6949863E+00  0.1065056E+01  0.1479981E+01  0.1948040E+01  0.2895903E+01
 0.1160000E+02  0.7591684E+01  0.5654539E+01  0.3726414E+01  0.2283045E+01  0.1266673E+01  0.5957038E+00  0.2011461E+00  0.2589648E-01  0.2321977E-01  0.1552273E+00  0.3914521E+00  0.7075704E+00  0.1084291E+01  0.1506704E+01  0.1983800E+01  0.2946677E+01
 0.1180000E+02  0.7700732E+01  0.5742806E+01  0.3787451E+01  0.2321277E+01  0.1288307E+01  0.6061170E+00  0.2048359E+00  0.2655046E-01  0.2381037E-01  0.1581146E+00  0.3984841E+00  0.7201745E+00  0.1103555E+01  0.1533468E+01  0.2019635E+01  0.2997457E+01
 0.1200000E+02  0.7808689E+01  0.5830623E+01  0.3848359E+01  0.2359470E+01  0.1309939E+01  0.6165410E+00  0.2085383E+00  0.2721536E-01  0.2441051E-01  0.1610123E+00  0.4055301E+00  0.7327988E+00  0.1122847E+01  0.1560271E+01  0.2055545E+01  0.3048245E+01
 0.1220000E+02  0.7915539E+01  0.5917986E+01  0.3909138E+01  0.2397623E+01  0.1331569E+01  0.6269762E+00  0.2122538E+00  0.2789139E-01  0.2502033E-01  0.1639206E+00  0.4125903E+00  0.7454438E+00  0.1142169E+01  0.1587117E+01  0.2091532E+01  0.3099042E+01
 0.1240000E+02  0.8021265E+01  0.6004889E+01  0.3969790E+01  0.2435739E+01  0.1353198E+01  0.6374233E+00  0.2159827E+00  0.2857876E-01  0.2563996E-01  0.1668394E+00  0.4196649E+00  0.7581096E+00  0.1161520E+01  0.1614003E+01  0.2127596E+01  0.3149848E+01
 0.1260000E+02  0.8125851E+01  0.6091324E+01  0.4030317E+01  0.2473817E+01  0.1374827E+01  0.6478826E+00  0.2197253E+00  0.2927768E-01  0.2626955E-01  0.1697691E+00  0.4267541E+00  0.7707967E+00  0.1180902E+01  0.1640933E+01  0.2163738E+01  0.3200665E+01
 0.1280000E+02  0.8229280E+01  0.6177287E+01  0.4090720E+01  0.2511861E+01  0.1396456E+01  0.6583548E+00  0.2234820E+00  0.2998837E-01  0.2690924E-01  0.1727097E+00  0.4338581E+00  0.7835052E+00  0.1200314E+01  0.1667906E+01  0.2199959E+01  0.3251493E+01
 0.1300000E+02  0.8331537E+01  0.6262771E+01  0.4151001E+01  0.2549870E+01  0.1418087E+01  0.6688405E+00  0.2272530E+00  0.3071104E-01  0.2755916E-01  0.1756613E+00  0.4409770E+00  0.7962355E+00  0.1219757E+01  0.1694923E+01  0.2236258E+01  0.3302333E+01
 0.1320000E+02  0.8432604E+01  0.6347770E+01  0.4211162E+01  0.2587847E+01  0.1439720E+01  0.6793401E+00  0.2310389E+00  0.3144591E-01  0.2821947E-01  0.1786242E+00  0.4481111E+00  0.8089880E+00  0.1239232E+01  0.1721984E+01  0.2272637E+01  0.3353186E+01
 0.1340000E+02  0.8532465E+01  0.6432277E+01  0.4271205E+01  0.2625793E+01  0.1461356E+01  0.6898544E+00  0.2348399E+00  0.3219320E-01  0.2889029E-01  0.1815983E+00  0.4552605E+00  0.8217628E+00  0.1258739E+01  0.1749091E+01  0.2309097E+01  0.3404054E+01
 0.1360000E+02  0.8631104E+01  0.6516287E+01  0.4331133E+01  0.2663710E+01  0.1482997E+01  0.7003840E+00  0.2386564E+00  0.3295311E-01  0.2957176E-01  0.1845839E+00  0.4624254E+00  0.8345603E+00  0.1278278E+01  0.1776244E+01  0.2345637E+01  0.3454936E+01
 0.1380000E+02  0.8728505E+01  0.6599792E+01  0.4390948E+01  0.2701601E+01  0.1504643E+01  0.7109295E+00  0.2424889E+00  0.3372589E-01  0.3026401E-01  0.1875811E+00  0.4696061E+00  0.8473808E+00  0.1297851E+01  0.1803444E+01  0.2382259E+01  0.3505835E+01
 0.1400000E+02  0.8824651E+01  0.6682788E+01  0.4450654E+01  0.2739466E+01  0.1526296E+01  0.7214916E+00  0.2463377E+00  0.3451174E-01  0.3096719E-01  0.1905899E+00  0.4768026E+00  0.8602245E+00  0.1317456E+01  0.1830692E+01  0.2418964E+01  0.3556751E+01
 0.1420000E+02  0.8919526E+01  0.6765266E+01  0.4510254E+01  0.2777309E+01  0.1547957E+01  0.7320710E+00  0.2502032E+00  0.3531089E-01  0.3168143E-01  0.1936106E+00  0.4840152E+00  0.8730918E+00  0.1337096E+01  0.1857987E+01  0.2455751E+01  0.3607685E+01
 0.1440000E+02  0.9013114E+01  0.6847221E+01  0.4569751E+01  0.2815132E+01  0.1569627E+01  0.7426684E+00  0.2540859E+00  0.3612356E-01  0.3240686E-01  0.1966432E+00  0.4912440E+00  0.8859830E+00  0.1356769E+01  0.1885331E+01  0.2492621E+01  0.3658638E+01
 0.1460000E+02  0.9105398E+01  0.6928646E+01  0.4629149E+01  0.2852938E+01  0.1591308E+01  0.7532846E+00  0.2579860E+00  0.3695000E-01  0.3314360E-01  0.1996878E+00  0.4984892E+00  0.8988983E+00  0.1376477E+01  0.1912725E+01  0.2529575E+01  0.3709612E+01
 0.1480000E+02  0.9196363E+01  0.7009534E+01  0.4688451E+01  0.2890729E+01  0.1613001E+01  0.7639203E+00  0.2619042E+00  0.3779041E-01  0.3389180E-01  0.2027447E+00  0.5057511E+00  0.9118381E+00  0.1396221E+01  0.1940169E+01  0.2566613E+01  0.3760607E+01
 0.1500000E+02  0.9285992E+01  0.7089877E+01  0.4747663E+01  0.2928508E+01  0.1634707E+01  0.7745764E+00  0.2658408E+00  0.3864504E-01  0.3465158E-01  0.2058138E+00  0.5130296E+00  0.9248025E+00  0.1416000E+01  0.1967664E+01  0.2603736E+01  0.3811625E+01
 0.1520000E+02  0.9374269E+01  0.7169669E+01  0.4806789E+01  0.2966278E+01  0.1656428E+01  0.7852536E+00  0.2697962E+00  0.3951412E-01  0.3542307E-01  0.2088953E+00  0.5203251E+00  0.9377919E+00  0.1435815E+01  0.1995211E+01  0.2640944E+01  0.3862666E+01
 0.1540000E+02  0.9461179E+01  0.7248903E+01  0.4865833E+01  0.3004043E+01  0.1678165E+01  0.7959528E+00  0.2737710E+00  0.4039788E-01  0.3620640E-01  0.2119893E+00  0.5276377E+00  0.9508066E+00  0.1455667E+01  0.2022810E+01  0.2678238E+01  0.3913733E+01
 0.1560000E+02  0.9546704E+01  0.7327570E+01  0.4924800E+01  0.3041806E+01  0.1699921E+01  0.8066749E+00  0.2777655E+00  0.4129655E-01  0.3700169E-01  0.2150959E+00  0.5349676E+00  0.9638469E+00  0.1475555E+01  0.2050462E+01  0.2715618E+01  0.3964825E+01
 0.1580000E+02  0.9630830E+01  0.7405662E+01  0.4983696E+01  0.3079571E+01  0.1721697E+01  0.8174208E+00  0.2817803E+00  0.4221038E-01  0.3780908E-01  0.2182152E+00  0.5423148E+00  0.9769130E+00  0.1495481E+01  0.2078167E+01  0.2753085E+01  0.4015945E+01
 0.1600000E+02  0.9713539E+01  0.7483172E+01  0.5042527E+01  0.3117342E+01  0.1743495E+01  0.8281915E+00  0.2858158E+00  0.4313960E-01  0.3862869E-01  0.2213474E+00  0.5496797E+00  0.9900052E+00  0.1515445E+01  0.2105927E+01  0.2790639E+01  0.4067094E+01
 0.1620000E+02  0.9794816E+01  0.7560091E+01  0.5101298E+01  0.3155123E+01  0.1765317E+01  0.8389879E+00  0.2898725E+00  0.4408446E-01  0.3946063E-01  0.2244925E+00  0.5570622E+00  0.1003124E+01  0.1535447E+01  0.2133742E+01  0.2828280E+01  0.4118273E+01
 0.1640000E+02  0.9874646E+01  0.7636411E+01  0.5160016E+01  0.3192918E+01  0.1787164E+01  0.8498109E+00  0.2939510E+00  0.4504520E-01  0.4030504E-01  0.2276506E+00  0.5644627E+00  0.1016269E+01  0.1555487E+01  0.2161613E+01  0.2866010E+01  0.4169482E+01
 0.1660000E+02  0.9953012E+01  0.7712122E+01  0.5218687E+01  0.3230732E+01  0.1809040E+01  0.8606618E+00  0.2980517E+00  0.4602206E-01  0.4116204E-01  0.2308219E+00  0.5718812E+00  0.1029441E+01  0.1575567E+01  0.2189540E+01  0.2903828E+01  0.4220725E+01
 0.1680000E+02  0.1002990E+02  0.7787215E+01  0.5277317E+01  0.3268569E+01  0.1830947E+01  0.8715414E+00  0.3021752E+00  0.4701530E-01  0.4203175E-01  0.2340063E+00  0.5793179E+00  0.1042641E+01  0.1595686E+01  0.2217524E+01  0.2941735E+01  0.4272001E+01
 0.1700000E+02  0.1010529E+02  0.7861680E+01  0.5335915E+01  0.3306436E+01  0.1852886E+01  0.8824510E+00  0.3063219E+00  0.4802516E-01  0.4291428E-01  0.2372041E+00  0.5867730E+00  0.1055867E+01  0.1615845E+01  0.2245566E+01  0.2979732E+01  0.4323312E+01
 0.1720000E+02  0.1017917E+02  0.7935507E+01  0.5394487E+01  0.3344337E+01  0.1874860E+01  0.8933916E+00  0.3104925E+00  0.4905190E-01  0.4380976E-01  0.2404154E+00  0.5942466E+00  0.1069122E+01  0.1636045E+01  0.2273667E+01  0.3017818E+01  0.4374660E+01
 0.1740000E+02  0.1025153E+02  0.8008685E+01  0.5453041E+01  0.3382278E+01  0.1896871E+01  0.9043645E+00  0.3146875E+00  0.5009578E-01  0.4471831E-01  0.2436401E+00  0.6017388E+00  0.1082405E+01  0.1656286E+01  0.2301826E+01  0.3055994E+01  0.4426046E+01
 0.1760000E+02  0.1032234E+02  0.8081203E+01  0.5511584E+01  0.3420265E+01  0.1918923E+01  0.9153708E+00  0.3189075E+00  0.5115704E-01  0.4564004E-01  0.2468784E+00  0.6092498E+00  0.1095715E+01  0.1676568E+01  0.2330045E+01  0.3094261E+01  0.4477471E+01
 0.1780000E+02  0.1039160E+02  0.8153050E+01  0.5570127E+01  0.3458304E+01  0.1941018E+01  0.9264118E+00  0.3231530E+00  0.5223595E-01  0.4657506E-01  0.2501304E+00  0.6167798E+00  0.1109055E+01  0.1696891E+01  0.2358325E+01  0.3132619E+01  0.4528936E+01
 0.1800000E+02  0.1045928E+02  0.8224214E+01  0.5628675E+01  0.3496403E+01  0.1963159E+01  0.9374888E+00  0.3274246E+00  0.5333276E-01  0.4752350E-01  0.2533962E+00  0.6243288E+00  0.1122423E+01  0.1717257E+01  0.2386666E+01  0.3171069E+01  0.4580444E+01
