 0.1000000E-01  0.6334481E+00 -0.1570941E-17  0.1293641E+02 -0.7200259E-07  0.6952838-309
 0.2000000E-01  0.6347088E+00  0.1400517E-17  0.1293515E+02 -0.7341022E-07  0.6952838-309
 0.3000000E-01  0.6359338E+00 -0.2197164E-17  0.1293393E+02 -0.7429075E-07  0.6952838-309
 0.4000000E-01  0.6371231E+00 -0.2159134E-18  0.1293274E+02 -0.7461772E-07  0.6952838-309
 0.5000000E-01  0.6382765E+00  0.2271894E-17  0.1293159E+02 -0.7437360E-07  0.6952838-309
 0.6000000E-01  0.6393941E+00 -0.3653003E-17  0.1293048E+02 -0.7354957E-07  0.6952838-309
 0.7000000E-01  0.6404763E+00 -0.2461534E-17  0.1292940E+02 -0.7214593E-07  0.6952838-309
 0.8000000E-01  0.6415233E+00  0.3103764E-17  0.1292835E+02 -0.7017194E-07  0.6952838-309
 0.9000000E-01  0.6425358E+00  0.3097552E-17  0.1292735E+02 -0.6764554E-07  0.6952838-309
 0.1000000E+00  0.6435143E+00  0.8166809E-18  0.1292637E+02 -0.6459310E-07  0.6952838-309
 0.1100000E+00  0.6444599E+00  0.2514430E-17  0.1292543E+02 -0.6104859E-07  0.6952838-309
 0.1200000E+00  0.6453734E+00  0.2007099E-17  0.1292452E+02 -0.5705313E-07  0.6952838-309
 0.1300000E+00  0.6462560E+00 -0.1256624E-18  0.1292364E+02 -0.5265390E-07  0.6952838-309
 0.1400000E+00  0.6471091E+00  0.1928285E-17  0.1292278E+02 -0.4790354E-07  0.6952838-309
 0.1500000E+00  0.6479342E+00  0.3410277E-18  0.1292196E+02 -0.4285888E-07  0.6952838-309
 0.1600000E+00  0.6487328E+00 -0.1026394E-18  0.1292116E+02 -0.3758012E-07  0.6952838-309
 0.1700000E+00  0.6495067E+00  0.1063607E-17  0.1292039E+02 -0.3212970E-07  0.6952838-309
 0.1800000E+00  0.6502579E+00 -0.7863103E-18  0.1291964E+02 -0.2657130E-07  0.6952838-309
 0.1900000E+00  0.6509886E+00 -0.6099993E-18  0.1291891E+02 -0.2096878E-07  0.6952838-309
 0.2000000E+00  0.6517009E+00  0.4397881E-18  0.1291819E+02 -0.1538532E-07  0.6952838-309
 0.2100000E+00  0.6523974E+00 -0.3170658E-17  0.1291750E+02 -0.9882364E-08  0.6952838-309
 0.2200000E+00  0.6530804E+00  0.1681593E-17  0.1291681E+02 -0.4518907E-08  0.6952838-309
 0.2300000E+00  0.6537529E+00 -0.1322866E-18  0.1291614E+02  0.6494010E-09  0.6952838-309
 0.2400000E+00  0.6544176E+00  0.2747651E-17  0.1291547E+02  0.5570848E-08  0.6952838-309
 0.2500000E+00  0.6550776E+00  0.8010639E-18  0.1291480E+02  0.1019829E-07  0.6952838-309
 0.2600000E+00  0.6557361E+00 -0.3033036E-17  0.1291414E+02  0.1448958E-07  0.6952838-309
 0.2700000E+00  0.6563963E+00  0.4501544E-18  0.1291347E+02  0.1840824E-07  0.6952838-309
 0.2800000E+00  0.6570617E+00 -0.1274626E-17  0.1291280E+02  0.2192357E-07  0.6952838-309
 0.2900000E+00  0.6577359E+00  0.1566632E-17  0.1291212E+02  0.2501091E-07  0.6952838-309
 0.3000000E+00  0.6584227E+00  0.7442629E-18  0.1291142E+02  0.2765198E-07  0.6952838-309
 0.3100000E+00  0.6591258E+00 -0.1814176E-17  0.1291071E+02  0.2983487E-07  0.6952838-309
 0.3200000E+00  0.6598493E+00 -0.2367126E-17  0.1290997E+02  0.3155416E-07  0.6952838-309
 0.3300000E+00  0.6605972E+00  0.3015999E-17  0.1290921E+02  0.3281078E-07  0.6952838-309
 0.3400000E+00  0.6613738E+00  0.7753490E-19  0.1290842E+02  0.3361205E-07  0.6952838-309
 0.3500000E+00  0.6621835E+00  0.2960024E-19  0.1290760E+02  0.3397134E-07  0.6952838-309
 0.3600000E+00  0.6630306E+00  0.3953594E-18  0.1290674E+02  0.3390800E-07  0.6952838-309
 0.3700000E+00  0.6639198E+00  0.2704736E-17  0.1290583E+02  0.3344685E-07  0.6952838-309
 0.3800000E+00  0.6648558E+00 -0.3993364E-18  0.1290488E+02  0.3261804E-07  0.6952838-309
 0.3900000E+00  0.6658432E+00 -0.3058384E-17  0.1290387E+02  0.3145637E-07  0.6952838-309
 0.4000000E+00  0.6668869E+00  0.1815443E-17  0.1290281E+02  0.3000097E-07  0.6952838-309
 0.4100000E+00  0.6679920E+00 -0.2478188E-19  0.1290168E+02  0.2829432E-07  0.6952838-309
 0.4200000E+00  0.6691633E+00  0.5974261E-18  0.1290049E+02  0.2638204E-07  0.6952838-309
 0.4300000E+00  0.6704062E+00  0.1706977E-17  0.1289922E+02  0.2431179E-07  0.6952838-309
 0.4400000E+00  0.6717256E+00 -0.2147866E-18  0.1289787E+02  0.2213260E-07  0.6952838-309
 0.4500000E+00  0.6731269E+00  0.2296487E-18  0.1289645E+02  0.1989408E-07  0.6952838-309
 0.4600000E+00  0.6746154E+00  0.2119968E-18  0.1289493E+02  0.1764525E-07  0.6952838-309
 0.4700000E+00  0.6761966E+00 -0.1889453E-17  0.1289332E+02  0.1543401E-07  0.6952838-309
 0.4800000E+00  0.6778757E+00  0.2231550E-17  0.1289161E+02  0.1330577E-07  0.6952838-309
 0.4900000E+00  0.6796584E+00 -0.6824707E-18  0.1288979E+02  0.1130294E-07  0.6952838-309
 0.5000000E+00  0.6815502E+00  0.4470626E-18  0.1288787E+02  0.9463729E-08  0.6952838-309
 0.5100000E+00  0.6835565E+00 -0.3481482E-19  0.1288583E+02  0.7821622E-08  0.6952838-309
 0.5200000E+00  0.6856832E+00  0.5220198E-18  0.1288366E+02  0.6404280E-08  0.6952838-309
 0.5300000E+00  0.6879357E+00  0.2676441E-17  0.1288137E+02  0.5233154E-08  0.6952838-309
 0.5400000E+00  0.6903198E+00 -0.1055494E-19  0.1287895E+02  0.4322863E-08  0.6952838-309
 0.5500000E+00  0.6928412E+00  0.2317857E-17  0.1287639E+02  0.3680840E-08  0.6952838-309
 0.5600000E+00  0.6955056E+00 -0.6997946E-18  0.1287368E+02  0.3307074E-08  0.6952838-309
 0.5700000E+00  0.6983187E+00 -0.1586474E-18  0.1287082E+02  0.3194113E-08  0.6952838-309
 0.5800000E+00  0.7012863E+00 -0.4296561E-18  0.1286781E+02  0.3327139E-08  0.6952838-309
